"","Municipal","County","State","Region","Year","Unemployment Rate (Avg)","Number of Unemployed (Avg)","Number of Employed (Avg)","Number in Labor Force (Avg)"
"6882","Sturbridge","Worcester County","MA","Sturbridge",2003,5.6,268,4527,4795
"6883","Sturbridge","Worcester County","MA","Sturbridge",2004,5.1,249,4636,4885
"6884","Sturbridge","Worcester County","MA","Sturbridge",2005,4.3,214,4711,4925
"6885","Sturbridge","Worcester County","MA","Sturbridge",2006,4.2,208,4703,4911
"6886","Sturbridge","Worcester County","MA","Sturbridge",2007,4.5,221,4715,4936
"6887","Sturbridge","Worcester County","MA","Sturbridge",2008,5.1,248,4620,4868
"6888","Sturbridge","Worcester County","MA","Sturbridge",2009,7.9,385,4497,4882
"6889","Sturbridge","Worcester County","MA","Sturbridge",2010,7.5,381,4717,5098
"6890","Sturbridge","Worcester County","MA","Sturbridge",2011,7,357,4759,5116
"6891","Sturbridge","Worcester County","MA","Sturbridge",2012,6.4,323,4757,5080
"6892","Sudbury","Middlesex County","MA","Sudbury",1990,3.4,280,7916,8196
"6893","Sudbury","Middlesex County","MA","Sudbury",1991,4.3,344,7729,8073
"6894","Sudbury","Middlesex County","MA","Sudbury",1992,5,412,7808,8220
"6895","Sudbury","Middlesex County","MA","Sudbury",1993,4.1,344,7997,8341
"6896","Sudbury","Middlesex County","MA","Sudbury",1994,3.7,317,8250,8567
"6897","Sudbury","Middlesex County","MA","Sudbury",1995,3.4,289,8123,8412
"6898","Sudbury","Middlesex County","MA","Sudbury",1996,2.3,199,8379,8578
"6899","Sudbury","Middlesex County","MA","Sudbury",1997,1.9,167,8680,8847
"6900","Sudbury","Middlesex County","MA","Sudbury",1998,1.6,142,8917,9059
"6901","Sudbury","Middlesex County","MA","Sudbury",1999,1.6,144,9146,9290
"6902","Sudbury","Middlesex County","MA","Sudbury",2000,1.8,153,8305,8458
"6903","Sudbury","Middlesex County","MA","Sudbury",2001,3,255,8366,8621
"6904","Sudbury","Middlesex County","MA","Sudbury",2002,4.7,405,8260,8665
"6905","Sudbury","Middlesex County","MA","Sudbury",2003,4.8,408,8136,8544
"6906","Sudbury","Middlesex County","MA","Sudbury",2004,3.8,323,8122,8445
"6907","Sudbury","Middlesex County","MA","Sudbury",2005,3.4,287,8162,8449
"6908","Sudbury","Middlesex County","MA","Sudbury",2006,3.7,308,8054,8362
"6909","Sudbury","Middlesex County","MA","Sudbury",2007,3.1,265,8160,8425
"6910","Sudbury","Middlesex County","MA","Sudbury",2008,3.8,323,8208,8531
"6911","Sudbury","Middlesex County","MA","Sudbury",2009,6,515,8061,8576
"6912","Sudbury","Middlesex County","MA","Sudbury",2010,5.8,507,8180,8687
"6913","Sudbury","Middlesex County","MA","Sudbury",2011,5,436,8301,8737
"6914","Sudbury","Middlesex County","MA","Sudbury",2012,4.5,395,8392,8787
"6915",NA,"Suffolk County","MA","Suffolk County",1990,6.1,21425,328598,350023
"6916",NA,"Suffolk County","MA","Suffolk County",1991,8.6,29524,312148,341672
"6917",NA,"Suffolk County","MA","Suffolk County",1992,8.6,28585,304876,333461
"6918",NA,"Suffolk County","MA","Suffolk County",1993,7.2,23615,306629,330244
"6919",NA,"Suffolk County","MA","Suffolk County",1994,6.2,20383,308484,328867
"6920",NA,"Suffolk County","MA","Suffolk County",1995,5.6,18920,318455,337375
"6921",NA,"Suffolk County","MA","Suffolk County",1996,4.8,16232,322348,338580
"6922",NA,"Suffolk County","MA","Suffolk County",1997,4.3,14912,328401,343313
"6923",NA,"Suffolk County","MA","Suffolk County",1998,3.6,12289,332037,344326
"6924",NA,"Suffolk County","MA","Suffolk County",1999,3.5,12148,334447,346595
"6925",NA,"Suffolk County","MA","Suffolk County",2000,3.1,10739,340347,351086
"6926",NA,"Suffolk County","MA","Suffolk County",2001,4.1,14645,339407,354052
"6927",NA,"Suffolk County","MA","Suffolk County",2002,5.9,20873,330953,351826
"6928",NA,"Suffolk County","MA","Suffolk County",2003,6.6,22566,321685,344251
"6929",NA,"Suffolk County","MA","Suffolk County",2004,5.8,19356,316149,335505
"6930",NA,"Suffolk County","MA","Suffolk County",2005,5.3,17660,314335,331995
"6931",NA,"Suffolk County","MA","Suffolk County",2006,5,17826,340610,358436
"6932",NA,"Suffolk County","MA","Suffolk County",2007,4.5,16381,348430,364811
"6933",NA,"Suffolk County","MA","Suffolk County",2008,5.3,19589,353405,372994
"6934",NA,"Suffolk County","MA","Suffolk County",2009,7.8,29134,345421,374555
"6935",NA,"Suffolk County","MA","Suffolk County",2010,8.1,29709,335890,365599
"6936",NA,"Suffolk County","MA","Suffolk County",2011,7.1,26164,341489,367653
"6937",NA,"Suffolk County","MA","Suffolk County",2012,6.6,24392,345228,369620
"6938","Sunderland","Franklin County","MA","Sunderland",1990,4,83,1989,2072
"6939","Sunderland","Franklin County","MA","Sunderland",1991,6,120,1884,2004
"6940","Sunderland","Franklin County","MA","Sunderland",1992,6.1,123,1897,2020
"6941","Sunderland","Franklin County","MA","Sunderland",1993,5.1,106,1981,2087
"6942","Sunderland","Franklin County","MA","Sunderland",1994,4.6,98,2014,2112
"6943","Sunderland","Franklin County","MA","Sunderland",1995,3.5,72,2000,2072
"6944","Sunderland","Franklin County","MA","Sunderland",1996,2.5,53,2037,2090
"6945","Sunderland","Franklin County","MA","Sunderland",1997,2.1,45,2080,2125
"6946","Sunderland","Franklin County","MA","Sunderland",1998,2.1,45,2080,2125
"6947","Sunderland","Franklin County","MA","Sunderland",1999,2.2,48,2109,2157
"6948","Sunderland","Franklin County","MA","Sunderland",2000,1.8,41,2197,2238
"6949","Sunderland","Franklin County","MA","Sunderland",2001,2.1,48,2252,2300
"6950","Sunderland","Franklin County","MA","Sunderland",2002,2.9,68,2245,2313
"6951","Sunderland","Franklin County","MA","Sunderland",2003,3.5,81,2265,2346
"6952","Sunderland","Franklin County","MA","Sunderland",2004,3.1,74,2285,2359
"6953","Sunderland","Franklin County","MA","Sunderland",2005,3.3,77,2288,2365
"6954","Sunderland","Franklin County","MA","Sunderland",2006,3.4,80,2297,2377
"6955","Sunderland","Franklin County","MA","Sunderland",2007,3.3,78,2275,2353
"6956","Sunderland","Franklin County","MA","Sunderland",2008,3.5,80,2189,2269
"6957","Sunderland","Franklin County","MA","Sunderland",2009,5,119,2243,2362
"6958","Sunderland","Franklin County","MA","Sunderland",2010,5.8,126,2055,2181
"6959","Sunderland","Franklin County","MA","Sunderland",2011,4.7,102,2077,2179
"6960","Sunderland","Franklin County","MA","Sunderland",2012,4.2,92,2096,2188
"6961","Sutton","Worcester County","MA","Sutton",1990,4.6,172,3533,3705
"6962","Sutton","Worcester County","MA","Sutton",1991,7.7,291,3495,3786
"6963","Sutton","Worcester County","MA","Sutton",1992,7.7,297,3558,3855
"6964","Sutton","Worcester County","MA","Sutton",1993,5.5,218,3714,3932
"6965","Sutton","Worcester County","MA","Sutton",1994,4.6,187,3872,4059
"6966","Sutton","Worcester County","MA","Sutton",1995,4.4,170,3707,3877
"6967","Sutton","Worcester County","MA","Sutton",1996,4,159,3798,3957
"6968","Sutton","Worcester County","MA","Sutton",1997,3.8,154,3932,4086
"6969","Sutton","Worcester County","MA","Sutton",1998,2.7,112,4004,4116
"6970","Sutton","Worcester County","MA","Sutton",1999,2.9,122,4057,4179
"6971","Sutton","Worcester County","MA","Sutton",2000,2.2,102,4478,4580
"6972","Sutton","Worcester County","MA","Sutton",2001,3.3,155,4565,4720
"6973","Sutton","Worcester County","MA","Sutton",2002,4.5,214,4592,4806
"6974","Sutton","Worcester County","MA","Sutton",2003,5.1,248,4633,4881
"6975","Sutton","Worcester County","MA","Sutton",2004,4.8,233,4625,4858
"6976","Sutton","Worcester County","MA","Sutton",2005,4.4,213,4669,4882
"6977","Sutton","Worcester County","MA","Sutton",2006,4,199,4728,4927
"6978","Sutton","Worcester County","MA","Sutton",2007,4,196,4752,4948
"6979","Sutton","Worcester County","MA","Sutton",2008,4.9,242,4668,4910
"6980","Sutton","Worcester County","MA","Sutton",2009,7.6,374,4548,4922
"6981","Sutton","Worcester County","MA","Sutton",2010,8,387,4456,4843
"6982","Sutton","Worcester County","MA","Sutton",2011,7,337,4496,4833
"6983","Sutton","Worcester County","MA","Sutton",2012,6.4,308,4495,4803
"6984","Swampscott","Essex County","MA","Swampscott",1990,4.5,324,6947,7271
"6985","Swampscott","Essex County","MA","Swampscott",1991,7,506,6736,7242
"6986","Swampscott","Essex County","MA","Swampscott",1992,7.3,527,6687,7214
"6987","Swampscott","Essex County","MA","Swampscott",1993,5.3,375,6717,7092
"6988","Swampscott","Essex County","MA","Swampscott",1994,5,357,6851,7208
"6989","Swampscott","Essex County","MA","Swampscott",1995,4.2,298,6863,7161
"6990","Swampscott","Essex County","MA","Swampscott",1996,3.4,247,6997,7244
"6991","Swampscott","Essex County","MA","Swampscott",1997,3.1,230,7176,7406
"6992","Swampscott","Essex County","MA","Swampscott",1998,2.5,185,7258,7443
"6993","Swampscott","Essex County","MA","Swampscott",1999,2.5,191,7347,7538
"6994","Swampscott","Essex County","MA","Swampscott",2000,2.2,173,7739,7912
"6995","Swampscott","Essex County","MA","Swampscott",2001,3,236,7746,7982
"6996","Swampscott","Essex County","MA","Swampscott",2002,4.3,345,7638,7983
"6997","Swampscott","Essex County","MA","Swampscott",2003,4.8,384,7552,7936
"6998","Swampscott","Essex County","MA","Swampscott",2004,4.3,336,7476,7812
"6999","Swampscott","Essex County","MA","Swampscott",2005,4,306,7415,7721
"7000","Swampscott","Essex County","MA","Swampscott",2006,3.8,293,7423,7716
"7001","Swampscott","Essex County","MA","Swampscott",2007,3.4,260,7377,7637
"7002","Swampscott","Essex County","MA","Swampscott",2008,4.3,334,7360,7694
"7003","Swampscott","Essex County","MA","Swampscott",2009,6.9,537,7205,7742
"7004","Swampscott","Essex County","MA","Swampscott",2010,7.1,537,7074,7611
"7005","Swampscott","Essex County","MA","Swampscott",2011,5.5,417,7157,7574
"7006","Swampscott","Essex County","MA","Swampscott",2012,5.3,402,7212,7614
"7007","Swansea","Bristol County","MA","Swansea",1990,7.2,635,8192,8827
"7008","Swansea","Bristol County","MA","Swansea",1991,11.7,1042,7863,8905
"7009","Swansea","Bristol County","MA","Swansea",1992,11.8,1051,7887,8938
"7010","Swansea","Bristol County","MA","Swansea",1993,11.4,1034,8050,9084
"7011","Swansea","Bristol County","MA","Swansea",1994,8.3,748,8228,8976
"7012","Swansea","Bristol County","MA","Swansea",1995,7.5,675,8271,8946
"7013","Swansea","Bristol County","MA","Swansea",1996,6.9,613,8320,8933
"7014","Swansea","Bristol County","MA","Swansea",1997,6,542,8486,9028
"7015","Swansea","Bristol County","MA","Swansea",1998,4,353,8554,8907
"7016","Swansea","Bristol County","MA","Swansea",1999,3.7,333,8567,8900
"7017","Swansea","Bristol County","MA","Swansea",2000,3.8,340,8703,9043
"7018","Swansea","Bristol County","MA","Swansea",2001,4.4,399,8663,9062
"7019","Swansea","Bristol County","MA","Swansea",2002,5.5,506,8731,9237
"7020","Swansea","Bristol County","MA","Swansea",2003,5.7,532,8813,9345
"7021","Swansea","Bristol County","MA","Swansea",2004,5.6,525,8838,9363
"7022","Swansea","Bristol County","MA","Swansea",2005,5.3,493,8864,9357
"7023","Swansea","Bristol County","MA","Swansea",2006,5.7,544,8942,9486
"7024","Swansea","Bristol County","MA","Swansea",2007,5.6,534,8973,9507
"7025","Swansea","Bristol County","MA","Swansea",2008,6.8,643,8794,9437
"7026","Swansea","Bristol County","MA","Swansea",2009,10.9,1022,8393,9415
"7027","Swansea","Bristol County","MA","Swansea",2010,11.1,1021,8208,9229
"7028","Swansea","Bristol County","MA","Swansea",2011,10.2,944,8268,9212
"7029","Swansea","Bristol County","MA","Swansea",2012,9.6,879,8281,9160
"7030","Taunton","Bristol County","MA","Taunton",1990,8.3,2236,24546,26782
"7031","Taunton","Bristol County","MA","Taunton",1991,10.6,2826,23826,26652
"7032","Taunton","Bristol County","MA","Taunton",1992,10.7,2859,23872,26731
"7033","Taunton","Bristol County","MA","Taunton",1993,8.8,2342,24262,26604
"7034","Taunton","Bristol County","MA","Taunton",1994,7.5,2006,24805,26811
"7035","Taunton","Bristol County","MA","Taunton",1995,6.7,1813,25127,26940
"7036","Taunton","Bristol County","MA","Taunton",1996,5.8,1571,25611,27182
"7037","Taunton","Bristol County","MA","Taunton",1997,5,1378,26347,27725
"7038","Taunton","Bristol County","MA","Taunton",1998,3.8,1073,26921,27994
"7039","Taunton","Bristol County","MA","Taunton",1999,3.5,997,27314,28311
"7040","Taunton","Bristol County","MA","Taunton",2000,2.9,888,29297,30185
"7041","Taunton","Bristol County","MA","Taunton",2001,3.9,1186,29295,30481
"7042","Taunton","Bristol County","MA","Taunton",2002,5.3,1640,29178,30818
"7043","Taunton","Bristol County","MA","Taunton",2003,5.9,1828,29012,30840
"7044","Taunton","Bristol County","MA","Taunton",2004,5.5,1683,28756,30439
"7045","Taunton","Bristol County","MA","Taunton",2005,5.1,1577,29068,30645
"7046","Taunton","Bristol County","MA","Taunton",2006,5.4,1664,29336,31000
"7047","Taunton","Bristol County","MA","Taunton",2007,5.1,1577,29436,31013
"7048","Taunton","Bristol County","MA","Taunton",2008,6.2,1951,29355,31306
"7049","Taunton","Bristol County","MA","Taunton",2009,9.5,2960,28291,31251
"7050","Taunton","Bristol County","MA","Taunton",2010,9.5,2951,28207,31158
"7051","Taunton","Bristol County","MA","Taunton",2011,8.5,2653,28500,31153
"7052","Taunton","Bristol County","MA","Taunton",2012,7.7,2378,28415,30793
"7053","Templeton","Worcester County","MA","Templeton",1990,8.5,281,3042,3323
"7054","Templeton","Worcester County","MA","Templeton",1991,11.5,389,3002,3391
"7055","Templeton","Worcester County","MA","Templeton",1992,10.7,370,3103,3473
"7056","Templeton","Worcester County","MA","Templeton",1993,7.6,257,3116,3373
"7057","Templeton","Worcester County","MA","Templeton",1994,7.1,239,3104,3343
"7058","Templeton","Worcester County","MA","Templeton",1995,6.7,234,3274,3508
"7059","Templeton","Worcester County","MA","Templeton",1996,6.2,217,3281,3498
"7060","Templeton","Worcester County","MA","Templeton",1997,5.4,191,3368,3559
"7061","Templeton","Worcester County","MA","Templeton",1998,4.4,155,3387,3542
"7062","Templeton","Worcester County","MA","Templeton",1999,4.4,158,3397,3555
"7063","Templeton","Worcester County","MA","Templeton",2000,3.6,125,3363,3488
"7064","Templeton","Worcester County","MA","Templeton",2001,4.4,155,3367,3522
"7065","Templeton","Worcester County","MA","Templeton",2002,6.4,231,3397,3628
"7066","Templeton","Worcester County","MA","Templeton",2003,7.3,269,3404,3673
"7067","Templeton","Worcester County","MA","Templeton",2004,6.7,246,3417,3663
"7068","Templeton","Worcester County","MA","Templeton",2005,7,259,3457,3716
"7069","Templeton","Worcester County","MA","Templeton",2006,6.6,253,3583,3836
"7070","Templeton","Worcester County","MA","Templeton",2007,5.7,222,3639,3861
"7071","Templeton","Worcester County","MA","Templeton",2008,6.9,266,3612,3878
"7072","Templeton","Worcester County","MA","Templeton",2009,10.5,407,3463,3870
"7073","Templeton","Worcester County","MA","Templeton",2010,10.4,412,3564,3976
"7074","Templeton","Worcester County","MA","Templeton",2011,9.3,364,3561,3925
"7075","Templeton","Worcester County","MA","Templeton",2012,9,353,3558,3911
"7076","Tewksbury","Middlesex County","MA","Tewksbury",1990,6.1,1007,15615,16622
"7077","Tewksbury","Middlesex County","MA","Tewksbury",1991,8.5,1420,15208,16628
"7078","Tewksbury","Middlesex County","MA","Tewksbury",1992,8.7,1471,15415,16886
"7079","Tewksbury","Middlesex County","MA","Tewksbury",1993,7.4,1244,15493,16737
"7080","Tewksbury","Middlesex County","MA","Tewksbury",1994,5.9,985,15635,16620
"7081","Tewksbury","Middlesex County","MA","Tewksbury",1995,5.1,838,15435,16273
"7082","Tewksbury","Middlesex County","MA","Tewksbury",1996,4.1,679,16031,16710
"7083","Tewksbury","Middlesex County","MA","Tewksbury",1997,3.5,611,16725,17336
"7084","Tewksbury","Middlesex County","MA","Tewksbury",1998,2.9,505,17033,17538
"7085","Tewksbury","Middlesex County","MA","Tewksbury",1999,3,552,17576,18128
"7086","Tewksbury","Middlesex County","MA","Tewksbury",2000,2.4,398,16224,16622
"7087","Tewksbury","Middlesex County","MA","Tewksbury",2001,3.4,576,16349,16925
"7088","Tewksbury","Middlesex County","MA","Tewksbury",2002,5.3,897,16096,16993
"7089","Tewksbury","Middlesex County","MA","Tewksbury",2003,6,1002,15818,16820
"7090","Tewksbury","Middlesex County","MA","Tewksbury",2004,5,823,15683,16506
"7091","Tewksbury","Middlesex County","MA","Tewksbury",2005,4.7,775,15748,16523
"7092","Tewksbury","Middlesex County","MA","Tewksbury",2006,4.4,740,15936,16676
"7093","Tewksbury","Middlesex County","MA","Tewksbury",2007,4.2,700,16031,16731
"7094","Tewksbury","Middlesex County","MA","Tewksbury",2008,4.9,815,15953,16768
"7095","Tewksbury","Middlesex County","MA","Tewksbury",2009,7.6,1323,16042,17365
"7096","Tewksbury","Middlesex County","MA","Tewksbury",2010,7.8,1292,15298,16590
"7097","Tewksbury","Middlesex County","MA","Tewksbury",2011,6.7,1119,15459,16578
"7098","Tewksbury","Middlesex County","MA","Tewksbury",2012,6.2,1026,15629,16655
"7099","Tisbury","Dukes County","MA","Tisbury",1990,6.4,125,1838,1963
"7100","Tisbury","Dukes County","MA","Tisbury",1991,8.5,174,1872,2046
"7101","Tisbury","Dukes County","MA","Tisbury",1992,10.7,207,1736,1943
"7102","Tisbury","Dukes County","MA","Tisbury",1993,9.9,196,1774,1970
"7103","Tisbury","Dukes County","MA","Tisbury",1994,9.4,198,1905,2103
"7104","Tisbury","Dukes County","MA","Tisbury",1995,7,151,1997,2148
"7105","Tisbury","Dukes County","MA","Tisbury",1996,6.9,153,2074,2227
"7106","Tisbury","Dukes County","MA","Tisbury",1997,6.3,143,2116,2259
"7107","Tisbury","Dukes County","MA","Tisbury",1998,5.7,130,2154,2284
"7108","Tisbury","Dukes County","MA","Tisbury",1999,5.2,121,2190,2311
"7109","Tisbury","Dukes County","MA","Tisbury",2000,3.6,91,2420,2511
"7110","Tisbury","Dukes County","MA","Tisbury",2001,3.8,96,2424,2520
