"Municipal","County","State","Region","Five_Year_Range","Total_Population","Margin_Error_Total_Population","Male_Pct","Margin_Error_Male","Female_Pct","Margin_Error_Female","Age_under_5_Pct","Margin_Error_under_5_Pct","Age_5_9_Pct","Margin_Error_5_9_Pct","Age_10_14_Pct","Margin_Error_10_14_Pct","Age_15_19_Pct","Margin_Error_15_19_Pct","Age_20_24_Pct","Margin_Error_20_24_Pct","Age_25_34_Pct","Margin_Error_25_34_Pct","Age_35_44_Pct","Margin_Error_35_44_Pct","Age_45_54_Pct","Margin_Error_45_54_Pct","Age_55_59_Pct","Margin_Error_55_59_Pct","Age_60_64_Pct","Margin_Error_60_64_Pct","Age_65_74_Pct","Margin_Error_65_74_Pct","Age_75_84_Pct","Margin_Error_75_84_Pct","Age_over_85_Pct","Margin_Error_85._Pct","White_Pct","Margin_Error_White_Pct","Black_Pct","Margin_Error_Black_Pct","American_Indian_and_Alaska_Native_Pct","Margin_Error_American_Indian_and_Alaska_Native_Pct","Asian_Pct","Margin_Error_Asian_Pct","Hawaiian_and_Other_Pacific_Islander_Pct","Margin_Error_Hawaiian_and_Other_Pacific_Islander_Pct","Others_Pct","Margin_Error_Others_Pct","Hispanic_Pct","Margin_Error_Hispanic_Pct","Not_Hispanic_Pct","Margin_Error_Not_Hispanic_Pct","Age_under_20_Pct_plot","Age_20_34_Pct_plot","Age_35_54_Pct_plot","Age_55_64_Pct_plot","Age_65_74_Pct_plot","Age_over_75_Pct_plot"
"Medfield","Norfolk County","MA","Medfield","2007-2011",12004,"19",49.9,"2",50.1,"2",4.3,"1",9,1.4,9.6,1.5,9.2,1.7,3.8,1.2,5.4,"1.3",13.7,"1.5",21.7,"2.1",9.4,1.6,4.7,1.2,3.9,"1",3.3,0.9,2,0.8,95.3,2.3,0.8,0.6,0.4,0.5,3.9,2.2,0,0.3,1.3,1.3,2.4,"1.6",97.6,"1.6",32.1,9.2,35.4,14.1,3.9,5.3
"Medfield","Norfolk County","MA","Medfield","2008-2012",12067,"21",50.6,"2.1",49.4,"2.1",4.2,"1",9.5,1.9,8.9,1.6,9.1,1.5,3.5,1,5.7,"1.6",13.2,"1.7",21.4,"1.7",10.2,1.5,4,1.1,4.7,"1.3",3.5,1.1,2,0.9,94.2,3.6,0.6,0.7,0.6,0.6,3.2,2.1,0,0.3,3.1,2.9,4.6,"3.2",95.4,"3.2",31.7,9.2,34.6,14.2,4.7,5.5
"Medford","Middlesex County","MA","Medford","2005-2009",55633,"31",46.9,"1",53.1,"1",5.2,"0.7",4.2,0.6,3.9,0.7,6.1,0.8,8.4,1,18,"1.3",15.5,"0.9",11.9,"0.9",6.5,0.8,4.1,0.6,7.7,"0.8",5.7,0.6,2.9,0.5,83.2,2,9.9,1.7,0.4,0.2,6.1,1.3,0,0.1,2.7,1.1,5.9,"1.5",94.1,"1.5",19.4,26.4,27.4,10.6,7.7,8.6
"Medford","Middlesex County","MA","Medford","2006-2010",55451,"34",46.5,"1.1",53.5,"1.1",4.7,"0.7",4.2,0.6,4.2,0.6,5.9,0.9,8.4,1.1,18.7,"1.3",13.9,"0.9",12.3,"0.9",6.3,0.8,4.9,0.6,7.5,"0.6",6,0.7,2.9,0.4,81.6,2,11.3,1.9,0.4,0.2,7.7,1.4,0.1,0.1,1.6,0.6,4.6,"1.2",95.4,"1.2",19,27.1,26.2,11.2,7.5,8.9
"Medford","Middlesex County","MA","Medford","2007-2011",55843,"32",46.8,"1.1",53.2,"1.1",5.2,"0.8",4.1,0.6,4.1,0.7,6.4,1,7.8,0.9,20,"1.4",13.1,"1.1",12.4,"0.8",5.9,0.6,5.4,0.8,6.7,"0.7",6.2,0.7,2.7,0.5,82.7,1.7,10.1,1.4,0.4,0.2,8.3,1.3,0.1,0.1,1.4,0.6,5.5,"1.2",94.5,"1.2",19.8,27.8,25.5,11.3,6.7,8.9
"Medford","Middlesex County","MA","Medford","2008-2012",56255,"40",47.5,"1.2",52.5,"1.2",4.7,"0.5",3.8,0.5,3.8,0.5,6.2,0.9,8.6,0.8,20.2,"1.3",12.6,"0.9",13.3,"1",6.1,0.7,5.4,0.8,6.8,"0.7",5.8,0.6,2.5,0.4,82.7,1.4,10.2,1.3,0.5,0.2,8.5,1,0.1,0.1,1.1,0.4,4.8,"1.2",95.2,"1.2",18.5,28.8,25.9,11.5,6.8,8.3
"Medway","Norfolk County","MA","Medway","2005-2009",12813,"32",48.9,"1.8",51.1,"1.8",6.7,"1.8",8.8,1.4,9.5,1.5,7.4,1.3,4.3,1,7.8,"1.8",16.5,"1.4",17.9,"1.6",5.9,1.1,5.1,1.5,4.2,"1",3.6,1.2,2.2,1,96.9,1.7,1.3,1.1,0.2,0.3,2.2,1.5,0,0.3,0.7,0.7,1.6,"1",98.4,"1",32.4,12.1,34.4,11,4.2,5.8
"Medway","Norfolk County","MA","Medway","2006-2010",12597,"21",48.9,"1.8",51.1,"1.8",6.7,"1.8",7.8,1.5,8.9,1.7,7.5,1.6,3.4,0.9,8.3,"1.5",15.6,"1.6",17.3,"1.8",6.6,1.2,6.8,1.5,4.2,"1.1",4.2,1.3,2.7,1.1,95.9,2,1.3,1.1,0,0.1,3.7,2.2,0,0.3,0.8,0.8,2.2,"1.3",97.8,"1.3",30.9,11.7,32.9,13.4,4.2,6.9
"Medway","Norfolk County","MA","Medway","2007-2011",12670,"27",49.4,"2.2",50.6,"2.2",5.8,"1.5",7.9,1.4,9,1.6,7.2,1.5,4,1.2,8,"1.8",14.2,"1.5",19.2,"1.7",6,1.3,7.2,1.8,4.4,"1",4.2,1.3,2.9,1.4,96.4,1.8,0.7,0.7,0.1,0.1,3.8,2.1,0,0.3,0.7,0.6,2.6,"1.4",97.4,"1.4",29.9,12,33.4,13.2,4.4,7.1
"Medway","Norfolk County","MA","Medway","2008-2012",12742,"19",48.4,"1.9",51.6,"1.9",6.3,"1.5",7.6,1.4,7.5,1.2,7.6,1.5,4.7,1.3,9,"1.8",12.5,"1.5",20,"1.8",6.5,1.3,6.7,1.7,4.8,"1.2",3.6,1.3,3.1,1.3,95.1,2.3,1,0.9,0,0.3,5.3,2.6,0,0.3,0.7,0.6,2.7,"1.7",97.3,"1.7",29,13.7,32.5,13.2,4.8,6.7
"Melrose","Middlesex County","MA","Melrose","2005-2009",26672,"58",49,"1.7",51,"1.7",6.7,"1",7,1,6.3,0.9,4.8,0.9,3.8,0.9,11.2,"1.5",17.7,"1.6",15.6,"1.6",5.8,0.7,5.4,0.7,7.3,"1.1",5.7,1,2.6,1.1,93.2,2,2.4,1.4,0,0.1,3.9,1.3,0,0.1,1.5,1.1,2.6,"1.2",97.4,"1.2",24.8,15,33.3,11.2,7.3,8.3
"Melrose","Middlesex County","MA","Melrose","2006-2010",26704,"34",48.6,"1.5",51.4,"1.5",6.4,"1",6.7,1.1,6.1,0.8,4.4,0.8,4.4,0.9,11.9,"1.4",16.7,"1.3",15.4,"1.4",6.4,0.8,5.5,1.1,7.1,"1.2",5.7,0.9,3.3,1.1,92.2,2.1,2.8,1.3,0,0.1,4.8,1.5,0,0.1,1.4,1.1,3,"1.5",97,"1.5",23.6,16.3,32.1,11.9,7.1,9
"Melrose","Middlesex County","MA","Melrose","2007-2011",26864,"25",48.5,"1.6",51.5,"1.6",5.8,"1.1",6.6,1,6,0.9,5.3,1,4.3,1,12.3,"1.5",16.5,"1.3",15.7,"1.4",6.1,0.8,6.3,1.3,7.1,"1.1",5,0.7,2.9,0.7,92,2,2.1,0.9,0,0.1,5.6,1.6,0.2,0.2,1.4,1.2,2.8,"1.2",97.2,"1.2",23.7,16.6,32.2,12.4,7.1,7.9
"Melrose","Middlesex County","MA","Melrose","2008-2012",27043,"29",48.9,"1.6",51.1,"1.6",6.1,"1.3",6.8,1,5.2,0.9,4.8,1.1,4.1,0.9,13.1,"1.7",16.7,"1.6",15.5,"1.8",6.7,1.2,6.4,1.2,7.3,"1.1",4.7,0.8,2.6,0.6,93.6,1.4,2.3,1,0,0.1,4.8,1.2,0.2,0.2,0.3,0.3,3,"1.3",97,"1.3",22.9,17.2,32.2,13.1,7.3,7.3
"Mendon","Worcester County","MA","Mendon","2005-2009",5708,"19",45.1,"2.8",54.9,"2.8",6,"2.4",9,1.9,8,2.5,7.5,2.5,5,1.9,5.4,"1.9",18.7,"2.2",19.9,"3",5.4,1.7,5.4,1.8,5.5,"1.3",1.9,0.7,2.2,1.1,97.8,1.8,0.5,0.5,0.1,0.2,3.4,2.5,0,0.7,0.2,0.3,1.2,"1",98.8,"1",30.5,10.4,38.6,10.8,5.5,4.1
"Mendon","Worcester County","MA","Mendon","2006-2010",5759,"33",44.3,"2.9",55.7,"2.9",4.2,"2",8.2,2.1,10.3,2.4,7.8,2.4,5,1.8,6.1,"2",18,"2",21.6,"2.6",5.6,2,4,1.8,4.7,"1.5",2.5,1,2.1,1.1,98.3,1.4,0.7,0.6,0.5,0.8,2.3,1.9,0,0.6,0.2,0.3,3.9,"3.5",96.1,"3.5",30.5,11.1,39.6,9.6,4.7,4.6
"Mendon","Worcester County","MA","Mendon","2007-2011",5787,"24",46.7,"2.4",53.3,"2.4",4.7,"2.1",8,2.2,9.6,2.2,6.2,1.9,4.4,1.6,7.7,"2.7",17.1,"2.7",21.2,"3.1",7.1,2,4.5,1.5,5.5,"1.4",2.6,1.1,1.5,1,97.9,1.4,0.5,0.5,0.5,0.7,1.9,1.4,0,0.6,0.2,0.4,3.9,"3.2",96.1,"3.2",28.5,12.1,38.3,11.6,5.5,4.1
"Mendon","Worcester County","MA","Mendon","2008-2012",5827,"19",47,"2.7",53,"2.7",4.5,"2.1",7.7,2.1,9.6,2.2,6.7,2,4.2,1.4,7.1,"2.3",16,"2.4",21.9,"2.8",6.4,2.1,5.3,1.8,6.5,"1.9",2.2,1,1.8,1.1,97.9,1.6,0.5,0.5,0.5,0.8,2.1,1.6,0,0.6,0.2,0.3,4.6,"3.6",95.4,"3.6",28.5,11.3,37.9,11.7,6.5,4
"Merrimac","Essex County","MA","Merrimac","2005-2009",6490,"32",50.6,"2.8",49.4,"2.8",5,"2.3",6.8,2,7.5,1.8,7.8,2.5,5.6,2.1,5.4,"1.8",19,"2.1",18.4,"2.9",6.3,2,5.8,1.8,6.6,"1.5",5.1,1.4,0.6,0.6,98.1,2,0.9,0.8,0,0.6,1.5,1.9,0,0.6,0,0.6,0,"0.6",100,"0.6",27.1,11,37.4,12.1,6.6,5.7
"Merrimac","Essex County","MA","Merrimac","2006-2010",6264,"18",50.7,"2.7",49.3,"2.7",3.5,"1.5",7.7,2,8,2,6.5,2.4,4.4,1.8,7.4,"2.5",17.8,"2.5",20.8,"2.8",6.4,2.3,4.7,1.8,7.1,"1.6",4.7,1.6,0.9,0.9,97.8,1.9,1.3,1.1,0,0.6,1.5,1.8,0,0.6,0,0.6,0.3,"0.5",99.7,"0.5",25.7,11.8,38.6,11.1,7.1,5.6
"Merrimac","Essex County","MA","Merrimac","2007-2011",6297,"24",50.4,"2.4",49.6,"2.4",2.6,"1.4",7.3,2.2,9,1.9,6.7,2.2,4.3,1.5,9.4,"2.5",15.7,"1.9",19.3,"2.8",7.2,2.4,5.6,1.7,7,"1.6",4.9,1.6,1,0.9,98.8,1.4,0.6,0.5,0,0.6,0.7,1.3,0,0.6,0,0.6,1,"1.3",99,"1.3",25.6,13.7,35,12.8,7,5.9
"Merrimac","Essex County","MA","Merrimac","2008-2012",6368,"17",48.9,"3",51.1,"3",4.5,"2.6",6.4,1.9,9.4,2.5,6.6,1.7,4.9,1.6,7.7,"2.8",15.9,"2.5",18.2,"2.7",7.3,2.2,5.9,2,7.5,"1.8",4.3,1.6,1.3,0.9,99.5,0.6,0.6,0.6,0,0.5,0,0.5,0,0.5,0,0.5,1.1,"1.4",98.9,"1.4",26.9,12.6,34.1,13.2,7.5,5.6
"Methuen","Essex County","MA","Methuen","2005-2009",43889,"44",47.8,"1.4",52.2,"1.4",6.3,"0.9",7,0.8,7.6,0.8,6.5,0.7,6.4,0.7,10.9,"1.1",16,"1",15.9,"1",5.7,0.7,4.1,0.7,5.8,"0.6",5.1,0.6,2.8,0.5,83.7,2.2,2.2,0.8,0.3,0.3,5.4,1.3,0.1,0.2,10.5,1.7,15.5,"1.7",84.5,"1.7",27.4,17.3,31.9,9.8,5.8,7.9
"Methuen","Essex County","MA","Methuen","2006-2010",46393,"49",47.2,"1.3",52.8,"1.3",6,"0.7",6.8,0.8,8.1,0.9,6.7,0.7,5.6,0.7,10.9,"1",15.3,"1.1",16.6,"1",5.8,0.7,4.4,0.6,6.3,"0.6",4.8,0.6,2.7,0.5,81.5,2,2.6,0.9,0.4,0.4,4.7,1.3,0.1,0.1,13.1,1.7,17.9,"1.6",82.1,"1.6",27.6,16.5,31.9,10.2,6.3,7.5
"Methuen","Essex County","MA","Methuen","2007-2011",46785,"36",47.8,"1.2",52.2,"1.2",6.1,"0.8",6.7,0.9,7.5,0.9,6.2,0.8,5.8,0.7,10.9,"1",15.2,"1.1",17.1,"1",6.8,0.8,4.8,0.6,6.2,"0.7",4.6,0.6,2.2,0.5,80.7,2.3,2.8,1.1,0.5,0.4,5.1,1.2,0,0.1,13.4,1.9,17.6,"2.1",82.4,"2.1",26.5,16.7,32.3,11.6,6.2,6.8
"Methuen","Essex County","MA","Methuen","2008-2012",47238,"33",48.3,"1.3",51.7,"1.3",6.3,"0.8",6.4,0.8,7.2,0.7,6.5,0.8,5.7,0.7,10.9,"1",14.5,"0.9",16.4,"0.9",6.7,0.8,5.3,0.6,7,"0.6",4.9,0.7,2.3,0.4,81.6,2,2.8,0.9,0.3,0.3,4.2,1.1,0,0.1,12.9,1.9,17.9,"1.8",82.1,"1.8",26.4,16.6,30.9,12,7,7.2
"Middleborough","Plymouth County","MA","Middleborough","2005-2009",21051,"26",50.7,"4.7",49.3,"4.7",6.3,"1.4",6.5,1.6,7,1.1,15.1,11.2,4.9,1.3,9.3,"1.9",14.3,"2.7",12.7,"2.2",7.4,1.7,4.8,1.1,6.3,"1.2",2.9,1.1,2.7,2,94.6,2.1,3,1.2,1,0.7,2.3,1.8,0.2,0.2,1,0.6,1.2,"0.7",98.8,"0.7",34.9,14.2,27,12.2,6.3,5.6
"Middleborough","Plymouth County","MA","Middleborough","2006-2010",22538,"23",49.2,"2.6",50.8,"2.6",6.5,"1",6.6,1.3,7.7,1.4,10.6,5.6,4.1,1,11,"1.8",14.2,"1.8",13.2,"1.5",7.6,1.1,5.7,1.3,7.3,"1.1",3.4,0.8,2.2,1.2,95.2,1.8,2.2,0.8,0.9,0.7,2.6,1.8,0.1,0.1,1,0.6,1.4,"0.7",98.6,"0.7",31.4,15.1,27.4,13.3,7.3,5.6
"Middleborough","Plymouth County","MA","Middleborough","2007-2011",22807,"31",47.3,"1.9",52.7,"1.9",6.4,"1.1",6.6,1.2,7.5,1.4,5.8,1.3,4.7,1.1,11.8,"1.7",14.8,"1.4",15.1,"1.7",7.7,1.4,6,1.1,8.1,"1.1",3.3,0.8,2.3,0.7,96,1.4,2.5,1.1,0.7,0.7,1.4,0.9,0,0.1,1,0.6,1.4,"0.8",98.6,"0.8",26.3,16.5,29.9,13.7,8.1,5.6
"Middleborough","Plymouth County","MA","Middleborough","2008-2012",23037,"23",48.1,"1.9",51.9,"1.9",6.6,"1.1",6.2,1.1,6.6,1.2,6.1,1.2,4.5,1,11.9,"1.8",14.8,"1.6",16.6,"1.7",5.9,1.1,6.7,1.1,8.9,"1",3.2,0.7,2,0.7,95.7,1.6,2.2,1.1,0.3,0.5,1.7,1.1,0.1,0.1,0.8,0.6,1.4,"0.7",98.6,"0.7",25.5,16.4,31.4,12.6,8.9,5.2
"Middlefield","Hampshire County","MA","Middlefield","2005-2009",386,"105",47.2,"6.9",52.8,"6.9",3.4,"2.5",5.4,5,3.1,2.5,10.9,8,1,1.4,4.7,"4.6",16.3,"10.8",28.2,"7.8",11.1,7.4,4.9,4.8,8.3,"5.8",2.6,2.5,0,9.3,100,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,"9.3",100,"9.3",22.8,5.7,44.5,16,8.3,2.6
"Middlefield","Hampshire County","MA","Middlefield","2006-2010",418,"104",45.2,"6",54.8,"6",3.1,"2.8",4.3,4,5.5,6,8.1,6,0,8.6,7.9,"5.5",14.4,"9.4",28.7,"7.5",10.8,7.8,4.8,4.3,7.7,"5.8",4.8,3.5,0,8.6,100,8.6,0,8.6,0,8.6,0,8.6,0,8.6,0,8.6,0,"8.6",100,"8.6",21,7.9,43.1,15.6,7.7,4.8
"Middlefield","Hampshire County","MA","Middlefield","2007-2011",431,"111",47.1,"6.6",52.9,"6.6",3.9,"3",1.9,2.8,5.8,6.2,8.6,6.3,0.5,0.7,10,"6.3",10.4,"7.9",25.3,"7.7",12.3,7.6,8.6,6.2,6.7,"4.7",6,4.4,0,8.3,100,8.3,0,8.3,0,8.3,0,8.3,0,8.3,0,8.3,0,"8.3",100,"8.3",20.2,10.5,35.7,20.9,6.7,6
"Middlefield","Hampshire County","MA","Middlefield","2008-2012",403,"107",49.4,"6.8",50.6,"6.8",4.7,"3.4",2.2,3.4,8.7,7.3,4.2,3.3,1.2,1.3,8.7,"5.9",9.7,"6.4",22.6,"7",8.4,3.9,12.2,6.8,10.4,"6",6.9,4.7,0,8.3,96.5,5.9,0,8.3,3.5,5.9,0,8.3,0,8.3,0,8.3,0,"8.3",100,"8.3",19.8,9.9,32.3,20.6,10.4,6.9
NA,"Middlesex County","MA","Middlesex County","2005-2009",1480260,"*****",48.8,"0.1",51.2,"0.1",5.9,"0.1",6,0.1,6,0.1,6.7,0.1,6.8,0.1,14,"0.1",15.5,"0.1",15.4,"0.1",6.1,0.1,4.8,0.1,6.3,"0.1",4.5,0.1,2,0.1,84.5,0.2,4.6,0.1,0.4,0.1,8.9,0.1,0.1,0.1,3.2,0.2,5.6,"*****",94.4,"*****",24.6,20.8,30.9,10.9,6.3,6.5
NA,"Middlesex County","MA","Middlesex County","2006-2010",1479491,"*****",48.6,"0.1",51.4,"0.1",5.7,"0.1",6.1,0.1,5.9,0.1,6.7,0.1,6.7,0.1,14.3,"0.1",15,"0.1",15.4,"0.1",6.2,0.1,5.1,0.1,6.4,"0.1",4.5,0.1,2,0.1,83.3,0.2,5.2,0.1,0.4,0.1,9.8,0.1,0.1,0.1,3.4,0.2,6.1,"*****",93.9,"*****",24.4,21,30.4,11.3,6.4,6.5
NA,"Middlesex County","MA","Middlesex County","2007-2011",1491762,"*****",48.6,"0.1",51.4,"0.1",5.7,"0.1",6,0.1,5.9,0.1,6.6,0.1,6.7,0.1,14.4,"0.1",14.6,"0.1",15.4,"0.1",6.3,0.1,5.3,0.1,6.5,"0.1",4.5,0.1,2,0.1,83.1,0.2,5.4,0.1,0.4,0.1,10,0.1,0.1,0.1,3.3,0.2,6.4,"*****",93.6,"*****",24.2,21.1,30,11.6,6.5,6.5
NA,"Middlesex County","MA","Middlesex County","2008-2012",1507558,"*****",48.7,"0.1",51.3,"0.1",5.7,"0.1",6,0.1,5.8,0.1,6.6,0.1,6.7,0.1,14.6,"0.1",14.2,"0.1",15.4,"0.1",6.4,0.1,5.5,0.1,6.7,"0.1",4.5,0.1,2,0.1,82.9,0.2,5.6,0.1,0.5,0.1,10.4,0.1,0.1,0.1,3.1,0.2,6.6,"*****",93.4,"*****",24.1,21.3,29.6,11.9,6.7,6.5
"Middleton","Essex County","MA","Middleton","2005-2009",8958,"30",54.5,"2.2",45.5,"2.2",5.2,"2.1",7.3,2.1,7.2,1.7,4.7,1.3,6.8,1.4,9.1,"2.1",21.2,"2.1",15,"2.1",6.3,1.7,5.3,1.7,6.2,"1.5",4.7,1.5,1.1,0.7,90.3,2.4,1.2,0.6,0.2,0.3,3.5,2.3,0,0.4,5.4,2.2,6.3,"1.9",93.7,"1.9",24.4,15.9,36.2,11.6,6.2,5.8
"Middleton","Essex County","MA","Middleton","2006-2010",8717,"25",55.6,"2.3",44.4,"2.3",4.2,"1.7",7.1,2.4,7.1,1.7,5.5,1.7,6.3,1.6,8.8,"2",20,"2.1",16.4,"2.5",5.7,1.6,5.6,1.7,7.2,"2.3",4.7,1.6,1.3,0.7,90.5,2.6,0.9,0.5,0.4,0.4,4.1,2.5,0,0.4,5.2,1.8,6.3,"1.9",93.7,"1.9",23.9,15.1,36.4,11.3,7.2,6
"Middleton","Essex County","MA","Middleton","2007-2011",8839,"16",55.9,"6",44.1,"6",3.7,"1.4",7.2,2.8,7,2.3,5.8,1.7,6.1,2.4,9.8,"3.3",16.6,"3.2",17.6,"2.9",7.5,1.9,6.1,2,6.7,"2.2",4.6,1.8,1.3,0.7,86.7,7,0.5,0.4,0.3,0.3,6.2,5.6,0,0.4,7.2,5,7.2,"5",92.8,"5",23.7,15.9,34.2,13.6,6.7,5.9
"Middleton","Essex County","MA","Middleton","2008-2012",8992,"17",58.5,"6.5",41.5,"6.5",3.8,"1.5",7.2,2.1,6.8,2.1,4.6,1.5,7.2,2.9,13,"4.2",17.3,"2.3",14.2,"2.9",7.3,1.6,6.4,2,7.8,"2.1",3,1.3,1.3,0.7,84.9,6.5,2.5,1.7,0.5,0.6,6.1,5.6,0,0.1,6.5,4.4,7.8,"5.4",92.2,"5.4",22.4,20.2,31.5,13.7,7.8,4.3
"Milford","Worcester County","MA","Milford","2005-2009",27636,"37",48.6,"1.8",51.4,"1.8",7.8,"1",5.3,0.8,6.8,0.9,5.9,1.1,5.8,1.2,14.5,"1.8",15.5,"1.7",16.9,"1.4",5.1,0.9,5.1,0.9,5,"0.7",4.1,0.7,2.2,0.7,90.7,2.6,2.3,0.9,1.2,0.7,1.8,0.8,0.1,0.2,6.2,2.4,8.7,"2",91.3,"2",25.8,20.3,32.4,10.2,5,6.3
"Milford","Worcester County","MA","Milford","2006-2010",27855,"38",49.9,"1.5",50.1,"1.5",7.5,"1.2",5.3,0.9,7.2,1,6,0.9,5.3,0.9,14.7,"2",15.2,"1.4",16.3,"1.3",5.4,0.9,5.1,0.8,5.3,"0.8",4.3,0.7,2.3,0.6,91.1,2.3,2.2,1,1.2,0.6,2,1,0,0.1,5.9,2.2,10.6,"2.4",89.4,"2.4",26,20,31.5,10.5,5.3,6.6
"Milford","Worcester County","MA","Milford","2007-2011",27925,"28",50.3,"1.4",49.7,"1.4",7.7,"1.2",5.1,0.9,7.1,1.2,5.9,0.9,5.3,1,15.5,"1.9",13.9,"1.3",17.4,"1.4",5.9,1,4.8,0.9,5.5,"0.8",4,0.7,2,0.5,91.5,2.4,2.1,0.9,1.4,0.6,2,0.9,0,0.1,5.5,2.3,10.6,"2.1",89.4,"2.1",25.8,20.8,31.3,10.7,5.5,6
"Milford","Worcester County","MA","Milford","2008-2012",28002,"44",49.1,"1.5",50.9,"1.5",7.4,"1.2",6,0.9,7.1,1.2,5.6,0.6,5.2,1.1,15.6,"1.7",13.5,"1.3",16.7,"1.4",6.1,1.1,4.6,0.7,6.8,"0.7",3.8,0.6,1.6,0.4,90.4,2.5,2.4,0.9,1.3,0.9,2.8,1.1,0.1,0.1,5.5,2.3,9.5,"2.2",90.5,"2.2",26.1,20.8,30.2,10.7,6.8,5.4
"Millbury","Worcester County","MA","Millbury","2005-2009",13628,"23",46.2,"1.9",53.8,"1.9",6.1,"1.3",5,1.2,5.4,1.4,6.4,1.3,4.5,1.3,11.8,"2.1",17.8,"2.1",14.4,"2",8.3,2.1,5.3,1.3,6.7,"1.4",5.5,1.2,2.8,1,97,1.6,0.8,0.7,0.6,0.8,2.2,1.4,0,0.3,0.9,0.6,2.5,"1.2",97.5,"1.2",22.9,16.3,32.2,13.6,6.7,8.3
"Millbury","Worcester County","MA","Millbury","2006-2010",13220,"29",46.4,"1.9",53.6,"1.9",5.7,"1.4",4.4,1.1,5.6,1.6,6.2,1.4,4.5,1.2,11.9,"2",17.8,"2",13.8,"1.9",7.6,1.6,6.6,1.5,8,"1.3",5.6,1.3,2.4,0.9,96.2,1.6,0.8,0.8,0.5,0.7,2.9,1.4,0,0.3,0.8,0.6,3.1,"1.5",96.9,"1.5",21.9,16.4,31.6,14.2,8,8
"Millbury","Worcester County","MA","Millbury","2007-2011",13250,"24",46.5,"1.9",53.5,"1.9",5.8,"1.4",4.7,1,5.4,1.5,7.2,1.6,4.6,1.2,11.2,"2",17.8,"1.6",14.3,"1.8",7,1.6,7,1.7,7.3,"1.2",5.5,1.1,2.2,0.8,96.2,2,0.7,0.6,0.2,0.3,2.9,1.8,0,0.3,0.8,0.7,3,"1.5",97,"1.5",23.1,15.8,32.1,14,7.3,7.7
"Millbury","Worcester County","MA","Millbury","2008-2012",13270,"41",47.8,"2.2",52.2,"2.2",5.4,"1.5",4.6,1.3,6,1.5,8,1.7,4.2,1.1,10.2,"1.8",17.9,"2",14.4,"1.9",7.2,1.7,7.4,1.6,7.3,"1.2",5.1,1.1,2.2,0.9,97.1,1.5,1.3,1.2,0.2,0.3,1.6,1.1,0,0.3,0.8,0.6,4.1,"2",95.9,"2",24,14.4,32.3,14.6,7.3,7.3
"Millis","Norfolk County","MA","Millis","2005-2009",7964,"18",46.2,"2.1",53.8,"2.1",6.8,"1.4",6.7,1.5,7.3,1.6,6.2,1.8,4.6,1.5,9.7,"2.1",16.9,"1.8",18.9,"2.4",8.3,2.5,4.3,1.6,6.7,"1.5",3.2,1.1,0.6,0.5,97.9,1.5,0.4,0.6,0.4,0.5,2.3,1.9,0,0.5,0.8,0.8,3.6,"2.2",96.4,"2.2",27,14.3,35.8,12.6,6.7,3.8
"Millis","Norfolk County","MA","Millis","2006-2010",7824,"21",47.4,"2.4",52.6,"2.4",6.9,"1.6",7.3,1.2,6.3,1.4,5.4,1.4,4.3,1.7,9.2,"2.1",15.7,"1.6",18.2,"2.7",8.5,1.9,6.6,2.3,7.5,"1.7",3.5,1.4,0.5,0.5,97.9,1.3,0,0.5,0.3,0.4,2.3,1.7,0,0.5,0.8,0.9,3.7,"2.2",96.3,"2.2",25.9,13.5,33.9,15.1,7.5,4
"Millis","Norfolk County","MA","Millis","2007-2011",7852,"35",48.8,"2.6",51.2,"2.6",7.4,"1.7",8.3,2.1,5.6,1.5,4,1.6,3.4,1.3,10,"2.6",15.7,"2.1",18.5,"2.9",8.9,2.1,6.6,2,6.6,"2.1",3.9,1.3,1.1,0.7,94.7,3.2,0,0.5,0.2,0.3,6,3.3,0,0.5,0.7,0.9,3.2,"2.1",96.8,"2.1",25.3,13.4,34.2,15.5,6.6,5
"Millis","Norfolk County","MA","Millis","2008-2012",7905,"19",51.1,"2.9",48.9,"2.9",7.4,"1.9",8.3,1.7,5.8,1.3,3.9,1.3,2.4,0.9,9,"2.2",17.8,"2.5",18.9,"3.3",7.8,1.8,7.4,2.1,6.4,"2",3.8,1.6,1.2,0.7,95.6,3,0,0.4,0.2,0.3,4.7,3.1,0,0.4,0.6,0.6,2.6,"1.8",97.4,"1.8",25.4,11.4,36.7,15.2,6.4,5
"Millville","Worcester County","MA","Millville","2005-2009",2961,"16",48.3,"3",51.7,"3",5.6,"1.5",8.1,2.3,9.5,2,7.6,2.4,3.9,1.2,12.5,"3.5",18.5,"2.4",15.1,"2.3",4.7,1.8,6.1,2.4,5.1,"2.1",2,1.1,1.5,1.1,99.4,0.7,1.4,1.2,1.3,1.8,0,1.3,0,1.3,0.2,0.2,0,"1.3",100,"1.3",30.8,16.4,33.6,10.8,5.1,3.5
