"Municipal","County","State","F_year","","","","","","","",""
"Gloucester","Essex","MA","2006",5083284811,0,253395349,159360940,71434230,5567475330,91.3,8.7
"Gloucester","Essex","MA","2007",5360688724,0,269207212,161639368,72983480,5864518784,91.4,8.6
"Gloucester","Essex","MA","2008",5242429165,0,280893305,168669130,74752690,5766744290,90.9,9.1
"Gloucester","Essex","MA","2009",5131715937,0,291565933,167680030,83931100,5674893000,90.4,9.6
"Gloucester","Essex","MA","2010",4823470706,0,300127372,167286322,90546600,5381431000,89.6,10.4
"Gloucester","Essex","MA","2011",4722167330,0,301355658,162664112,101892820,5288079920,89.3,10.7
"Gloucester","Essex","MA","2012",4568213394,0,298555412,160182394,108995390,5135946590,88.9,11.1
"Gloucester","Essex","MA","2013",4547193970,0,295165012,159699918,111716260,5113775160,88.9,11.1
"Groveland","Essex","MA","2003",550925255,0,17641571,19512250,11708980,599788056,91.9,8.1
"Groveland","Essex","MA","2004",661562040,0,22833086,25718400,11678170,721791696,91.7,8.3
"Groveland","Essex","MA","2005",779944105,0,24468025,26738150,12252450,843402730,92.5,7.5
"Groveland","Essex","MA","2006",825029410,0,24781419,27040200,16392670,893243699,92.4,7.6
"Groveland","Essex","MA","2007",862135430,0,26426244,28057300,17287940,933906914,92.3,7.7
"Groveland","Essex","MA","2008",873983610,0,26768064,28541000,19570740,948863414,92.1,7.9
"Groveland","Essex","MA","2009",807774450,0,26590574,28489350,22304890,885159264,91.3,8.7
"Groveland","Essex","MA","2010",785338925,0,24763701,25840500,21698500,857641626,91.6,8.4
"Groveland","Essex","MA","2011",768188320,0,23421306,23290900,23865970,838766496,91.6,8.4
"Groveland","Essex","MA","2012",765066060,0,22946730,23476000,21337700,832826490,91.9,8.1
"Groveland","Essex","MA","2013",722665025,0,23054873,21860300,28200260,795780458,90.8,9.2
"Hamilton","Essex","MA","2003",1040461600,0,40679300,547800,9321370,1091010070,95.4,4.6
"Hamilton","Essex","MA","2004",1156166000,0,45309100,602500,9644690,1211722290,95.4,4.6
"Hamilton","Essex","MA","2005",1262268700,0,51058200,678700,9905820,1323911420,95.3,4.7
"Hamilton","Essex","MA","2006",1412703500,0,54773500,697000,9756760,1477930760,95.6,4.4
"Hamilton","Essex","MA","2007",1424341800,0,55110100,760400,9134403,1489346703,95.6,4.4
"Hamilton","Essex","MA","2008",1408580100,0,59491800,823700,10376280,1479271880,95.2,4.8
"Hamilton","Essex","MA","2009",1363501400,0,57758600,823600,15162801,1437246401,94.9,5.1
"Hamilton","Essex","MA","2010",1304500000,0,56885000,823600,15769258,1377977858,94.7,5.3
"Hamilton","Essex","MA","2011",1259232400,0,57257100,823600,15435154,1332748254,94.5,5.5
"Hamilton","Essex","MA","2012",1220611900,0,54970400,711500,15505378,1291799178,94.5,5.5
"Hamilton","Essex","MA","2013",1222152600,0,53065500,711500,16022404,1291952004,94.6,5.4
"Haverhill","Essex","MA","2003",3220506865,1369600,292247801,184851634,104142250,3803118150,84.7,15.3
"Haverhill","Essex","MA","2004",3510229822,1369600,300310679,198973020,108907980,4119791101,85.2,14.8
"Haverhill","Essex","MA","2005",4577877951,0,351864923,228469765,122159060,5280371699,86.7,13.3
"Haverhill","Essex","MA","2006",4907629856,0,359478090,233575475,123383120,5624066541,87.3,12.7
"Haverhill","Essex","MA","2007",5260602296,0,386490663,248759273,130989620,6026841852,87.3,12.7
"Haverhill","Essex","MA","2008",5365270748,0,466451597,264449604,184626890,6280798839,85.4,14.6
"Haverhill","Essex","MA","2009",5006448420,0,480898097,259982030,210082710,5957411257,84,16
"Haverhill","Essex","MA","2010",4566386602,0,464942316,256517636,210677440,5498523994,83,17
"Haverhill","Essex","MA","2011",4333559336,0,430108595,236681726,216143540,5216493197,83.1,16.9
"Haverhill","Essex","MA","2012",4218907194,0,420115685,228162349,220816930,5088002158,82.9,17.1
"Haverhill","Essex","MA","2013",4056936646,0,418963765,224100765,213699180,4913700356,82.6,17.4
"Ipswich","Essex","MA","2003",1554733524,0,77854899,42775020,14962151,1690325594,92,8
"Ipswich","Essex","MA","2004",1944771352,0,95173941,54795700,15728362,2110469355,92.1,7.9
"Ipswich","Essex","MA","2005",2054018227,0,94850750,88195900,15189993,2252254870,91.2,8.8
"Ipswich","Essex","MA","2006",2222622757,0,98073256,130662800,15333960,2466692773,90.1,9.9
"Ipswich","Essex","MA","2007",2548052063,0,119312265,141201620,15062040,2823627988,90.2,9.8
"Ipswich","Essex","MA","2008",2419300373,0,121632250,135307030,17929530,2694169183,89.8,10.2
"Ipswich","Essex","MA","2009",2357738535,0,120123748,134995230,29876630,2642734143,89.2,10.8
"Ipswich","Essex","MA","2010",2175491225,0,113798094,128337360,28523870,2446150549,88.9,11.1
"Ipswich","Essex","MA","2011",2148036788,0,113345698,129168630,30806720,2421357836,88.7,11.3
"Ipswich","Essex","MA","2012",2092274733,0,114491986,129424630,27323710,2363515059,88.5,11.5
"Ipswich","Essex","MA","2013",2061294583,0,112687522,127722130,31288260,2332992495,88.4,11.6
"Lawrence","Essex","MA","2003",1651965652,0,215088948,134510800,97074890,2098640290,78.7,21.3
"Lawrence","Essex","MA","2004",1661731335,0,217029165,137437300,99838820,2116036620,78.5,21.5
"Lawrence","Essex","MA","2005",2408226951,0,233824249,142670600,89626780,2874348580,83.8,16.2
"Lawrence","Essex","MA","2006",2845514908,0,283547492,160974600,95731450,3385768450,84,16
"Lawrence","Essex","MA","2007",3024915221,0,289187279,170492400,96765040,3581359940,84.5,15.5
"Lawrence","Essex","MA","2008",3054331722,0,296824878,185317600,116703220,3653177420,83.6,16.4
"Lawrence","Essex","MA","2009",2831666497,0,324058403,200200100,126229660,3482154660,81.3,18.7
"Lawrence","Essex","MA","2010",2331181389,0,309899311,194877900,143970790,2979929390,78.2,21.8
"Lawrence","Essex","MA","2011",2193228846,0,308416654,203376700,149199370,2854221570,76.8,23.2
"Lawrence","Essex","MA","2012",2177269713,0,313166987,202150600,149378760,2841966060,76.6,23.4
"Lawrence","Essex","MA","2013",2151293326,0,313582474,199752400,154725420,2819353620,76.3,23.7
"Lynn","Essex","MA","2003",4093578929,0,330581516,135561840,96555010,4656277295,87.9,12.1
"Lynn","Essex","MA","2004",4912621591,0,352109922,137504900,106347020,5508583433,89.2,10.8
"Lynn","Essex","MA","2005",5550211903,0,440961667,156419200,101672150,6249264920,88.8,11.2
"Lynn","Essex","MA","2006",6024427959,0,460329322,153730600,136281750,6774769631,88.9,11.1
"Lynn","Essex","MA","2007",6243699566,0,489356651,158718150,138399080,7030173447,88.8,11.2
"Lynn","Essex","MA","2008",6185013513,0,529546785,160064200,167799270,7042423768,87.8,12.2
"Lynn","Essex","MA","2009",5348742422,0,507754589,145147500,206444890,6208089401,86.2,13.8
"Lynn","Essex","MA","2010",4499428024,0,464501216,134135400,148766860,5246831500,85.8,14.2
"Lynn","Essex","MA","2011",4513683025,0,433672455,125340400,188368430,5261064310,85.8,14.2
"Lynn","Essex","MA","2012",4582741252,0,460650260,147390500,197393370,5388175382,85.1,14.9
"Lynn","Essex","MA","2013",4442400727,0,450801701,148469400,244031500,5285703328,84,16
"Lynnfield","Essex","MA","2003",1492565284,0,110227242,15827400,11674790,1630294716,91.6,8.4
"Lynnfield","Essex","MA","2004",1595656826,0,111375192,15873000,12838702,1735743720,91.9,8.1
"Lynnfield","Essex","MA","2005",2061747924,0,132481162,18119400,12967745,2225316231,92.6,7.4
"Lynnfield","Essex","MA","2006",2176373505,0,133683392,18198500,13507295,2341762692,92.9,7.1
"Lynnfield","Essex","MA","2007",2353614685,0,134206508,18309000,16275915,2522406108,93.3,6.7
"Lynnfield","Essex","MA","2008",2312126265,0,152880486,18996300,17452074,2501455125,92.4,7.6
"Lynnfield","Essex","MA","2009",2279078095,0,145809481,20203500,24537609,2469628685,92.3,7.7
"Lynnfield","Essex","MA","2010",2181845401,0,143990369,19806300,27836560,2373478630,91.9,8.1
"Lynnfield","Essex","MA","2011",2134855004,0,141360708,18723800,28471946,2323411458,91.9,8.1
"Lynnfield","Essex","MA","2012",2096637630,0,140078519,18724100,26573218,2282013467,91.9,8.1
"Lynnfield","Essex","MA","2013",2082581167,0,146443644,18733700,27280229,2275038740,91.5,8.5
"Manchester-by-the-Sea","Essex","MA","2003",1419275674,0,70664709,4888150,18690438,1513518971,93.8,6.2
"Manchester-by-the-Sea","Essex","MA","2004",1725994993,0,84821242,5758000,19132295,1835706530,94,6
"Manchester-by-the-Sea","Essex","MA","2005",1765146830,0,82814905,5785700,18685080,1872432515,94.3,5.7
"Manchester-by-the-Sea","Essex","MA","2006",1854304395,0,84186640,5683700,24763130,1968937865,94.2,5.8
"Manchester-by-the-Sea","Essex","MA","2007",2019465720,0,89420596,6062550,26351140,2141300006,94.3,5.7
"Manchester-by-the-Sea","Essex","MA","2008",2030991345,0,88568648,6342050,27124570,2153026613,94.3,5.7
"Manchester-by-the-Sea","Essex","MA","2009",2059975505,0,91046836,6306000,39517900,2196846241,93.8,6.2
"Manchester-by-the-Sea","Essex","MA","2010",2161387030,0,88761973,6595750,49653670,2306398423,93.7,6.3
"Manchester-by-the-Sea","Essex","MA","2011",2016626930,0,85892569,6528400,52259680,2161307579,93.3,6.7
"Manchester-by-the-Sea","Essex","MA","2012",1949895980,0,84497921,6677800,47687130,2088758831,93.4,6.6
"Manchester-by-the-Sea","Essex","MA","2013",1951832430,0,84294302,6689600,46798640,2089614972,93.4,6.6
"Marblehead","Essex","MA","2003",3901694030,0,155455505,18408805,21508430,4097066770,95.2,4.8
"Marblehead","Essex","MA","2004",4262454683,0,162486031,17785900,23082370,4465808984,95.4,4.6
"Marblehead","Essex","MA","2005",4596303034,0,175052553,19390500,36175490,4826921577,95.2,4.8
"Marblehead","Essex","MA","2006",5007339729,0,184593258,17596200,33605700,5243134887,95.5,4.5
"Marblehead","Essex","MA","2007",5579215064,0,210417304,18720900,35424740,5843778008,95.5,4.5
"Marblehead","Essex","MA","2008",5350189480,0,205592484,18573700,34195980,5608551644,95.4,4.6
"Marblehead","Essex","MA","2009",5088265598,0,198014716,20145800,43723950,5350150064,95.1,4.9
"Marblehead","Essex","MA","2010",4993336363,0,192606528,20090100,43380290,5249413281,95.1,4.9
"Marblehead","Essex","MA","2011",4764628638,0,192325493,18290900,56716040,5031961071,94.7,5.3
"Marblehead","Essex","MA","2012",4822272753,0,203536923,17934700,56201470,5099945846,94.6,5.4
"Marblehead","Essex","MA","2013",4773366165,0,203018401,17367700,55583590,5049335856,94.5,5.5
"Merrimac","Essex","MA","2003",382672840,0,13209833,6394450,3965690,406242813,94.2,5.8
"Merrimac","Essex","MA","2004",579298558,0,16315181,7869150,4890817,608373706,95.2,4.8
"Merrimac","Essex","MA","2005",591033678,0,16545124,7819250,4511674,619909726,95.3,4.7
"Merrimac","Essex","MA","2006",700285148,0,16524308,7819250,4706292,729334998,96,4
"Merrimac","Essex","MA","2007",776463942,0,19369805,8753760,4672305,809259812,95.9,4.1
"Merrimac","Essex","MA","2008",757205042,0,19267772,8755140,5644140,790872094,95.7,4.3
"Merrimac","Essex","MA","2009",711891465,0,19330504,8652040,6991718,746865727,95.3,4.7
"Merrimac","Essex","MA","2010",686583334,0,19464189,7954140,6719905,720721568,95.3,4.7
"Merrimac","Essex","MA","2011",656479871,0,19386344,7882240,8060819,691809274,94.9,5.1
"Merrimac","Essex","MA","2012",619590427,0,19698088,7854140,7801007,654943662,94.6,5.4
"Merrimac","Essex","MA","2013",627689583,0,19674490,7426740,8483960,663274773,94.6,5.4
"Methuen","Essex","MA","2003",2887566345,0,275059918,130484010,72741360,3365851633,85.8,14.2
"Methuen","Essex","MA","2004",2924524851,0,272434197,136737760,74811500,3408508308,85.8,14.2
"Methuen","Essex","MA","2005",3703116105,0,300728636,145846390,97764480,4247455611,87.2,12.8
"Methuen","Essex","MA","2006",4267426852,0,353520884,153055220,100709550,4874712506,87.5,12.5
"Methuen","Essex","MA","2007",4351545812,0,353761242,158401520,110242660,4973951234,87.5,12.5
"Methuen","Essex","MA","2008",4405836612,0,378239624,165348420,114297950,5063722606,87,13
"Methuen","Essex","MA","2009",4205607245,0,393188571,164063580,133673970,4896533366,85.9,14.1
"Methuen","Essex","MA","2010",3901280196,0,379345556,156093950,150471281,4587190983,85,15
"Methuen","Essex","MA","2011",3692061206,0,370635973,150992150,147772200,4361461529,84.7,15.3
"Methuen","Essex","MA","2012",3730583169,0,397420235,143782010,149835790,4421621204,84.4,15.6
"Methuen","Essex","MA","2013",3564106933,0,398673755,144843710,153031900,4260656298,83.7,16.3
"Middleton","Essex","MA","2003",928028503,0,139563942,41544570,16728580,1125865595,82.4,17.6
"Middleton","Essex","MA","2004",1048574320,0,141225273,41732670,19310250,1250842513,83.8,16.2
"Middleton","Essex","MA","2005",1158469389,0,150731878,45050570,32140330,1386392167,83.6,16.4
"Middleton","Essex","MA","2006",1302816103,0,145008136,45491130,32681560,1525996929,85.4,14.6
"Middleton","Essex","MA","2007",1395799970,0,159954858,46547070,34882740,1637184638,85.3,14.7
"Middleton","Essex","MA","2008",1466783487,0,191497302,54237400,37901380,1750419569,83.8,16.2
"Middleton","Essex","MA","2009",1372474315,0,198205068,53933700,44584640,1669197723,82.2,17.8
"Middleton","Essex","MA","2010",1268424640,0,196849217,59579100,50591580,1575444537,80.5,19.5
"Middleton","Essex","MA","2011",1293728667,0,192903411,57095800,46150348,1589878226,81.4,18.6
"Middleton","Essex","MA","2012",1296726278,0,177190183,58113600,46347793,1578377854,82.2,17.8
"Middleton","Essex","MA","2013",1298546821,0,169439889,57347800,44049599,1569384109,82.7,17.3
"Nahant","Essex","MA","2003",552747600,0,11678242,263500,4299710,568989052,97.1,2.9
"Nahant","Essex","MA","2004",617231040,0,12288885,307100,4178360,634005385,97.4,2.6
"Nahant","Essex","MA","2005",684523535,0,13365660,342300,12003030,710234525,96.4,3.6
"Nahant","Essex","MA","2006",764764670,0,14508950,383800,12227350,791884770,96.6,3.4
"Nahant","Essex","MA","2007",817090635,0,15035300,415600,13272720,845814255,96.6,3.4
"Nahant","Essex","MA","2008",837158930,0,16056115,357200,12594430,866166675,96.7,3.3
"Nahant","Essex","MA","2009",813348235,0,15327174,339900,16515930,845531239,96.2,3.8
"Nahant","Essex","MA","2010",747105295,0,14550340,274300,16589250,778519185,96,4
"Nahant","Essex","MA","2011",719725860,0,12924640,260800,17964940,750876240,95.9,4.1
"Nahant","Essex","MA","2012",700717305,0,12676693,260800,17557760,731212558,95.8,4.2
"Nahant","Essex","MA","2013",703078585,0,12827813,260800,18885780,735052978,95.7,4.3
"Newbury","Essex","MA","2003",857511932,0,27514107,2653860,12699020,900378919,95.2,4.8
"Newbury","Essex","MA","2004",1044663190,0,32890388,2706840,13978475,1094238893,95.5,4.5
"Newbury","Essex","MA","2005",1121453163,0,33867539,2732740,12695242,1170748684,95.8,4.2
"Newbury","Essex","MA","2006",1220157312,0,35823850,2969715,13133078,1272083955,95.9,4.1
"Newbury","Essex","MA","2007",1379779416,0,41108696,3389175,13697920,1437975207,96,4
"Newbury","Essex","MA","2008",1358771866,0,40526297,3461875,14681908,1417441946,95.9,4.1
"Newbury","Essex","MA","2009",1299277530,0,39575992,3300000,16503365,1358656887,95.6,4.4
"Newbury","Essex","MA","2010",1307266786,0,39725215,3040775,17509779,1367542555,95.6,4.4
"Newbury","Essex","MA","2011",1230100118,0,38692763,2997075,16975875,1288765831,95.4,4.6
"Newbury","Essex","MA","2012",1145292774,0,37007085,2964900,18041690,1203306449,95.2,4.8
"Newbury","Essex","MA","2013",1140835871,0,36569062,2831700,17779037,1198015670,95.2,4.8
"Newburyport","Essex","MA","2003",1781399291,366200,173411509,121628400,33225465,2110030865,84.4,15.6
"Newburyport","Essex","MA","2004",1806312175,408300,176064825,123228900,35355596,2141369796,84.4,15.6
"Newburyport","Essex","MA","2005",2650337337,490100,232967763,141874000,39707825,3065377025,86.5,13.5
"Newburyport","Essex","MA","2006",2856982460,518800,237934340,146943400,40383337,3282762337,87,13
"Newburyport","Essex","MA","2007",3065649603,481600,251613597,153640600,38944280,3510329680,87.3,12.7
"Newburyport","Essex","MA","2008",3122440639,335400,274977961,179810800,46638532,3624203332,86.2,13.8
"Newburyport","Essex","MA","2009",2982381107,335400,270908893,169211900,54611381,3477448681,85.8,14.2
"Newburyport","Essex","MA","2010",2868495595,335400,277150605,165911200,57798685,3369691485,85.1,14.9
"Newburyport","Essex","MA","2011",2874944363,227300,266129137,160478500,59885868,3361665168,85.5,14.5
"Newburyport","Essex","MA","2012",2806857334,219600,263399466,159790800,59342359,3289609559,85.3,14.7
"Newburyport","Essex","MA","2013",2783697944,211500,260663356,154911100,55355972,3254839872,85.5,14.5
"North Andover","Essex","MA","2003",2664778762,0,194027412,157745200,51697870,3068249244,86.9,13.1
"North Andover","Essex","MA","2004",3244746811,0,240998289,184695300,56331150,3726771550,87.1,12.9
"North Andover","Essex","MA","2005",3437798500,0,239818629,176063300,77626380,3931306809,87.4,12.6
"North Andover","Essex","MA","2006",3743701112,0,240357988,175698300,81016630,4240774030,88.3,11.7
"North Andover","Essex","MA","2007",4113245116,0,286085303,174371400,77931290,4651633109,88.4,11.6
"North Andover","Essex","MA","2008",4001584703,0,283789944,167088600,82002220,4534465467,88.2,11.8
"North Andover","Essex","MA","2009",3910976509,0,280591491,163741100,99814430,4455123530,87.8,12.2
"North Andover","Essex","MA","2010",3670178348,0,286494949,168247500,108138260,4233059057,86.7,13.3
"North Andover","Essex","MA","2011",3563558199,0,283140851,162024800,112827760,4121551610,86.5,13.5
"North Andover","Essex","MA","2012",3586332274,0,278839111,158456800,121400010,4145028195,86.5,13.5
"North Andover","Essex","MA","2013",3713065744,0,278124243,161446600,116997715,4269634302,87,13
"Peabody","Essex","MA","2003",3798234624,0,906856276,277822000,65289350,5048202250,75.2,24.8
"Peabody","Essex","MA","2004",4875050594,0,1023257906,351118400,65001710,6314428610,77.2,22.8
"Peabody","Essex","MA","2005",4940333949,0,1007345251,348439300,79467960,6375586460,77.5,22.5
