"","Municipal","County","State","Region","Year","No.Unemployed.Avg","No.Employed.Avg","No.Labor.Avg"
"4326","Lakeville","Plymouth County County","MA","Lakeville",2000,132,5358,5490
"4327","Lakeville","Plymouth County County","MA","Lakeville",2001,176,5465,5641
"4328","Lakeville","Plymouth County County","MA","Lakeville",2002,246,5529,5775
"4329","Lakeville","Plymouth County County","MA","Lakeville",2003,295,5560,5855
"4330","Lakeville","Plymouth County County","MA","Lakeville",2004,303,5549,5852
"4331","Lakeville","Plymouth County County","MA","Lakeville",2005,268,5704,5972
"4332","Lakeville","Plymouth County County","MA","Lakeville",2006,264,5775,6039
"4333","Lakeville","Plymouth County County","MA","Lakeville",2007,257,5796,6053
"4334","Lakeville","Plymouth County County","MA","Lakeville",2008,324,5749,6073
"4335","Lakeville","Plymouth County County","MA","Lakeville",2009,509,5590,6099
"4336","Lakeville","Plymouth County County","MA","Lakeville",2010,516,5553,6069
"4337","Lakeville","Plymouth County County","MA","Lakeville",2011,441,5634,6075
"4338","Lakeville","Plymouth County County","MA","Lakeville",2012,391,5617,6008
"4339","Lancaster","Worcester County County","MA","Lancaster",1990,168,3357,3525
"4340","Lancaster","Worcester County County","MA","Lancaster",1991,224,3240,3464
"4341","Lancaster","Worcester County County","MA","Lancaster",1992,219,3195,3414
"4342","Lancaster","Worcester County County","MA","Lancaster",1993,175,3233,3408
"4343","Lancaster","Worcester County County","MA","Lancaster",1994,178,3243,3421
"4344","Lancaster","Worcester County County","MA","Lancaster",1995,167,3260,3427
"4345","Lancaster","Worcester County County","MA","Lancaster",1996,124,3338,3462
"4346","Lancaster","Worcester County County","MA","Lancaster",1997,115,3458,3573
"4347","Lancaster","Worcester County County","MA","Lancaster",1998,85,3465,3550
"4348","Lancaster","Worcester County County","MA","Lancaster",1999,93,3531,3624
"4349","Lancaster","Worcester County County","MA","Lancaster",2000,81,2807,2888
"4350","Lancaster","Worcester County County","MA","Lancaster",2001,126,2787,2913
"4351","Lancaster","Worcester County County","MA","Lancaster",2002,183,2797,2980
"4352","Lancaster","Worcester County County","MA","Lancaster",2003,209,2808,3017
"4353","Lancaster","Worcester County County","MA","Lancaster",2004,200,2850,3050
"4354","Lancaster","Worcester County County","MA","Lancaster",2005,166,2887,3053
"4355","Lancaster","Worcester County County","MA","Lancaster",2006,172,2978,3150
"4356","Lancaster","Worcester County County","MA","Lancaster",2007,158,3008,3166
"4357","Lancaster","Worcester County County","MA","Lancaster",2008,174,2908,3082
"4358","Lancaster","Worcester County County","MA","Lancaster",2009,284,2830,3114
"4359","Lancaster","Worcester County County","MA","Lancaster",2010,311,3252,3563
"4360","Lancaster","Worcester County County","MA","Lancaster",2011,258,3279,3537
"4361","Lancaster","Worcester County County","MA","Lancaster",2012,241,3277,3518
"4362","Lanesborough","Berkshire County County","MA","Lanesborough",1990,103,1591,1694
"4363","Lanesborough","Berkshire County County","MA","Lanesborough",1991,176,1522,1698
"4364","Lanesborough","Berkshire County County","MA","Lanesborough",1992,140,1480,1620
"4365","Lanesborough","Berkshire County County","MA","Lanesborough",1993,120,1502,1622
"4366","Lanesborough","Berkshire County County","MA","Lanesborough",1994,123,1472,1595
"4367","Lanesborough","Berkshire County County","MA","Lanesborough",1995,91,1509,1600
"4368","Lanesborough","Berkshire County County","MA","Lanesborough",1996,80,1537,1617
"4369","Lanesborough","Berkshire County County","MA","Lanesborough",1997,76,1556,1632
"4370","Lanesborough","Berkshire County County","MA","Lanesborough",1998,65,1560,1625
"4371","Lanesborough","Berkshire County County","MA","Lanesborough",1999,57,1567,1624
"4372","Lanesborough","Berkshire County County","MA","Lanesborough",2000,41,1695,1736
"4373","Lanesborough","Berkshire County County","MA","Lanesborough",2001,45,1694,1739
"4374","Lanesborough","Berkshire County County","MA","Lanesborough",2002,72,1720,1792
"4375","Lanesborough","Berkshire County County","MA","Lanesborough",2003,79,1711,1790
"4376","Lanesborough","Berkshire County County","MA","Lanesborough",2004,75,1714,1789
"4377","Lanesborough","Berkshire County County","MA","Lanesborough",2005,67,1737,1804
"4378","Lanesborough","Berkshire County County","MA","Lanesborough",2006,68,1757,1825
"4379","Lanesborough","Berkshire County County","MA","Lanesborough",2007,74,1743,1817
"4380","Lanesborough","Berkshire County County","MA","Lanesborough",2008,93,1716,1809
"4381","Lanesborough","Berkshire County County","MA","Lanesborough",2009,136,1661,1797
"4382","Lanesborough","Berkshire County County","MA","Lanesborough",2010,155,1735,1890
"4383","Lanesborough","Berkshire County County","MA","Lanesborough",2011,127,1751,1878
"4384","Lanesborough","Berkshire County County","MA","Lanesborough",2012,121,1743,1864
"4385","Lawrence","Essex County County","MA","Lawrence",1990,3333,24601,27934
"4386","Lawrence","Essex County County","MA","Lawrence",1991,4184,23502,27686
"4387","Lawrence","Essex County County","MA","Lawrence",1992,3982,22833,26815
"4388","Lawrence","Essex County County","MA","Lawrence",1993,3704,22566,26270
"4389","Lawrence","Essex County County","MA","Lawrence",1994,3304,22354,25658
"4390","Lawrence","Essex County County","MA","Lawrence",1995,2869,24854,27723
"4391","Lawrence","Essex County County","MA","Lawrence",1996,2774,25347,28121
"4392","Lawrence","Essex County County","MA","Lawrence",1997,2534,25554,28088
"4393","Lawrence","Essex County County","MA","Lawrence",1998,2475,25850,28325
"4394","Lawrence","Essex County County","MA","Lawrence",1999,2406,26495,28901
"4395","Lawrence","Essex County County","MA","Lawrence",2000,1578,26831,28409
"4396","Lawrence","Essex County County","MA","Lawrence",2001,2567,26733,29300
"4397","Lawrence","Essex County County","MA","Lawrence",2002,3683,26276,29959
"4398","Lawrence","Essex County County","MA","Lawrence",2003,3663,26156,29819
"4399","Lawrence","Essex County County","MA","Lawrence",2004,3269,26086,29355
"4400","Lawrence","Essex County County","MA","Lawrence",2005,2921,26122,29043
"4401","Lawrence","Essex County County","MA","Lawrence",2006,2803,26225,29028
"4402","Lawrence","Essex County County","MA","Lawrence",2007,2616,26325,28941
"4403","Lawrence","Essex County County","MA","Lawrence",2008,3156,26182,29338
"4404","Lawrence","Essex County County","MA","Lawrence",2009,4801,25482,30283
"4405","Lawrence","Essex County County","MA","Lawrence",2010,5087,26657,31744
"4406","Lawrence","Essex County County","MA","Lawrence",2011,5074,27182,32256
"4407","Lawrence","Essex County County","MA","Lawrence",2012,4646,27555,32201
"4408","Lee","Berkshire County County","MA","Lee",1990,189,2948,3137
"4409","Lee","Berkshire County County","MA","Lee",1991,306,2780,3086
"4410","Lee","Berkshire County County","MA","Lee",1992,349,2718,3067
"4411","Lee","Berkshire County County","MA","Lee",1993,274,2776,3050
"4412","Lee","Berkshire County County","MA","Lee",1994,234,2755,2989
"4413","Lee","Berkshire County County","MA","Lee",1995,207,2753,2960
"4414","Lee","Berkshire County County","MA","Lee",1996,153,2794,2947
"4415","Lee","Berkshire County County","MA","Lee",1997,151,2811,2962
"4416","Lee","Berkshire County County","MA","Lee",1998,121,2798,2919
"4417","Lee","Berkshire County County","MA","Lee",1999,110,2805,2915
"4418","Lee","Berkshire County County","MA","Lee",2000,89,3411,3500
"4419","Lee","Berkshire County County","MA","Lee",2001,108,3516,3624
"4420","Lee","Berkshire County County","MA","Lee",2002,149,3600,3749
"4421","Lee","Berkshire County County","MA","Lee",2003,175,3603,3778
"4422","Lee","Berkshire County County","MA","Lee",2004,157,3574,3731
"4423","Lee","Berkshire County County","MA","Lee",2005,131,3640,3771
"4424","Lee","Berkshire County County","MA","Lee",2006,154,3653,3807
"4425","Lee","Berkshire County County","MA","Lee",2007,148,3570,3718
"4426","Lee","Berkshire County County","MA","Lee",2008,192,3554,3746
"4427","Lee","Berkshire County County","MA","Lee",2009,254,3440,3694
"4428","Lee","Berkshire County County","MA","Lee",2010,272,3593,3865
"4429","Lee","Berkshire County County","MA","Lee",2011,207,3612,3819
"4430","Lee","Berkshire County County","MA","Lee",2012,200,3583,3783
"4431","Leicester","Worcester County County","MA","Leicester",1990,353,5297,5650
"4432","Leicester","Worcester County County","MA","Leicester",1991,570,5042,5612
"4433","Leicester","Worcester County County","MA","Leicester",1992,536,5048,5584
"4434","Leicester","Worcester County County","MA","Leicester",1993,415,5125,5540
"4435","Leicester","Worcester County County","MA","Leicester",1994,310,5239,5549
"4436","Leicester","Worcester County County","MA","Leicester",1995,317,5326,5643
"4437","Leicester","Worcester County County","MA","Leicester",1996,268,5413,5681
"4438","Leicester","Worcester County County","MA","Leicester",1997,211,5553,5764
"4439","Leicester","Worcester County County","MA","Leicester",1998,190,5702,5892
"4440","Leicester","Worcester County County","MA","Leicester",1999,217,5701,5918
"4441","Leicester","Worcester County County","MA","Leicester",2000,157,5722,5879
"4442","Leicester","Worcester County County","MA","Leicester",2001,201,5740,5941
"4443","Leicester","Worcester County County","MA","Leicester",2002,321,5733,6054
"4444","Leicester","Worcester County County","MA","Leicester",2003,369,5722,6091
"4445","Leicester","Worcester County County","MA","Leicester",2004,328,5741,6069
"4446","Leicester","Worcester County County","MA","Leicester",2005,326,5756,6082
"4447","Leicester","Worcester County County","MA","Leicester",2006,286,5822,6108
"4448","Leicester","Worcester County County","MA","Leicester",2007,308,5853,6161
"4449","Leicester","Worcester County County","MA","Leicester",2008,351,5715,6066
"4450","Leicester","Worcester County County","MA","Leicester",2009,542,5577,6119
"4451","Leicester","Worcester County County","MA","Leicester",2010,512,5511,6023
"4452","Leicester","Worcester County County","MA","Leicester",2011,451,5560,6011
"4453","Leicester","Worcester County County","MA","Leicester",2012,426,5558,5984
"4454","Lenox","Berkshire County County","MA","Lenox",1990,150,2292,2442
"4455","Lenox","Berkshire County County","MA","Lenox",1991,216,2230,2446
"4456","Lenox","Berkshire County County","MA","Lenox",1992,218,2205,2423
"4457","Lenox","Berkshire County County","MA","Lenox",1993,169,2202,2371
"4458","Lenox","Berkshire County County","MA","Lenox",1994,153,2185,2338
"4459","Lenox","Berkshire County County","MA","Lenox",1995,173,2152,2325
"4460","Lenox","Berkshire County County","MA","Lenox",1996,118,2183,2301
"4461","Lenox","Berkshire County County","MA","Lenox",1997,99,2261,2360
"4462","Lenox","Berkshire County County","MA","Lenox",1998,89,2260,2349
"4463","Lenox","Berkshire County County","MA","Lenox",1999,83,2273,2356
"4464","Lenox","Berkshire County County","MA","Lenox",2000,72,2479,2551
"4465","Lenox","Berkshire County County","MA","Lenox",2001,76,2520,2596
"4466","Lenox","Berkshire County County","MA","Lenox",2002,100,2566,2666
"4467","Lenox","Berkshire County County","MA","Lenox",2003,111,2564,2675
"4468","Lenox","Berkshire County County","MA","Lenox",2004,116,2565,2681
"4469","Lenox","Berkshire County County","MA","Lenox",2005,112,2606,2718
"4470","Lenox","Berkshire County County","MA","Lenox",2006,109,2665,2774
"4471","Lenox","Berkshire County County","MA","Lenox",2007,100,2645,2745
"4472","Lenox","Berkshire County County","MA","Lenox",2008,115,2621,2736
"4473","Lenox","Berkshire County County","MA","Lenox",2009,183,2542,2725
"4474","Lenox","Berkshire County County","MA","Lenox",2010,181,2424,2605
"4475","Lenox","Berkshire County County","MA","Lenox",2011,149,2446,2595
"4476","Lenox","Berkshire County County","MA","Lenox",2012,136,2435,2571
"4477","Leominster","Worcester County County","MA","Leominster",1990,1581,19340,20921
"4478","Leominster","Worcester County County","MA","Leominster",1991,2082,18623,20705
"4479","Leominster","Worcester County County","MA","Leominster",1992,1869,19083,20952
"4480","Leominster","Worcester County County","MA","Leominster",1993,1633,19365,20998
"4481","Leominster","Worcester County County","MA","Leominster",1994,1440,19414,20854
"4482","Leominster","Worcester County County","MA","Leominster",1995,1368,19727,21095
"4483","Leominster","Worcester County County","MA","Leominster",1996,1164,19807,20971
"4484","Leominster","Worcester County County","MA","Leominster",1997,1007,20418,21425
"4485","Leominster","Worcester County County","MA","Leominster",1998,836,20388,21224
"4486","Leominster","Worcester County County","MA","Leominster",1999,868,20410,21278
"4487","Leominster","Worcester County County","MA","Leominster",2000,651,20630,21281
"4488","Leominster","Worcester County County","MA","Leominster",2001,956,20379,21335
"4489","Leominster","Worcester County County","MA","Leominster",2002,1395,20183,21578
"4490","Leominster","Worcester County County","MA","Leominster",2003,1473,19963,21436
"4491","Leominster","Worcester County County","MA","Leominster",2004,1359,19811,21170
"4492","Leominster","Worcester County County","MA","Leominster",2005,1231,19543,20774
"4493","Leominster","Worcester County County","MA","Leominster",2006,1193,19592,20785
"4494","Leominster","Worcester County County","MA","Leominster",2007,1134,19475,20609
"4495","Leominster","Worcester County County","MA","Leominster",2008,1329,19179,20508
"4496","Leominster","Worcester County County","MA","Leominster",2009,2107,18631,20738
"4497","Leominster","Worcester County County","MA","Leominster",2010,2193,18362,20555
"4498","Leominster","Worcester County County","MA","Leominster",2011,1960,18352,20312
"4499","Leominster","Worcester County County","MA","Leominster",2012,1769,18339,20108
"4500","Leverett","Franklin County County","MA","Leverett",1990,24,1035,1059
"4501","Leverett","Franklin County County","MA","Leverett",1991,48,1015,1063
"4502","Leverett","Franklin County County","MA","Leverett",1992,45,991,1036
"4503","Leverett","Franklin County County","MA","Leverett",1993,43,1003,1046
"4504","Leverett","Franklin County County","MA","Leverett",1994,29,1048,1077
"4505","Leverett","Franklin County County","MA","Leverett",1995,23,1072,1095
"4506","Leverett","Franklin County County","MA","Leverett",1996,21,1078,1099
"4507","Leverett","Franklin County County","MA","Leverett",1997,25,1106,1131
"4508","Leverett","Franklin County County","MA","Leverett",1998,21,1134,1155
"4509","Leverett","Franklin County County","MA","Leverett",1999,16,1160,1176
"4510","Leverett","Franklin County County","MA","Leverett",2000,18,936,954
"4511","Leverett","Franklin County County","MA","Leverett",2001,18,964,982
"4512","Leverett","Franklin County County","MA","Leverett",2002,22,968,990
"4513","Leverett","Franklin County County","MA","Leverett",2003,31,988,1019
"4514","Leverett","Franklin County County","MA","Leverett",2004,33,1004,1037
"4515","Leverett","Franklin County County","MA","Leverett",2005,36,1010,1046
"4516","Leverett","Franklin County County","MA","Leverett",2006,37,1025,1062
"4517","Leverett","Franklin County County","MA","Leverett",2007,31,1012,1043
"4518","Leverett","Franklin County County","MA","Leverett",2008,36,991,1027
"4519","Leverett","Franklin County County","MA","Leverett",2009,53,968,1021
"4520","Leverett","Franklin County County","MA","Leverett",2010,54,979,1033
"4521","Leverett","Franklin County County","MA","Leverett",2011,53,989,1042
"4522","Leverett","Franklin County County","MA","Leverett",2012,45,998,1043
"4523","Lexington","Middlesex County County","MA","Lexington",1990,505,15201,15706
"4524","Lexington","Middlesex County County","MA","Lexington",1991,745,14711,15456
"4525","Lexington","Middlesex County County","MA","Lexington",1992,728,14579,15307
"4526","Lexington","Middlesex County County","MA","Lexington",1993,607,14718,15325
"4527","Lexington","Middlesex County County","MA","Lexington",1994,541,14935,15476
"4528","Lexington","Middlesex County County","MA","Lexington",1995,435,15217,15652
"4529","Lexington","Middlesex County County","MA","Lexington",1996,350,15526,15876
"4530","Lexington","Middlesex County County","MA","Lexington",1997,323,15914,16237
"4531","Lexington","Middlesex County County","MA","Lexington",1998,263,16132,16395
"4532","Lexington","Middlesex County County","MA","Lexington",1999,287,16248,16535
"4533","Lexington","Middlesex County County","MA","Lexington",2000,280,15129,15409
"4534","Lexington","Middlesex County County","MA","Lexington",2001,451,15117,15568
"4535","Lexington","Middlesex County County","MA","Lexington",2002,651,14856,15507
"4536","Lexington","Middlesex County County","MA","Lexington",2003,684,14629,15313
"4537","Lexington","Middlesex County County","MA","Lexington",2004,569,14581,15150
"4538","Lexington","Middlesex County County","MA","Lexington",2005,508,14660,15168
"4539","Lexington","Middlesex County County","MA","Lexington",2006,495,14483,14978
"4540","Lexington","Middlesex County County","MA","Lexington",2007,462,14612,15074
"4541","Lexington","Middlesex County County","MA","Lexington",2008,556,14631,15187
"4542","Lexington","Middlesex County County","MA","Lexington",2009,882,14294,15176
"4543","Lexington","Middlesex County County","MA","Lexington",2010,884,14729,15613
"4544","Lexington","Middlesex County County","MA","Lexington",2011,738,14945,15683
"4545","Lexington","Middlesex County County","MA","Lexington",2012,680,15108,15788
"4546","Leyden","Franklin County County","MA","Leyden",1990,27,355,382
"4547","Leyden","Franklin County County","MA","Leyden",1991,45,361,406
"4548","Leyden","Franklin County County","MA","Leyden",1992,22,350,372
"4549","Leyden","Franklin County County","MA","Leyden",1993,31,372,403
"4550","Leyden","Franklin County County","MA","Leyden",1994,18,390,408
"4551","Leyden","Franklin County County","MA","Leyden",1995,15,371,386
"4552","Leyden","Franklin County County","MA","Leyden",1996,20,379,399
"4553","Leyden","Franklin County County","MA","Leyden",1997,14,394,408
"4554","Leyden","Franklin County County","MA","Leyden",1998,15,402,417
"4555","Leyden","Franklin County County","MA","Leyden",1999,10,411,421
"4556","Leyden","Franklin County County","MA","Leyden",2000,12,459,471
"4557","Leyden","Franklin County County","MA","Leyden",2001,14,461,475
"4558","Leyden","Franklin County County","MA","Leyden",2002,16,474,490
"4559","Leyden","Franklin County County","MA","Leyden",2003,20,477,497
"4560","Leyden","Franklin County County","MA","Leyden",2004,21,474,495
"4561","Leyden","Franklin County County","MA","Leyden",2005,15,478,493
"4562","Leyden","Franklin County County","MA","Leyden",2006,22,478,500
"4563","Leyden","Franklin County County","MA","Leyden",2007,20,470,490
"4564","Leyden","Franklin County County","MA","Leyden",2008,25,461,486
"4565","Leyden","Franklin County County","MA","Leyden",2009,29,453,482
"4566","Leyden","Franklin County County","MA","Leyden",2010,25,405,430
"4567","Leyden","Franklin County County","MA","Leyden",2011,16,406,422
"4568","Leyden","Franklin County County","MA","Leyden",2012,17,407,424
"4569","Lincoln","Middlesex County County","MA","Lincoln",1990,67,3248,3315
"4570","Lincoln","Middlesex County County","MA","Lincoln",1991,106,3130,3236
"4571","Lincoln","Middlesex County County","MA","Lincoln",1992,101,3163,3264
"4572","Lincoln","Middlesex County County","MA","Lincoln",1993,90,3275,3365
"4573","Lincoln","Middlesex County County","MA","Lincoln",1994,79,3400,3479
"4574","Lincoln","Middlesex County County","MA","Lincoln",1995,68,3264,3332
"4575","Lincoln","Middlesex County County","MA","Lincoln",1996,51,3341,3392
"4576","Lincoln","Middlesex County County","MA","Lincoln",1997,39,3425,3464
"4577","Lincoln","Middlesex County County","MA","Lincoln",1998,42,3480,3522
"4578","Lincoln","Middlesex County County","MA","Lincoln",1999,45,3508,3553
"4579","Lincoln","Middlesex County County","MA","Lincoln",2000,55,3343,3398
"4580","Lincoln","Middlesex County County","MA","Lincoln",2001,82,3339,3421
"4581","Lincoln","Middlesex County County","MA","Lincoln",2002,114,3275,3389
"4582","Lincoln","Middlesex County County","MA","Lincoln",2003,121,3210,3331
"4583","Lincoln","Middlesex County County","MA","Lincoln",2004,109,3193,3302
"4584","Lincoln","Middlesex County County","MA","Lincoln",2005,100,3199,3299
"4585","Lincoln","Middlesex County County","MA","Lincoln",2006,95,3168,3263
"4586","Lincoln","Middlesex County County","MA","Lincoln",2007,95,3379,3474
"4587","Lincoln","Middlesex County County","MA","Lincoln",2008,107,3419,3526
"4588","Lincoln","Middlesex County County","MA","Lincoln",2009,177,3331,3508
"4589","Lincoln","Middlesex County County","MA","Lincoln",2010,147,2486,2633
"4590","Lincoln","Middlesex County County","MA","Lincoln",2011,134,2523,2657
"4591","Lincoln","Middlesex County County","MA","Lincoln",2012,130,2551,2681
"4592","Littleton","Middlesex County County","MA","Littleton",1990,178,3827,4005
"4593","Littleton","Middlesex County County","MA","Littleton",1991,255,3732,3987
"4594","Littleton","Middlesex County County","MA","Littleton",1992,260,3738,3998
"4595","Littleton","Middlesex County County","MA","Littleton",1993,242,3849,4091
"4596","Littleton","Middlesex County County","MA","Littleton",1994,213,3995,4208
"4597","Littleton","Middlesex County County","MA","Littleton",1995,174,4082,4256
"4598","Littleton","Middlesex County County","MA","Littleton",1996,129,4190,4319
"4599","Littleton","Middlesex County County","MA","Littleton",1997,122,4342,4464
"4600","Littleton","Middlesex County County","MA","Littleton",1998,94,4547,4641
"4601","Littleton","Middlesex County County","MA","Littleton",1999,104,4640,4744
"4602","Littleton","Middlesex County County","MA","Littleton",2000,90,4459,4549
"4603","Littleton","Middlesex County County","MA","Littleton",2001,159,4529,4688
"4604","Littleton","Middlesex County County","MA","Littleton",2002,249,4494,4743
"4605","Littleton","Middlesex County County","MA","Littleton",2003,244,4471,4715
"4606","Littleton","Middlesex County County","MA","Littleton",2004,195,4477,4672
"4607","Littleton","Middlesex County County","MA","Littleton",2005,192,4531,4723
"4608","Littleton","Middlesex County County","MA","Littleton",2006,181,4492,4673
"4609","Littleton","Middlesex County County","MA","Littleton",2007,168,4554,4722
"4610","Littleton","Middlesex County County","MA","Littleton",2008,196,4565,4761
"4611","Littleton","Middlesex County County","MA","Littleton",2009,311,4517,4828
"4612","Littleton","Middlesex County County","MA","Littleton",2010,320,4560,4880
"4613","Littleton","Middlesex County County","MA","Littleton",2011,279,4626,4905
"4614","Littleton","Middlesex County County","MA","Littleton",2012,247,4677,4924
"4615","Longmeadow","Hampden County County","MA","Longmeadow",1990,301,7607,7908
"4616","Longmeadow","Hampden County County","MA","Longmeadow",1991,384,7365,7749
"4617","Longmeadow","Hampden County County","MA","Longmeadow",1992,365,7366,7731
"4618","Longmeadow","Hampden County County","MA","Longmeadow",1993,346,7358,7704
"4619","Longmeadow","Hampden County County","MA","Longmeadow",1994,328,7425,7753
"4620","Longmeadow","Hampden County County","MA","Longmeadow",1995,279,7169,7448
"4621","Longmeadow","Hampden County County","MA","Longmeadow",1996,230,7229,7459
"4622","Longmeadow","Hampden County County","MA","Longmeadow",1997,197,7366,7563
"4623","Longmeadow","Hampden County County","MA","Longmeadow",1998,169,7386,7555
"4624","Longmeadow","Hampden County County","MA","Longmeadow",1999,162,7384,7546
"4625","Longmeadow","Hampden County County","MA","Longmeadow",2000,171,7755,7926
"4626","Longmeadow","Hampden County County","MA","Longmeadow",2001,198,7750,7948
"4627","Longmeadow","Hampden County County","MA","Longmeadow",2002,259,7709,7968
"4628","Longmeadow","Hampden County County","MA","Longmeadow",2003,304,7620,7924
"4629","Longmeadow","Hampden County County","MA","Longmeadow",2004,281,7598,7879
"4630","Longmeadow","Hampden County County","MA","Longmeadow",2005,271,7597,7868
"4631","Longmeadow","Hampden County County","MA","Longmeadow",2006,277,7606,7883
"4632","Longmeadow","Hampden County County","MA","Longmeadow",2007,255,7546,7801
"4633","Longmeadow","Hampden County County","MA","Longmeadow",2008,286,7485,7771
"4634","Longmeadow","Hampden County County","MA","Longmeadow",2009,444,7224,7668
"4635","Longmeadow","Hampden County County","MA","Longmeadow",2010,466,7375,7841
"4636","Longmeadow","Hampden County County","MA","Longmeadow",2011,389,7301,7690
"4637","Longmeadow","Hampden County County","MA","Longmeadow",2012,369,7306,7675
"4638","Lowell","Middlesex County County","MA","Lowell",1990,4492,47682,52174
"4639","Lowell","Middlesex County County","MA","Lowell",1991,6158,44970,51128
"4640","Lowell","Middlesex County County","MA","Lowell",1992,6500,43525,50025
"4641","Lowell","Middlesex County County","MA","Lowell",1993,5076,42549,47625
"4642","Lowell","Middlesex County County","MA","Lowell",1994,3977,42059,46036
"4643","Lowell","Middlesex County County","MA","Lowell",1995,3270,44598,47868
"4644","Lowell","Middlesex County County","MA","Lowell",1996,2488,45812,48300
"4645","Lowell","Middlesex County County","MA","Lowell",1997,2600,47490,50090
"4646","Lowell","Middlesex County County","MA","Lowell",1998,2301,48476,50777
"4647","Lowell","Middlesex County County","MA","Lowell",1999,2250,49646,51896
"4648","Lowell","Middlesex County County","MA","Lowell",2000,1608,49514,51122
"4649","Lowell","Middlesex County County","MA","Lowell",2001,2777,49469,52246
"4650","Lowell","Middlesex County County","MA","Lowell",2002,4010,48309,52319
"4651","Lowell","Middlesex County County","MA","Lowell",2003,4142,47359,51501
"4652","Lowell","Middlesex County County","MA","Lowell",2004,3552,46814,50366
"4653","Lowell","Middlesex County County","MA","Lowell",2005,3233,46901,50134
"4654","Lowell","Middlesex County County","MA","Lowell",2006,2961,46907,49868
"4655","Lowell","Middlesex County County","MA","Lowell",2007,2779,47017,49796
"4656","Lowell","Middlesex County County","MA","Lowell",2008,3492,46937,50429
"4657","Lowell","Middlesex County County","MA","Lowell",2009,5539,45918,51457
"4658","Lowell","Middlesex County County","MA","Lowell",2010,5414,47197,52611
"4659","Lowell","Middlesex County County","MA","Lowell",2011,4942,47684,52626
"4660","Lowell","Middlesex County County","MA","Lowell",2012,4610,48210,52820
"4661","Ludlow","Hampden County County","MA","Ludlow",1990,734,9917,10651
"4662","Ludlow","Hampden County County","MA","Ludlow",1991,1042,9683,10725
"4663","Ludlow","Hampden County County","MA","Ludlow",1992,1052,9753,10805
"4664","Ludlow","Hampden County County","MA","Ludlow",1993,1029,9890,10919
"4665","Ludlow","Hampden County County","MA","Ludlow",1994,958,9973,10931
"4666","Ludlow","Hampden County County","MA","Ludlow",1995,715,9586,10301
"4667","Ludlow","Hampden County County","MA","Ludlow",1996,582,9752,10334
"4668","Ludlow","Hampden County County","MA","Ludlow",1997,600,10050,10650
"4669","Ludlow","Hampden County County","MA","Ludlow",1998,506,10144,10650
"4670","Ludlow","Hampden County County","MA","Ludlow",1999,450,10230,10680
"4671","Ludlow","Hampden County County","MA","Ludlow",2000,364,10369,10733
"4672","Ludlow","Hampden County County","MA","Ludlow",2001,457,10500,10957
"4673","Ludlow","Hampden County County","MA","Ludlow",2002,599,10507,11106
"4674","Ludlow","Hampden County County","MA","Ludlow",2003,745,10447,11192
"4675","Ludlow","Hampden County County","MA","Ludlow",2004,683,10497,11180
"4676","Ludlow","Hampden County County","MA","Ludlow",2005,645,10542,11187
"4677","Ludlow","Hampden County County","MA","Ludlow",2006,694,10617,11311
"4678","Ludlow","Hampden County County","MA","Ludlow",2007,625,10700,11325
"4679","Ludlow","Hampden County County","MA","Ludlow",2008,769,10772,11541
"4680","Ludlow","Hampden County County","MA","Ludlow",2009,1039,10168,11207
"4681","Ludlow","Hampden County County","MA","Ludlow",2010,1034,9706,10740
"4682","Ludlow","Hampden County County","MA","Ludlow",2011,1025,9608,10633
"4683","Ludlow","Hampden County County","MA","Ludlow",2012,911,9614,10525
"4684","Lunenburg","Worcester County County","MA","Lunenburg",1990,294,4815,5109
"4685","Lunenburg","Worcester County County","MA","Lunenburg",1991,443,4702,5145
"4686","Lunenburg","Worcester County County","MA","Lunenburg",1992,379,4797,5176
"4687","Lunenburg","Worcester County County","MA","Lunenburg",1993,365,4923,5288
"4688","Lunenburg","Worcester County County","MA","Lunenburg",1994,293,5004,5297
"4689","Lunenburg","Worcester County County","MA","Lunenburg",1995,259,4861,5120
"4690","Lunenburg","Worcester County County","MA","Lunenburg",1996,236,4877,5113
"4691","Lunenburg","Worcester County County","MA","Lunenburg",1997,217,5007,5224
"4692","Lunenburg","Worcester County County","MA","Lunenburg",1998,155,4937,5092
"4693","Lunenburg","Worcester County County","MA","Lunenburg",1999,176,4955,5131
"4694","Lunenburg","Worcester County County","MA","Lunenburg",2000,144,5089,5233
"4695","Lunenburg","Worcester County County","MA","Lunenburg",2001,186,5092,5278
"4696","Lunenburg","Worcester County County","MA","Lunenburg",2002,308,5089,5397
"4697","Lunenburg","Worcester County County","MA","Lunenburg",2003,336,5083,5419
"4698","Lunenburg","Worcester County County","MA","Lunenburg",2004,313,5096,5409
"4699","Lunenburg","Worcester County County","MA","Lunenburg",2005,274,5062,5336
"4700","Lunenburg","Worcester County County","MA","Lunenburg",2006,269,5099,5368
"4701","Lunenburg","Worcester County County","MA","Lunenburg",2007,266,5088,5354
"4702","Lunenburg","Worcester County County","MA","Lunenburg",2008,308,5019,5327
"4703","Lunenburg","Worcester County County","MA","Lunenburg",2009,480,4834,5314
"4704","Lunenburg","Worcester County County","MA","Lunenburg",2010,473,4908,5381
"4705","Lunenburg","Worcester County County","MA","Lunenburg",2011,439,4906,5345
"4706","Lunenburg","Worcester County County","MA","Lunenburg",2012,418,4903,5321
