"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation"
"Bridgewater","Plymouth","MA","2006","  3","Bridgewater town",56,56,9355635,0,0,0,1,4,468000,0,0,0,11,11,2540000,0,0,0,1,4,468000,0,0,0,57,60,9823635,163727.25,12,15,3008000,200533.333333333,"Bridgewater",10438726,0,522180,0,10960906,182681.766666667
"Bridgewater","Plymouth","MA","2007","  0","Bridgewater town",46,46,7513319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,7513319,163333.02173913,0,0,0,NA,"Bridgewater",8150970,0,0,0,8150970,177195
"Bridgewater","Plymouth","MA","2008","  0","Bridgewater town",30,30,4929846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,4929846,164328.2,0,0,0,NA,"Bridgewater",5150484,0,0,0,5150484,171682.8
"Bridgewater","Plymouth","MA","2009","  0","Bridgewater town",23,23,3775566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,3775566,164155.043478261,0,0,0,NA,"Bridgewater",3958627,0,0,0,3958627,172114.217391304
"Bridgewater","Plymouth","MA","2010","  1","Bridgewater town",26,26,4389741,0,0,0,0,0,0,0,0,0,1,1,285000,0,0,0,0,0,0,0,0,0,26,26,4389741,168836.192307692,1,1,285000,285000,"Bridgewater",4528304,0,0,0,4528304,174165.538461538
"Bridgewater","Plymouth","MA","2011","  0","Bridgewater town",20,20,3362677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3362677,168133.85,0,0,0,NA,"Bridgewater",3362677,0,0,0,3362677,168133.85
"Brimfield","Hampden","MA","2000","  0","Brimfield town",29,29,3026087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,3026087,104347.827586207,0,0,0,NA,"Brimfield",3952874,0,0,0,3952874,136306
"Brimfield","Hampden","MA","2001"," 12","Brimfield town",27,27,3527379,0,0,0,0,0,0,0,0,0,27,27,3527379,0,0,0,0,0,0,0,0,0,27,27,3527379,130643.666666667,27,27,3527379,130643.666666667,"Brimfield",4480210,0,0,0,4480210,165933.703703704
"Brimfield","Hampden","MA","2002"," 12","Brimfield town",27,27,3041482,0,0,0,0,0,0,0,0,0,27,27,3041482,0,0,0,0,0,0,0,0,0,27,27,3041482,112647.481481481,27,27,3041482,112647.481481481,"Brimfield",3802935,0,0,0,3802935,140849.444444444
"Brimfield","Hampden","MA","2003"," 12","Brimfield town",25,25,3260688,0,0,0,0,0,0,0,0,0,25,25,3260688,0,0,0,0,0,0,0,0,0,25,25,3260688,130427.52,25,25,3260688,130427.52,"Brimfield",3986173,0,0,0,3986173,159446.92
"Brimfield","Hampden","MA","2004"," 12","Brimfield town",24,24,3425568,0,0,0,0,0,0,0,0,0,24,24,3425568,0,0,0,0,0,0,0,0,0,24,24,3425568,142732,24,24,3425568,142732,"Brimfield",4079110,0,0,0,4079110,169962.916666667
"Brimfield","Hampden","MA","2005"," 12","Brimfield town",34,34,6680884,0,0,0,0,0,0,0,0,0,34,34,6680884,0,0,0,0,0,0,0,0,0,34,34,6680884,196496.588235294,34,34,6680884,196496.588235294,"Brimfield",7694784,0,0,0,7694784,226317.176470588
"Brimfield","Hampden","MA","2006"," 12","Brimfield town",19,19,4648113,0,0,0,0,0,0,0,0,0,19,19,4648113,0,0,0,0,0,0,0,0,0,19,19,4648113,244637.526315789,19,19,4648113,244637.526315789,"Brimfield",5186220,0,0,0,5186220,272958.947368421
"Brimfield","Hampden","MA","2007"," 12","Brimfield town",17,17,3984462,0,0,0,0,0,0,0,0,0,17,17,3984462,0,0,0,0,0,0,0,0,0,17,17,3984462,234380.117647059,17,17,3984462,234380.117647059,"Brimfield",4322621,0,0,0,4322621,254271.823529412
"Brimfield","Hampden","MA","2008"," 12","Brimfield town",9,9,2275489,0,0,0,0,0,0,0,0,0,9,9,2275489,0,0,0,0,0,0,0,0,0,9,9,2275489,252832.111111111,9,9,2275489,252832.111111111,"Brimfield",2377330,0,0,0,2377330,264147.777777778
"Brimfield","Hampden","MA","2009","  0","Brimfield town",14,14,3539650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3539650,252832.142857143,0,0,0,NA,"Brimfield",3711273,0,0,0,3711273,265090.928571429
"Brimfield","Hampden","MA","2010","  0","Brimfield town",13,13,3286818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3286818,252832.153846154,0,0,0,NA,"Brimfield",3390567,0,0,0,3390567,260812.846153846
"Brimfield","Hampden","MA","2011"," 12","Brimfield town",17,17,2938435,0,0,0,0,0,0,0,0,0,17,17,2938435,0,0,0,0,0,0,0,0,0,17,17,2938435,172849.117647059,17,17,2938435,172849.117647059,"Brimfield",2938435,0,0,0,2938435,172849.117647059
NA,"Bristol","MA","2000",NA,"Bristol County",1526,1526,205526367,46,92,4209506,0,0,0,6,32,1070000,1068,1068,166151854,15,30,1635000,0,0,0,2,12,270000,1578,1650,210805873,127761.135151515,1085,1110,168056854,151402.571171171,"Bristol County",268472099,5498734,0,1397705,275368538,166890.023030303
NA,"Bristol","MA","2001",NA,"Bristol County",1337,1337,192827966,48,96,5345271,2,8,320000,10,54,3140000,880,880,149533028,16,32,2743862,2,8,320000,3,19,1740000,1397,1495,201633237,134871.730434783,901,939,154336890,164363.03514377,"Bristol County",244915471,6789158,406440,3988190,256099259,171303.852173913
NA,"Bristol","MA","2002",NA,"Bristol County",1540,1540,238725962,32,64,3652227,7,27,2119000,8,72,5722781,1222,1222,204217440,15,30,2372994,7,27,2119000,8,72,5722781,1587,1703,250219970,146928.93129771,1252,1351,214432215,158721.106587713,"Bristol County",298492380,4566583,2649504,7155512,312863979,183713.434527305
NA,"Bristol","MA","2003",NA,"Bristol County",1390,1390,210823790,27,54,3109869,1,3,180000,9,302,17342188,994,994,158740319,12,24,1981134,1,3,180000,6,284,16272045,1427,1749,231455847,132336.104631218,1013,1305,177173498,135765.13256705,"Bristol County",257730937,3801798,220049,21200731,282953515,161780.16866781
NA,"Bristol","MA","2004",NA,"Bristol County",1500,1500,276714766,27,54,5366345,12,42,3048400,18,282,14226464,1311,1311,244298658,22,44,4990100,12,42,3048400,17,277,13929202,1557,1878,299355975,159401.477635783,1362,1674,266266360,159059.952210275,"Bristol County",329507373,6390155,3629984,16940638,356468150,189812.646432375
NA,"Bristol","MA","2005",NA,"Bristol County",1394,1394,253626190,28,56,4709041,23,75,9209750,18,292,16427630,1255,1255,229753219,27,54,4630500,23,75,9209750,17,284,16123130,1463,1817,283972611,156286.522289488,1322,1668,259716599,155705.395083933,"Bristol County",292116854,5423692,10607434,18920710,327068690,180004.782608696
NA,"Bristol","MA","2006",NA,"Bristol County",1030,1030,194027420,23,46,4978000,21,66,5179004,13,173,12760973,919,919,173020877,23,46,4978000,21,66,5179004,13,173,12760973,1087,1315,216945397,164977.488212928,976,1204,195938854,162739.911960133,"Bristol County",216489751,5554297,5778571,14238296,242060915,184076.741444867
NA,"Bristol","MA","2007",NA,"Bristol County",846,846,166013559,18,36,4539000,20,65,5788500,7,200,15310355,777,777,153906157,18,36,4539000,20,65,5788500,7,200,15310355,891,1147,191651414,167089.288578901,822,1078,179544012,166552.886827458,"Bristol County",180103037,4924222,6279767,16609736,207916762,181270.06277245
NA,"Bristol","MA","2008",NA,"Bristol County",494,494,103038276,15,30,2993000,3,10,1107000,1,6,450000,458,458,97492375,15,30,2993000,3,10,1107000,1,6,450000,513,540,107588276,199237.548148148,477,504,102042375,202465.029761905,"Bristol County",107649809,3126953,1156544,470140,112403446,208154.52962963
NA,"Bristol","MA","2009",NA,"Bristol County",454,454,88413458,8,16,1383350,2,6,626000,0,0,0,398,398,80244387,7,14,1283350,2,6,626000,0,0,0,464,476,90422808,189963.882352941,407,418,82153737,196540.040669856,"Bristol County",92700256,1450423,656352,0,94807031,199174.43487395
NA,"Bristol","MA","2010",NA,"Bristol County",478,478,88540975,3,6,537500,4,14,1232000,1,7,656240,386,386,72875774,3,6,537500,2,8,612000,1,7,656240,486,505,90966715,180132.108910891,392,407,74681514,183492.663390663,"Bristol County",91335796,554466,1270888,676954,93838104,185818.027722772
NA,"Bristol","MA","2011",NA,"Bristol County",392,392,78701124,3,6,469600,8,29,2400000,3,51,4213414,313,313,65624064,3,6,469600,6,23,1780000,3,51,4213414,406,478,85784138,179464.723849372,325,393,72087078,183427.679389313,"Bristol County",78701124,469600,2400000,4213414,85784138,179464.723849372
"Brockton","Plymouth","MA","2000"," 12","Brockton",62,62,6297913,0,0,0,0,0,0,0,0,0,62,62,6297913,0,0,0,0,0,0,0,0,0,62,62,6297913,101579.241935484,62,62,6297913,101579.241935484,"Brockton",8226749,0,0,0,8226749,132689.5
"Brockton","Plymouth","MA","2001"," 12","Brockton",47,47,4889640,2,4,264254,2,6,204088,1,80,6121600,47,47,4889640,2,4,264254,2,6,204088,1,80,6121600,52,137,11479582,83792.5693430657,52,137,11479582,83792.5693430657,"Brockton",6210450,335635,259217,7775192,14580494,106426.96350365
"Brockton","Plymouth","MA","2002"," 12","Brockton",53,53,5829628,1,2,141013,0,0,0,0,0,0,53,53,5829628,1,2,141013,0,0,0,0,0,0,54,55,5970641,108557.109090909,54,55,5970641,108557.109090909,"Brockton",7289109,176316,0,0,7465425,135735
"Brockton","Plymouth","MA","2003"," 12","Brockton",76,76,7972397,7,14,860731,2,6,367884,1,26,2200000,76,76,7972397,7,14,860731,2,6,367884,1,26,2200000,86,122,11401012,93450.9180327869,86,122,11401012,93450.9180327869,"Brockton",9746212,1052239,449736,2689488,13937675,114243.237704918
"Brockton","Plymouth","MA","2004"," 12","Brockton",93,93,10054596,1,2,148500,4,12,974696,1,11,460000,93,93,10054596,1,2,148500,4,12,974696,1,11,460000,99,118,11637792,98625.3559322034,99,118,11637792,98625.3559322034,"Brockton",11972847,176831,1160652,547760,13858090,117441.440677966
"Brockton","Plymouth","MA","2005"," 12","Brockton",79,79,9755287,12,24,2759000,2,7,450800,7,111,4250000,79,79,9755287,12,24,2759000,2,7,450800,7,111,4250000,100,221,17215087,77896.3212669683,100,221,17215087,77896.3212669683,"Brockton",11235763,3177710,519214,4894986,19827673,89717.9773755656
"Brockton","Plymouth","MA","2006"," 12","Brockton",85,85,12063445,20,40,2732404,4,14,1156536,1,8,710000,85,85,12063445,20,40,2732404,4,14,1156536,1,8,710000,110,147,16662385,113349.557823129,110,147,16662385,113349.557823129,"Brockton",13460016,3048731,1290427,792196,18591370,126471.904761905
"Brockton","Plymouth","MA","2007"," 12","Brockton",51,51,7886216,1,2,220827,1,4,417717,0,0,0,51,51,7886216,1,2,220827,1,4,417717,0,0,0,53,57,8524760,149557.192982456,53,57,8524760,149557.192982456,"Brockton",8555515,239568,453168,0,9248251,162250.01754386
"Brockton","Plymouth","MA","2008"," 12","Brockton",28,28,4159609,3,6,699688,0,0,0,0,0,0,28,28,4159609,3,6,699688,0,0,0,0,0,0,31,34,4859297,142920.5,31,34,4859297,142920.5,"Brockton",4345775,731003,0,0,5076778,149317
"Brockton","Plymouth","MA","2009"," 12","Brockton",20,20,3113932,5,10,510715,0,0,0,0,0,0,20,20,3113932,5,10,510715,0,0,0,0,0,0,25,30,3624647,120821.566666667,25,30,3624647,120821.566666667,"Brockton",3264914,535477,0,0,3800391,126679.7
"Brockton","Plymouth","MA","2010"," 11","Brockton",25,25,3484675,1,2,102143,0,0,0,0,0,0,23,23,3173282,0,0,0,0,0,0,0,0,0,26,27,3586818,132845.111111111,23,23,3173282,137968.782608696,"Brockton",3594670,105367,0,0,3700037,137038.407407407
"Brockton","Plymouth","MA","2011"," 12","Brockton",21,21,2698810,0,0,0,1,3,324864,0,0,0,21,21,2698810,0,0,0,1,3,324864,0,0,0,22,24,3023674,125986.416666667,22,24,3023674,125986.416666667,"Brockton",2698810,0,324864,0,3023674,125986.416666667
"Brookfield","Worcester","MA","2000","  0","Brookfield town",9,9,1160415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1160415,128935,0,0,0,NA,"Brookfield",1515811,0,0,0,1515811,168423.444444444
"Brookfield","Worcester","MA","2001","  0","Brookfield town",5,5,644645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,644645,128929,0,0,0,NA,"Brookfield",818779,0,0,0,818779,163755.8
"Brookfield","Worcester","MA","2002","  0","Brookfield town",6,6,773580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,773580,128930,0,0,0,NA,"Brookfield",967250,0,0,0,967250,161208.333333333
"Brookfield","Worcester","MA","2003","  0","Brookfield town",6,6,773580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,773580,128930,0,0,0,NA,"Brookfield",945697,0,0,0,945697,157616.166666667
"Brookfield","Worcester","MA","2004","  0","Brookfield town",7,7,902510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,902510,128930,0,0,0,NA,"Brookfield",1074694,0,0,0,1074694,153527.714285714
"Brookfield","Worcester","MA","2005","  0","Brookfield town",6,6,773580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,773580,128930,0,0,0,NA,"Brookfield",890980,0,0,0,890980,148496.666666667
"Brookfield","Worcester","MA","2006","  0","Brookfield town",5,5,644650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,644650,128930,0,0,0,NA,"Brookfield",719280,0,0,0,719280,143856
"Brookfield","Worcester","MA","2007","  0","Brookfield town",4,4,515720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,515720,128930,0,0,0,NA,"Brookfield",559489,0,0,0,559489,139872.25
"Brookfield","Worcester","MA","2008","  0","Brookfield town",3,3,386790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,386790,128930,0,0,0,NA,"Brookfield",404101,0,0,0,404101,134700.333333333
"Brookfield","Worcester","MA","2009","  0","Brookfield town",4,4,515720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,515720,128930,0,0,0,NA,"Brookfield",540725,0,0,0,540725,135181.25
"Brookfield","Worcester","MA","2010","  0","Brookfield town",4,4,515720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,515720,128930,0,0,0,NA,"Brookfield",531999,0,0,0,531999,132999.75
"Brookfield","Worcester","MA","2011","  0","Brookfield town",3,3,386790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,386790,128930,0,0,0,NA,"Brookfield",386790,0,0,0,386790,128930
"Brookline","Norfolk","MA","2000"," 12","Brookline town",9,9,8347975,1,2,346750,2,6,928888,2,23,4984908,9,9,8347975,1,2,346750,2,6,928888,2,23,4984908,14,40,14608521,365213.025,14,40,14608521,365213.025,"Brookline",10904676,452948,1213375,6511616,19082615,477065.375
"Brookline","Norfolk","MA","2001"," 12","Brookline town",6,6,4352000,0,0,0,1,4,347725,3,65,8727200,6,6,4352000,0,0,0,1,4,347725,3,65,8727200,10,75,13426925,179025.666666667,10,75,13426925,179025.666666667,"Brookline",5527581,0,441654,11084628,17053863,227384.84
"Brookline","Norfolk","MA","2002"," 12","Brookline town",12,12,3055000,0,0,0,0,0,0,1,23,4788000,12,12,3055000,0,0,0,0,0,0,1,23,4788000,13,35,7843000,224085.714285714,13,35,7843000,224085.714285714,"Brookline",3819837,0,0,5986703,9806540,280186.857142857
"Brookline","Norfolk","MA","2003"," 12","Brookline town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Brookline",0,0,0,0,0,NA
"Brookline","Norfolk","MA","2004","  9","Brookline town",11,11,3265000,0,0,0,0,0,0,1,11,1408000,11,11,3265000,0,0,0,0,0,0,1,11,1408000,12,22,4673000,212409.090909091,12,22,4673000,212409.090909091,"Brookline",3887908,0,0,1676623,5564531,252933.227272727
"Brookline","Norfolk","MA","2005"," 12","Brookline town",18,18,9053375,2,4,775000,0,0,0,2,11,3525650,18,18,9053375,2,4,775000,0,0,0,2,11,3525650,22,33,13354025,404667.424242424,22,33,13354025,404667.424242424,"Brookline",10427328,892615,0,4060708,15380651,466080.333333333
"Brookline","Norfolk","MA","2006"," 12","Brookline town",17,17,21178000,0,0,0,0,0,0,1,5,4260000,17,17,21178000,0,0,0,0,0,0,1,5,4260000,18,22,25438000,1156272.72727273,18,22,25438000,1156272.72727273,"Brookline",23629753,0,0,4753175,28382928,1290133.09090909
"Brookline","Norfolk","MA","2007"," 12","Brookline town",6,6,2706000,2,4,733000,1,4,825000,2,39,8691000,6,6,2706000,2,4,733000,1,4,825000,2,39,8691000,11,53,12955000,244433.962264151,11,53,12955000,244433.962264151,"Brookline",2935657,795209,895017,9428600,14054483,265178.924528302
"Brookline","Norfolk","MA","2008"," 12","Brookline town",6,6,12872000,0,0,0,0,0,0,5,44,8824000,6,6,12872000,0,0,0,0,0,0,5,44,8824000,11,50,21696000,433920,11,50,21696000,433920,"Brookline",13448093,0,0,9218923,22667016,453340.32
"Brookline","Norfolk","MA","2009"," 12","Brookline town",7,7,4147000,1,2,346000,0,0,0,1,8,2e+06,7,7,4147000,1,2,346000,0,0,0,1,8,2e+06,9,17,6493000,381941.176470588,9,17,6493000,381941.176470588,"Brookline",4348071,362776,0,2096972,6807819,400459.941176471
"Brookline","Norfolk","MA","2010"," 12","Brookline town",5,5,3076000,0,0,0,0,0,0,0,0,0,5,5,3076000,0,0,0,0,0,0,0,0,0,5,5,3076000,615200,5,5,3076000,615200,"Brookline",3173095,0,0,0,3173095,634619
"Brookline","Norfolk","MA","2011"," 12","Brookline town",21,21,15816098,0,0,58000,3,11,2207574,0,0,0,21,21,15816098,0,0,58000,3,11,2207574,0,0,0,24,32,18081672,565052.25,24,32,18081672,565052.25,"Brookline",15816098,58000,2207574,0,18081672,565052.25
"Buckland","Franklin","MA","2000"," 12","Buckland town",3,3,380070,0,0,0,0,0,0,0,0,0,3,3,380070,0,0,0,0,0,0,0,0,0,3,3,380070,126690,3,3,380070,126690,"Buckland",496473,0,0,0,496473,165491
"Buckland","Franklin","MA","2001"," 12","Buckland town",2,2,221390,0,0,0,0,0,0,0,0,0,2,2,221390,0,0,0,0,0,0,0,0,0,2,2,221390,110695,2,2,221390,110695,"Buckland",281193,0,0,0,281193,140596.5
"Buckland","Franklin","MA","2002"," 12","Buckland town",8,8,969744,0,0,0,0,0,0,0,0,0,8,8,969744,0,0,0,0,0,0,0,0,0,8,8,969744,121218,8,8,969744,121218,"Buckland",1212525,0,0,0,1212525,151565.625
"Buckland","Franklin","MA","2003"," 12","Buckland town",2,2,277340,0,0,0,0,0,0,0,0,0,2,2,277340,0,0,0,0,0,0,0,0,0,2,2,277340,138670,2,2,277340,138670,"Buckland",339047,0,0,0,339047,169523.5
"Buckland","Franklin","MA","2004"," 12","Buckland town",8,8,1433730,1,2,386000,0,0,0,0,0,0,8,8,1433730,1,2,386000,0,0,0,0,0,0,9,10,1819730,181973,9,10,1819730,181973,"Buckland",1707262,459642,0,0,2166904,216690.4
"Buckland","Franklin","MA","2005"," 12","Buckland town",7,7,1267680,0,0,0,1,4,453600,0,0,0,7,7,1267680,0,0,0,1,4,453600,0,0,0,8,11,1721280,156480,8,11,1721280,156480,"Buckland",1460065,0,522439,0,1982504,180227.636363636
"Buckland","Franklin","MA","2006"," 12","Buckland town",3,3,700840,0,0,0,0,0,0,0,0,0,3,3,700840,0,0,0,0,0,0,0,0,0,3,3,700840,233613.333333333,3,3,700840,233613.333333333,"Buckland",781975,0,0,0,781975,260658.333333333
"Buckland","Franklin","MA","2007"," 12","Buckland town",2,2,265710,0,0,0,0,0,0,0,0,0,2,2,265710,0,0,0,0,0,0,0,0,0,2,2,265710,132855,2,2,265710,132855,"Buckland",288261,0,0,0,288261,144130.5
"Buckland","Franklin","MA","2008"," 12","Buckland town",1,1,197520,0,0,0,0,0,0,0,0,0,1,1,197520,0,0,0,0,0,0,0,0,0,1,1,197520,197520,1,1,197520,197520,"Buckland",206360,0,0,0,206360,206360
"Buckland","Franklin","MA","2009"," 12","Buckland town",1,1,327360,0,0,0,0,0,0,0,0,0,1,1,327360,0,0,0,0,0,0,0,0,0,1,1,327360,327360,1,1,327360,327360,"Buckland",343232,0,0,0,343232,343232
"Buckland","Franklin","MA","2010"," 12","Buckland town",2,2,513150,0,0,0,0,0,0,0,0,0,2,2,513150,0,0,0,0,0,0,0,0,0,2,2,513150,256575,2,2,513150,256575,"Buckland",529348,0,0,0,529348,264674
"Buckland","Franklin","MA","2011"," 12","Buckland town",1,1,127200,0,0,0,0,0,0,0,0,0,1,1,127200,0,0,0,0,0,0,0,0,0,1,1,127200,127200,1,1,127200,127200,"Buckland",127200,0,0,0,127200,127200
"Burlington","Middlesex","MA","2000"," 12","Burlington town",27,27,3709000,0,0,0,0,0,0,0,0,0,27,27,3709000,0,0,0,0,0,0,0,0,0,27,27,3709000,137370.37037037,27,27,3709000,137370.37037037,"Burlington",4844940,0,0,0,4844940,179442.222222222
"Burlington","Middlesex","MA","2001"," 12","Burlington town",17,17,2456000,0,0,0,0,0,0,0,0,0,17,17,2456000,0,0,0,0,0,0,0,0,0,17,17,2456000,144470.588235294,17,17,2456000,144470.588235294,"Burlington",3119425,0,0,0,3119425,183495.588235294
"Burlington","Middlesex","MA","2002"," 12","Burlington town",27,27,4330000,0,0,0,0,0,0,0,0,0,27,27,4330000,0,0,0,0,0,0,0,0,0,27,27,4330000,160370.37037037,27,27,4330000,160370.37037037,"Burlington",5414040,0,0,0,5414040,200520
"Burlington","Middlesex","MA","2003"," 12","Burlington town",45,45,6861000,0,0,0,1,3,327000,7,200,11951472,45,45,6861000,0,0,0,1,3,327000,7,200,11951472,53,248,19139472,77175.2903225807,53,248,19139472,77175.2903225807,"Burlington",8387535,0,399756,14610610,23397901,94346.375
"Burlington","Middlesex","MA","2004"," 12","Burlington town",40,40,7336442,0,0,0,0,0,0,1,79,11549806,40,40,7336442,0,0,0,0,0,0,1,79,11549806,41,119,18886248,158707.966386555,41,119,18886248,158707.966386555,"Burlington",8736114,0,0,13753318,22489432,188986.823529412
"Burlington","Middlesex","MA","2005"," 12","Burlington town",45,45,9415165,0,0,0,0,0,0,21,629,72464237,45,45,9415165,0,0,0,0,0,0,21,629,72464237,66,674,81879402,121482.792284866,66,674,81879402,121482.792284866,"Burlington",10844024,0,0,83461511,94305535,139919.191394659
"Burlington","Middlesex","MA","2006"," 12","Burlington town",60,60,10016371,0,0,0,0,0,0,0,0,0,60,60,10016371,0,0,0,0,0,0,0,0,0,60,60,10016371,166939.516666667,60,60,10016371,166939.516666667,"Burlington",11175955,0,0,0,11175955,186265.916666667
"Burlington","Middlesex","MA","2007"," 12","Burlington town",21,21,4793307,0,0,0,2,7,1441440,1,6,1065420,21,21,4793307,0,0,0,2,7,1441440,1,6,1065420,24,34,7300167,214710.794117647,24,34,7300167,214710.794117647,"Burlington",5200112,0,1563774,1155842,7919728,232933.176470588
"Burlington","Middlesex","MA","2008"," 12","Burlington town",13,13,2410182,0,0,0,0,0,0,0,0,0,13,13,2410182,0,0,0,0,0,0,0,0,0,13,13,2410182,185398.615384615,13,13,2410182,185398.615384615,"Burlington",2518051,0,0,0,2518051,193696.230769231
"Burlington","Middlesex","MA","2009"," 12","Burlington town",29,29,6021600,0,0,0,1,3,325000,2,20,4031000,29,29,6021600,0,0,0,1,3,325000,2,20,4031000,32,52,10377600,199569.230769231,32,52,10377600,199569.230769231,"Burlington",6313562,0,340758,4226446,10880766,209245.5
"Burlington","Middlesex","MA","2010"," 12","Burlington town",47,47,9240344,0,0,0,0,0,0,1,21,4400000,47,47,9240344,0,0,0,0,0,0,1,21,4400000,48,68,13640344,200593.294117647,48,68,13640344,200593.294117647,"Burlington",9532018,0,0,4538887,14070905,206925.073529412
"Burlington","Middlesex","MA","2011"," 12","Burlington town",18,18,5357917,0,0,0,0,0,0,0,0,0,18,18,5357917,0,0,0,0,0,0,0,0,0,18,18,5357917,297662.055555556,18,18,5357917,297662.055555556,"Burlington",5357917,0,0,0,5357917,297662.055555556
"Cambridge","Middlesex","MA","2000"," 12","Cambridge",13,13,3988000,1,2,243000,1,3,320000,7,447,58729344,13,13,3988000,1,2,243000,1,3,320000,7,447,58729344,22,465,63280344,136086.761290323,22,465,63280344,136086.761290323,"Cambridge",5209389,317423,418005,76716143,82660960,177765.505376344
"Cambridge","Middlesex","MA","2001"," 12","Cambridge",16,16,2928900,0,0,0,12,36,12750000,0,0,0,16,16,2928900,0,0,0,12,36,12750000,0,0,0,28,52,15678900,301517.307692308,28,52,15678900,301517.307692308,"Cambridge",3720067,0,16194084,0,19914151,382964.442307692
"Cambridge","Middlesex","MA","2002"," 12","Cambridge",45,45,6097920,0,0,0,0,0,0,0,0,0,45,45,6097920,0,0,0,0,0,0,0,0,0,45,45,6097920,135509.333333333,45,45,6097920,135509.333333333,"Cambridge",7624569,0,0,0,7624569,169434.866666667
"Cambridge","Middlesex","MA","2003"," 12","Cambridge",22,22,17079409,0,0,0,0,0,0,0,0,220000,22,22,17079409,0,0,0,0,0,0,0,0,220000,22,22,17299409,786336.772727273,22,22,17299409,786336.772727273,"Cambridge",20879485,0,0,268949,21148434,961292.454545455
"Cambridge","Middlesex","MA","2004"," 12","Cambridge",39,39,11123614,2,4,6e+05,1,3,2e+05,1,35,1.8e+07,39,39,11123614,2,4,6e+05,1,3,2e+05,1,35,1.8e+07,43,81,29923614,369427.333333333,43,81,29923614,369427.333333333,"Cambridge",13245816,714470,238157,21434103,35632546,439907.975308642
