"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total Buildings- Reported plus Imputed Data","Total Units- Reported plus Imputed Data","Total Valuation- Reported plus Imputed Data","Average Valuation Per Unit- Reported plus Imputed Data","Total Buildings- Reported Data Only","Total Units- Reported Data Only","Total Valuation- Reported Data Only","Average Valuation Per Unit- Reported Data Only"
"Newton","Middlesex","MA","2004",12,"Newton",81,81,31489078,1,2,425000,0,0,816022,1,10,1207143,81,81,31489078,1,2,425000,0,0,816022,1,10,1207143,83,93,33937243,364916.5914,83,93,33937243,364916.5914
"Newton","Middlesex","MA","2005",12,"Newton",79,79,29893335,0,0,0,0,0,0,0,0,0,79,79,29893335,0,0,0,0,0,0,0,0,0,79,79,29893335,378396.6456,79,79,29893335,378396.6456
"Newton","Middlesex","MA","2006",12,"Newton",66,66,27713576,0,0,0,0,0,0,1,180,21231000,66,66,27713576,0,0,0,0,0,0,1,180,21231000,67,246,48944576,198961.6911,67,246,48944576,198961.6911
"Newton","Middlesex","MA","2007",12,"Newton",67,67,31162487,2,4,716000,0,0,0,1,44,8e+06,67,67,31162487,2,4,716000,0,0,0,1,44,8e+06,70,115,39878487,346769.4522,70,115,39878487,346769.4522
"Newton","Middlesex","MA","2008",12,"Newton",40,40,19584130,15,30,6844800,0,0,0,0,0,0,40,40,19584130,15,30,6844800,0,0,0,0,0,0,55,70,26428930,377556.1429,55,70,26428930,377556.1429
"Newton","Middlesex","MA","2009",12,"Newton",34,34,16296514,11,22,4179890,0,0,0,0,0,0,34,34,16296514,11,22,4179890,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Newton","Middlesex","MA","2010",12,"Newton",82,82,32330700,3,6,1e+06,2,8,1800000,0,0,0,82,82,32330700,3,6,1e+06,2,8,1800000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Newton","Middlesex","MA","2011",12,"Newton",74,74,33475631,0,0,0,0,0,0,0,0,0,74,74,33475631,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"North Reading","Middlesex","MA","2000",12,"North Reading town",38,38,10890800,0,0,0,0,0,0,0,0,0,38,38,10890800,0,0,0,0,0,0,0,0,0,38,38,10890800,286600,38,38,10890800,286600
"North Reading","Middlesex","MA","2001",12,"North Reading town",33,33,11185425,0,0,0,0,0,0,0,0,0,33,33,11185425,0,0,0,0,0,0,0,0,0,33,33,11185425,338952.2727,33,33,11185425,338952.2727
"North Reading","Middlesex","MA","2002",12,"North Reading town",43,43,11607615,0,0,0,0,0,0,0,0,0,43,43,11607615,0,0,0,0,0,0,0,0,0,43,43,11607615,269944.5349,43,43,11607615,269944.5349
"North Reading","Middlesex","MA","2003",12,"North Reading town",43,43,14574700,0,0,0,0,0,0,0,0,0,43,43,14574700,0,0,0,0,0,0,0,0,0,43,43,14574700,338946.5116,43,43,14574700,338946.5116
"North Reading","Middlesex","MA","2004",12,"North Reading town",41,41,12091400,0,0,0,0,0,0,0,0,0,41,41,12091400,0,0,0,0,0,0,0,0,0,41,41,12091400,294912.1951,41,41,12091400,294912.1951
"North Reading","Middlesex","MA","2005",12,"North Reading town",32,32,10557800,0,0,0,0,0,0,0,0,260000,32,32,10557800,0,0,0,0,0,0,0,0,260000,32,32,10817800,338056.25,32,32,10817800,338056.25
"North Reading","Middlesex","MA","2006",12,"North Reading town",31,31,8496244,0,0,0,0,0,0,0,0,0,31,31,8496244,0,0,0,0,0,0,0,0,0,31,31,8496244,274072.3871,31,31,8496244,274072.3871
"North Reading","Middlesex","MA","2007",12,"North Reading town",31,31,8348800,0,0,0,0,0,0,33,1218,1.63e+08,31,31,8348800,0,0,0,0,0,0,33,1218,1.63e+08,64,1249,171348800,137188.791,64,1249,171348800,137188.791
"North Reading","Middlesex","MA","2008",12,"North Reading town",18,18,4375700,0,0,0,0,0,0,0,0,0,18,18,4375700,0,0,0,0,0,0,0,0,0,18,18,4375700,243094.4444,18,18,4375700,243094.4444
"North Reading","Middlesex","MA","2009",12,"North Reading town",19,19,5291367,0,0,0,0,0,0,0,0,0,19,19,5291367,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"North Reading","Middlesex","MA","2010",12,"North Reading town",22,22,7204400,0,0,0,0,0,0,0,0,0,22,22,7204400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"North Reading","Middlesex","MA","2011",12,"North Reading town",17,17,5249200,0,0,0,0,0,0,0,0,0,17,17,5249200,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Pepperell","Middlesex","MA","2000",12,"Pepperell town",63,63,9400550,0,0,0,0,0,0,0,0,0,63,63,9400550,0,0,0,0,0,0,0,0,0,63,63,9400550,149215.0794,63,63,9400550,149215.0794
"Pepperell","Middlesex","MA","2001",12,"Pepperell town",37,37,5531800,0,0,0,0,0,0,0,0,0,37,37,5531800,0,0,0,0,0,0,0,0,0,37,37,5531800,149508.1081,37,37,5531800,149508.1081
"Pepperell","Middlesex","MA","2002",12,"Pepperell town",33,33,7361100,0,0,0,0,0,0,0,0,0,33,33,7361100,0,0,0,0,0,0,0,0,0,33,33,7361100,223063.6364,33,33,7361100,223063.6364
"Pepperell","Middlesex","MA","2003",12,"Pepperell town",30,30,7825900,0,0,0,4,16,760000,0,0,0,30,30,7825900,0,0,0,4,16,760000,0,0,0,34,46,8585900,186650,34,46,8585900,186650
"Pepperell","Middlesex","MA","2004",9,"Pepperell town",17,17,3741044,0,0,0,4,15,712500,0,0,0,10,10,1915000,0,0,0,2,8,380000,0,0,0,21,32,4453544,139173.25,12,18,2295000,127500
"Pepperell","Middlesex","MA","2005",12,"Pepperell town",23,23,4945000,2,4,560000,0,0,0,0,0,0,23,23,4945000,2,4,560000,0,0,0,0,0,0,25,27,5505000,203888.8889,25,27,5505000,203888.8889
"Pepperell","Middlesex","MA","2006",12,"Pepperell town",7,7,1471000,0,0,0,0,0,0,0,0,0,7,7,1471000,0,0,0,0,0,0,0,0,0,7,7,1471000,210142.8571,7,7,1471000,210142.8571
"Pepperell","Middlesex","MA","2007",12,"Pepperell town",13,13,3507000,1,2,260000,0,0,0,0,0,0,13,13,3507000,1,2,260000,0,0,0,0,0,0,14,15,3767000,251133.3333,14,15,3767000,251133.3333
"Pepperell","Middlesex","MA","2008",12,"Pepperell town",9,9,2294000,0,0,0,0,0,0,0,0,0,9,9,2294000,0,0,0,0,0,0,0,0,0,9,9,2294000,254888.8889,9,9,2294000,254888.8889
"Pepperell","Middlesex","MA","2009",12,"Pepperell town",19,19,3886760,1,2,120000,0,0,0,0,0,0,19,19,3886760,1,2,120000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Pepperell","Middlesex","MA","2010",12,"Pepperell town",22,22,3831500,0,0,0,0,0,0,0,0,0,22,22,3831500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Pepperell","Middlesex","MA","2011",12,"Pepperell town",13,13,2636500,0,0,0,0,0,0,0,0,0,13,13,2636500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Reading","Middlesex","MA","2000",12,"Reading town",20,20,4558790,0,0,0,0,0,0,0,0,0,20,20,4558790,0,0,0,0,0,0,0,0,0,20,20,4558790,227939.5,20,20,4558790,227939.5
"Reading","Middlesex","MA","2001",12,"Reading town",26,26,3687317,0,0,0,0,0,0,0,0,0,26,26,3687317,0,0,0,0,0,0,0,0,0,26,26,3687317,141819.8846,26,26,3687317,141819.8846
"Reading","Middlesex","MA","2002",12,"Reading town",14,14,2010076,3,6,498768,0,0,0,0,0,0,14,14,2010076,3,6,498768,0,0,0,0,0,0,17,20,2508844,125442.2,17,20,2508844,125442.2
"Reading","Middlesex","MA","2003",12,"Reading town",19,19,2897789,0,0,0,0,0,0,0,0,0,19,19,2897789,0,0,0,0,0,0,0,0,0,19,19,2897789,152515.2105,19,19,2897789,152515.2105
"Reading","Middlesex","MA","2004",12,"Reading town",17,17,2672448,1,2,170119,0,0,0,0,0,0,17,17,2672448,1,2,170119,0,0,0,0,0,0,18,19,2842567,149608.7895,18,19,2842567,149608.7895
"Reading","Middlesex","MA","2005",12,"Reading town",28,28,4481571,1,2,170119,0,0,0,0,0,0,14,14,2290105,0,0,0,0,0,0,0,0,0,29,30,4651690,155056.3333,14,14,2290105,163578.9286
"Reading","Middlesex","MA","2006",0,"Reading town",22,22,3512673,3,6,510357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,4023030,143679.6429,0,0,0,NA
"Reading","Middlesex","MA","2007",0,"Reading town",18,18,2875562,2,4,340238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,3215800,146172.7273,0,0,0,NA
"Reading","Middlesex","MA","2008",0,"Reading town",12,12,1916778,1,2,170119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,2086897,149064.0714,0,0,0,NA
"Reading","Middlesex","MA","2009",0,"Reading town",10,10,1597383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Reading","Middlesex","MA","2010",0,"Reading town",12,12,1916838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Reading","Middlesex","MA","2011",0,"Reading town",10,10,1597366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sherborn","Middlesex","MA","2000",12,"Sherborn town",6,6,1900000,0,0,0,0,0,0,0,0,0,6,6,1900000,0,0,0,0,0,0,0,0,0,6,6,1900000,316666.6667,6,6,1900000,316666.6667
"Sherborn","Middlesex","MA","2001",12,"Sherborn town",8,8,4145000,0,0,0,0,0,0,0,0,0,8,8,4145000,0,0,0,0,0,0,0,0,0,8,8,4145000,518125,8,8,4145000,518125
"Sherborn","Middlesex","MA","2002",12,"Sherborn town",1,1,409700,0,0,0,0,0,0,1,24,4e+06,1,1,409700,0,0,0,0,0,0,1,24,4e+06,2,25,4409700,176388,2,25,4409700,176388
"Sherborn","Middlesex","MA","2003",12,"Sherborn town",5,5,2028200,0,0,0,0,0,0,0,0,0,5,5,2028200,0,0,0,0,0,0,0,0,0,5,5,2028200,405640,5,5,2028200,405640
"Sherborn","Middlesex","MA","2004",12,"Sherborn town",13,13,6043000,0,0,0,0,0,0,0,0,0,13,13,6043000,0,0,0,0,0,0,0,0,0,13,13,6043000,464846.1538,13,13,6043000,464846.1538
"Sherborn","Middlesex","MA","2005",12,"Sherborn town",6,6,3094383,0,0,0,0,0,0,0,0,0,6,6,3094383,0,0,0,0,0,0,0,0,0,6,6,3094383,515730.5,6,6,3094383,515730.5
"Sherborn","Middlesex","MA","2006",12,"Sherborn town",3,3,1829480,0,0,0,0,0,0,0,0,0,3,3,1829480,0,0,0,0,0,0,0,0,0,3,3,1829480,609826.6667,3,3,1829480,609826.6667
"Sherborn","Middlesex","MA","2007",12,"Sherborn town",4,4,2504580,0,0,0,0,0,0,0,0,0,4,4,2504580,0,0,0,0,0,0,0,0,0,4,4,2504580,626145,4,4,2504580,626145
"Sherborn","Middlesex","MA","2008",12,"Sherborn town",6,6,3300920,0,0,0,0,0,0,0,0,0,6,6,3300920,0,0,0,0,0,0,0,0,0,6,6,3300920,550153.3333,6,6,3300920,550153.3333
"Sherborn","Middlesex","MA","2009",12,"Sherborn town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sherborn","Middlesex","MA","2010",12,"Sherborn town",4,4,1961350,0,0,0,0,0,0,0,0,0,4,4,1961350,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sherborn","Middlesex","MA","2011",12,"Sherborn town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Shirley","Middlesex","MA","2000",12,"Shirley town",20,20,2337000,0,0,0,0,0,0,0,0,0,20,20,2337000,0,0,0,0,0,0,0,0,0,20,20,2337000,116850,20,20,2337000,116850
"Shirley","Middlesex","MA","2001",12,"Shirley town",25,25,3232000,0,0,0,0,0,0,0,0,0,25,25,3232000,0,0,0,0,0,0,0,0,0,25,25,3232000,129280,25,25,3232000,129280
"Shirley","Middlesex","MA","2002",12,"Shirley town",29,29,4697000,0,0,0,0,0,0,0,0,0,29,29,4697000,0,0,0,0,0,0,0,0,0,29,29,4697000,161965.5172,29,29,4697000,161965.5172
"Shirley","Middlesex","MA","2003",12,"Shirley town",23,23,4206000,0,0,0,0,0,0,0,0,0,23,23,4206000,0,0,0,0,0,0,0,0,0,23,23,4206000,182869.5652,23,23,4206000,182869.5652
"Shirley","Middlesex","MA","2004",12,"Shirley town",36,36,6280000,0,0,0,0,0,0,0,0,0,36,36,6280000,0,0,0,0,0,0,0,0,0,36,36,6280000,174444.4444,36,36,6280000,174444.4444
"Shirley","Middlesex","MA","2005",12,"Shirley town",36,36,7263000,0,0,0,0,0,0,0,0,0,36,36,7263000,0,0,0,0,0,0,0,0,0,36,36,7263000,201750,36,36,7263000,201750
"Shirley","Middlesex","MA","2006",12,"Shirley town",31,31,6025000,0,0,0,0,0,0,0,0,0,31,31,6025000,0,0,0,0,0,0,0,0,0,31,31,6025000,194354.8387,31,31,6025000,194354.8387
"Shirley","Middlesex","MA","2007",12,"Shirley town",22,22,3988000,0,0,0,0,0,0,0,0,0,22,22,3988000,0,0,0,0,0,0,0,0,0,22,22,3988000,181272.7273,22,22,3988000,181272.7273
"Shirley","Middlesex","MA","2008",12,"Shirley town",7,7,1545000,0,0,0,0,0,0,0,0,0,7,7,1545000,0,0,0,0,0,0,0,0,0,7,7,1545000,220714.2857,7,7,1545000,220714.2857
"Shirley","Middlesex","MA","2009",12,"Shirley town",16,16,2483000,0,0,0,0,0,0,0,0,0,16,16,2483000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Shirley","Middlesex","MA","2010",12,"Shirley town",20,20,3041000,0,0,0,0,0,0,0,0,0,20,20,3041000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Shirley","Middlesex","MA","2011",11,"Shirley town",13,13,1972050,0,0,0,0,0,0,0,0,0,12,12,1820000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Somerville","Middlesex","MA","2000",12,"Somerville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"Somerville","Middlesex","MA","2001",10,"Somerville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"Somerville","Middlesex","MA","2002",12,"Somerville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"Somerville","Middlesex","MA","2003",12,"Somerville",12,12,2e+06,2,4,557000,1,3,5e+05,1,7,1800000,12,12,2e+06,2,4,557000,1,3,5e+05,1,7,1800000,16,26,4857000,186807.6923,16,26,4857000,186807.6923
"Somerville","Middlesex","MA","2004",2,"Somerville",8,8,1333335,1,2,278500,0,0,0,1,5,1200000,0,0,0,0,0,0,0,0,0,1,5,1200000,10,15,2811835,187455.6667,1,5,1200000,240000
"Somerville","Middlesex","MA","2005",0,"Somerville",10,10,1666670,2,4,557000,0,0,0,1,5,1285714,0,0,0,0,0,0,0,0,0,0,0,0,13,19,3509384,184704.4211,0,0,0,NA
"Somerville","Middlesex","MA","2006",0,"Somerville",6,6,1000002,3,6,835500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,1835502,152958.5,0,0,0,NA
"Somerville","Middlesex","MA","2007",0,"Somerville",4,4,666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,666668,166667,0,0,0,NA
"Somerville","Middlesex","MA","2008",0,"Somerville",3,3,500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,500001,166667,0,0,0,NA
"Somerville","Middlesex","MA","2009",0,"Somerville",2,2,333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Somerville","Middlesex","MA","2010",1,"Somerville",1,1,166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Somerville","Middlesex","MA","2011",0,"Somerville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoneham","Middlesex","MA","2000",12,"Stoneham town",16,16,3333240,0,0,0,0,0,0,0,0,0,16,16,3333240,0,0,0,0,0,0,0,0,0,16,16,3333240,208327.5,16,16,3333240,208327.5
"Stoneham","Middlesex","MA","2001",12,"Stoneham town",9,9,2008692,0,0,0,0,0,0,0,0,0,9,9,2008692,0,0,0,0,0,0,0,0,0,9,9,2008692,223188,9,9,2008692,223188
"Stoneham","Middlesex","MA","2002",12,"Stoneham town",5,5,888356,0,0,0,0,0,0,0,0,0,5,5,888356,0,0,0,0,0,0,0,0,0,5,5,888356,177671.2,5,5,888356,177671.2
"Stoneham","Middlesex","MA","2003",5,"Stoneham town",6,6,860342,0,0,0,0,0,0,0,0,0,4,4,505000,0,0,0,0,0,0,0,0,0,6,6,860342,143390.3333,4,4,505000,126250
"Stoneham","Middlesex","MA","2004",11,"Stoneham town",8,8,1726425,0,0,0,1,4,5e+05,0,0,0,8,8,1726425,0,0,0,1,4,5e+05,0,0,0,9,12,2226425,185535.4167,9,12,2226425,185535.4167
"Stoneham","Middlesex","MA","2005",12,"Stoneham town",10,10,1868799,0,0,0,1,3,375000,0,0,0,6,6,1078000,0,0,0,0,0,0,0,0,0,11,13,2243799,172599.9231,6,6,1078000,179666.6667
"Stoneham","Middlesex","MA","2006",8,"Stoneham town",13,13,3136819,0,0,0,0,0,0,1,14,2100000,9,9,2302530,0,0,0,0,0,0,1,14,2100000,14,27,5236819,193956.2593,10,23,4402530,191414.3478
"Stoneham","Middlesex","MA","2007",9,"Stoneham town",6,6,1235064,0,0,0,0,0,0,1,5,750000,3,3,511182,0,0,0,0,0,0,0,0,0,7,11,1985064,180460.3636,3,3,511182,170394
"Stoneham","Middlesex","MA","2008",12,"Stoneham town",3,3,796045,1,2,405538,0,0,0,0,0,0,3,3,796045,1,2,405538,0,0,0,0,0,0,4,5,1201583,240316.6,4,5,1201583,240316.6
"Stoneham","Middlesex","MA","2009",11,"Stoneham town",2,2,448000,0,0,0,0,0,0,0,0,0,2,2,448000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoneham","Middlesex","MA","2010",6,"Stoneham town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoneham","Middlesex","MA","2011",0,"Stoneham town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Stow","Middlesex","MA","2000",12,"Stow town",41,41,7091047,0,0,0,0,0,0,0,0,0,41,41,7091047,0,0,0,0,0,0,0,0,0,41,41,7091047,172952.3659,41,41,7091047,172952.3659
"Stow","Middlesex","MA","2001",12,"Stow town",28,28,4528073,0,0,0,0,0,0,0,0,0,28,28,4528073,0,0,0,0,0,0,0,0,0,28,28,4528073,161716.8929,28,28,4528073,161716.8929
"Stow","Middlesex","MA","2002",12,"Stow town",36,36,6029497,0,0,0,0,0,0,0,0,0,36,36,6029497,0,0,0,0,0,0,0,0,0,36,36,6029497,167486.0278,36,36,6029497,167486.0278
"Stow","Middlesex","MA","2003",12,"Stow town",16,16,3819000,0,0,0,0,0,0,0,0,0,16,16,3819000,0,0,0,0,0,0,0,0,0,16,16,3819000,238687.5,16,16,3819000,238687.5
"Stow","Middlesex","MA","2004",12,"Stow town",34,34,7756786,0,0,0,3,12,1274000,0,0,0,34,34,7756786,0,0,0,3,12,1274000,0,0,0,37,46,9030786,196321.4348,37,46,9030786,196321.4348
"Stow","Middlesex","MA","2005",12,"Stow town",29,29,7852000,0,0,0,0,0,0,0,0,0,29,29,7852000,0,0,0,0,0,0,0,0,0,29,29,7852000,270758.6207,29,29,7852000,270758.6207
"Stow","Middlesex","MA","2006",12,"Stow town",43,43,9324900,0,0,0,0,0,0,0,0,0,43,43,9324900,0,0,0,0,0,0,0,0,0,43,43,9324900,216858.1395,43,43,9324900,216858.1395
"Stow","Middlesex","MA","2007",12,"Stow town",55,55,13692421,0,0,0,0,0,0,0,0,0,55,55,13692421,0,0,0,0,0,0,0,0,0,55,55,13692421,248953.1091,55,55,13692421,248953.1091
"Stow","Middlesex","MA","2008",12,"Stow town",45,45,13605983,0,0,0,0,0,0,0,0,0,45,45,13605983,0,0,0,0,0,0,0,0,0,45,45,13605983,302355.1778,45,45,13605983,302355.1778
"Stow","Middlesex","MA","2009",12,"Stow town",47,47,13820468,0,0,0,0,0,0,0,0,0,47,47,13820468,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Stow","Middlesex","MA","2010",12,"Stow town",27,27,8339397,0,0,0,0,0,0,0,0,0,27,27,8339397,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Stow","Middlesex","MA","2011",12,"Stow town",20,20,6212353,0,0,0,0,0,0,0,0,0,20,20,6212353,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sudbury","Middlesex","MA","2000",10,"Sudbury town",83,83,24933059,0,0,0,0,0,0,0,0,0,74,74,22433475,0,0,0,0,0,0,0,0,0,83,83,24933059,300398.3012,74,74,22433475,303155.0676
"Sudbury","Middlesex","MA","2001",12,"Sudbury town",52,52,15728830,0,0,0,0,0,0,1,12,2e+06,52,52,15728830,0,0,0,0,0,0,1,12,2e+06,53,64,17728830,277012.9688,53,64,17728830,277012.9688
"Sudbury","Middlesex","MA","2002",12,"Sudbury town",34,34,12864630,0,0,0,0,0,0,0,0,0,34,34,12864630,0,0,0,0,0,0,0,0,0,34,34,12864630,378371.4706,34,34,12864630,378371.4706
"Sudbury","Middlesex","MA","2003",12,"Sudbury town",37,37,12428980,0,0,0,0,0,0,0,0,0,37,37,12428980,0,0,0,0,0,0,0,0,0,37,37,12428980,335918.3784,37,37,12428980,335918.3784
"Sudbury","Middlesex","MA","2004",12,"Sudbury town",25,25,9787320,0,0,0,0,0,0,0,0,0,25,25,9787320,0,0,0,0,0,0,0,0,0,25,25,9787320,391492.8,25,25,9787320,391492.8
"Sudbury","Middlesex","MA","2005",12,"Sudbury town",22,22,9071605,0,0,0,0,0,0,0,0,0,22,22,9071605,0,0,0,0,0,0,0,0,0,22,22,9071605,412345.6818,22,22,9071605,412345.6818
"Sudbury","Middlesex","MA","2006",12,"Sudbury town",50,50,18390941,0,0,0,0,0,0,0,0,0,50,50,18390941,0,0,0,0,0,0,0,0,0,50,50,18390941,367818.82,50,50,18390941,367818.82
"Sudbury","Middlesex","MA","2007",12,"Sudbury town",79,79,23857162,0,0,0,0,0,0,0,0,0,79,79,23857162,0,0,0,0,0,0,0,0,0,79,79,23857162,301989.3924,79,79,23857162,301989.3924
"Sudbury","Middlesex","MA","2008",12,"Sudbury town",55,55,17619169,0,0,0,0,0,0,0,0,0,55,55,17619169,0,0,0,0,0,0,0,0,0,55,55,17619169,320348.5273,55,55,17619169,320348.5273
"Sudbury","Middlesex","MA","2009",12,"Sudbury town",13,13,3361600,0,0,0,0,0,0,0,0,0,13,13,3361600,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sudbury","Middlesex","MA","2010",12,"Sudbury town",35,35,7466000,0,0,0,0,0,0,0,0,0,35,35,7466000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Sudbury","Middlesex","MA","2011",12,"Sudbury town",19,19,6448887,0,0,0,0,0,0,0,0,0,19,19,6448887,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Tewksbury","Middlesex","MA","2000",12,"Tewksbury town",53,53,7143885,0,0,0,0,0,0,2,48,2862000,53,53,7143885,0,0,0,0,0,0,2,48,2862000,55,101,10005885,99068.1683,55,101,10005885,99068.1683
"Tewksbury","Middlesex","MA","2001",12,"Tewksbury town",95,95,9718800,0,0,0,2,6,720000,0,0,0,95,95,9718800,0,0,0,2,6,720000,0,0,0,97,101,10438800,103354.4554,97,101,10438800,103354.4554
"Tewksbury","Middlesex","MA","2002",12,"Tewksbury town",43,43,6058456,0,0,0,0,0,0,0,0,0,43,43,6058456,0,0,0,0,0,0,0,0,0,43,43,6058456,140894.3256,43,43,6058456,140894.3256
"Tewksbury","Middlesex","MA","2003",12,"Tewksbury town",64,64,8588104,0,0,0,0,0,0,0,0,0,64,64,8588104,0,0,0,0,0,0,0,0,0,64,64,8588104,134189.125,64,64,8588104,134189.125
"Tewksbury","Middlesex","MA","2004",12,"Tewksbury town",74,74,11280846,0,0,0,0,0,0,0,0,0,74,74,11280846,0,0,0,0,0,0,0,0,0,74,74,11280846,152443.8649,74,74,11280846,152443.8649
"Tewksbury","Middlesex","MA","2005",12,"Tewksbury town",27,27,4686943,0,0,0,0,0,0,2,180,14775420,27,27,4686943,0,0,0,0,0,0,2,180,14775420,29,207,19462363,94021.0773,29,207,19462363,94021.0773
"Tewksbury","Middlesex","MA","2006",10,"Tewksbury town",40,40,8537522,0,0,0,3,12,720000,2,27,2216313,36,36,7843160,0,0,0,3,12,720000,0,0,0,45,79,11473835,145238.4177,39,48,8563160,178399.1667
"Tewksbury","Middlesex","MA","2007",11,"Tewksbury town",43,43,7389774,0,0,0,0,0,0,1,5,410428,40,40,6749460,0,0,0,0,0,0,0,0,0,44,48,7800202,162504.2083,40,40,6749460,168736.5
