"","Municipal","State","C_year","AP003_001","AP003_002","AP003_003","AP003_004","AP003_005"
"187548","Oxford","MA",2007,485,"Oxford","10","Total, All Industries",4018
"187630","Palmer","MA",2007,445,"Palmer","10","Total, All Industries",5101
"187737","Paxton","MA",2007,514,"Paxton","10","Total, All Industries",754
"187767","Peabody","MA",2007,420,"Peabody","10","Total, All Industries",24665
"187951","Pelham","MA",2007,355,"Pelham","10","Total, All Industries",150
"187966","Pembroke","MA",2007,127,"Pembroke","10","Total, All Industries",6235
"188079","Pepperell","MA",2007,174,"Pepperell","10","Total, All Industries",1485
"188141","Peru","MA",2007,388,"Peru","10","Total, All Industries",40
"188146","Petersham","MA",2007,7,"Petersham","10","Total, All Industries",139
"188162","Phillipston","MA",2007,8,"Phillipston","10","Total, All Industries",151
"188175","Pittsfield","MA",2007,371,"Pittsfield","10","Total, All Industries",26429
"188356","Plainfield","MA",2007,356,"Plainfield","10","Total, All Industries",47
"188362","Plainville","MA",2007,26,"Plainville","10","Total, All Industries",4116
"188441","Plymouth","MA",2007,128,"Plymouth","10","Total, All Industries",23042
"188623","Plympton","MA",2007,129,"Plympton","10","Total, All Industries",342
"188646","Princeton","MA",2007,175,"Princeton","10","Total, All Industries",710
"188675","Provincetown","MA",2007,42,"Provincetown","10","Total, All Industries",2506
"188755","Quincy","MA",2007,401,"Quincy","10","Total, All Industries",46826
"188933","Randolph","MA",2007,130,"Randolph","10","Total, All Industries",8008
"189051","Raynham","MA",2007,464,"Raynham","10","Total, All Industries",8623
"189176","Reading","MA",2007,494,"Reading","10","Total, All Industries",6063
"189279","Rehoboth","MA",2007,465,"Rehoboth","10","Total, All Industries",1733
"189351","Revere","MA",2007,142,"Revere","10","Total, All Industries",9384
"189489","Richmond","MA",2007,389,"Richmond","10","Total, All Industries",236
"189509","Rochester","MA",2007,315,"Rochester","10","Total, All Industries",816
"189550","Rockland","MA",2007,132,"Rockland","10","Total, All Industries",8073
"189666","Rockport","MA",2007,422,"Rockport","10","Total, All Industries",1389
"189730","Rowe","MA",2007,198,"Rowe","10","Total, All Industries",128
"189737","Rowley","MA",2007,325,"Rowley","10","Total, All Industries",2721
"189804","Royalston","MA",2007,9,"Royalston","10","Total, All Industries",110
"189809","Russell","MA",2007,446,"Russell","10","Total, All Industries",195
"189821","Rutland","MA",2007,515,"Rutland","10","Total, All Industries",1105
"189864","Salem","MA",2007,411,"Salem","10","Total, All Industries",18426
"190036","Salisbury","MA",2007,326,"Salisbury","10","Total, All Industries",2772
"190128","Sandisfield","MA",2007,390,"Sandisfield","10","Total, All Industries",126
"190135","Sandwich","MA",2007,43,"Sandwich","10","Total, All Industries",5423
"190250","Saugus","MA",2007,254,"Saugus","10","Total, All Industries",10584
"190377","Savoy","MA",2007,337,"Savoy","10","Total, All Industries",54
"190378","Scituate","MA",2007,408,"Scituate","10","Total, All Industries",3307
"190472","Seekonk","MA",2007,466,"Seekonk","10","Total, All Industries",8685
"190596","Sharon","MA",2007,368,"Sharon","10","Total, All Industries",3665
"190682","Sheffield","MA",2007,392,"Sheffield","10","Total, All Industries",1471
"190730","Shelburne","MA",2007,199,"Shelburne","10","Total, All Industries",804
"190782","Sherborn","MA",2007,270,"Sherborn","10","Total, All Industries",655
"190822","Shirley","MA",2007,176,"Shirley","10","Total, All Industries",2328
"190872","Shrewsbury","MA",2007,516,"Shrewsbury","10","Total, All Industries",12817
"190998","Shutesbury","MA",2007,200,"Shutesbury","10","Total, All Industries",149
"191010","Somerset","MA",2007,153,"Somerset","10","Total, All Industries",4608
"191101","Somerville","MA",2007,101,"Somerville","10","Total, All Industries",21451
"191275","South Hadley","MA",2007,223,"South Hadley","10","Total, All Industries",4578
"191348","Southampton","MA",2007,357,"Southampton","10","Total, All Industries",1144
"191388","Southborough","MA",2007,272,"Southborough","10","Total, All Industries",7105
"191479","Southbridge","MA",2007,486,"Southbridge","10","Total, All Industries",6107
"191578","Southwick","MA",2007,447,"Southwick","10","Total, All Industries",2685
"191652","Spencer","MA",2007,517,"Spencer","10","Total, All Industries",3411
"191723","Springfield","MA",2007,431,"Springfield","10","Total, All Industries",75896
"191954","Sterling","MA",2007,177,"Sterling","10","Total, All Industries",2470
"192017","Stockbridge","MA",2007,393,"Stockbridge","10","Total, All Industries",1339
"192047","Stoneham","MA",2007,495,"Stoneham","10","Total, All Industries",7771
"192163","Stoughton","MA",2007,133,"Stoughton","10","Total, All Industries",13628
"192314","Stow","MA",2007,273,"Stow","10","Total, All Industries",2336
"192364","Sturbridge","MA",2007,487,"Sturbridge","10","Total, All Industries",4737
"192447","Sudbury","MA",2007,274,"Sudbury","10","Total, All Industries",8141
"192551","Sunderland","MA",2007,202,"Sunderland","10","Total, All Industries",823
"192581","Sutton","MA",2007,488,"Sutton","10","Total, All Industries",1987
"192640","Swampscott","MA",2007,255,"Swampscott","10","Total, All Industries",3505
"192726","Swansea","MA",2007,154,"Swansea","10","Total, All Industries",5746
"192840","Taunton","MA",2007,461,"Taunton","10","Total, All Industries",25887
"193017","Templeton","MA",2007,10,"Templeton","10","Total, All Industries",1858
"193053","Tewksbury","MA",2007,247,"Tewksbury","10","Total, All Industries",15628
"193178","Tisbury","MA",2007,316,"Tisbury","10","Total, All Industries",2565
"193277","Tolland","MA",2007,448,"Tolland","10","Total, All Industries",45
"193280","Topsfield","MA",2007,423,"Topsfield","10","Total, All Industries",2248
"193369","Townsend","MA",2007,178,"Townsend","10","Total, All Industries",2149
"193421","Truro","MA",2007,44,"Truro","10","Total, All Industries",569
"193448","Tyngsborough","MA",2007,248,"Tyngsborough","10","Total, All Industries",4560
"193525","Tyringham","MA",2007,394,"Tyringham","10","Total, All Industries",17
"193527","Upton","MA",2007,293,"Upton","10","Total, All Industries",1025
"193578","Uxbridge","MA",2007,294,"Uxbridge","10","Total, All Industries",3338
"193663","Wakefield","MA",2007,74,"Wakefield","10","Total, All Industries",14599
"193812","Wales","MA",2007,449,"Wales","10","Total, All Industries",165
"193821","Walpole","MA",2007,369,"Walpole","10","Total, All Industries",10533
"193960","Waltham","MA",2007,471,"Waltham","10","Total, All Industries",54404
"194173","Ware","MA",2007,450,"Ware","10","Total, All Industries",2701
"194244","Wareham","MA",2007,317,"Wareham","10","Total, All Industries",8462
"194373","Warren","MA",2007,452,"Warren","10","Total, All Industries",782
"194400","Warwick","MA",2007,12,"Warwick","10","Total, All Industries",79
"194402","Washington","MA",2007,395,"Washington","10","Total, All Industries",81
"194409","Watertown","MA",2007,93,"Watertown","10","Total, All Industries",19079
"194556","Wayland","MA",2007,478,"Wayland","10","Total, All Industries",3248
"194635","Webster","MA",2007,481,"Webster","10","Total, All Industries",7306
"194740","Wellesley","MA",2007,94,"Wellesley","10","Total, All Industries",17645
"194879","Wellfleet","MA",2007,45,"Wellfleet","10","Total, All Industries",1104
"194925","Wendell","MA",2007,203,"Wendell","10","Total, All Industries",193
"194929","Wenham","MA",2007,424,"Wenham","10","Total, All Industries",1410
"194958","West Boylston","MA",2007,519,"West Boylston","10","Total, All Industries",3870
"195035","West Bridgewater","MA",2007,134,"West Bridgewater","10","Total, All Industries",5956
"195125","West Brookfield","MA",2007,520,"West Brookfield","10","Total, All Industries",849
"195155","West Newbury","MA",2007,327,"West Newbury","10","Total, All Industries",753
"195187","West Springfield","MA",2007,454,"West Springfield","10","Total, All Industries",17805
"195347","West Stockbridge","MA",2007,396,"West Stockbridge","10","Total, All Industries",276
"195374","West Tisbury","MA",2007,318,"West Tisbury","10","Total, All Industries",776
"195415","Westborough","MA",2007,518,"Westborough","10","Total, All Industries",24811
"195563","Westfield","MA",2007,453,"Westfield","10","Total, All Industries",16789
"195719","Westford","MA",2007,249,"Westford","10","Total, All Industries",11879
"195835","Westhampton","MA",2007,358,"Westhampton","10","Total, All Industries",280
"195845","Westminster","MA",2007,179,"Westminster","10","Total, All Industries",2542
"195900","Weston","MA",2007,479,"Weston","10","Total, All Industries",3667
"195968","Westport","MA",2007,155,"Westport","10","Total, All Industries",3342
"196061","Westwood","MA",2007,370,"Westwood","10","Total, All Industries",9436
"196161","Weymouth","MA",2007,409,"Weymouth","10","Total, All Industries",18592
"196326","Whately","MA",2007,204,"Whately","10","Total, All Industries",1274
"196348","Whitman","MA",2007,135,"Whitman","10","Total, All Industries",3192
"196425","Wilbraham","MA",2007,455,"Wilbraham","10","Total, All Industries",4320
"196509","Williamsburg","MA",2007,359,"Williamsburg","10","Total, All Industries",579
"196538","Williamstown","MA",2007,338,"Williamstown","10","Total, All Industries",4186
"196614","Wilmington","MA",2007,496,"Wilmington","10","Total, All Industries",19289
"196762","Winchendon","MA",2007,180,"Winchendon","10","Total, All Industries",1705
"196818","Winchester","MA",2007,497,"Winchester","10","Total, All Industries",8518
"196925","Windsor","MA",2007,397,"Windsor","10","Total, All Industries",58
"196932","Winthrop","MA",2007,143,"Winthrop","10","Total, All Industries",1985
"197005","Woburn","MA",2007,491,"Woburn","10","Total, All Industries",38837
"197222","Worcester","MA",2007,501,"Worcester","10","Total, All Industries",98710
"197473","Worthington","MA",2007,360,"Worthington","10","Total, All Industries",195
"197485","Wrentham","MA",2007,27,"Wrentham","10","Total, All Industries",6337
"197575","Yarmouth","MA",2007,46,"Yarmouth","10","Total, All Industries",9088
"197702","Abington","MA",2008,112,"Abington","10","Total, All Industries",3977
"197775","Acton","MA",2008,472,"Acton","10","Total, All Industries",10095
"197917","Acushnet","MA",2008,302,"Acushnet","10","Total, All Industries",1340
"197973","Adams","MA",2008,332,"Adams","10","Total, All Industries",1824
"198044","Agawam","MA",2008,432,"Agawam","10","Total, All Industries",12091
"198171","Alford","MA",2008,372,"Alford","10","Total, All Industries",28
"198176","Amesbury","MA",2008,322,"Amesbury","10","Total, All Industries",4657
"198274","Amherst","MA",2008,342,"Amherst","10","Total, All Industries",14651
"198395","Andover","MA",2008,232,"Andover","10","Total, All Industries",32769
"198537","Aquinnah","MA",2008,307,"Aquinnah","10","Total, All Industries",73
"198539","Arlington","MA",2008,62,"Arlington","10","Total, All Industries",7972
"198671","Ashburnham","MA",2008,162,"Ashburnham","10","Total, All Industries",1069
"198715","Ashby","MA",2008,163,"Ashby","10","Total, All Industries",279
"198747","Ashfield","MA",2008,182,"Ashfield","10","Total, All Industries",240
"198768","Ashland","MA",2008,262,"Ashland","10","Total, All Industries",5164
"198862","Athol","MA",2008,1,"Athol","10","Total, All Industries",3461
"198938","Attleboro","MA",2008,21,"Attleborough","10","Total, All Industries",17872
"199087","Auburn","MA",2008,502,"Auburn","10","Total, All Industries",10672
"199220","Avon","MA",2008,113,"Avon","10","Total, All Industries",5483
"199295","Ayer","MA",2008,164,"Ayer","10","Total, All Industries",7713
"199388","Barnstable","MA",2008,31,"Barnstable","10","Total, All Industries",27093
"199598","Barre","MA",2008,2,"Barre","10","Total, All Industries",1251
"199645","Becket","MA",2008,373,"Becket","10","Total, All Industries",430
"199656","Bedford","MA",2008,473,"Bedford","10","Total, All Industries",18677
"199771","Belchertown","MA",2008,343,"Belchertown","10","Total, All Industries",2619
"199844","Bellingham","MA",2008,282,"Bellingham","10","Total, All Industries",5472
"199941","Belmont","MA",2008,63,"Belmont","10","Total, All Industries",6283
"200043","Berkley","MA",2008,462,"Berkley","10","Total, All Industries",573
"200073","Berlin","MA",2008,263,"Berlin","10","Total, All Industries",463
"200109","Bernardston","MA",2008,183,"Bernardston","10","Total, All Industries",353
"200126","Beverly","MA",2008,412,"Beverly","10","Total, All Industries",21417
"200309","Billerica","MA",2008,242,"Billerica","10","Total, All Industries",22377
"200468","Blackstone","MA",2008,283,"Blackstone","10","Total, All Industries",1063
"200513","Blandford","MA",2008,433,"Blandford","10","Total, All Industries",221
"200520","Bolton","MA",2008,264,"Bolton","10","Total, All Industries",1535
"200568","Boston","MA",2008,51,"Boston","10","Total, All Industries",568204
"200869","Bourne","MA",2008,32,"Bourne","10","Total, All Industries",7282
"201006","Boxborough","MA",2008,165,"Boxborough","10","Total, All Industries",3966
"201056","Boxford","MA",2008,212,"Boxford","10","Total, All Industries",990
"201097","Boylston","MA",2008,503,"Boylston","10","Total, All Industries",1658
"201145","Braintree","MA",2008,402,"Braintree","10","Total, All Industries",27052
"201319","Brewster","MA",2008,33,"Brewster","10","Total, All Industries",2682
"201389","Bridgewater","MA",2008,114,"Bridgewater","10","Total, All Industries",7514
"201484","Brimfield","MA",2008,434,"Brimfield","10","Total, All Industries",564
"201514","Brockton","MA",2008,111,"Brockton","10","Total, All Industries",37584
"201709","Brookfield","MA",2008,504,"Brookfield","10","Total, All Industries",466
"201732","Brookline","MA",2008,52,"Brookline","10","Total, All Industries",14682
"201875","Buckland","MA",2008,184,"Buckland","10","Total, All Industries",348
"201888","Burlington","MA",2008,492,"Burlington","10","Total, All Industries",38567
"202056","Cambridge","MA",2008,61,"Cambridge","10","Total, All Industries",108544
"202257","Canton","MA",2008,362,"Canton","10","Total, All Industries",23497
"202417","Carlisle","MA",2008,474,"Carlisle","10","Total, All Industries",687
"202453","Carver","MA",2008,115,"Carver","10","Total, All Industries",2844
"202518","Charlemont","MA",2008,185,"Charlemont","10","Total, All Industries",409
"202533","Charlton","MA",2008,482,"Charlton","10","Total, All Industries",3737
"202608","Chatham","MA",2008,34,"Chatham","10","Total, All Industries",3121
"202698","Chelmsford","MA",2008,243,"Chelmsford","10","Total, All Industries",21387
"202848","Chelsea","MA",2008,141,"Chelsea","10","Total, All Industries",13328
"202970","Cheshire","MA",2008,374,"Cheshire","10","Total, All Industries",455
