"","Municipal","Year","Average_Monthly_Employment"
"1924","Lunenburg",2002,2508
"1925","Lunenburg",2003,2436
"1926","Lunenburg",2004,2345
"1927","Lunenburg",2005,2381
"1928","Lunenburg",2006,2475
"1929","Lunenburg",2007,2450
"1930","Lunenburg",2008,2371
"1931","Lunenburg",2009,2271
"1932","Lunenburg",2010,2211
"1933","Lunenburg",2011,2164
"1934","Lunenburg",2012,2167
"1935","Lynn",2001,25258
"1936","Lynn",2002,24976
"1937","Lynn",2003,24491
"1938","Lynn",2004,24655
"1939","Lynn",2005,24236
"1940","Lynn",2006,24448
"1941","Lynn",2007,23024
"1942","Lynn",2008,22895
"1943","Lynn",2009,22546
"1944","Lynn",2010,22522
"1945","Lynn",2011,23004
"1946","Lynn",2012,23622
"1947","Lynnfield",2001,5168
"1948","Lynnfield",2002,5171
"1949","Lynnfield",2003,4810
"1950","Lynnfield",2004,4564
"1951","Lynnfield",2005,4418
"1952","Lynnfield",2006,5321
"1953","Lynnfield",2007,5757
"1954","Lynnfield",2008,5993
"1955","Lynnfield",2009,5520
"1956","Lynnfield",2010,5676
"1957","Lynnfield",2011,5077
"1958","Lynnfield",2012,5100
"1959","Malden",2001,17482
"1960","Malden",2002,16515
"1961","Malden",2003,15976
"1962","Malden",2004,15572
"1963","Malden",2005,14747
"1964","Malden",2006,14980
"1965","Malden",2007,15261
"1966","Malden",2008,15071
"1967","Malden",2009,14167
"1968","Malden",2010,13798
"1969","Malden",2011,13340
"1970","Malden",2012,13498
"1971","Manchester-by-the-Sea",2001,1496
"1972","Manchester-by-the-Sea",2002,1630
"1973","Manchester-by-the-Sea",2003,1638
"1974","Manchester-by-the-Sea",2004,1637
"1975","Manchester-by-the-Sea",2005,1615
"1976","Manchester-by-the-Sea",2006,1686
"1977","Manchester-by-the-Sea",2007,1680
"1978","Manchester-by-the-Sea",2008,1806
"1979","Manchester-by-the-Sea",2009,1703
"1980","Manchester-by-the-Sea",2010,1677
"1981","Manchester-by-the-Sea",2011,1683
"1982","Manchester-by-the-Sea",2012,1724
"1983","Mansfield",2001,11711
"1984","Mansfield",2002,10938
"1985","Mansfield",2003,10712
"1986","Mansfield",2004,11034
"1987","Mansfield",2005,10680
"1988","Mansfield",2006,10763
"1989","Mansfield",2007,11193
"1990","Mansfield",2008,11819
"1991","Mansfield",2009,10931
"1992","Mansfield",2010,10568
"1993","Mansfield",2011,10579
"1994","Mansfield",2012,11238
"1995","Marblehead",2001,4931
"1996","Marblehead",2002,4987
"1997","Marblehead",2003,4957
"1998","Marblehead",2004,4925
"1999","Marblehead",2005,4886
"2000","Marblehead",2006,4932
"2001","Marblehead",2007,5027
"2002","Marblehead",2008,4989
"2003","Marblehead",2009,4858
"2004","Marblehead",2010,4810
"2005","Marblehead",2011,4594
"2006","Marblehead",2012,4612
"2007","Marion",2001,2042
"2008","Marion",2002,1918
"2009","Marion",2003,1899
"2010","Marion",2004,1920
"2011","Marion",2005,1972
"2012","Marion",2006,2025
"2013","Marion",2007,2121
"2014","Marion",2008,2197
"2015","Marion",2009,2207
"2016","Marion",2010,2127
"2017","Marion",2011,2066
"2018","Marion",2012,2067
"2019","Marlborough",2001,30368
"2020","Marlborough",2002,27112
"2021","Marlborough",2003,25808
"2022","Marlborough",2004,26740
"2023","Marlborough",2005,27883
"2024","Marlborough",2006,29091
"2025","Marlborough",2007,30387
"2026","Marlborough",2008,30658
"2027","Marlborough",2009,28832
"2028","Marlborough",2010,28835
"2029","Marlborough",2011,28700
"2030","Marlborough",2012,27918
"2031","Marshfield",2001,4988
"2032","Marshfield",2002,5168
"2033","Marshfield",2003,5307
"2034","Marshfield",2004,5420
"2035","Marshfield",2005,5363
"2036","Marshfield",2006,5505
"2037","Marshfield",2007,5518
"2038","Marshfield",2008,5460
"2039","Marshfield",2009,5510
"2040","Marshfield",2010,5438
"2041","Marshfield",2011,5701
"2042","Marshfield",2012,6080
"2043","Mashpee",2001,3524
"2044","Mashpee",2002,3742
"2045","Mashpee",2003,4034
"2046","Mashpee",2004,4332
"2047","Mashpee",2005,4416
"2048","Mashpee",2006,4414
"2049","Mashpee",2007,4500
"2050","Mashpee",2008,4534
"2051","Mashpee",2009,4563
"2052","Mashpee",2010,4498
"2053","Mashpee",2011,4568
"2054","Mashpee",2012,4632
"2055","Mattapoisett",2001,1705
"2056","Mattapoisett",2002,1567
"2057","Mattapoisett",2003,1751
"2058","Mattapoisett",2004,1775
"2059","Mattapoisett",2005,1838
"2060","Mattapoisett",2006,1828
"2061","Mattapoisett",2007,1811
"2062","Mattapoisett",2008,1811
"2063","Mattapoisett",2009,1685
"2064","Mattapoisett",2010,1649
"2065","Mattapoisett",2011,1716
"2066","Mattapoisett",2012,1798
"2067","Maynard",2001,5617
"2068","Maynard",2002,4776
"2069","Maynard",2003,4495
"2070","Maynard",2004,4700
"2071","Maynard",2005,4923
"2072","Maynard",2006,5301
"2073","Maynard",2007,5130
"2074","Maynard",2008,4870
"2075","Maynard",2009,4253
"2076","Maynard",2010,4012
"2077","Maynard",2011,3846
"2078","Maynard",2012,3692
"2079","Medfield",2001,3604
"2080","Medfield",2002,3558
"2081","Medfield",2003,3267
"2082","Medfield",2004,3196
"2083","Medfield",2005,3285
"2084","Medfield",2006,3108
"2085","Medfield",2007,2896
"2086","Medfield",2008,2843
"2087","Medfield",2009,2881
"2088","Medfield",2010,2779
"2089","Medfield",2011,2827
"2090","Medfield",2012,2790
"2091","Medford",2001,18931
"2092","Medford",2002,18736
"2093","Medford",2003,18392
"2094","Medford",2004,18015
"2095","Medford",2005,17840
"2096","Medford",2006,18107
"2097","Medford",2007,18123
"2098","Medford",2008,18207
"2099","Medford",2009,17439
"2100","Medford",2010,17190
"2101","Medford",2011,17506
"2102","Medford",2012,17924
"2103","Medway",2001,2730
"2104","Medway",2002,2699
"2105","Medway",2003,2649
"2106","Medway",2004,2704
"2107","Medway",2005,3088
"2108","Medway",2006,3340
"2109","Medway",2007,3429
"2110","Medway",2008,3646
"2111","Medway",2009,3828
"2112","Medway",2010,3869
"2113","Medway",2011,3901
"2114","Medway",2012,3539
"2115","Melrose",2001,6549
"2116","Melrose",2002,6457
"2117","Melrose",2003,6290
"2118","Melrose",2004,6291
"2119","Melrose",2005,6127
"2120","Melrose",2006,6088
"2121","Melrose",2007,6278
"2122","Melrose",2008,6151
"2123","Melrose",2009,5919
"2124","Melrose",2010,5815
"2125","Melrose",2011,5880
"2126","Melrose",2012,5941
"2127","Mendon",2001,1355
"2128","Mendon",2002,1357
"2129","Mendon",2003,1323
"2130","Mendon",2004,1347
"2131","Mendon",2005,1279
"2132","Mendon",2006,1257
"2133","Mendon",2007,1243
"2134","Mendon",2008,1295
"2135","Mendon",2009,1280
"2136","Mendon",2010,1333
"2137","Mendon",2011,1326
"2138","Mendon",2012,1327
"2139","Merrimac",2001,924
"2140","Merrimac",2002,834
"2141","Merrimac",2003,844
"2142","Merrimac",2004,842
"2143","Merrimac",2005,768
"2144","Merrimac",2006,720
"2145","Merrimac",2007,688
"2146","Merrimac",2008,691
"2147","Merrimac",2009,762
"2148","Merrimac",2010,751
"2149","Merrimac",2011,812
"2150","Merrimac",2012,777
"2151","Methuen",2001,14586
"2152","Methuen",2002,15243
"2153","Methuen",2003,15360
"2154","Methuen",2004,15239
"2155","Methuen",2005,15775
"2156","Methuen",2006,15544
"2157","Methuen",2007,15214
"2158","Methuen",2008,15386
"2159","Methuen",2009,14606
"2160","Methuen",2010,15049
"2161","Methuen",2011,15270
"2162","Methuen",2012,15546
"2163","Middleborough",2001,7698
"2164","Middleborough",2002,7930
"2165","Middleborough",2003,8027
"2166","Middleborough",2004,8530
"2167","Middleborough",2005,8742
"2168","Middleborough",2006,8596
"2169","Middleborough",2007,8895
"2170","Middleborough",2008,8579
"2171","Middleborough",2009,8124
"2172","Middleborough",2010,8224
"2173","Middleborough",2011,8101
"2174","Middleborough",2012,8461
"2175","Middlefield",2001,47
"2176","Middlefield",2002,46
"2177","Middlefield",2003,47
"2178","Middlefield",2004,52
"2179","Middlefield",2005,46
"2180","Middlefield",2006,51
"2181","Middlefield",2007,47
"2182","Middlefield",2008,38
"2183","Middlefield",2009,39
"2184","Middlefield",2010,51
"2185","Middlefield",2011,49
"2186","Middlefield",2012,46
"2187","Middleton",2001,4867
"2188","Middleton",2002,4724
"2189","Middleton",2003,4708
"2190","Middleton",2004,4407
"2191","Middleton",2005,4508
"2192","Middleton",2006,4617
"2193","Middleton",2007,4601
"2194","Middleton",2008,4482
"2195","Middleton",2009,4368
"2196","Middleton",2010,4550
"2197","Middleton",2011,4523
"2198","Middleton",2012,4662
"2199","Milford",2001,14653
"2200","Milford",2002,14915
"2201","Milford",2003,15066
"2202","Milford",2004,15361
"2203","Milford",2005,15400
"2204","Milford",2006,15101
"2205","Milford",2007,15264
"2206","Milford",2008,15294
"2207","Milford",2009,14706
"2208","Milford",2010,14958
"2209","Milford",2011,15447
"2210","Milford",2012,15726
"2211","Millbury",2001,3814
"2212","Millbury",2002,3827
"2213","Millbury",2003,3992
"2214","Millbury",2004,4539
"2215","Millbury",2005,4901
"2216","Millbury",2006,5332
"2217","Millbury",2007,5565
"2218","Millbury",2008,5237
"2219","Millbury",2009,5022
"2220","Millbury",2010,4997
"2221","Millbury",2011,5177
"2222","Millbury",2012,5270
"2223","Millis",2001,2146
"2224","Millis",2002,2185
"2225","Millis",2003,2068
"2226","Millis",2004,2102
"2227","Millis",2005,2218
"2228","Millis",2006,2253
"2229","Millis",2007,2216
"2230","Millis",2008,2017
"2231","Millis",2009,1787
"2232","Millis",2010,1730
"2233","Millis",2011,1732
"2234","Millis",2012,1729
"2235","Millville",2001,213
"2236","Millville",2002,232
"2237","Millville",2003,237
"2238","Millville",2004,272
"2239","Millville",2005,274
"2240","Millville",2006,290
"2241","Millville",2007,277
"2242","Millville",2008,268
"2243","Millville",2009,271
"2244","Millville",2010,289
"2245","Millville",2011,309
"2246","Millville",2012,300
"2247","Milton",2001,6067
"2248","Milton",2002,5962
"2249","Milton",2003,6000
"2250","Milton",2004,6054
"2251","Milton",2005,5889
"2252","Milton",2006,5894
"2253","Milton",2007,5402
"2254","Milton",2008,5359
"2255","Milton",2009,5403
"2256","Milton",2010,5400
"2257","Milton",2011,5441
"2258","Milton",2012,5533
"2259","Monroe",2001,37
"2260","Monroe",2002,48
"2261","Monroe",2003,49
"2262","Monroe",2004,50
"2263","Monroe",2005,24
"2264","Monroe",2006,18
"2265","Monroe",2007,17
"2266","Monroe",2009,18
"2267","Monroe",2010,26
"2268","Monroe",2011,44
"2269","Monroe",2012,26
"2270","Monson",2001,1374
"2271","Monson",2002,1246
"2272","Monson",2003,1291
"2273","Monson",2004,1353
"2274","Monson",2005,1355
"2275","Monson",2006,1406
"2276","Monson",2007,1427
"2277","Monson",2008,1412
"2278","Monson",2009,1283
"2279","Monson",2010,1301
"2280","Monson",2011,1290
"2281","Monson",2012,1328
"2282","Montague",2001,2713
"2283","Montague",2002,2889
"2284","Montague",2003,2903
"2285","Montague",2004,2784
"2286","Montague",2005,2821
"2287","Montague",2006,2999
"2288","Montague",2007,2855
"2289","Montague",2008,2898
"2290","Montague",2009,2816
"2291","Montague",2010,2690
"2292","Montague",2011,2728
"2293","Montague",2012,2819
"2294","Monterey",2001,175
"2295","Monterey",2002,124
"2296","Monterey",2003,119
"2297","Monterey",2004,120
"2298","Monterey",2005,134
"2299","Monterey",2006,135
"2300","Monterey",2007,132
"2301","Monterey",2008,142
"2302","Monterey",2009,141
"2303","Monterey",2010,143
"2304","Monterey",2011,161
"2305","Monterey",2012,159
"2306","Montgomery",2001,66
"2307","Montgomery",2002,64
"2308","Montgomery",2003,68
"2309","Montgomery",2004,68
"2310","Montgomery",2005,68
"2311","Montgomery",2006,53
"2312","Montgomery",2007,29
"2313","Montgomery",2008,28
"2314","Montgomery",2009,26
"2315","Montgomery",2010,34
"2316","Montgomery",2011,35
"2317","Montgomery",2012,38
"2318","Mount Washington",2003,11
"2319","Mount Washington",2004,12
"2320","Mount Washington",2005,15
"2321","Mount Washington",2006,13
"2322","Mount Washington",2007,12
"2323","Mount Washington",2008,12
"2324","Mount Washington",2009,13
"2325","Mount Washington",2011,13
"2326","Mount Washington",2012,12
"2327","Nahant",2001,407
"2328","Nahant",2002,422
"2329","Nahant",2003,418
"2330","Nahant",2004,420
"2331","Nahant",2005,447
"2332","Nahant",2006,430
"2333","Nahant",2007,508
"2334","Nahant",2008,480
"2335","Nahant",2009,433
"2336","Nahant",2010,450
"2337","Nahant",2011,439
"2338","Nahant",2012,445
"2339","Nantucket",2001,5591
"2340","Nantucket",2002,5793
"2341","Nantucket",2003,5854
"2342","Nantucket",2004,5952
"2343","Nantucket",2005,6188
"2344","Nantucket",2006,6424
"2345","Nantucket",2007,6563
"2346","Nantucket",2008,6431
"2347","Nantucket",2009,5696
"2348","Nantucket",2010,5699
"2349","Nantucket",2011,5721
"2350","Nantucket",2012,6031
"2351","Natick",2001,23872
"2352","Natick",2002,23673
"2353","Natick",2003,23333
"2354","Natick",2004,23483
"2355","Natick",2005,23627
"2356","Natick",2006,23579
"2357","Natick",2007,23588
"2358","Natick",2008,24816
"2359","Natick",2009,23649
"2360","Natick",2010,23727
"2361","Natick",2011,22937
"2362","Natick",2012,23567
"2363","Needham",2001,20006
"2364","Needham",2002,19056
"2365","Needham",2003,19053
"2366","Needham",2004,19029
"2367","Needham",2005,19086
"2368","Needham",2006,19477
"2369","Needham",2007,19831
"2370","Needham",2008,20067
"2371","Needham",2009,18507
"2372","Needham",2010,18352
"2373","Needham",2011,18514
"2374","Needham",2012,19212
"2375","New Ashford",2001,111
"2376","New Ashford",2002,50
"2377","New Ashford",2003,46
"2378","New Ashford",2004,52
"2379","New Ashford",2005,50
"2380","New Ashford",2006,48
"2381","New Ashford",2007,40
"2382","New Ashford",2008,38
"2383","New Ashford",2009,36
"2384","New Ashford",2010,38
"2385","New Ashford",2011,37
"2386","New Ashford",2012,34
"2387","New Bedford",2001,36293
"2388","New Bedford",2002,35913
"2389","New Bedford",2003,35429
"2390","New Bedford",2004,36672
"2391","New Bedford",2005,37285
"2392","New Bedford",2006,37223
"2393","New Bedford",2007,36984
"2394","New Bedford",2008,36431
"2395","New Bedford",2009,35948
"2396","New Bedford",2010,35791
"2397","New Bedford",2011,36536
"2398","New Bedford",2012,36899
"2399","New Braintree",2001,141
"2400","New Braintree",2002,145
"2401","New Braintree",2003,133
"2402","New Braintree",2004,168
"2403","New Braintree",2005,355
"2404","New Braintree",2009,210
"2405","New Braintree",2010,240
"2406","New Braintree",2011,260
"2407","New Braintree",2012,267
"2408","New Marlborough",2001,382
"2409","New Marlborough",2002,383
"2410","New Marlborough",2003,381
"2411","New Marlborough",2004,398
"2412","New Marlborough",2005,382
"2413","New Marlborough",2006,421
"2414","New Marlborough",2007,438
"2415","New Marlborough",2008,429
"2416","New Marlborough",2009,419
"2417","New Marlborough",2010,431
"2418","New Marlborough",2011,403
"2419","New Marlborough",2012,302
"2420","New Salem",2001,160
"2421","New Salem",2002,152
"2422","New Salem",2003,149
"2423","New Salem",2004,223
"2424","New Salem",2005,145
"2425","New Salem",2006,147
"2426","New Salem",2007,147
"2427","New Salem",2008,152
"2428","New Salem",2009,147
"2429","New Salem",2010,149
"2430","New Salem",2011,144
"2431","New Salem",2012,155
"2432","Newbury",2001,1256
"2433","Newbury",2002,1419
"2434","Newbury",2003,1407
"2435","Newbury",2004,1470
"2436","Newbury",2005,1535
"2437","Newbury",2006,1525
"2438","Newbury",2007,1520
"2439","Newbury",2008,1467
"2440","Newbury",2009,1451
"2441","Newbury",2010,1346
"2442","Newbury",2011,1390
"2443","Newbury",2012,1470
"2444","Newburyport",2001,10180
"2445","Newburyport",2002,9826
"2446","Newburyport",2003,9677
"2447","Newburyport",2004,9959
"2448","Newburyport",2005,10103
"2449","Newburyport",2006,10067
"2450","Newburyport",2007,10638
"2451","Newburyport",2008,10759
"2452","Newburyport",2009,10389
"2453","Newburyport",2010,10607
"2454","Newburyport",2011,10603
"2455","Newburyport",2012,10700
"2456","Newton",2001,48050
"2457","Newton",2002,46495
"2458","Newton",2003,46308
"2459","Newton",2004,45391
"2460","Newton",2005,45582
"2461","Newton",2006,45913
"2462","Newton",2007,47480
"2463","Newton",2008,49287
"2464","Newton",2009,48291
"2465","Newton",2010,53789
"2466","Newton",2011,53795
"2467","Newton",2012,53508
"2468","Norfolk",2001,3190
"2469","Norfolk",2002,2774
"2470","Norfolk",2003,2839
"2471","Norfolk",2004,2803
"2472","Norfolk",2005,2883
"2473","Norfolk",2006,2958
"2474","Norfolk",2007,2859
"2475","Norfolk",2008,3011
"2476","Norfolk",2009,2996
"2477","Norfolk",2010,2975
"2478","Norfolk",2011,3035
"2479","Norfolk",2012,3139
"2480","North Adams",2001,6158
"2481","North Adams",2002,5966
"2482","North Adams",2003,5796
"2483","North Adams",2004,5883
"2484","North Adams",2005,5884
"2485","North Adams",2006,5876
"2486","North Adams",2007,5994
"2487","North Adams",2008,6130
"2488","North Adams",2009,6198
"2489","North Adams",2010,6025
"2490","North Adams",2011,6092
"2491","North Adams",2012,5743
"2492","North Andover",2001,18328
"2493","North Andover",2002,15423
"2494","North Andover",2003,13611
"2495","North Andover",2004,13269
"2496","North Andover",2005,13575
"2497","North Andover",2006,13711
"2498","North Andover",2007,13718
"2499","North Andover",2008,13591
"2500","North Andover",2009,13079
"2501","North Andover",2010,13531
"2502","North Andover",2011,13758
"2503","North Andover",2012,13682
"2504","North Attleborough",2001,12233
"2505","North Attleborough",2002,12834
"2506","North Attleborough",2003,12640
"2507","North Attleborough",2004,12848
"2508","North Attleborough",2005,12808
"2509","North Attleborough",2006,12397
"2510","North Attleborough",2007,12177
"2511","North Attleborough",2008,11808
"2512","North Attleborough",2009,11113
"2513","North Attleborough",2010,11372
"2514","North Attleborough",2011,11641
"2515","North Attleborough",2012,11311
"2516","North Brookfield",2001,1171
"2517","North Brookfield",2002,1156
"2518","North Brookfield",2003,1182
"2519","North Brookfield",2004,1166
"2520","North Brookfield",2005,1114
"2521","North Brookfield",2006,1049
"2522","North Brookfield",2007,1002
"2523","North Brookfield",2008,949
"2524","North Brookfield",2009,906
"2525","North Brookfield",2010,899
"2526","North Brookfield",2011,906
"2527","North Brookfield",2012,888
"2528","North Reading",2001,6794
"2529","North Reading",2002,6622
"2530","North Reading",2003,7078
"2531","North Reading",2004,7391
"2532","North Reading",2005,7100
"2533","North Reading",2006,6700
"2534","North Reading",2007,7825
"2535","North Reading",2008,7525
"2536","North Reading",2009,6761
"2537","North Reading",2010,6742
"2538","North Reading",2011,7282
"2539","North Reading",2012,7489
"2540","Northampton",2001,17729
"2541","Northampton",2002,17582
"2542","Northampton",2003,17545
"2543","Northampton",2004,17695
"2544","Northampton",2005,17911
"2545","Northampton",2006,18065
"2546","Northampton",2007,18374
"2547","Northampton",2008,18539
"2548","Northampton",2009,17980
"2549","Northampton",2010,18040
"2550","Northampton",2011,18016
"2551","Northampton",2012,18249
"2552","Northborough",2001,6606
"2553","Northborough",2002,6414
"2554","Northborough",2003,6571
"2555","Northborough",2004,6493
"2556","Northborough",2005,6762
"2557","Northborough",2006,6757
"2558","Northborough",2007,6791
"2559","Northborough",2008,6315
"2560","Northborough",2009,5761
"2561","Northborough",2010,6014
"2562","Northborough",2011,6906
"2563","Northborough",2012,8083
"2564","Northbridge",2001,4401
"2565","Northbridge",2002,4464
"2566","Northbridge",2003,4502
"2567","Northbridge",2004,4393
"2568","Northbridge",2005,4418
"2569","Northbridge",2006,4611
"2570","Northbridge",2007,5257
"2571","Northbridge",2008,5249
"2572","Northbridge",2009,5162
"2573","Northbridge",2010,5154
"2574","Northbridge",2011,5276
"2575","Northbridge",2012,5279
"2576","Northfield",2001,1183
"2577","Northfield",2002,1215
"2578","Northfield",2003,1169
"2579","Northfield",2004,1108
"2580","Northfield",2005,1067
"2581","Northfield",2006,1078
"2582","Northfield",2007,981
"2583","Northfield",2008,900
"2584","Northfield",2009,887
"2585","Northfield",2010,890
"2586","Northfield",2011,901
"2587","Northfield",2012,904
"2588","Norton",2001,6058
"2589","Norton",2002,5944
"2590","Norton",2003,6093
"2591","Norton",2004,6121
"2592","Norton",2005,6024
"2593","Norton",2006,6017
"2594","Norton",2007,6211
"2595","Norton",2008,6283
"2596","Norton",2009,5938
"2597","Norton",2010,5715
"2598","Norton",2011,6245
"2599","Norton",2012,6411
"2600","Norwell",2001,8615
"2601","Norwell",2002,8289
"2602","Norwell",2003,8345
"2603","Norwell",2004,8370
"2604","Norwell",2005,8594
"2605","Norwell",2006,8369
"2606","Norwell",2007,8433
"2607","Norwell",2008,8269
"2608","Norwell",2009,7753
"2609","Norwell",2010,7931
"2610","Norwell",2011,7946
"2611","Norwell",2012,8378
"2612","Norwood",2001,25059
"2613","Norwood",2002,24354
"2614","Norwood",2003,24767
"2615","Norwood",2004,24790
"2616","Norwood",2005,24653
"2617","Norwood",2006,24293
"2618","Norwood",2007,24803
"2619","Norwood",2008,24233
"2620","Norwood",2009,23139
"2621","Norwood",2010,23594
"2622","Norwood",2011,24691
"2623","Norwood",2012,24448
"2624","Oak Bluffs",2001,1873
"2625","Oak Bluffs",2002,1948
"2626","Oak Bluffs",2003,2010
"2627","Oak Bluffs",2004,2071
"2628","Oak Bluffs",2005,1853
"2629","Oak Bluffs",2006,1615
"2630","Oak Bluffs",2007,1649
"2631","Oak Bluffs",2008,1657
"2632","Oak Bluffs",2009,1617
"2633","Oak Bluffs",2010,1619
"2634","Oak Bluffs",2011,1682
"2635","Oak Bluffs",2012,1719
"2636","Oakham",2001,150
"2637","Oakham",2002,172
"2638","Oakham",2003,159
"2639","Oakham",2004,156
"2640","Oakham",2005,177
"2641","Oakham",2006,191
"2642","Oakham",2007,213
"2643","Oakham",2008,213
"2644","Oakham",2009,209
"2645","Oakham",2010,209
"2646","Oakham",2011,190
"2647","Oakham",2012,190
"2648","Orange",2001,2071
"2649","Orange",2002,2105
"2650","Orange",2003,2060
"2651","Orange",2004,2045
"2652","Orange",2005,2085
"2653","Orange",2006,2097
"2654","Orange",2007,2044
"2655","Orange",2008,2038
"2656","Orange",2009,1928
"2657","Orange",2010,1932
"2658","Orange",2011,1926
"2659","Orange",2012,1961
"2660","Orleans",2001,4362
"2661","Orleans",2002,4312
"2662","Orleans",2003,4357
"2663","Orleans",2004,4403
"2664","Orleans",2005,4298
"2665","Orleans",2006,4390
"2666","Orleans",2007,4273
"2667","Orleans",2008,4193
"2668","Orleans",2009,4045
"2669","Orleans",2010,4007
"2670","Orleans",2011,4008
"2671","Orleans",2012,4018
"2672","Otis",2001,294
"2673","Otis",2002,294
"2674","Otis",2003,304
"2675","Otis",2004,313
"2676","Otis",2005,305
"2677","Otis",2006,327
"2678","Otis",2007,326
"2679","Otis",2008,314
"2680","Otis",2009,337
"2681","Otis",2010,335
"2682","Otis",2011,343
"2683","Otis",2012,331
"2684","Oxford",2001,3287
"2685","Oxford",2002,3579
"2686","Oxford",2003,3470
"2687","Oxford",2004,3488
"2688","Oxford",2005,3713
"2689","Oxford",2006,3809
"2690","Oxford",2007,4018
"2691","Oxford",2008,3927
"2692","Oxford",2009,3740
"2693","Oxford",2010,4158
"2694","Oxford",2011,4299
"2695","Oxford",2012,4660
"2696","Palmer",2001,5429
"2697","Palmer",2002,5283
"2698","Palmer",2003,5128
"2699","Palmer",2004,5031
"2700","Palmer",2005,5102
"2701","Palmer",2006,5062
"2702","Palmer",2007,5101
"2703","Palmer",2008,4986
"2704","Palmer",2009,4942
"2705","Palmer",2010,4862
"2706","Palmer",2011,5076
"2707","Palmer",2012,5097
"2708","Paxton",2001,707
"2709","Paxton",2002,650
"2710","Paxton",2003,586
"2711","Paxton",2004,633
"2712","Paxton",2005,691
"2713","Paxton",2006,722
"2714","Paxton",2007,754
"2715","Paxton",2008,763
"2716","Paxton",2009,840
"2717","Paxton",2010,813
"2718","Paxton",2011,800
"2719","Paxton",2012,836
"2720","Peabody",2001,26877
"2721","Peabody",2002,26360
"2722","Peabody",2003,25994
"2723","Peabody",2004,25146
"2724","Peabody",2005,25196
"2725","Peabody",2006,24881
"2726","Peabody",2007,24665
"2727","Peabody",2008,24079
"2728","Peabody",2009,23751
"2729","Peabody",2010,23584
"2730","Peabody",2011,24117
"2731","Peabody",2012,23657
"2732","Pelham",2001,151
"2733","Pelham",2002,139
"2734","Pelham",2003,134
"2735","Pelham",2004,130
"2736","Pelham",2005,131
"2737","Pelham",2006,132
"2738","Pelham",2007,150
"2739","Pelham",2008,151
"2740","Pelham",2009,154
"2741","Pelham",2010,121
"2742","Pelham",2011,116
"2743","Pelham",2012,128
"2744","Pembroke",2001,5223
"2745","Pembroke",2002,5116
"2746","Pembroke",2003,5208
"2747","Pembroke",2004,5713
"2748","Pembroke",2005,5990
"2749","Pembroke",2006,6078
"2750","Pembroke",2007,6235
"2751","Pembroke",2008,6290
"2752","Pembroke",2009,5681
"2753","Pembroke",2010,5544
"2754","Pembroke",2011,5387
"2755","Pembroke",2012,5742
"2756","Pepperell",2001,1582
"2757","Pepperell",2002,1506
"2758","Pepperell",2003,1452
"2759","Pepperell",2004,1474
"2760","Pepperell",2005,1479
"2761","Pepperell",2006,1438
"2762","Pepperell",2007,1485
"2763","Pepperell",2008,1436
"2764","Pepperell",2009,1369
"2765","Pepperell",2010,1413
"2766","Pepperell",2011,1432
"2767","Pepperell",2012,1463
"2768","Peru",2002,34
"2769","Peru",2003,41
"2770","Peru",2004,47
"2771","Peru",2005,43
"2772","Peru",2006,43
"2773","Peru",2007,40
"2774","Peru",2008,37
"2775","Peru",2009,31
"2776","Peru",2010,33
"2777","Peru",2012,35
"2778","Petersham",2001,140
"2779","Petersham",2002,122
"2780","Petersham",2003,109
"2781","Petersham",2004,115
"2782","Petersham",2005,125
"2783","Petersham",2006,131
"2784","Petersham",2007,139
"2785","Petersham",2008,146
"2786","Petersham",2009,128
"2787","Petersham",2010,124
"2788","Petersham",2011,125
"2789","Petersham",2012,117
"2790","Phillipston",2001,178
"2791","Phillipston",2002,186
"2792","Phillipston",2003,193
"2793","Phillipston",2004,179
"2794","Phillipston",2005,153
"2795","Phillipston",2006,154
"2796","Phillipston",2007,151
"2797","Phillipston",2008,137
"2798","Phillipston",2009,168
"2799","Phillipston",2010,170
"2800","Phillipston",2011,168
"2801","Phillipston",2012,198
"2802","Pittsfield",2001,26652
"2803","Pittsfield",2002,26830
"2804","Pittsfield",2003,26210
"2805","Pittsfield",2004,25890
"2806","Pittsfield",2005,25726
"2807","Pittsfield",2006,26230
"2808","Pittsfield",2007,26429
"2809","Pittsfield",2008,26016
"2810","Pittsfield",2009,25254
"2811","Pittsfield",2010,25132
"2812","Pittsfield",2011,25259
"2813","Pittsfield",2012,25427
"2814","Plainfield",2001,125
"2815","Plainfield",2002,68
"2816","Plainfield",2003,64
"2817","Plainfield",2004,51
"2818","Plainfield",2005,49
"2819","Plainfield",2006,56
"2820","Plainfield",2007,47
"2821","Plainfield",2008,28
"2822","Plainfield",2009,40
"2823","Plainfield",2010,48
"2824","Plainfield",2011,51
"2825","Plainfield",2012,43
"2826","Plainville",2001,2961
"2827","Plainville",2002,3052
"2828","Plainville",2003,3180
"2829","Plainville",2004,3286
"2830","Plainville",2005,3481
"2831","Plainville",2006,3895
"2832","Plainville",2007,4116
"2833","Plainville",2008,4048
"2834","Plainville",2009,3554
"2835","Plainville",2010,3968
"2836","Plainville",2011,3971
"2837","Plainville",2012,3991
"2838","Plymouth",2001,19170
"2839","Plymouth",2002,19735
"2840","Plymouth",2003,19940
"2841","Plymouth",2004,20357
"2842","Plymouth",2005,21865
"2843","Plymouth",2006,22533
"2844","Plymouth",2007,23042
"2845","Plymouth",2008,23381
