"","Org.Name","Org.Code","Address.1","Address.2","Town","Zip","query","lon","lat","loc"
"551","Fall River: B M C Durfee High","00950505","360 Elsbree Street","","Fall River","02720","360 Elsbree Street, , Fall River, 02720, Massachusetts",-71.1315499,41.7155254,"-71.1315499 41.7155254"
"552","Fall River: Carlton M. Viveiros Elementary School","00950009","525 Slade Street","","Fall River","02724","525 Slade Street, , Fall River, 02724, Massachusetts",-71.1767367,41.6859092,"-71.1767367 41.6859092"
"553","Fall River: Fall River Gateway to College @ BCC","00950515","360 Elsbree Street","","Fall River","02720","360 Elsbree Street, , Fall River, 02720, Massachusetts",-71.1315499,41.7155254,"-71.1315499 41.7155254"
"554","Fall River: Henry Lord Community School","00950017","151 Amity Street","","Fall River","02721","151 Amity Street, , Fall River, 02721, Massachusetts",-71.1690267,41.6724347,"-71.1690267 41.6724347"
"555","Fall River: James Tansey","00950140","711 Ray Street","","Fall River","02720","711 Ray Street, , Fall River, 02720, Massachusetts",-71.130869,41.718721,"-71.130869 41.718721"
"556","Fall River: John J Doran","00950045","101 Fountain Street","","Fall River","02721","101 Fountain Street, , Fall River, 02721, Massachusetts",-71.1651181,41.7001697,"-71.1651181 41.7001697"
"557","Fall River: Letourneau Elementary School","00950013","323 Anthony Street","","Fall River","02721","323 Anthony Street, , Fall River, 02721, Massachusetts",-71.1558,41.673469,"-71.1558 41.673469"
"558","Fall River: Mary Fonseca Elementary School","00950011","160 Wall Street","","Fall River","02720","160 Wall Street, , Fall River, 02720, Massachusetts",-71.1385885,41.7011651,"-71.1385885 41.7011651"
"559","Fall River: Matthew J Kuss Middle","00950320","52 Globe Mills Avenue","","Fall River","02724","52 Globe Mills Avenue, , Fall River, 02724, Massachusetts",-71.1805913,41.6927557,"-71.1805913 41.6927557"
"560","Fall River: Morton Middle","00950315","1135 North Main Street","","Fall River","02720","1135 North Main Street, , Fall River, 02720, Massachusetts",-71.1500299,41.7164201,"-71.1500299 41.7164201"
"561","Fall River: North End Elementary","00950005","1899 Meridian Street","","Fall River","02720","1899 Meridian Street, , Fall River, 02720, Massachusetts",-71.1111325,41.733566,"-71.1111325 41.733566"
"562","Fall River: Resiliency Middle School","00950335","290 Rock Street","","Fall River","02720","290 Rock Street, , Fall River, 02720, Massachusetts",-71.152818,41.705917,"-71.152818 41.705917"
"563","Fall River: Resiliency Preparatory School","00950325","290 Rock Street","","Fall River","02720","290 Rock Street, , Fall River, 02720, Massachusetts",-71.152818,41.705917,"-71.152818 41.705917"
"564","Fall River: Samuel Watson","00950145","935 Eastern Avenue","","Fall River","02723","935 Eastern Avenue, , Fall River, 02723, Massachusetts",-71.1305752,41.6843509,"-71.1305752 41.6843509"
"565","Fall River: Spencer Borden","00950130","1400 President Avenue","","Fall River","02720","1400 President Avenue, , Fall River, 02720, Massachusetts",-71.1310244,41.7135656,"-71.1310244 41.7135656"
"566","Fall River: Stone Day School","00950340","1207 Globe Street","","Fall River","02721","1207 Globe Street, , Fall River, 02721, Massachusetts",-71.1602838,41.6839376,"-71.1602838 41.6839376"
"567","Fall River: Talbot Innovation School","00950305","124 Melrose Street","","Fall River","02723","124 Melrose Street, , Fall River, 02723, Massachusetts",-71.1252755,41.6932286,"-71.1252755 41.6932286"
"568","Fall River: William S Greene","00950065","409 Cambridge Street","","Fall River","02721","409 Cambridge Street, , Fall River, 02721, Massachusetts",-71.1523383,41.6860438,"-71.1523383 41.6860438"
"569","Falmouth: East Falmouth Elementary","00960005","33 Davisville Rd","","East Falmouth","02536","33 Davisville Rd, , East Falmouth, 02536, Massachusetts",-70.5605194,41.5768852,"-70.5605194 41.5768852"
"570","Falmouth: Falmouth High","00960505","874 Gifford Street","","Falmouth","02540","874 Gifford Street, , Falmouth, 02540, Massachusetts",-70.6075906,41.5900431,"-70.6075906 41.5900431"
"571","Falmouth: Lawrence","00960405","113 Lakeview Avenue","","Falmouth","02540","113 Lakeview Avenue, , Falmouth, 02540, Massachusetts",-70.6156196,41.5552915,"-70.6156196 41.5552915"
"572","Falmouth: Morse Pond School","00960305","323 Jones Road","","Falmouth","02540","323 Jones Road, , Falmouth, 02540, Massachusetts",-70.604846,41.5589491,"-70.604846 41.5589491"
"573","Falmouth: Mullen-Hall","00960020","130 Katherine Lee Bates Rd","","Falmouth","02540","130 Katherine Lee Bates Rd, , Falmouth, 02540, Massachusetts",-70.61345,41.5539549,"-70.61345 41.5539549"
"574","Falmouth: North Falmouth Elementary","00960030","62 Old Main Road","","North Falmouth","02556","62 Old Main Road, , North Falmouth, 02556, Massachusetts",-70.6216226,41.637673,"-70.6216226 41.637673"
"575","Falmouth: Teaticket","00960015","45 Maravista Ave Ext","","East Falmouth","02536","45 Maravista Ave Ext, , East Falmouth, 02536, Massachusetts",-70.5910113,41.5676505,"-70.5910113 41.5676505"
"576","Farmington River Reg: Farmington River Elementary","06620020","555 N Main Street","PO Box 679","Otis","01253","555 N Main Street, PO Box 679, Otis, 01253, Massachusetts",-73.0940881,42.2061257,"-73.0940881 42.2061257"
"577","Fitchburg: Arthur M Longsjo Middle School","00970315","98 Academy Street","","Fitchburg","01420","98 Academy Street, , Fitchburg, 01420, Massachusetts",-71.8005138,42.5864339,"-71.8005138 42.5864339"
"578","Fitchburg: Crocker Elementary","00970016","200 Bigelow Dr","","Fitchburg","01420","200 Bigelow Dr, , Fitchburg, 01420, Massachusetts",-71.8064005,42.6040437,"-71.8064005 42.6040437"
"579","Fitchburg: Fitchburg High","00970505","140 Arn-How Farm Rd","","Fitchburg","01420","140 Arn-How Farm Rd, , Fitchburg, 01420, Massachusetts",-71.8025242,42.621256,"-71.8025242 42.621256"
"580","Fitchburg: Goodrich Academy","00970510","111 Goodrich Street","","Fitchburg","01420","111 Goodrich Street, , Fitchburg, 01420, Massachusetts",-71.781672,42.578063,"-71.781672 42.578063"
"581","Fitchburg: McKay Arts Academy","00970340","67 Rindge Road","","Fitchburg","01420","67 Rindge Road, , Fitchburg, 01420, Massachusetts",-71.7895968,42.594913,"-71.7895968 42.594913"
"582","Fitchburg: Memorial Intermediate","00970048","615 Rollstone Street","","Fitchburg","01420","615 Rollstone Street, , Fitchburg, 01420, Massachusetts",-71.811206,42.57179,"-71.811206 42.57179"
"583","Fitchburg: Reingold Elementary","00970043","70 Reingold Avenue","","Fitchburg","01420","70 Reingold Avenue, , Fitchburg, 01420, Massachusetts",-71.830917,42.571385,"-71.830917 42.571385"
"584","Fitchburg: South Street Elementary","00970060","376 South Street","","Fitchburg","01420","376 South Street, , Fitchburg, 01420, Massachusetts",-71.79778,42.5710337,"-71.79778 42.5710337"
"585","Florida: Abbott Memorial","00980005","56 North County Rd","","Florida","01247","56 North County Rd, , Florida, 01247, Massachusetts",-73.0322656,42.6929587,"-73.0322656 42.6929587"
"586","Four Rivers Charter Public (District): Four Rivers Charter Public School","04130505","248 Colrain Road","","Greenfield","01301","248 Colrain Road, , Greenfield, 01301, Massachusetts",-72.620715,42.596248,"-72.620715 42.596248"
"587","Foxborough: Charles Taylor Elementary","00990050","196 South Street","","Foxborough","02035","196 South Street, , Foxborough, 02035, Massachusetts",-71.253691,42.0486549,"-71.253691 42.0486549"
"588","Foxborough: Foxborough High","00990505","120 South Street","","Foxborough","02035","120 South Street, , Foxborough, 02035, Massachusetts",-71.250376,42.0545821,"-71.250376 42.0545821"
"589","Foxborough: John J Ahern","00990405","111 Mechanic Street","","Foxborough","02035","111 Mechanic Street, , Foxborough, 02035, Massachusetts",-71.2389663,42.0701277,"-71.2389663 42.0701277"
"590","Foxborough: Mabelle M Burrell","00990015","16 Morse Street","","Foxborough","02035","16 Morse Street, , Foxborough, 02035, Massachusetts",-71.2061122,42.0610658,"-71.2061122 42.0610658"
"591","Foxborough: Vincent M Igo Elementary","00990020","70 Carpenter Street","","Foxborough","02035","70 Carpenter Street, , Foxborough, 02035, Massachusetts",-71.2502296,42.0612355,"-71.2502296 42.0612355"
"592","Foxborough Regional Charter (District): Foxborough Regional Charter School","04460550","131 Central Street","","Foxborough","02035","131 Central Street, , Foxborough, 02035, Massachusetts",-71.244916,42.05689,"-71.244916 42.05689"
"593","Framingham: Barbieri Elementary","01000035","100 Dudley Rd","","Framingham","01701","100 Dudley Rd, , Framingham, 01701, Massachusetts",-71.4323095,42.2796342,"-71.4323095 42.2796342"
"594","Framingham: Brophy","01000006","575 Pleasant Street","","Framingham","01701","575 Pleasant Street, , Framingham, 01701, Massachusetts",-71.4641752,42.3064652,"-71.4641752 42.3064652"
"595","Framingham: Cameron Middle School","01000302","215 Elm Street","","Framingham","01701","215 Elm Street, , Framingham, 01701, Massachusetts",-71.3999324,42.3331432,"-71.3999324 42.3331432"
"596","Framingham: Charlotte A Dunning","01000007","48 Frost Street","","Framingham","01701","48 Frost Street, , Framingham, 01701, Massachusetts",-71.4304676,42.3215904,"-71.4304676 42.3215904"
"597","Framingham: Framingham High School","01000515","115 A Street","","Framingham","01701","115 A Street, , Framingham, 01701, Massachusetts",-71.4020965,42.3175031,"-71.4020965 42.3175031"
"598","Framingham: Fuller Middle","01000305","31 Flagg Drive","","Framingham","01701","31 Flagg Drive, , Framingham, 01701, Massachusetts",-71.4172676,42.2940744,"-71.4172676 42.2940744"
"599","Framingham: Hemenway","01000015","729 Water Street","","Framingham","01701","729 Water Street, , Framingham, 01701, Massachusetts",-71.4323464,42.330416,"-71.4323464 42.330416"
"600","Framingham: Juniper Hill School","01000001","29 Upper Joclyn Avenue","","Framingham","01701","29 Upper Joclyn Avenue, , Framingham, 01701, Massachusetts",-71.4105507,42.3116986,"-71.4105507 42.3116986"
"601","Framingham: King Elementary School","01000005","454 Water Street","","Framingham","01701","454 Water Street, , Framingham, 01701, Massachusetts",-71.4142328,42.3369517,"-71.4142328 42.3369517"
"602","Framingham: Mary E Stapleton Elementary","01000045","25 Elm Street","","Framingham","01701","25 Elm Street, , Framingham, 01701, Massachusetts",-71.3999936,42.3267309,"-71.3999936 42.3267309"
"603","Framingham: Miriam F McCarthy School","01000050","8 Flagg Drive","","Framingham","01701","8 Flagg Drive, , Framingham, 01701, Massachusetts",-71.4162954,42.2916714,"-71.4162954 42.2916714"
"604","Framingham: Potter Road","01000039","492 Potter Rd","","Framingham","01701","492 Potter Rd, , Framingham, 01701, Massachusetts",-71.414839,42.336708,"-71.414839 42.336708"
"605","Framingham: Walsh Middle","01000310","301 Brook Street","","Framingham","01701","301 Brook Street, , Framingham, 01701, Massachusetts",-71.4269632,42.3228161,"-71.4269632 42.3228161"
"606","Framingham: Woodrow Wilson","01000055","169 Leland Street","","Framingham","01702","169 Leland Street, , Framingham, 01702, Massachusetts",-71.3982701,42.2711905,"-71.3982701 42.2711905"
"607","Francis W. Parker Charter Essential (District): Francis W. Parker Charter Essential School","04780505","49 Antietam St","","Devens","01434","49 Antietam St, , Devens, 01434, Massachusetts",-71.6087769,42.5486649,"-71.6087769 42.5486649"
"608","Franklin: Annie Sullivan Middle School","01010040","500 Lincoln Street","","Franklin","02038","500 Lincoln Street, , Franklin, 02038, Massachusetts",-71.3976961,42.1091748,"-71.3976961 42.1091748"
"609","Franklin: Davis Thayer","01010035","137 West Central Street","","Franklin","02038","137 West Central Street, , Franklin, 02038, Massachusetts",-71.4023554,42.083771,"-71.4023554 42.083771"
"610","Franklin: Franklin Early Childhood Development Center","01010003","224 Oak Street","","Franklin","02038","224 Oak Street, , Franklin, 02038, Massachusetts",-71.4061334,42.0915366,"-71.4061334 42.0915366"
"611","Franklin: Franklin High","01010505","218 Oak Street","","Franklin","02038","218 Oak Street, , Franklin, 02038, Massachusetts",-71.4094162,42.0947516,"-71.4094162 42.0947516"
"612","Franklin: Helen Keller Elementary","01010012","500 Lincoln Street","","Franklin","02038","500 Lincoln Street, , Franklin, 02038, Massachusetts",-71.3976961,42.1091748,"-71.3976961 42.1091748"
"613","Franklin: Horace Mann","01010405","224 Oak Street","","Franklin","02038","224 Oak Street, , Franklin, 02038, Massachusetts",-71.4061334,42.0915366,"-71.4061334 42.0915366"
"614","Franklin: J F Kennedy Memorial","01010013","551 Pond Street","","Franklin","02038","551 Pond Street, , Franklin, 02038, Massachusetts",-71.4273824,42.1085197,"-71.4273824 42.1085197"
"615","Franklin: Jefferson Elementary","01010010","628 Washington Street","","Franklin","02038","628 Washington Street, , Franklin, 02038, Massachusetts",-71.4182607,42.0524654,"-71.4182607 42.0524654"
"616","Franklin: Oak Street Elementary","01010030","224 Oak Street","","Franklin","02038","224 Oak Street, , Franklin, 02038, Massachusetts",-71.4061334,42.0915366,"-71.4061334 42.0915366"
"617","Franklin: Parmenter","01010032","235 Wachusett Street","","Franklin","02038","235 Wachusett Street, , Franklin, 02038, Massachusetts",-71.3957867,42.0720328,"-71.3957867 42.0720328"
"618","Franklin: Remington Middle","01010310","628 Washington Street","","Franklin","02038","628 Washington Street, , Franklin, 02038, Massachusetts",-71.4182607,42.0524654,"-71.4182607 42.0524654"
"619","Franklin County Regional Vocational Technical: Franklin County Technical","08180605","82 Industrial Blvd","","Turners Falls","01376","82 Industrial Blvd, , Turners Falls, 01376, Massachusetts",-72.5291593,42.5950317,"-72.5291593 42.5950317"
"620","Freetown-Lakeville: Apponequet Regional High","06650505","100 Howland Rd","","Lakeville","02347","100 Howland Rd, , Lakeville, 02347, Massachusetts",-70.9829723,41.7920214,"-70.9829723 41.7920214"
"621","Freetown-Lakeville: Assawompset Elementary School","06650002","232 Main Street","","Lakeville","02347","232 Main Street, , Lakeville, 02347, Massachusetts",-70.946418,41.847605,"-70.946418 41.847605"
"622","Freetown-Lakeville: Freetown Elementary School","06650001","43 Bullock Road","","East Freetown","02717","43 Bullock Road, , East Freetown, 02717, Massachusetts",-71.014764,41.7609555,"-71.014764 41.7609555"
"623","Freetown-Lakeville: Freetown-Lakeville Middle School","06650305","96 Howland Road","","Lakeville","02347","96 Howland Road, , Lakeville, 02347, Massachusetts",-70.9871013,41.7946468,"-70.9871013 41.7946468"
"624","Freetown-Lakeville: George R Austin Intermediate School","06650015","112 Howland Road","","Lakeville","02347","112 Howland Road, , Lakeville, 02347, Massachusetts",-70.979635,41.792348,"-70.979635 41.792348"
"625","Frontier: Frontier Regional","06700505","113 North Main Street","","South Deerfield","01373","113 North Main Street, , South Deerfield, 01373, Massachusetts",-72.6056126,42.4834203,"-72.6056126 42.4834203"
"626","Gardner: Elm Street School","01030001","160 Elm Street","","Gardner","01440","160 Elm Street, , Gardner, 01440, Massachusetts",-71.983475,42.5750387,"-71.983475 42.5750387"
"627","Gardner: Gardner Academy for Learning and Technology","01030515","75 E Broadway Street","","Gardner","01440","75 E Broadway Street, , Gardner, 01440, Massachusetts",-71.9790969,42.5566516,"-71.9790969 42.5566516"
"628","Gardner: Gardner High","01030505","200 Catherine Street","","Gardner","01440","200 Catherine Street, , Gardner, 01440, Massachusetts",-71.9771927,42.5864768,"-71.9771927 42.5864768"
"629","Gardner: Gardner Middle School","01030405","297 Catherine Street","","Gardner","01440","297 Catherine Street, , Gardner, 01440, Massachusetts",-71.978514,42.5839425,"-71.978514 42.5839425"
"630","Gardner: Waterford Street","01030020","62 Waterford Street","","Gardner","01440","62 Waterford Street, , Gardner, 01440, Massachusetts",-72.0046088,42.5722333,"-72.0046088 42.5722333"
"631","Gateway: Chester Elementary","06720059","325 Middlefield Road","","Chester","01011","325 Middlefield Road, , Chester, 01011, Massachusetts",-72.9842424,42.3009701,"-72.9842424 42.3009701"
"632","Gateway: Gateway Regional High","06720505","12 Littleville Road","","Huntington","01050","12 Littleville Road, , Huntington, 01050, Massachusetts",-72.8701362,42.251203,"-72.8701362 42.251203"
"633","Gateway: Gateway Regional Junior High School","06720405","12 Littleville Road","","Huntington","01050","12 Littleville Road, , Huntington, 01050, Massachusetts",-72.8701362,42.251203,"-72.8701362 42.251203"
