Municipal,County,State,Region,Year,Five_Year_Average,Median_Annual_Household_Income,Margin_Error_Median
Salisbury,Essex County,MA,Salisbury,2008-2012,2010,73384,6922
Salisbury,Essex County,MA,Salisbury,2012-2016,2014,65347,11700
Salisbury,Essex County,MA,Salisbury,2010-2014,2012,75995,6687
Salisbury,Essex County,MA,Salisbury,2009-2013,2011,72131,7758
Salisbury,Essex County,MA,Salisbury,2014-2018,2016,78112,4524
Salisbury,Essex County,MA,Salisbury,2006-2010,2008,62917,8247
Salisbury,Essex County,MA,Salisbury,2007-2011,2009,68194,3578
Salisbury,Essex County,MA,Salisbury,2013-2017,2015,72828,7251
Sandisfield,Berkshire County,MA,Sandisfield,2012-2016,2014,67333,9791
Sandisfield,Berkshire County,MA,Sandisfield,2011-2015,2013,58906,13541
Sandisfield,Berkshire County,MA,Sandisfield,2010-2014,2012,56250,14506
Sandisfield,Berkshire County,MA,Sandisfield,2009-2013,2011,55917,9631
Sandisfield,Berkshire County,MA,Sandisfield,2014-2018,2016,69135,15880
Sandisfield,Berkshire County,MA,Sandisfield,2006-2010,2008,62411,7478
Sandisfield,Berkshire County,MA,Sandisfield,2008-2012,2010,62708,9500
Sandisfield,Berkshire County,MA,Sandisfield,2007-2011,2009,60104,6834
Sandisfield,Berkshire County,MA,Sandisfield,2013-2017,2015,68636,9566
Sandwich,Barnstable County,MA,Sandwich,2007-2011,2009,82485,4354
Sandwich,Barnstable County,MA,Sandwich,2009-2013,2011,82617,4235
Sandwich,Barnstable County,MA,Sandwich,2008-2012,2010,82917,3344
Sandwich,Barnstable County,MA,Sandwich,2011-2015,2013,83305,7713
Sandwich,Barnstable County,MA,Sandwich,2014-2018,2016,95600,7979
Sandwich,Barnstable County,MA,Sandwich,2012-2016,2014,89461,9209
Sandwich,Barnstable County,MA,Sandwich,2010-2014,2012,84167,5717
Sandwich,Barnstable County,MA,Sandwich,2013-2017,2015,88870,7314
Sandwich,Barnstable County,MA,Sandwich,2006-2010,2008,83325,4048
Saugus,Essex County,MA,Saugus,2013-2017,2015,82188,4998
Saugus,Essex County,MA,Saugus,2011-2015,2013,77371,5289
Saugus,Essex County,MA,Saugus,2006-2010,2008,71023,4107
Saugus,Essex County,MA,Saugus,2012-2016,2014,78372,5171
Saugus,Essex County,MA,Saugus,2014-2018,2016,80341,7236
Saugus,Essex County,MA,Saugus,2007-2011,2009,75258,3671
Saugus,Essex County,MA,Saugus,2010-2014,2012,76141,3681
Saugus,Essex County,MA,Saugus,2008-2012,2010,75910,4486
Saugus,Essex County,MA,Saugus,2009-2013,2011,76339,3406
Savoy,Berkshire County,MA,Savoy,2007-2011,2009,58068,15468
Savoy,Berkshire County,MA,Savoy,2012-2016,2014,49000,9669
Savoy,Berkshire County,MA,Savoy,2009-2013,2011,56500,13393
Savoy,Berkshire County,MA,Savoy,2014-2018,2016,60197,8104
Savoy,Berkshire County,MA,Savoy,2013-2017,2015,55375,10210
Savoy,Berkshire County,MA,Savoy,2011-2015,2013,53036,11505
Savoy,Berkshire County,MA,Savoy,2008-2012,2010,57000,17134
Savoy,Berkshire County,MA,Savoy,2006-2010,2008,55500,11814
Savoy,Berkshire County,MA,Savoy,2010-2014,2012,57222,10192
Scituate,Plymouth County,MA,Scituate,2008-2012,2010,92287,11597
Scituate,Plymouth County,MA,Scituate,2007-2011,2009,89485,9117
Scituate,Plymouth County,MA,Scituate,2011-2015,2013,102210,9625
Scituate,Plymouth County,MA,Scituate,2009-2013,2011,99034,8498
Scituate,Plymouth County,MA,Scituate,2006-2010,2008,86723,10255
Scituate,Plymouth County,MA,Scituate,2010-2014,2012,102577,9134
Scituate,Plymouth County,MA,Scituate,2013-2017,2015,111865,11673
Scituate,Plymouth County,MA,Scituate,2012-2016,2014,107807,11053
Scituate,Plymouth County,MA,Scituate,2014-2018,2016,116750,15695
Seekonk,Bristol County,MA,Seekonk,2011-2015,2013,76826,8267
Seekonk,Bristol County,MA,Seekonk,2012-2016,2014,82094,6372
Seekonk,Bristol County,MA,Seekonk,2009-2013,2011,70966,9784
Seekonk,Bristol County,MA,Seekonk,2008-2012,2010,75267,11292
Seekonk,Bristol County,MA,Seekonk,2014-2018,2016,89155,6081
Seekonk,Bristol County,MA,Seekonk,2007-2011,2009,78032,8579
Seekonk,Bristol County,MA,Seekonk,2013-2017,2015,86014,5322
Seekonk,Bristol County,MA,Seekonk,2010-2014,2012,74242,9705
Seekonk,Bristol County,MA,Seekonk,2006-2010,2008,76283,7298
Sharon,Norfolk County,MA,Sharon,2011-2015,2013,124444,9599
Sharon,Norfolk County,MA,Sharon,2010-2014,2012,127413,9137
Sharon,Norfolk County,MA,Sharon,2006-2010,2008,115172,6747
Sharon,Norfolk County,MA,Sharon,2013-2017,2015,132734,8755
Sharon,Norfolk County,MA,Sharon,2008-2012,2010,127647,10754
Sharon,Norfolk County,MA,Sharon,2012-2016,2014,127500,10738
Sharon,Norfolk County,MA,Sharon,2007-2011,2009,121265,8086
Sharon,Norfolk County,MA,Sharon,2014-2018,2016,138396,10215
Sharon,Norfolk County,MA,Sharon,2009-2013,2011,125625,6997
Sheffield,Berkshire County,MA,Sheffield,2009-2013,2011,51758,18273
Sheffield,Berkshire County,MA,Sheffield,2007-2011,2009,52181,8324
Sheffield,Berkshire County,MA,Sheffield,2013-2017,2015,73953,19688
Sheffield,Berkshire County,MA,Sheffield,2006-2010,2008,47145,6937
Sheffield,Berkshire County,MA,Sheffield,2010-2014,2012,50530,15257
Sheffield,Berkshire County,MA,Sheffield,2008-2012,2010,55278,17230
Sheffield,Berkshire County,MA,Sheffield,2014-2018,2016,76250,11212
Sheffield,Berkshire County,MA,Sheffield,2011-2015,2013,55781,19281
Sheffield,Berkshire County,MA,Sheffield,2012-2016,2014,68603,21603
Shelburne,Franklin County,MA,Shelburne,2014-2018,2016,63594,12582
Shelburne,Franklin County,MA,Shelburne,2012-2016,2014,58287,8322
Shelburne,Franklin County,MA,Shelburne,2011-2015,2013,54474,8400
Shelburne,Franklin County,MA,Shelburne,2009-2013,2011,55500,11366
Shelburne,Franklin County,MA,Shelburne,2010-2014,2012,54167,7794
Shelburne,Franklin County,MA,Shelburne,2013-2017,2015,61141,10720
Shelburne,Franklin County,MA,Shelburne,2006-2010,2008,63542,11519
Shelburne,Franklin County,MA,Shelburne,2008-2012,2010,59567,12791
Shelburne,Franklin County,MA,Shelburne,2007-2011,2009,59145,13622
Sherborn,Middlesex County,MA,Sherborn,2009-2013,2011,153444,24542
Sherborn,Middlesex County,MA,Sherborn,2014-2018,2016,180769,20485
Sherborn,Middlesex County,MA,Sherborn,2007-2011,2009,152083,23288
Sherborn,Middlesex County,MA,Sherborn,2010-2014,2012,155564,19359
Sherborn,Middlesex County,MA,Sherborn,2011-2015,2013,155956,22913
Sherborn,Middlesex County,MA,Sherborn,2006-2010,2008,145250,22242
Sherborn,Middlesex County,MA,Sherborn,2013-2017,2015,170872,19153
Sherborn,Middlesex County,MA,Sherborn,2008-2012,2010,151944,20554
Sherborn,Middlesex County,MA,Sherborn,2012-2016,2014,158250,18949
Shirley,Middlesex County,MA,Shirley,2008-2012,2010,69750,20933
Shirley,Middlesex County,MA,Shirley,2006-2010,2008,72598,11800
Shirley,Middlesex County,MA,Shirley,2009-2013,2011,65882,15387
Shirley,Middlesex County,MA,Shirley,2010-2014,2012,66453,11636
Shirley,Middlesex County,MA,Shirley,2011-2015,2013,67896,10834
Shirley,Middlesex County,MA,Shirley,2007-2011,2009,71146,15846
Shirley,Middlesex County,MA,Shirley,2014-2018,2016,70542,4697
Shirley,Middlesex County,MA,Shirley,2012-2016,2014,68864,9754
Shirley,Middlesex County,MA,Shirley,2013-2017,2015,67541,6872
Shrewsbury,Worcester County,MA,Shrewsbury,2014-2018,2016,105959,4457
Shrewsbury,Worcester County,MA,Shrewsbury,2011-2015,2013,94017,4018
Shrewsbury,Worcester County,MA,Shrewsbury,2009-2013,2011,92132,4288
Shrewsbury,Worcester County,MA,Shrewsbury,2013-2017,2015,100640,8172
Shrewsbury,Worcester County,MA,Shrewsbury,2007-2011,2009,88985,5823
Shrewsbury,Worcester County,MA,Shrewsbury,2010-2014,2012,97365,5056
Shrewsbury,Worcester County,MA,Shrewsbury,2008-2012,2010,92006,4579
Shrewsbury,Worcester County,MA,Shrewsbury,2012-2016,2014,98790,6228
Shrewsbury,Worcester County,MA,Shrewsbury,2006-2010,2008,85697,4475
Shutesbury,Franklin County,MA,Shutesbury,2013-2017,2015,76927,9369
Shutesbury,Franklin County,MA,Shutesbury,2012-2016,2014,81406,9750
Shutesbury,Franklin County,MA,Shutesbury,2009-2013,2011,69722,9075
Shutesbury,Franklin County,MA,Shutesbury,2011-2015,2013,75208,9371
Shutesbury,Franklin County,MA,Shutesbury,2014-2018,2016,83750,11702
Shutesbury,Franklin County,MA,Shutesbury,2006-2010,2008,67500,12931
Shutesbury,Franklin County,MA,Shutesbury,2010-2014,2012,73173,9957
Shutesbury,Franklin County,MA,Shutesbury,2008-2012,2010,69167,9702
Shutesbury,Franklin County,MA,Shutesbury,2007-2011,2009,67708,11736
Somerset,Bristol County,MA,Somerset,2010-2014,2012,72558,6333
Somerset,Bristol County,MA,Somerset,2012-2016,2014,68900,4614
Somerset,Bristol County,MA,Somerset,2011-2015,2013,70502,4603
Somerset,Bristol County,MA,Somerset,2009-2013,2011,73160,3337
Somerset,Bristol County,MA,Somerset,2008-2012,2010,70449,4800
Somerset,Bristol County,MA,Somerset,2014-2018,2016,76311,4479
Somerset,Bristol County,MA,Somerset,2007-2011,2009,69449,3292
Somerset,Bristol County,MA,Somerset,2013-2017,2015,72920,3939
Somerset,Bristol County,MA,Somerset,2006-2010,2008,67077,3944
Somerville,Middlesex County,MA,Somerville,2008-2012,2010,64603,3144
Somerville,Middlesex County,MA,Somerville,2006-2010,2008,61731,2402
Somerville,Middlesex County,MA,Somerville,2007-2011,2009,64480,2990
Somerville,Middlesex County,MA,Somerville,2009-2013,2011,67118,3475
Somerville,Middlesex County,MA,Somerville,2013-2017,2015,84722,3312
Somerville,Middlesex County,MA,Somerville,2012-2016,2014,78673,3002
Somerville,Middlesex County,MA,Somerville,2010-2014,2012,66866,2356
Somerville,Middlesex County,MA,Somerville,2011-2015,2013,73106,3115
Somerville,Middlesex County,MA,Somerville,2014-2018,2016,91168,5080
South Hadley,Hampshire County,MA,South Hadley,2013-2017,2015,66940,5419
South Hadley,Hampshire County,MA,South Hadley,2009-2013,2011,61793,3796
South Hadley,Hampshire County,MA,South Hadley,2011-2015,2013,60427,5285
South Hadley,Hampshire County,MA,South Hadley,2007-2011,2009,62532,3210
South Hadley,Hampshire County,MA,South Hadley,2008-2012,2010,61034,2172
South Hadley,Hampshire County,MA,South Hadley,2010-2014,2012,62803,4138
South Hadley,Hampshire County,MA,South Hadley,2006-2010,2008,62236,5170
South Hadley,Hampshire County,MA,South Hadley,2014-2018,2016,65898,6021
South Hadley,Hampshire County,MA,South Hadley,2012-2016,2014,62004,5306
Southampton,Hampshire County,MA,Southampton,2010-2014,2012,68693,13561
Southampton,Hampshire County,MA,Southampton,2011-2015,2013,79858,10310
Southampton,Hampshire County,MA,Southampton,2009-2013,2011,80000,16821
Southampton,Hampshire County,MA,Southampton,2007-2011,2009,76396,12049
Southampton,Hampshire County,MA,Southampton,2012-2016,2014,90318,12665
Southampton,Hampshire County,MA,Southampton,2008-2012,2010,76264,11167
Southampton,Hampshire County,MA,Southampton,2014-2018,2016,93854,16622
Southampton,Hampshire County,MA,Southampton,2006-2010,2008,80738,13243
Southampton,Hampshire County,MA,Southampton,2013-2017,2015,89423,20579
Southborough,Worcester County,MA,Southborough,2008-2012,2010,135603,12133
Southborough,Worcester County,MA,Southborough,2011-2015,2013,143916,6026
Southborough,Worcester County,MA,Southborough,2006-2010,2008,140184,15382
Southborough,Worcester County,MA,Southborough,2012-2016,2014,145455,9634
Southborough,Worcester County,MA,Southborough,2010-2014,2012,149375,13561
Southborough,Worcester County,MA,Southborough,2014-2018,2016,145079,11903
Southborough,Worcester County,MA,Southborough,2009-2013,2011,143581,12581
Southborough,Worcester County,MA,Southborough,2007-2011,2009,142520,17445
Southborough,Worcester County,MA,Southborough,2013-2017,2015,142426,11458
Southbridge,Worcester County,MA,Southbridge,2012-2016,2014,48762,2816
Southbridge,Worcester County,MA,Southbridge,2011-2015,2013,43870,3934
Southbridge,Worcester County,MA,Southbridge,2007-2011,2009,43965,3078
Southbridge,Worcester County,MA,Southbridge,2010-2014,2012,42376,4442
Southbridge,Worcester County,MA,Southbridge,2008-2012,2010,46955,5882
Southbridge,Worcester County,MA,Southbridge,2006-2010,2008,47234,3788
Southbridge,Worcester County,MA,Southbridge,2009-2013,2011,42471,3514
Southbridge,Worcester County,MA,Southbridge,2013-2017,2015,50202,3735
Southbridge,Worcester County,MA,Southbridge,2014-2018,2016,50787,3286
Southwick,Hampden County,MA,Southwick,2011-2015,2013,80444,6756
Southwick,Hampden County,MA,Southwick,2007-2011,2009,74721,4247
Southwick,Hampden County,MA,Southwick,2006-2010,2008,72331,3554
Southwick,Hampden County,MA,Southwick,2010-2014,2012,81967,3760
Southwick,Hampden County,MA,Southwick,2009-2013,2011,78476,5396
Southwick,Hampden County,MA,Southwick,2013-2017,2015,76737,6875
Southwick,Hampden County,MA,Southwick,2012-2016,2014,76576,7429
Southwick,Hampden County,MA,Southwick,2008-2012,2010,75743,7343
Southwick,Hampden County,MA,Southwick,2014-2018,2016,77734,10203
Spencer,Worcester County,MA,Spencer,2009-2013,2011,60197,8844
Spencer,Worcester County,MA,Spencer,2011-2015,2013,62901,6173
Spencer,Worcester County,MA,Spencer,2013-2017,2015,65386,5219
Spencer,Worcester County,MA,Spencer,2008-2012,2010,59359,9776
Spencer,Worcester County,MA,Spencer,2012-2016,2014,65858,7053
Spencer,Worcester County,MA,Spencer,2010-2014,2012,60943,8732
Spencer,Worcester County,MA,Spencer,2007-2011,2009,59420,8017
Spencer,Worcester County,MA,Spencer,2014-2018,2016,71830,6734
Spencer,Worcester County,MA,Spencer,2006-2010,2008,63761,5189
Springfield,Hampden County,MA,Springfield,2012-2016,2014,35742,1322
Springfield,Hampden County,MA,Springfield,2006-2010,2008,34628,971
Springfield,Hampden County,MA,Springfield,2009-2013,2011,34311,1133
Springfield,Hampden County,MA,Springfield,2013-2017,2015,37118,1309
Springfield,Hampden County,MA,Springfield,2011-2015,2013,34728,1310
Springfield,Hampden County,MA,Springfield,2008-2012,2010,35163,1126
Springfield,Hampden County,MA,Springfield,2014-2018,2016,36730,1186
Springfield,Hampden County,MA,Springfield,2010-2014,2012,34731,1024
Springfield,Hampden County,MA,Springfield,2007-2011,2009,35603,1067
Sterling,Worcester County,MA,Sterling,2009-2013,2011,98872,12005
Sterling,Worcester County,MA,Sterling,2008-2012,2010,102847,13697
Sterling,Worcester County,MA,Sterling,2006-2010,2008,102115,11502
Sterling,Worcester County,MA,Sterling,2007-2011,2009,102270,13859
Sterling,Worcester County,MA,Sterling,2012-2016,2014,104187,20721
Sterling,Worcester County,MA,Sterling,2011-2015,2013,87039,15632
Sterling,Worcester County,MA,Sterling,2013-2017,2015,102500,19827
Sterling,Worcester County,MA,Sterling,2010-2014,2012,90455,18466
Sterling,Worcester County,MA,Sterling,2014-2018,2016,107348,22224
Stockbridge,Berkshire County,MA,Stockbridge,2014-2018,2016,48493,13354
Stockbridge,Berkshire County,MA,Stockbridge,2012-2016,2014,56554,5766
Stockbridge,Berkshire County,MA,Stockbridge,2008-2012,2010,54952,12542
Stockbridge,Berkshire County,MA,Stockbridge,2007-2011,2009,53698,15570
Stockbridge,Berkshire County,MA,Stockbridge,2013-2017,2015,54438,10523
Stockbridge,Berkshire County,MA,Stockbridge,2009-2013,2011,58750,13524
Stockbridge,Berkshire County,MA,Stockbridge,2010-2014,2012,57981,11694
Stockbridge,Berkshire County,MA,Stockbridge,2006-2010,2008,55096,12403
Stockbridge,Berkshire County,MA,Stockbridge,2011-2015,2013,56027,8027
Stoneham,Middlesex County,MA,Stoneham,2008-2012,2010,72938,6484
Stoneham,Middlesex County,MA,Stoneham,2007-2011,2009,77476,3752
Stoneham,Middlesex County,MA,Stoneham,2009-2013,2011,76127,6757
Stoneham,Middlesex County,MA,Stoneham,2011-2015,2013,78099,5670
Stoneham,Middlesex County,MA,Stoneham,2013-2017,2015,90320,5547
Stoneham,Middlesex County,MA,Stoneham,2012-2016,2014,83783,6346
Stoneham,Middlesex County,MA,Stoneham,2006-2010,2008,76574,2802
Stoneham,Middlesex County,MA,Stoneham,2010-2014,2012,76218,6026
Stoneham,Middlesex County,MA,Stoneham,2014-2018,2016,94835,5719
Stoughton,Norfolk County,MA,Stoughton,2010-2014,2012,74688,4606
Stoughton,Norfolk County,MA,Stoughton,2006-2010,2008,67175,4384
Stoughton,Norfolk County,MA,Stoughton,2009-2013,2011,74262,5360
Stoughton,Norfolk County,MA,Stoughton,2007-2011,2009,68191,4523
Stoughton,Norfolk County,MA,Stoughton,2008-2012,2010,75095,5783
Stoughton,Norfolk County,MA,Stoughton,2014-2018,2016,79421,4473
Stoughton,Norfolk County,MA,Stoughton,2012-2016,2014,75109,4468
Stoughton,Norfolk County,MA,Stoughton,2013-2017,2015,78343,5397
Stoughton,Norfolk County,MA,Stoughton,2011-2015,2013,76179,4544
Stow,Middlesex County,MA,Stow,2008-2012,2010,112375,20914
Stow,Middlesex County,MA,Stow,2012-2016,2014,146799,21475
Stow,Middlesex County,MA,Stow,2007-2011,2009,112130,24958
Stow,Middlesex County,MA,Stow,2011-2015,2013,137551,16333
Stow,Middlesex County,MA,Stow,2010-2014,2012,131500,22912
Stow,Middlesex County,MA,Stow,2013-2017,2015,144766,16510
Stow,Middlesex County,MA,Stow,2006-2010,2008,117440,24538
Stow,Middlesex County,MA,Stow,2009-2013,2011,115714,18692
Stow,Middlesex County,MA,Stow,2014-2018,2016,145967,18568
Sturbridge,Worcester County,MA,Sturbridge,2014-2018,2016,91440,16817
Sturbridge,Worcester County,MA,Sturbridge,2007-2011,2009,79044,10437
Sturbridge,Worcester County,MA,Sturbridge,2012-2016,2014,85000,15958
Sturbridge,Worcester County,MA,Sturbridge,2009-2013,2011,77096,9046
Sturbridge,Worcester County,MA,Sturbridge,2013-2017,2015,84745,19502
Sturbridge,Worcester County,MA,Sturbridge,2008-2012,2010,83375,9351
Sturbridge,Worcester County,MA,Sturbridge,2006-2010,2008,71607,9103
Sturbridge,Worcester County,MA,Sturbridge,2011-2015,2013,83806,14420
Sturbridge,Worcester County,MA,Sturbridge,2010-2014,2012,79711,13036
Sudbury,Middlesex County,MA,Sudbury,2006-2010,2008,153295,9303
Sudbury,Middlesex County,MA,Sudbury,2010-2014,2012,169505,6790
Sudbury,Middlesex County,MA,Sudbury,2008-2012,2010,164337,8374
Sudbury,Middlesex County,MA,Sudbury,2014-2018,2016,176570,10277
Sudbury,Middlesex County,MA,Sudbury,2013-2017,2015,170945,10944
Sudbury,Middlesex County,MA,Sudbury,2007-2011,2009,159713,11056
Sudbury,Middlesex County,MA,Sudbury,2012-2016,2014,164013,7826
Sudbury,Middlesex County,MA,Sudbury,2009-2013,2011,170924,8810
Sudbury,Middlesex County,MA,Sudbury,2011-2015,2013,165745,10617
Sunderland,Franklin County,MA,Sunderland,2013-2017,2015,54886,13140
Sunderland,Franklin County,MA,Sunderland,2011-2015,2013,47688,13313
Sunderland,Franklin County,MA,Sunderland,2010-2014,2012,50417,12920
Sunderland,Franklin County,MA,Sunderland,2012-2016,2014,53934,12200
Sunderland,Franklin County,MA,Sunderland,2009-2013,2011,47000,12701
Sunderland,Franklin County,MA,Sunderland,2007-2011,2009,54208,7829
Sunderland,Franklin County,MA,Sunderland,2014-2018,2016,61102,7942
Sunderland,Franklin County,MA,Sunderland,2008-2012,2010,53938,10248
Sunderland,Franklin County,MA,Sunderland,2006-2010,2008,53945,8639
Sutton,Worcester County,MA,Sutton,2014-2018,2016,102439,10134
Sutton,Worcester County,MA,Sutton,2013-2017,2015,101315,4633
Sutton,Worcester County,MA,Sutton,2012-2016,2014,99580,9614
Sutton,Worcester County,MA,Sutton,2011-2015,2013,108615,8242
Sutton,Worcester County,MA,Sutton,2010-2014,2012,111804,6098
Sutton,Worcester County,MA,Sutton,2007-2011,2009,107500,9685
Sutton,Worcester County,MA,Sutton,2009-2013,2011,110362,8641
Sutton,Worcester County,MA,Sutton,2006-2010,2008,105164,16992
Sutton,Worcester County,MA,Sutton,2008-2012,2010,112286,8378
Swampscott,Essex County,MA,Swampscott,2012-2016,2014,103244,5441
Swampscott,Essex County,MA,Swampscott,2011-2015,2013,98612,5197
Swampscott,Essex County,MA,Swampscott,2013-2017,2015,105169,7057
Swampscott,Essex County,MA,Swampscott,2010-2014,2012,96494,6832
Swampscott,Essex County,MA,Swampscott,2014-2018,2016,113422,8821
Swampscott,Essex County,MA,Swampscott,2006-2010,2008,90763,7323
Swampscott,Essex County,MA,Swampscott,2009-2013,2011,92258,7954
Swampscott,Essex County,MA,Swampscott,2008-2012,2010,93281,7313
Swampscott,Essex County,MA,Swampscott,2007-2011,2009,90148,7978
Swansea,Bristol County,MA,Swansea,2010-2014,2012,77345,4155
Swansea,Bristol County,MA,Swansea,2009-2013,2011,70991,6233
Swansea,Bristol County,MA,Swansea,2008-2012,2010,71926,6500
Swansea,Bristol County,MA,Swansea,2013-2017,2015,81125,7120
Swansea,Bristol County,MA,Swansea,2012-2016,2014,77531,5955
Swansea,Bristol County,MA,Swansea,2011-2015,2013,73168,5577
Swansea,Bristol County,MA,Swansea,2014-2018,2016,83010,6888
Swansea,Bristol County,MA,Swansea,2006-2010,2008,68773,4168
Swansea,Bristol County,MA,Swansea,2007-2011,2009,71716,4045
Taunton,Bristol County,MA,Taunton,2009-2013,2011,51637,1847
Taunton,Bristol County,MA,Taunton,2008-2012,2010,53631,1896
Taunton,Bristol County,MA,Taunton,2012-2016,2014,54785,3359
Taunton,Bristol County,MA,Taunton,2010-2014,2012,52225,1847
Taunton,Bristol County,MA,Taunton,2013-2017,2015,56797,4341
Taunton,Bristol County,MA,Taunton,2014-2018,2016,62185,4419
Taunton,Bristol County,MA,Taunton,2007-2011,2009,53401,2751
Taunton,Bristol County,MA,Taunton,2011-2015,2013,53058,3341
Taunton,Bristol County,MA,Taunton,2006-2010,2008,53600,2300
Templeton,Worcester County,MA,Templeton,2013-2017,2015,67517,10661
Templeton,Worcester County,MA,Templeton,2007-2011,2009,70116,6045
Templeton,Worcester County,MA,Templeton,2011-2015,2013,65194,7734
Templeton,Worcester County,MA,Templeton,2010-2014,2012,68929,7424
Templeton,Worcester County,MA,Templeton,2008-2012,2010,68942,6642
Templeton,Worcester County,MA,Templeton,2009-2013,2011,65165,9538
Templeton,Worcester County,MA,Templeton,2006-2010,2008,66138,5185
Templeton,Worcester County,MA,Templeton,2012-2016,2014,67515,10963
Templeton,Worcester County,MA,Templeton,2014-2018,2016,70030,11247
Tewksbury,Middlesex County,MA,Tewksbury,2006-2010,2008,84149,5367
Tewksbury,Middlesex County,MA,Tewksbury,2014-2018,2016,97584,3682
Tewksbury,Middlesex County,MA,Tewksbury,2013-2017,2015,93817,5279
Tewksbury,Middlesex County,MA,Tewksbury,2012-2016,2014,92897,4773
Tewksbury,Middlesex County,MA,Tewksbury,2011-2015,2013,90484,5289
Tewksbury,Middlesex County,MA,Tewksbury,2007-2011,2009,86378,4335
Tewksbury,Middlesex County,MA,Tewksbury,2009-2013,2011,89241,6452
Tewksbury,Middlesex County,MA,Tewksbury,2010-2014,2012,87496,4828
Tewksbury,Middlesex County,MA,Tewksbury,2008-2012,2010,87488,4758
Tisbury,Dukes County,MA,Tisbury,2006-2010,2008,58551,8858
Tisbury,Dukes County,MA,Tisbury,2012-2016,2014,46816,7642
Tisbury,Dukes County,MA,Tisbury,2011-2015,2013,42180,12470
Tisbury,Dukes County,MA,Tisbury,2007-2011,2009,54762,20130
Tisbury,Dukes County,MA,Tisbury,2014-2018,2016,50301,7461
Tisbury,Dukes County,MA,Tisbury,2010-2014,2012,42727,13302
Tisbury,Dukes County,MA,Tisbury,2013-2017,2015,48869,11170
Tisbury,Dukes County,MA,Tisbury,2009-2013,2011,48935,23947
Tisbury,Dukes County,MA,Tisbury,2008-2012,2010,56477,19090
Tolland,Hampden County,MA,Tolland,2013-2017,2015,90417,21623
Tolland,Hampden County,MA,Tolland,2012-2016,2014,84500,10442
Tolland,Hampden County,MA,Tolland,2006-2010,2008,55714,14982
Tolland,Hampden County,MA,Tolland,2011-2015,2013,87292,15884
Tolland,Hampden County,MA,Tolland,2007-2011,2009,67083,15162
Tolland,Hampden County,MA,Tolland,2008-2012,2010,77500,11919
Tolland,Hampden County,MA,Tolland,2014-2018,2016,101563,27585
Tolland,Hampden County,MA,Tolland,2010-2014,2012,85750,11244
Tolland,Hampden County,MA,Tolland,2009-2013,2011,81667,11200
Topsfield,Essex County,MA,Topsfield,2011-2015,2013,114565,35509
Topsfield,Essex County,MA,Topsfield,2010-2014,2012,121157,22285
Topsfield,Essex County,MA,Topsfield,2013-2017,2015,131387,14580
Topsfield,Essex County,MA,Topsfield,2006-2010,2008,115015,11159
Topsfield,Essex County,MA,Topsfield,2008-2012,2010,117771,17378
Topsfield,Essex County,MA,Topsfield,2009-2013,2011,111696,18608
Topsfield,Essex County,MA,Topsfield,2007-2011,2009,116122,12143
Topsfield,Essex County,MA,Topsfield,2012-2016,2014,128283,12557
Topsfield,Essex County,MA,Topsfield,2014-2018,2016,136812,16970
Townsend,Middlesex County,MA,Townsend,2006-2010,2008,76533,4767
Townsend,Middlesex County,MA,Townsend,2010-2014,2012,82674,7526
Townsend,Middlesex County,MA,Townsend,2011-2015,2013,81047,5179
Townsend,Middlesex County,MA,Townsend,2007-2011,2009,76250,5790
Townsend,Middlesex County,MA,Townsend,2012-2016,2014,82519,5122
Townsend,Middlesex County,MA,Townsend,2014-2018,2016,85462,7489
Townsend,Middlesex County,MA,Townsend,2013-2017,2015,84630,7378
Townsend,Middlesex County,MA,Townsend,2009-2013,2011,80162,4970
Townsend,Middlesex County,MA,Townsend,2008-2012,2010,79972,5521
Truro,Barnstable County,MA,Truro,2012-2016,2014,62051,3153
Truro,Barnstable County,MA,Truro,2006-2010,2008,80425,34351
Truro,Barnstable County,MA,Truro,2010-2014,2012,58060,9799
Truro,Barnstable County,MA,Truro,2013-2017,2015,62844,12976
Truro,Barnstable County,MA,Truro,2009-2013,2011,57578,9652
Truro,Barnstable County,MA,Truro,2008-2012,2010,81964,35577
Truro,Barnstable County,MA,Truro,2014-2018,2016,65446,10571
Truro,Barnstable County,MA,Truro,2011-2015,2013,60432,4814
Truro,Barnstable County,MA,Truro,2007-2011,2009,71964,38247
Tyngsborough,Middlesex County,MA,Tyngsborough,2012-2016,2014,99325,18434
Tyngsborough,Middlesex County,MA,Tyngsborough,2010-2014,2012,93108,13846
Tyngsborough,Middlesex County,MA,Tyngsborough,2008-2012,2010,104888,9069
Tyngsborough,Middlesex County,MA,Tyngsborough,2007-2011,2009,101103,11117
Tyngsborough,Middlesex County,MA,Tyngsborough,2014-2018,2016,109652,8976
Tyngsborough,Middlesex County,MA,Tyngsborough,2009-2013,2011,90987,14126
Tyngsborough,Middlesex County,MA,Tyngsborough,2011-2015,2013,106290,13894
Tyngsborough,Middlesex County,MA,Tyngsborough,2006-2010,2008,95568,9797
Tyngsborough,Middlesex County,MA,Tyngsborough,2013-2017,2015,101303,12013
Tyringham,Berkshire County,MA,Tyringham,2014-2018,2016,78750,14002
Tyringham,Berkshire County,MA,Tyringham,2007-2011,2009,94375,29905
Tyringham,Berkshire County,MA,Tyringham,2006-2010,2008,93750,23866
Tyringham,Berkshire County,MA,Tyringham,2009-2013,2011,75938,10486
