Municipal,County,State,Region,Five.Year.Range,Median.Rent.2018.Dollar,Rent.Margin.of.Error.2018.Dollar
Saugus,Essex County,MA,Saugus,2009-2013,1055,110
Saugus,Essex County,MA,Saugus,2007-2011,1049,77
Savoy,Berkshire County,MA,Savoy,2009-2013,572,192
Savoy,Berkshire County,MA,Savoy,2012-2016,573,477
Savoy,Berkshire County,MA,Savoy,2007-2011,568,60
Savoy,Berkshire County,MA,Savoy,2010-2014,636,281
Savoy,Berkshire County,MA,Savoy,2008-2012,574,52
Savoy,Berkshire County,MA,Savoy,2006-2010,567,43
Savoy,Berkshire County,MA,Savoy,2018,-666666666,-222222222
Savoy,Berkshire County,MA,Savoy,2013-2017,679,432
Savoy,Berkshire County,MA,Savoy,2011-2015,575,304
Scituate,Plymouth County,MA,Scituate,2018,1115,167
Scituate,Plymouth County,MA,Scituate,2008-2012,955,106
Scituate,Plymouth County,MA,Scituate,2006-2010,1059,214
Scituate,Plymouth County,MA,Scituate,2010-2014,966,158
Scituate,Plymouth County,MA,Scituate,2007-2011,987,166
Scituate,Plymouth County,MA,Scituate,2011-2015,1018,239
Scituate,Plymouth County,MA,Scituate,2009-2013,950,257
Scituate,Plymouth County,MA,Scituate,2013-2017,1101,194
Scituate,Plymouth County,MA,Scituate,2012-2016,1126,353
Seekonk,Bristol County,MA,Seekonk,2018,939,237
Seekonk,Bristol County,MA,Seekonk,2012-2016,1025,221
Seekonk,Bristol County,MA,Seekonk,2011-2015,933,292
Seekonk,Bristol County,MA,Seekonk,2013-2017,1000,258
Seekonk,Bristol County,MA,Seekonk,2010-2014,946,317
Seekonk,Bristol County,MA,Seekonk,2009-2013,1067,411
Seekonk,Bristol County,MA,Seekonk,2008-2012,1013,118
Seekonk,Bristol County,MA,Seekonk,2006-2010,1046,155
Seekonk,Bristol County,MA,Seekonk,2007-2011,986,96
Sharon,Norfolk County,MA,Sharon,2011-2015,1550,189
Sharon,Norfolk County,MA,Sharon,2013-2017,1650,238
Sharon,Norfolk County,MA,Sharon,2010-2014,1510,195
Sharon,Norfolk County,MA,Sharon,2008-2012,1321,173
Sharon,Norfolk County,MA,Sharon,2018,1503,267
Sharon,Norfolk County,MA,Sharon,2009-2013,1603,188
Sharon,Norfolk County,MA,Sharon,2007-2011,1296,170
Sharon,Norfolk County,MA,Sharon,2012-2016,1591,202
Sharon,Norfolk County,MA,Sharon,2006-2010,1170,173
Sheffield,Berkshire County,MA,Sheffield,2009-2013,850,101
Sheffield,Berkshire County,MA,Sheffield,2018,1061,680
Sheffield,Berkshire County,MA,Sheffield,2008-2012,851,106
Sheffield,Berkshire County,MA,Sheffield,2012-2016,834,110
Sheffield,Berkshire County,MA,Sheffield,2013-2017,897,154
Sheffield,Berkshire County,MA,Sheffield,2007-2011,754,403
Sheffield,Berkshire County,MA,Sheffield,2006-2010,532,288
Sheffield,Berkshire County,MA,Sheffield,2010-2014,814,119
Sheffield,Berkshire County,MA,Sheffield,2011-2015,832,140
Shelburne,Franklin County,MA,Shelburne,2012-2016,739,65
Shelburne,Franklin County,MA,Shelburne,2013-2017,729,55
Shelburne,Franklin County,MA,Shelburne,2011-2015,750,73
Shelburne,Franklin County,MA,Shelburne,2010-2014,758,60
Shelburne,Franklin County,MA,Shelburne,2009-2013,834,60
Shelburne,Franklin County,MA,Shelburne,2006-2010,844,122
Shelburne,Franklin County,MA,Shelburne,2018,692,65
Shelburne,Franklin County,MA,Shelburne,2008-2012,859,72
Shelburne,Franklin County,MA,Shelburne,2007-2011,899,84
Sherborn,Middlesex County,MA,Sherborn,2010-2014,1519,672
Sherborn,Middlesex County,MA,Sherborn,2013-2017,1173,396
Sherborn,Middlesex County,MA,Sherborn,2008-2012,2039,652
Sherborn,Middlesex County,MA,Sherborn,2006-2010,1542,1199
Sherborn,Middlesex County,MA,Sherborn,2018,1216,165
Sherborn,Middlesex County,MA,Sherborn,2011-2015,1279,308
Sherborn,Middlesex County,MA,Sherborn,2007-2011,2012,659
Sherborn,Middlesex County,MA,Sherborn,2009-2013,1641,725
Sherborn,Middlesex County,MA,Sherborn,2012-2016,1133,415
Shirley,Middlesex County,MA,Shirley,2007-2011,1141,344
Shirley,Middlesex County,MA,Shirley,2018,734,157
Shirley,Middlesex County,MA,Shirley,2010-2014,1064,212
Shirley,Middlesex County,MA,Shirley,2008-2012,1152,230
Shirley,Middlesex County,MA,Shirley,2006-2010,1070,252
Shirley,Middlesex County,MA,Shirley,2013-2017,861,149
Shirley,Middlesex County,MA,Shirley,2012-2016,910,149
Shirley,Middlesex County,MA,Shirley,2011-2015,920,142
Shirley,Middlesex County,MA,Shirley,2009-2013,1071,260
Shrewsbury,Worcester County,MA,Shrewsbury,2009-2013,1125,70
Shrewsbury,Worcester County,MA,Shrewsbury,2013-2017,1178,50
Shrewsbury,Worcester County,MA,Shrewsbury,2010-2014,1165,67
Shrewsbury,Worcester County,MA,Shrewsbury,2007-2011,1153,55
Shrewsbury,Worcester County,MA,Shrewsbury,2018,1239,67
Shrewsbury,Worcester County,MA,Shrewsbury,2008-2012,1155,56
Shrewsbury,Worcester County,MA,Shrewsbury,2006-2010,1195,51
Shrewsbury,Worcester County,MA,Shrewsbury,2011-2015,1135,71
Shrewsbury,Worcester County,MA,Shrewsbury,2012-2016,1168,53
Shutesbury,Franklin County,MA,Shutesbury,2008-2012,1042,56
Shutesbury,Franklin County,MA,Shutesbury,2013-2017,1201,188
Shutesbury,Franklin County,MA,Shutesbury,2012-2016,1112,182
Shutesbury,Franklin County,MA,Shutesbury,2010-2014,1061,92
Shutesbury,Franklin County,MA,Shutesbury,2011-2015,1111,160
Shutesbury,Franklin County,MA,Shutesbury,2018,1225,221
Shutesbury,Franklin County,MA,Shutesbury,2009-2013,1053,68
Shutesbury,Franklin County,MA,Shutesbury,2007-2011,1001,155
Shutesbury,Franklin County,MA,Shutesbury,2006-2010,955,155
Somerset,Bristol County,MA,Somerset,2010-2014,899,27
Somerset,Bristol County,MA,Somerset,2018,943,23
Somerset,Bristol County,MA,Somerset,2012-2016,909,33
Somerset,Bristol County,MA,Somerset,2011-2015,912,33
Somerset,Bristol County,MA,Somerset,2007-2011,857,37
Somerset,Bristol County,MA,Somerset,2009-2013,919,24
Somerset,Bristol County,MA,Somerset,2008-2012,897,35
Somerset,Bristol County,MA,Somerset,2006-2010,866,48
Somerset,Bristol County,MA,Somerset,2013-2017,951,36
Somerville,Middlesex County,MA,Somerville,2007-2011,1366,30
Somerville,Middlesex County,MA,Somerville,2012-2016,1503,30
Somerville,Middlesex County,MA,Somerville,2008-2012,1366,23
Somerville,Middlesex County,MA,Somerville,2018,1637,34
Somerville,Middlesex County,MA,Somerville,2011-2015,1454,24
Somerville,Middlesex County,MA,Somerville,2006-2010,1353,30
Somerville,Middlesex County,MA,Somerville,2013-2017,1594,36
Somerville,Middlesex County,MA,Somerville,2009-2013,1379,32
Somerville,Middlesex County,MA,Somerville,2010-2014,1413,29
South Hadley,Hampshire County,MA,South Hadley,2013-2017,891,51
South Hadley,Hampshire County,MA,South Hadley,2018,895,52
South Hadley,Hampshire County,MA,South Hadley,2011-2015,863,43
South Hadley,Hampshire County,MA,South Hadley,2010-2014,843,66
South Hadley,Hampshire County,MA,South Hadley,2012-2016,880,49
South Hadley,Hampshire County,MA,South Hadley,2009-2013,786,30
South Hadley,Hampshire County,MA,South Hadley,2008-2012,750,22
South Hadley,Hampshire County,MA,South Hadley,2006-2010,820,90
South Hadley,Hampshire County,MA,South Hadley,2007-2011,784,44
Southampton,Hampshire County,MA,Southampton,2010-2014,896,76
Southampton,Hampshire County,MA,Southampton,2011-2015,907,56
Southampton,Hampshire County,MA,Southampton,2009-2013,1022,564
Southampton,Hampshire County,MA,Southampton,2008-2012,972,359
Southampton,Hampshire County,MA,Southampton,2012-2016,895,60
Southampton,Hampshire County,MA,Southampton,2018,861,166
Southampton,Hampshire County,MA,Southampton,2006-2010,994,622
Southampton,Hampshire County,MA,Southampton,2007-2011,985,549
Southampton,Hampshire County,MA,Southampton,2013-2017,866,57
Southborough,Worcester County,MA,Southborough,2012-2016,1141,265
Southborough,Worcester County,MA,Southborough,2010-2014,1180,308
Southborough,Worcester County,MA,Southborough,2007-2011,1208,164
Southborough,Worcester County,MA,Southborough,2018,1061,638
Southborough,Worcester County,MA,Southborough,2013-2017,907,300
Southborough,Worcester County,MA,Southborough,2008-2012,1241,124
Southborough,Worcester County,MA,Southborough,2006-2010,1198,396
Southborough,Worcester County,MA,Southborough,2009-2013,1303,170
Southborough,Worcester County,MA,Southborough,2011-2015,1066,393
Southbridge,Worcester County,MA,Southbridge,2011-2015,762,21
Southbridge,Worcester County,MA,Southbridge,2010-2014,759,29
Southbridge,Worcester County,MA,Southbridge,2007-2011,783,38
Southbridge,Worcester County,MA,Southbridge,2009-2013,774,24
Southbridge,Worcester County,MA,Southbridge,2006-2010,785,52
Southbridge,Worcester County,MA,Southbridge,2013-2017,749,16
Southbridge,Worcester County,MA,Southbridge,2008-2012,771,28
Southbridge,Worcester County,MA,Southbridge,2018,751,13
Southbridge,Worcester County,MA,Southbridge,2012-2016,769,17
Southwick,Hampden County,MA,Southwick,2018,876,76
Southwick,Hampden County,MA,Southwick,2009-2013,826,45
Southwick,Hampden County,MA,Southwick,2007-2011,796,56
Southwick,Hampden County,MA,Southwick,2008-2012,826,106
Southwick,Hampden County,MA,Southwick,2012-2016,864,117
Southwick,Hampden County,MA,Southwick,2011-2015,866,89
Southwick,Hampden County,MA,Southwick,2013-2017,882,77
Southwick,Hampden County,MA,Southwick,2006-2010,806,55
Southwick,Hampden County,MA,Southwick,2010-2014,818,50
Spencer,Worcester County,MA,Spencer,2010-2014,749,77
Spencer,Worcester County,MA,Spencer,2009-2013,749,81
Spencer,Worcester County,MA,Spencer,2013-2017,740,51
Spencer,Worcester County,MA,Spencer,2012-2016,681,69
Spencer,Worcester County,MA,Spencer,2007-2011,764,33
Spencer,Worcester County,MA,Spencer,2018,734,50
Spencer,Worcester County,MA,Spencer,2008-2012,746,42
Spencer,Worcester County,MA,Spencer,2011-2015,703,73
Spencer,Worcester County,MA,Spencer,2006-2010,781,33
Springfield,Hampden County,MA,Springfield,2006-2010,711,13
Springfield,Hampden County,MA,Springfield,2010-2014,721,18
Springfield,Hampden County,MA,Springfield,2009-2013,718,17
Springfield,Hampden County,MA,Springfield,2007-2011,707,15
Springfield,Hampden County,MA,Springfield,2018,711,14
Springfield,Hampden County,MA,Springfield,2012-2016,736,17
Springfield,Hampden County,MA,Springfield,2011-2015,727,20
Springfield,Hampden County,MA,Springfield,2013-2017,729,17
Springfield,Hampden County,MA,Springfield,2008-2012,701,17
Sterling,Worcester County,MA,Sterling,2011-2015,1113,144
Sterling,Worcester County,MA,Sterling,2008-2012,960,89
Sterling,Worcester County,MA,Sterling,2007-2011,956,74
Sterling,Worcester County,MA,Sterling,2009-2013,1124,234
Sterling,Worcester County,MA,Sterling,2010-2014,1096,154
Sterling,Worcester County,MA,Sterling,2018,1042,201
Sterling,Worcester County,MA,Sterling,2012-2016,1148,86
Sterling,Worcester County,MA,Sterling,2006-2010,962,75
Sterling,Worcester County,MA,Sterling,2013-2017,1138,104
Stockbridge,Berkshire County,MA,Stockbridge,2008-2012,856,189
Stockbridge,Berkshire County,MA,Stockbridge,2007-2011,883,259
Stockbridge,Berkshire County,MA,Stockbridge,2018,745,84
Stockbridge,Berkshire County,MA,Stockbridge,2010-2014,909,84
Stockbridge,Berkshire County,MA,Stockbridge,2013-2017,787,145
Stockbridge,Berkshire County,MA,Stockbridge,2011-2015,925,140
Stockbridge,Berkshire County,MA,Stockbridge,2006-2010,926,162
Stockbridge,Berkshire County,MA,Stockbridge,2012-2016,865,128
Stockbridge,Berkshire County,MA,Stockbridge,2009-2013,890,97
Stoneham,Middlesex County,MA,Stoneham,2008-2012,1200,52
Stoneham,Middlesex County,MA,Stoneham,2013-2017,1307,77
Stoneham,Middlesex County,MA,Stoneham,2007-2011,1202,64
Stoneham,Middlesex County,MA,Stoneham,2011-2015,1252,69
Stoneham,Middlesex County,MA,Stoneham,2018,1340,68
Stoneham,Middlesex County,MA,Stoneham,2006-2010,1245,51
Stoneham,Middlesex County,MA,Stoneham,2012-2016,1350,62
Stoneham,Middlesex County,MA,Stoneham,2009-2013,1230,45
Stoneham,Middlesex County,MA,Stoneham,2010-2014,1216,65
Stoughton,Norfolk County,MA,Stoughton,2010-2014,1111,62
Stoughton,Norfolk County,MA,Stoughton,2008-2012,1081,112
Stoughton,Norfolk County,MA,Stoughton,2009-2013,1136,67
Stoughton,Norfolk County,MA,Stoughton,2007-2011,1101,129
Stoughton,Norfolk County,MA,Stoughton,2018,1248,76
Stoughton,Norfolk County,MA,Stoughton,2012-2016,1164,59
Stoughton,Norfolk County,MA,Stoughton,2013-2017,1218,73
Stoughton,Norfolk County,MA,Stoughton,2011-2015,1139,59
Stoughton,Norfolk County,MA,Stoughton,2006-2010,1154,102
Stow,Middlesex County,MA,Stow,2008-2012,1534,218
Stow,Middlesex County,MA,Stow,2007-2011,1392,274
Stow,Middlesex County,MA,Stow,2006-2010,1633,341
Stow,Middlesex County,MA,Stow,2009-2013,1467,389
Stow,Middlesex County,MA,Stow,2018,1315,143
Stow,Middlesex County,MA,Stow,2012-2016,1652,534
Stow,Middlesex County,MA,Stow,2011-2015,1471,356
Stow,Middlesex County,MA,Stow,2010-2014,1361,469
Stow,Middlesex County,MA,Stow,2013-2017,1544,423
Sturbridge,Worcester County,MA,Sturbridge,2007-2011,710,457
Sturbridge,Worcester County,MA,Sturbridge,2013-2017,855,305
Sturbridge,Worcester County,MA,Sturbridge,2011-2015,705,154
Sturbridge,Worcester County,MA,Sturbridge,2009-2013,753,453
Sturbridge,Worcester County,MA,Sturbridge,2018,1010,283
Sturbridge,Worcester County,MA,Sturbridge,2012-2016,731,383
Sturbridge,Worcester County,MA,Sturbridge,2010-2014,730,339
Sturbridge,Worcester County,MA,Sturbridge,2006-2010,947,140
Sturbridge,Worcester County,MA,Sturbridge,2008-2012,701,560
Sudbury,Middlesex County,MA,Sudbury,2007-2011,384,783
Sudbury,Middlesex County,MA,Sudbury,2006-2010,340,383
Sudbury,Middlesex County,MA,Sudbury,2009-2013,567,278
Sudbury,Middlesex County,MA,Sudbury,2008-2012,533,307
Sudbury,Middlesex County,MA,Sudbury,2013-2017,942,160
Sudbury,Middlesex County,MA,Sudbury,2010-2014,523,191
Sudbury,Middlesex County,MA,Sudbury,2018,950,107
Sudbury,Middlesex County,MA,Sudbury,2012-2016,766,473
Sudbury,Middlesex County,MA,Sudbury,2011-2015,497,118
Sunderland,Franklin County,MA,Sunderland,2013-2017,1236,77
Sunderland,Franklin County,MA,Sunderland,2011-2015,1175,96
Sunderland,Franklin County,MA,Sunderland,2008-2012,1119,59
Sunderland,Franklin County,MA,Sunderland,2010-2014,1159,86
Sunderland,Franklin County,MA,Sunderland,2006-2010,1147,59
Sunderland,Franklin County,MA,Sunderland,2012-2016,1177,101
Sunderland,Franklin County,MA,Sunderland,2018,1283,116
Sunderland,Franklin County,MA,Sunderland,2007-2011,1126,54
Sunderland,Franklin County,MA,Sunderland,2009-2013,1132,81
Sutton,Worcester County,MA,Sutton,2013-2017,721,152
Sutton,Worcester County,MA,Sutton,2011-2015,773,71
Sutton,Worcester County,MA,Sutton,2018,719,50
Sutton,Worcester County,MA,Sutton,2006-2010,836,48
Sutton,Worcester County,MA,Sutton,2012-2016,753,69
Sutton,Worcester County,MA,Sutton,2010-2014,799,88
Sutton,Worcester County,MA,Sutton,2009-2013,817,93
Sutton,Worcester County,MA,Sutton,2008-2012,845,114
Sutton,Worcester County,MA,Sutton,2007-2011,826,61
Swampscott,Essex County,MA,Swampscott,2011-2015,1237,137
Swampscott,Essex County,MA,Swampscott,2012-2016,1270,142
Swampscott,Essex County,MA,Swampscott,2010-2014,1226,109
Swampscott,Essex County,MA,Swampscott,2008-2012,1299,90
Swampscott,Essex County,MA,Swampscott,2009-2013,1236,92
Swampscott,Essex County,MA,Swampscott,2006-2010,1346,93
Swampscott,Essex County,MA,Swampscott,2013-2017,1396,166
Swampscott,Essex County,MA,Swampscott,2018,1523,158
Swampscott,Essex County,MA,Swampscott,2007-2011,1347,113
Swansea,Bristol County,MA,Swansea,2018,817,158
Swansea,Bristol County,MA,Swansea,2009-2013,780,23
Swansea,Bristol County,MA,Swansea,2013-2017,813,89
Swansea,Bristol County,MA,Swansea,2012-2016,847,96
Swansea,Bristol County,MA,Swansea,2010-2014,792,91
Swansea,Bristol County,MA,Swansea,2008-2012,805,156
Swansea,Bristol County,MA,Swansea,2011-2015,853,130
Swansea,Bristol County,MA,Swansea,2007-2011,884,147
Swansea,Bristol County,MA,Swansea,2006-2010,872,164
Taunton,Bristol County,MA,Taunton,2010-2014,854,25
Taunton,Bristol County,MA,Taunton,2018,872,34
Taunton,Bristol County,MA,Taunton,2006-2010,895,22
Taunton,Bristol County,MA,Taunton,2011-2015,866,21
Taunton,Bristol County,MA,Taunton,2009-2013,845,52
Taunton,Bristol County,MA,Taunton,2013-2017,866,28
Taunton,Bristol County,MA,Taunton,2007-2011,874,33
Taunton,Bristol County,MA,Taunton,2008-2012,849,33
Taunton,Bristol County,MA,Taunton,2012-2016,857,27
Templeton,Worcester County,MA,Templeton,2013-2017,795,89
Templeton,Worcester County,MA,Templeton,2010-2014,559,307
Templeton,Worcester County,MA,Templeton,2018,757,169
Templeton,Worcester County,MA,Templeton,2011-2015,821,364
Templeton,Worcester County,MA,Templeton,2009-2013,849,122
Templeton,Worcester County,MA,Templeton,2012-2016,806,326
Templeton,Worcester County,MA,Templeton,2008-2012,869,192
Templeton,Worcester County,MA,Templeton,2007-2011,813,270
Templeton,Worcester County,MA,Templeton,2006-2010,736,278
Tewksbury,Middlesex County,MA,Tewksbury,2013-2017,1582,95
Tewksbury,Middlesex County,MA,Tewksbury,2009-2013,1324,125
Tewksbury,Middlesex County,MA,Tewksbury,2007-2011,1280,80
Tewksbury,Middlesex County,MA,Tewksbury,2006-2010,1254,122
Tewksbury,Middlesex County,MA,Tewksbury,2010-2014,1436,104
Tewksbury,Middlesex County,MA,Tewksbury,2011-2015,1476,91
Tewksbury,Middlesex County,MA,Tewksbury,2012-2016,1484,125
Tewksbury,Middlesex County,MA,Tewksbury,2008-2012,1289,89
Tewksbury,Middlesex County,MA,Tewksbury,2018,1619,97
Tisbury,Dukes County,MA,Tisbury,2006-2010,1229,496
Tisbury,Dukes County,MA,Tisbury,2007-2011,1273,478
Tisbury,Dukes County,MA,Tisbury,2010-2014,1201,189
Tisbury,Dukes County,MA,Tisbury,2012-2016,1168,240
Tisbury,Dukes County,MA,Tisbury,2018,1156,169
Tisbury,Dukes County,MA,Tisbury,2009-2013,1113,198
Tisbury,Dukes County,MA,Tisbury,2013-2017,1180,199
Tisbury,Dukes County,MA,Tisbury,2011-2015,1151,143
Tisbury,Dukes County,MA,Tisbury,2008-2012,1195,273
Tolland,Hampden County,MA,Tolland,2008-2012,1140,277
Tolland,Hampden County,MA,Tolland,2012-2016,1112,205
Tolland,Hampden County,MA,Tolland,2009-2013,-718607582,-239535861
Tolland,Hampden County,MA,Tolland,2018,1303,389
Tolland,Hampden County,MA,Tolland,2011-2015,866,351
Tolland,Hampden County,MA,Tolland,2010-2014,875,447
Tolland,Hampden County,MA,Tolland,2013-2017,1095,219
Tolland,Hampden County,MA,Tolland,2006-2010,1005,189
Tolland,Hampden County,MA,Tolland,2007-2011,1061,442
Topsfield,Essex County,MA,Topsfield,2008-2012,914,860
Topsfield,Essex County,MA,Topsfield,2018,-666666666,-222222222
Topsfield,Essex County,MA,Topsfield,2006-2010,586,478
Topsfield,Essex County,MA,Topsfield,2011-2015,NA,NA
Topsfield,Essex County,MA,Topsfield,2013-2017,320,148
Topsfield,Essex County,MA,Topsfield,2007-2011,424,159
Topsfield,Essex County,MA,Topsfield,2010-2014,940,850
Topsfield,Essex County,MA,Topsfield,2009-2013,923,1030
Topsfield,Essex County,MA,Topsfield,2012-2016,-697498131,-232499377
Townsend,Middlesex County,MA,Townsend,2009-2013,829,58
Townsend,Middlesex County,MA,Townsend,2018,775,35
Townsend,Middlesex County,MA,Townsend,2007-2011,875,104
Townsend,Middlesex County,MA,Townsend,2006-2010,857,55
Townsend,Middlesex County,MA,Townsend,2010-2014,780,55
Townsend,Middlesex County,MA,Townsend,2013-2017,791,31
Townsend,Middlesex County,MA,Townsend,2011-2015,786,41
Townsend,Middlesex County,MA,Townsend,2012-2016,765,29
Townsend,Middlesex County,MA,Townsend,2008-2012,793,61
Truro,Barnstable County,MA,Truro,2012-2016,795,295
Truro,Barnstable County,MA,Truro,2018,932,618
Truro,Barnstable County,MA,Truro,2006-2010,804,272
Truro,Barnstable County,MA,Truro,2010-2014,783,115
Truro,Barnstable County,MA,Truro,2011-2015,678,316
Truro,Barnstable County,MA,Truro,2008-2012,791,284
Truro,Barnstable County,MA,Truro,2013-2017,930,329
Truro,Barnstable County,MA,Truro,2009-2013,832,319
Truro,Barnstable County,MA,Truro,2007-2011,778,304
Tyngsborough,Middlesex County,MA,Tyngsborough,2018,955,248
Tyngsborough,Middlesex County,MA,Tyngsborough,2006-2010,1068,82
Tyngsborough,Middlesex County,MA,Tyngsborough,2008-2012,955,174
Tyngsborough,Middlesex County,MA,Tyngsborough,2009-2013,1011,170
Tyngsborough,Middlesex County,MA,Tyngsborough,2012-2016,930,327
Tyngsborough,Middlesex County,MA,Tyngsborough,2011-2015,1058,196
Tyngsborough,Middlesex County,MA,Tyngsborough,2010-2014,980,181
Tyngsborough,Middlesex County,MA,Tyngsborough,2007-2011,1027,100
Tyngsborough,Middlesex County,MA,Tyngsborough,2013-2017,1047,220
Tyringham,Berkshire County,MA,Tyringham,2007-2011,1187,319
Tyringham,Berkshire County,MA,Tyringham,2018,-666666666,-222222222
Tyringham,Berkshire County,MA,Tyringham,2009-2013,1119,461
Tyringham,Berkshire County,MA,Tyringham,2008-2012,1155,690
Tyringham,Berkshire County,MA,Tyringham,2006-2010,1241,972
Tyringham,Berkshire County,MA,Tyringham,2011-2015,1086,749
Tyringham,Berkshire County,MA,Tyringham,2010-2014,1132,303
Tyringham,Berkshire County,MA,Tyringham,2013-2017,956,765
Tyringham,Berkshire County,MA,Tyringham,2012-2016,1099,604
Upton,Worcester County,MA,Upton,2009-2013,938,57
Upton,Worcester County,MA,Upton,2018,771,238
Upton,Worcester County,MA,Upton,2011-2015,896,51
Upton,Worcester County,MA,Upton,2007-2011,998,140
Upton,Worcester County,MA,Upton,2006-2010,1071,251
Upton,Worcester County,MA,Upton,2008-2012,961,82
Upton,Worcester County,MA,Upton,2012-2016,899,99
Upton,Worcester County,MA,Upton,2010-2014,892,36
Upton,Worcester County,MA,Upton,2013-2017,826,218
Uxbridge,Worcester County,MA,Uxbridge,2008-2012,991,139
Uxbridge,Worcester County,MA,Uxbridge,2013-2017,973,47
Uxbridge,Worcester County,MA,Uxbridge,2009-2013,1006,77
Uxbridge,Worcester County,MA,Uxbridge,2012-2016,1015,70
Uxbridge,Worcester County,MA,Uxbridge,2010-2014,1014,85
Uxbridge,Worcester County,MA,Uxbridge,2011-2015,1009,76
Uxbridge,Worcester County,MA,Uxbridge,2018,984,72
Uxbridge,Worcester County,MA,Uxbridge,2007-2011,934,89
Uxbridge,Worcester County,MA,Uxbridge,2006-2010,918,74
Wakefield,Middlesex County,MA,Wakefield,2009-2013,1123,81
Wakefield,Middlesex County,MA,Wakefield,2018,1265,76
Wakefield,Middlesex County,MA,Wakefield,2008-2012,1147,81
Wakefield,Middlesex County,MA,Wakefield,2012-2016,1241,97
Wakefield,Middlesex County,MA,Wakefield,2007-2011,1091,86
Wakefield,Middlesex County,MA,Wakefield,2011-2015,1183,63
Wakefield,Middlesex County,MA,Wakefield,2006-2010,1107,53
Wakefield,Middlesex County,MA,Wakefield,2010-2014,1158,81
Wakefield,Middlesex County,MA,Wakefield,2013-2017,1222,81
Wales,Hampden County,MA,Wales,2006-2010,615,134
Wales,Hampden County,MA,Wales,2007-2011,611,76
Wales,Hampden County,MA,Wales,2011-2015,685,280
Wales,Hampden County,MA,Wales,2009-2013,618,128
Wales,Hampden County,MA,Wales,2008-2012,584,119
Wales,Hampden County,MA,Wales,2012-2016,728,186
Wales,Hampden County,MA,Wales,2018,630,110
Wales,Hampden County,MA,Wales,2010-2014,787,224
Wales,Hampden County,MA,Wales,2013-2017,662,171
Walpole,Norfolk County,MA,Walpole,2010-2014,1173,98
Walpole,Norfolk County,MA,Walpole,2009-2013,1145,93
Walpole,Norfolk County,MA,Walpole,2013-2017,1232,144
Walpole,Norfolk County,MA,Walpole,2006-2010,1305,75
Walpole,Norfolk County,MA,Walpole,2008-2012,1205,71
Walpole,Norfolk County,MA,Walpole,2007-2011,1260,79
Walpole,Norfolk County,MA,Walpole,2011-2015,1156,83
Walpole,Norfolk County,MA,Walpole,2018,1311,160
Walpole,Norfolk County,MA,Walpole,2012-2016,1179,86
Waltham,Middlesex County,MA,Waltham,2018,1435,48
Waltham,Middlesex County,MA,Waltham,2009-2013,1289,33
Waltham,Middlesex County,MA,Waltham,2006-2010,1321,47
Waltham,Middlesex County,MA,Waltham,2011-2015,1318,46
Waltham,Middlesex County,MA,Waltham,2008-2012,1302,35
Waltham,Middlesex County,MA,Waltham,2012-2016,1363,44
Waltham,Middlesex County,MA,Waltham,2013-2017,1404,44
Waltham,Middlesex County,MA,Waltham,2010-2014,1300,36
Waltham,Middlesex County,MA,Waltham,2007-2011,1308,44
Ware,Hampshire County,MA,Ware,2010-2014,675,71
Ware,Hampshire County,MA,Ware,2011-2015,689,59
Ware,Hampshire County,MA,Ware,2012-2016,659,82
Ware,Hampshire County,MA,Ware,2007-2011,668,74
Ware,Hampshire County,MA,Ware,2013-2017,715,181
Ware,Hampshire County,MA,Ware,2009-2013,641,59
Ware,Hampshire County,MA,Ware,2008-2012,651,58
Ware,Hampshire County,MA,Ware,2006-2010,613,78
Ware,Hampshire County,MA,Ware,2018,768,47
Wareham,Plymouth County,MA,Wareham,2007-2011,1054,203
Wareham,Plymouth County,MA,Wareham,2006-2010,896,100
Wareham,Plymouth County,MA,Wareham,2008-2012,974,140
Wareham,Plymouth County,MA,Wareham,2009-2013,1024,150
Wareham,Plymouth County,MA,Wareham,2010-2014,976,124
Wareham,Plymouth County,MA,Wareham,2018,968,80
Wareham,Plymouth County,MA,Wareham,2011-2015,1004,112
Wareham,Plymouth County,MA,Wareham,2012-2016,972,62
Wareham,Plymouth County,MA,Wareham,2013-2017,956,116
Warren,Worcester County,MA,Warren,2010-2014,649,157
Warren,Worcester County,MA,Warren,2012-2016,591,184
Warren,Worcester County,MA,Warren,2018,496,191
Warren,Worcester County,MA,Warren,2013-2017,617,213
Warren,Worcester County,MA,Warren,2011-2015,641,204
Warren,Worcester County,MA,Warren,2008-2012,654,106
Warren,Worcester County,MA,Warren,2006-2010,651,35
Warren,Worcester County,MA,Warren,2009-2013,668,178
Warren,Worcester County,MA,Warren,2007-2011,652,67
Warwick,Franklin County,MA,Warwick,2012-2016,955,188
Warwick,Franklin County,MA,Warwick,2009-2013,988,59
Warwick,Franklin County,MA,Warwick,2011-2015,947,81
Warwick,Franklin County,MA,Warwick,2018,910,594
Warwick,Franklin County,MA,Warwick,2010-2014,964,72
Warwick,Franklin County,MA,Warwick,2007-2011,999,81
Warwick,Franklin County,MA,Warwick,2013-2017,943,419
Warwick,Franklin County,MA,Warwick,2006-2010,1065,83
Warwick,Franklin County,MA,Warwick,2008-2012,1006,39
Washington,Berkshire County,MA,Washington,2013-2017,-682950776,-227650259
Washington,Berkshire County,MA,Washington,2018,-666666666,-222222222
Washington,Berkshire County,MA,Washington,2006-2010,-767715277,-255905092
