school.name,ORG.CODE,Municipal,County,State,Google_Place,Lat,Lng,Loc.Type,Address,loc
Beethoven,350021,Boston,Suffolk,Massachusetts,Beethoven Elementary School,42.26352,-71.155824,school,"5125 Washington St, West Roxbury, MA 02132, United States",42.2635200_-71.1558240
Carter Developmental Center,350036,Boston,Suffolk,Massachusetts,William E. Carter School,42.3405669,-71.0838587,school,"396 Northampton St, Boston, MA 02118, United States",42.3405669_-71.0838587
Charles Sumner,350052,Boston,Suffolk,Massachusetts,Charles Sumner,42.286471,-71.1269097,school,"15 Basile St, Roslindale, MA 02131, United States",42.2864710_-71.1269097
Charles H Taylor,350054,Boston,Suffolk,Massachusetts,Charles H Taylor School,42.2774038,-71.0776114,school,"1060 Morton St, Boston, MA 02126, United States",42.2774038_-71.0776114
Curtis Guild,350062,Boston,Suffolk,Massachusetts,Curtis Guild Elementary School,42.3885838,-71.0041948,school,"195 Leyden St, East Boston, MA 02128, United States",42.3885838_-71.0041948
Dante Alighieri,350066,Boston,Suffolk,Massachusetts,Dante Alighieri Montessori School,42.3714398,-71.0377864,school,"37 Gove St, East Boston, MA 02128, United States",42.3714398_-71.0377864
David A Ellis,350072,Boston,Suffolk,Massachusetts,David A Ellis School,42.3169018,-71.0922888,school,"302 Walnut Ave, Boston, MA 02119, United States",42.3169018_-71.0922888
Dearborn,350074,Boston,Suffolk,Massachusetts,"Dearborn, Henry Stem Academy",42.3071338,-71.0811853,school,"60 Washington St, Dorchester, MA 02121, United States",42.3071338_-71.0811853
Dennis C Haley,350077,Boston,Suffolk,Massachusetts,Dennis C Haley,42.2865657,-71.1074571,school,"Boston, MA 02131, United States",42.2865657_-71.1074571
Donald Mckay,350080,Boston,Suffolk,Massachusetts,Donald Mc Kay School,42.3692724,-71.0342448,school,"122 Cottage St, Boston, MA 02128, United States",42.3692724_-71.0342448
Edward Everett,350088,Boston,Suffolk,Massachusetts,Edward Everett Elementary School,42.3136515,-71.0597956,school,"71 Pleasant St, Dorchester, MA 02125, United States",42.3136515_-71.0597956
Elihu Greenwood Leadership Academy,350094,Boston,Suffolk,Massachusetts,Boston Public Schools,42.330153,-71.083854,point_of_interest,"2300 Washington St, Roxbury, MA 02119, United States",42.3301530_-71.0838540
Eliot Elementary,350096,Boston,Suffolk,Massachusetts,Eliot School,42.3662107,-71.0535086,school,"16 Charter St, Boston, MA 02113, United States",42.3662107_-71.0535086
Ellis Mendell,350100,Boston,Suffolk,Massachusetts,Mendell Elementary School,42.3165452,-71.1015576,school,"164 School St, Boston, MA 02130, United States",42.3165452_-71.1015576
Emily A Fifield,350102,Boston,Suffolk,Massachusetts,Emily A Fifield,42.2867559,-71.0727276,school,"Boston, MA 02124, United States",42.2867559_-71.0727276
Farragut,350108,Boston,Suffolk,Massachusetts,Farragut School,42.333986,-71.106441,school,"10 Fenwood Rd, Boston, MA 02115, United States",42.3339860_-71.1064410
Franklin D Roosevelt,350116,Boston,Suffolk,Massachusetts,Franklin D. Roosevelt K-8 School - Upper Campus,42.24343,-71.124358,school,"95 Needham Rd, Hyde Park, MA 02136, United States",42.2434300_-71.1243580
George H Conley,350122,Boston,Suffolk,Massachusetts,George H Conley,42.2747761,-71.1271083,school,"450 Poplar St, Roslindale, MA 02131, United States",42.2747761_-71.1271083
Henry Grew,350135,Boston,Suffolk,Massachusetts,Henry Grew,42.2567995,-71.1270869,school,"Boston, MA 02136, United States",42.2567995_-71.1270869
Henry L Higginson,350137,Boston,Suffolk,Massachusetts,Higginson Elementary School,42.3176242,-71.091982,school,"160 Harrishof St, Roxbury, MA 02119, United States",42.3176242_-71.0919820
O W Holmes,350138,Boston,Suffolk,Massachusetts,Holmes Elementary School,42.2966783,-71.0749007,school,"40 School St, Boston, MA 02124, United States",42.2966783_-71.0749007
Hugh Roe O'Donnell,350141,Boston,Suffolk,Massachusetts,Hugh R O'Donnell Elementary,42.3782502,-71.0380802,school,"33 Trenton St, Boston, MA 02128, United States",42.3782502_-71.0380802
James Condon Elementary,350146,Boston,Suffolk,Massachusetts,J F Condon School,42.3380213,-71.0519753,school,"200 D St, Boston, MA 02127, United States",42.3380213_-71.0519753
James A Garfield Elem,350152,Revere,Suffolk,Massachusetts,Garfield Elementary School,42.4036464,-70.9925628,school,"176 Garfield Ave, Revere, MA 02151, United States",42.4036464_-70.9925628
James W Hennigan,350153,Boston,Suffolk,Massachusetts,James W Hennigan School,42.325931,-71.1067185,school,"200 Heath St, Jamaica Plain, MA 02130, United States",42.3259310_-71.1067185
James J Chittick,350154,Boston,Suffolk,Massachusetts,Chittick Elementary School,42.2670727,-71.1044087,school,"154 Ruskindale Rd, Boston, MA 02126, United States",42.2670727_-71.1044087
James Otis,350156,Boston,Suffolk,Massachusetts,James Otis School,42.375254,-71.033871,school,"218 Marion St, Boston, MA 02128, United States",42.3752540_-71.0338710
John F Kennedy,350166,Boston,Suffolk,Massachusetts,John F. Kennedy Elementary School,42.3219427,-71.1057648,school,"7 Bolster St, Boston, MA 02130, United States",42.3219427_-71.1057648
John P Holland,350167,Boston,Suffolk,Massachusetts,UP Academy Holland,42.3061086,-71.0737194,school,"85 Olney St, Dorchester, MA 02121, United States",42.3061086_-71.0737194
John D Philbrick,350172,Boston,Suffolk,Massachusetts,John D Philbrick Elementary School,42.2853974,-71.1177405,school,"40 Philbrick St, Roslindale, MA 02131, United States",42.2853974_-71.1177405
John Marshall,350178,Boston,Suffolk,Massachusetts,John Marshall Elementary School,42.2996214,-71.070821,school,"35 Westville St, Boston, MA 02124, United States",42.2996214_-71.0708210
John W McCormack,350179,Boston,Suffolk,Massachusetts,John W McCormack Middle School,42.3176242,-71.0436379,school,"315 Mt. Vernon St, Dorchester, MA 02125, United States",42.3176242_-71.0436379
John Winthrop,350180,Boston,Suffolk,Massachusetts,John Winthrop Nursery School,42.3536206,-71.0751457,school,"66 Marlborough St, Boston, MA 02116, United States",42.3536206_-71.0751457
Joseph P Tynan,350181,Boston,Suffolk,Massachusetts,Tynan Elementary School,42.3346042,-71.0389815,school,"650 E 4th St, South Boston, MA 02127, United States",42.3346042_-71.0389815
Joseph J Hurley,350182,Boston,Suffolk,Massachusetts,Hurley K-8,42.3389127,-71.07793,school,"70 Worcester St, Boston, MA 02118, United States",42.3389127_-71.0779300
Joseph Lee,350183,Boston,Suffolk,Massachusetts,Joseph Lee Elementary School,42.2922853,-71.0804479,school,"155 Talbot Ave, Dorchester, MA 02124, United States",42.2922853_-71.0804479
Joseph P Manning,350184,Boston,Suffolk,Massachusetts,JP Manning School,42.3055646,-71.1315235,school,"130 Louders Ln, Jamaica Plain, MA 02130, United States",42.3055646_-71.1315235
Joyce Kilmer,350190,Boston,Suffolk,Massachusetts,Joyce Kilmer,42.2718788,-71.162585000000007,school,"West Roxbury, MA 02132, United States",42.2718788_-71.1625850
Harvard-Kent,350200,Boston,Suffolk,Massachusetts,Harvard-Kent Elementary School,42.3765831,-71.0578957,school,"50 Bunker Hill St, Charlestown, MA 02129, United States",42.3765831_-71.0578957
Lucy Stone,350211,Boston,Suffolk,Massachusetts,Lucy Stone,42.2956171,-71.0708393,school,"Boston, MA 02124, United States",42.2956171_-71.0708393
Manassah E Bradley,350215,Boston,Suffolk,Massachusetts,Manassah E Bradley School,42.3916287,-71.0050532,school,"110 Beachview Rd, Boston, MA 02128, United States",42.3916287_-71.0050532
Mattahunt,350226,Boston,Suffolk,Massachusetts,Mattahunt Elementary School,42.2763126,-71.1033928,school,"100 Hebron St, Mattapan, MA 02126, United States",42.2763126_-71.1033928
Mather,350227,Boston,Suffolk,Massachusetts,Mather School,42.308387,-71.0609567,school,"1 Parish St, Dorchester, MA 02122, United States",42.3083870_-71.0609567
Maurice J Tobin,350229,Boston,Suffolk,Massachusetts,Maurice J Tobin School,42.333023,-71.098334,school,"40 Smith St, Roxbury Crossing, MA 02120, United States",42.3330230_-71.0983340
Michael J Perkins,350231,Boston,Suffolk,Massachusetts,Michael J Perkins School,42.3312873,-71.0505222,school,"50 Rev Burke St, Boston, MA 02127, United States",42.3312873_-71.0505222
Mozart,350237,Boston,Suffolk,Massachusetts,Mozart School,42.2812332,-71.141075,school,"236 Beech St, Roslindale, MA 02131, United States",42.2812332_-71.1410750
Richard J Murphy,350240,Boston,Suffolk,Massachusetts,Richard J. Murphy School,42.2940401,-71.0490059,school,"1 Worrell St, Dorchester, MA 02122, United States",42.2940401_-71.0490059
Nathan Hale,350243,Boston,Suffolk,Massachusetts,Nathan Hale School,42.3256728,-71.0912235,school,"51 Cedar St, Boston, MA 02119, United States",42.3256728_-71.0912235
Oliver Hazard Perry,350255,Boston,Suffolk,Massachusetts,Oliver Hazard Perry School,42.3320424,-71.03005,school,"745 E 7th St, South Boston, MA 02127, United States",42.3320424_-71.0300500
Orchard Gardens,350257,Boston,Suffolk,Massachusetts,Orchard Gardens,42.3305706,-71.0772767,school,"906 Albany St, Boston, MA 02119, United States",42.3305706_-71.0772767
William H Ohrenberger,350258,Boston,Suffolk,Massachusetts,William H Ohrenberger,42.2608415,-71.1494662,school,"175 W Boundary Rd, Boston, MA 02132, United States",42.2608415_-71.1494662
Lyndon,350262,Boston,Suffolk,Massachusetts,Patrick Lyndon Elementary School,42.2828894,-71.1586118,school,"20 Mt Vernon St, West Roxbury, MA 02132, United States",42.2828894_-71.1586118
Patrick J Kennedy,350264,Boston,Suffolk,Massachusetts,Patrick J. Kennedy Elementary School,42.3784808,-71.030337,school,"343 Saratoga St, Boston, MA 02128, United States",42.3784808_-71.0303370
Dr. William Henderson,350266,Boston,Suffolk,Massachusetts,Dr. William W. Henderson Inclusion Elementary School,42.2938872,-71.0623448,school,"1669 Dorchester Ave, Boston, MA 02124, United States",42.2938872_-71.0623448
Paul A Dever,350268,Boston,Suffolk,Massachusetts,Paul A Dever School,42.317679,-71.0426997,school,"325 Mt Vernon St, Dorchester, MA 02125, United States",42.3176790_-71.0426997
Pauline Agassiz Shaw,350270,Boston,Suffolk,Massachusetts,Pauline Agassiz Shaw Elementary School,42.2821,-71.0868721,school,"429 Norfolk St, Boston, MA 02124, United States",42.2821000_-71.0868721
Phineas Bates,350278,Boston,Suffolk,Massachusetts,Phineas Bates Elementary School,42.2777355,-71.1353939,school,"426 Beech St, Roslindale, MA 02131, United States",42.2777355_-71.1353939
Quincy E Dickerman,350284,Boston,Suffolk,Massachusetts,Quincy E Dickerman,42.3113409,-71.0735227,school,"206 Magnolia St, Dorchester, MA 02121, United States",42.3113409_-71.0735227
Josiah Quincy,350286,Boston,Suffolk,Massachusetts,Josiah Quincy School,42.3480517,-71.0649115,school,"885 Washington St, Boston, MA 02111, United States",42.3480517_-71.0649115
Ralph Waldo Emerson,350288,Boston,Suffolk,Massachusetts,Ralph W Emerson School,42.3234996,-71.0727202,school,"6 Shirley St, Roxbury, MA 02119, United States",42.3234996_-71.0727202
Roger Clap,350298,Boston,Suffolk,Massachusetts,Roger Clap Innovation School,42.3232057,-71.0581739,school,"35 Harvest St, Dorchester, MA 02125, United States",42.3232057_-71.0581739
Samuel Adams,350302,Boston,Suffolk,Massachusetts,Samuel Adams Elementary School,42.3655301,-71.0348347,school,"165 Webster St, East Boston, MA 02128, United States",42.3655301_-71.0348347
Samuel W Mason,350304,Boston,Suffolk,Massachusetts,Samuel W. Mason Elementary School,42.3261333,-71.0713134,school,"150 Norfolk Ave, Roxbury, MA 02119, United States",42.3261333_-71.0713134
Sarah Greenwood,350308,Boston,Suffolk,Massachusetts,Sarah Greenwood School,42.2969658,-71.0802312,school,"189 Glenway St, Boston, MA 02121, United States",42.2969658_-71.0802312
Gardner Pilot Academy,350326,Boston,Suffolk,Massachusetts,Gardner Pilot Academy,42.3607731,-71.1339972,school,"30 Athol St, Allston, MA 02134, United States",42.3607731_-71.1339972
Thomas J Kenny,350328,Boston,Suffolk,Massachusetts,Thomas J Kenny School,42.2864958,-71.053233,school,"19 Oakton Ave, Dorchester, MA 02122, United States",42.2864958_-71.0532330
Warren-Prescott,350346,Boston,Suffolk,Massachusetts,Warren-Prescott School,42.377963,-71.064306,school,"50 School St, Charlestown, MA 02129, United States",42.3779630_-71.0643060
William Ellery Channing,350360,Attleboro,Bristol,Massachusetts,William Ellery Channing,42.2513362,-71.1332212,school,United States,42.2513362_-71.1332212
William McKinley,350363,Boston,Suffolk,Massachusetts,McKinley South End Academy And Elementary School,42.3443622,-71.0735298,school,"90 Warren Ave, Boston, MA 02116, United States",42.3443622_-71.0735298
William E Russell,350366,Boston,Suffolk,Massachusetts,William E Russell School,42.3203616,-71.059592,school,"750 Columbia Rd, Dorchester, MA 02125, United States",42.3203616_-71.0595920
William Monroe Trotter,350370,Boston,Suffolk,Massachusetts,Trotter Elementary School,42.3157889,-71.0876813,school,"135 Humboldt Ave, Dorchester, MA 02121, United States",42.3157889_-71.0876813
Winship Elementary,350374,Boston,Suffolk,Massachusetts,Winship Elementary School,42.3475515,-71.1552884,school,"54 Dighton St, Brighton, MA 02135, United States",42.3475515_-71.1552884
Edison K-8,350375,Boston,Suffolk,Massachusetts,Thomas A. Edison K8 School,42.3455224,-71.1601606,school,"60 Glenmont Rd, Brighton, MA 02135, United States",42.3455224_-71.1601606
King K-8,350376,Boston,Suffolk,Massachusetts,"Martin Luther King, Jr. K-8 School",42.3110698,-71.0764586,school,"77 Lawrence Ave, Dorchester, MA 02124, United States",42.3110698_-71.0764586
Higginson/Lewis K-8,350377,Boston,Suffolk,Massachusetts,Higginson-Lewis K-8 School,42.320959,-71.0868644,school,"131 Walnut Ave, Boston, MA 02119, United States",42.3209590_-71.0868644
Mildred Avenue K-8,350378,Boston,Suffolk,Massachusetts,City of Boston School,42.2763861,-71.0909062,school,"5 Mildred Ave, Mattapan, MA 02126, United States",42.2763861_-71.0909062
Young Achievers,350380,Boston,Suffolk,Massachusetts,Young Achievers Science And Math Pilot School,42.2822899,-71.0949754,school,"20 Outlook Rd, Mattapan, MA 02126, United States",42.2822899_-71.0949754
Mildred Avenue Middle School,350381,Boston,Suffolk,Massachusetts,Mildred Avenue Middle School,42.2762,-71.0909999,school,"5 Mildred Ave, Boston, MA 02126, United States",42.2762000_-71.0909999
Mission Hill School,350382,Boston,Suffolk,Massachusetts,Mission Hill School,42.3072595,-71.114297,school,"20 Child St, Jamaica Plain, MA 02130, United States",42.3072595_-71.1142970
Lilla G. Frederick Middle School,350383,Boston,Suffolk,Massachusetts,Lilla G. Frederick Pilot Middle School,42.3091746,-71.0755999,school,"270 Columbia Rd, Boston, MA 02121, United States",42.3091746_-71.0755999
James M Curley,350384,Boston,Suffolk,Massachusetts,Mary E Curley School,42.3185557,-71.1132315,school,"493 Centre St, Jamaica Plain, MA 02130, United States",42.3185557_-71.1132315
Blackstone,350390,Boston,Suffolk,Massachusetts,Blackstone School,42.3408164,-71.0720801,school,"380 Shawmut Ave, Boston, MA 02118, United States",42.3408164_-71.0720801
Umana/Barnes Middle,350405,Boston,Suffolk,Massachusetts,Mario Umana Middle School Academy,42.3783625,-71.0407417,school,"312 Border St, East Boston, MA 02128, United States",42.3783625_-71.0407417
Martin Luther King Jr Mid,350410,Boston,Suffolk,Massachusetts,"Martin Luther King, Jr. K-8 School",42.3110698,-71.0764586,school,"77 Lawrence Ave, Dorchester, MA 02124, United States",42.3110698_-71.0764586
Boston Middle School Academy,350413,Boston,Suffolk,Massachusetts,Middle School Academy,42.3336225,-71.0507751,school,"215 Dorchester St, South Boston, MA 02127, United States",42.3336225_-71.0507751
Grover Cleveland,350415,Boston,Suffolk,Massachusetts,Grover Cleveland School,42.3007229,-71.0614226,school,"Charles St, Boston, MA 02122, United States",42.3007229_-71.0614226
Mary E Curley Middle,350420,Boston,Suffolk,Massachusetts,Mary E Curley School,42.3185557,-71.1132315,school,"493 Centre St, Jamaica Plain, MA 02130, United States",42.3185557_-71.1132315
Thomas A Edison Jr High,350425,Boston,Suffolk,Massachusetts,Thomas A. Edison K8 School,42.3455224,-71.1601606,school,"60 Glenmont Rd, Brighton, MA 02135, United States",42.3455224_-71.1601606
Harbor School,350426,Boston,Suffolk,Massachusetts,Harbor School,42.3008814,-71.0617324,school,"11 Charles St, Dorchester, MA 02125, United States",42.3008814_-71.0617324
Clarence R Edwards Middle,350430,Boston,Suffolk,Massachusetts,Clarence R. Edwards Middle School,42.3791118,-71.0673272,school,"28 Walker St, Boston, MA 02129, United States",42.3791118_-71.0673272
Patrick F Gavin Middle,350435,Boston,Suffolk,Massachusetts,Patrick F Gavin Middle School,42.3335767,-71.0507683,school,"215 Dorchester St, Boston, MA 02127, United States",42.3335767_-71.0507683
