Municipal,County,State,Region,Five_Year_Range,Pop_25,Margin_Error_Pop,HS_Pct,Margin_Error_HS,Bachelors_Pct,Margin_Error_Bach,Grad_Pct,Margin_Error_Grad
North Adams,Berkshire County,MA,North Adams,2011-2015,9350,335,84.8,2.5,23.4,3.3,9.5,2.1
North Adams,Berkshire County,MA,North Adams,2008-2012,9108,395,85.6,2.7,19.3,2.6,6.3,1.8
North Adams,Berkshire County,MA,North Adams,2006-2010,8645,375,81.9,2.6,19.8,2.7,5.9,1.6
North Andover,Essex County,MA,North Andover,2014-2018,20336,414,96.7,1,61.4,2.5,26.3,2
North Andover,Essex County,MA,North Andover,2006-2010,17865,456,95.1,1.1,55.6,2.5,24.8,2.1
North Andover,Essex County,MA,North Andover,2008-2012,18358,333,95.6,1.1,55.3,2.7,26.2,2.3
North Andover,Essex County,MA,North Andover,2011-2015,19561,354,96.5,1,58.5,2.3,26.7,2
North Andover,Essex County,MA,North Andover,2013-2017,20145,391,97.1,0.9,61.9,2.9,26.9,2.2
North Andover,Essex County,MA,North Andover,2012-2016,19864,457,96.7,1,59.6,2.5,26.6,2.1
North Andover,Essex County,MA,North Andover,2007-2011,18294,377,95.5,1.1,56,2.2,25.5,1.9
North Andover,Essex County,MA,North Andover,2010-2014,19439,362,97,0.8,57.5,2.7,27.8,2.1
North Andover,Essex County,MA,North Andover,2009-2013,18928,350,95.9,0.9,55.1,2.5,25.6,2
North Attleborough,Bristol County,MA,North Attleborough,2014-2018,20111,453,93.5,1.3,39.7,2.6,15.2,1.8
North Attleborough,Bristol County,MA,North Attleborough,2011-2015,19019,446,95,1.1,41,3.5,16.3,2.2
North Attleborough,Bristol County,MA,North Attleborough,2013-2017,19847,379,93.9,1.4,39.9,2.6,15.5,1.9
North Attleborough,Bristol County,MA,North Attleborough,2012-2016,19380,438,94.2,1.4,40.6,3.3,16,1.8
North Attleborough,Bristol County,MA,North Attleborough,2007-2011,18543,434,93.4,1.1,41.4,3.2,15.5,2.2
North Attleborough,Bristol County,MA,North Attleborough,2009-2013,18374,460,94.6,1.1,42.8,2.8,17.1,1.9
North Attleborough,Bristol County,MA,North Attleborough,2010-2014,18519,414,95.9,0.9,43,3.2,17.4,2.1
North Attleborough,Bristol County,MA,North Attleborough,2006-2010,18780,339,93.3,1.4,40.2,2.9,13.9,1.7
North Attleborough,Bristol County,MA,North Attleborough,2008-2012,18332,392,94.2,1.3,42.6,3.3,16.3,2.1
North Brookfield,Worcester County,MA,North Brookfield,2010-2014,3089,181,92,3.3,25,6,8.9,3.4
North Brookfield,Worcester County,MA,North Brookfield,2013-2017,3340,185,92.4,2.4,24.7,5,10.9,2.8
North Brookfield,Worcester County,MA,North Brookfield,2011-2015,3156,202,92.7,3,25.8,5,10.3,2.9
North Brookfield,Worcester County,MA,North Brookfield,2014-2018,3353,168,91.4,2.6,26.5,4.8,12.3,2.7
North Brookfield,Worcester County,MA,North Brookfield,2009-2013,3146,187,89.5,4.8,22.7,5.5,8.9,3.6
North Brookfield,Worcester County,MA,North Brookfield,2007-2011,3165,195,89.4,4.6,20.5,5.5,9.2,3.7
North Brookfield,Worcester County,MA,North Brookfield,2012-2016,3279,203,93.3,2.2,26.7,4.8,11.2,3
North Brookfield,Worcester County,MA,North Brookfield,2008-2012,3221,163,88.8,4,20.9,4.6,9.4,3.6
North Brookfield,Worcester County,MA,North Brookfield,2006-2010,3166,162,89.3,3.8,20,4.9,9,3.3
North Reading,Middlesex County,MA,North Reading,2012-2016,11046,234,97.1,1.1,50.9,4,17.6,2.9
North Reading,Middlesex County,MA,North Reading,2010-2014,10888,279,96.7,1.4,50.8,4.5,17.1,3.1
North Reading,Middlesex County,MA,North Reading,2009-2013,10533,343,96.9,1.3,48.8,4.6,16.1,3.3
North Reading,Middlesex County,MA,North Reading,2014-2018,11056,315,96.4,1.4,50.3,3.8,20.9,3
North Reading,Middlesex County,MA,North Reading,2011-2015,11061,320,96.9,1.1,51,4.5,17.4,3
North Reading,Middlesex County,MA,North Reading,2013-2017,11114,196,97.5,1.2,52.3,4.2,19.7,3.1
North Reading,Middlesex County,MA,North Reading,2008-2012,10314,255,95.3,1.5,45.8,4.3,16,2.6
North Reading,Middlesex County,MA,North Reading,2006-2010,9884,257,94.4,1.7,44.1,3.9,15.6,2.7
North Reading,Middlesex County,MA,North Reading,2007-2011,10077,242,95.3,1.5,47.2,3.9,17.2,2.8
Northampton,Hampshire County,MA,Northampton,2010-2014,19462,415,94.1,1.1,56,2.4,32.2,2
Northampton,Hampshire County,MA,Northampton,2007-2011,19055,462,91.3,1.5,51.9,2.9,29.5,2.6
Northampton,Hampshire County,MA,Northampton,2012-2016,19203,519,94.9,0.9,57.6,2.3,32.9,2
Northampton,Hampshire County,MA,Northampton,2014-2018,19120,500,93.6,1.2,57.8,2.6,32.1,2.1
Northampton,Hampshire County,MA,Northampton,2009-2013,19215,448,92.6,1.2,55.7,2.4,33.4,2.2
Northampton,Hampshire County,MA,Northampton,2011-2015,19140,511,94.4,1.2,57.5,2.2,33,2.2
Northampton,Hampshire County,MA,Northampton,2006-2010,18744,458,92.1,1.5,51.8,2.6,29.3,2.4
Northampton,Hampshire County,MA,Northampton,2013-2017,19107,438,94.7,1.2,57.5,2.3,32,2
Northampton,Hampshire County,MA,Northampton,2008-2012,19396,464,92,1.3,54.8,2.3,31.8,2.2
Northborough,Worcester County,MA,Northborough,2007-2011,9341,251,95.3,1.5,59.5,3,23.3,2.8
Northborough,Worcester County,MA,Northborough,2010-2014,9897,243,96,1.1,54.7,3.2,23.9,2.7
Northborough,Worcester County,MA,Northborough,2009-2013,9589,239,96.8,1.3,55.9,3.8,24.4,3.1
Northborough,Worcester County,MA,Northborough,2011-2015,10088,248,95.9,1.3,53.4,3.3,23.8,2.8
Northborough,Worcester County,MA,Northborough,2012-2016,10135,228,95.7,1.3,54.5,3.9,23.3,2.9
Northborough,Worcester County,MA,Northborough,2013-2017,10387,239,95.8,1.2,55.3,3.7,23.4,3.1
Northborough,Worcester County,MA,Northborough,2014-2018,10404,221,96.3,1.2,59.8,3.3,26.7,3
Northborough,Worcester County,MA,Northborough,2008-2012,9560,244,96.7,1.3,58.7,3.6,23.7,3.1
Northborough,Worcester County,MA,Northborough,2006-2010,9220,196,95.6,1.4,58.3,3.4,23.1,3.2
Northbridge,Worcester County,MA,Northbridge,2011-2015,10958,420,92.3,2.3,33.2,4.2,12.4,2.4
Northbridge,Worcester County,MA,Northbridge,2008-2012,10570,403,91.2,1.8,28.8,3.2,11.5,2.1
Northbridge,Worcester County,MA,Northbridge,2006-2010,10190,241,88.2,2.5,29.3,3.3,10.6,2
Northbridge,Worcester County,MA,Northbridge,2009-2013,10533,469,91,2.1,29.2,3.5,11.3,2.6
Northbridge,Worcester County,MA,Northbridge,2007-2011,10196,336,89.4,2.2,28.5,3.3,10.3,2.1
Northbridge,Worcester County,MA,Northbridge,2013-2017,11305,346,92.7,2.4,34.4,3.9,13.1,2.7
Northbridge,Worcester County,MA,Northbridge,2014-2018,11288,321,93.1,2.1,34,4.1,13.2,2.5
Northbridge,Worcester County,MA,Northbridge,2010-2014,10729,366,92.2,1.6,30.2,3.9,10.6,2.2
Northbridge,Worcester County,MA,Northbridge,2012-2016,11137,399,92,2.5,34,4.3,12.9,2.2
Northfield,Franklin County,MA,Northfield,2008-2012,2197,89,93.5,2.7,38.6,6.9,17,4.2
Northfield,Franklin County,MA,Northfield,2013-2017,2230,80,94.9,3.1,38.3,5.8,20.4,4.6
Northfield,Franklin County,MA,Northfield,2012-2016,2273,76,94.2,3,36.5,5.5,20.1,4.9
Northfield,Franklin County,MA,Northfield,2011-2015,2246,75,94.8,2.5,36.7,4.8,18.8,4.1
Northfield,Franklin County,MA,Northfield,2006-2010,2212,105,96.2,2.2,39,7.2,17.7,5.2
Northfield,Franklin County,MA,Northfield,2009-2013,2247,88,94,2.9,38.9,6.1,15.7,4.7
Northfield,Franklin County,MA,Northfield,2014-2018,2220,86,93.8,3.6,41.3,6.5,21.8,5.2
Northfield,Franklin County,MA,Northfield,2007-2011,2240,99,95.8,2.4,37.1,6.2,15.1,4.9
Northfield,Franklin County,MA,Northfield,2010-2014,2234,83,94.9,2.6,40.2,5.5,19.5,4.7
Norton,Bristol County,MA,Norton,2012-2016,12120,368,94.6,1.2,39.1,2.9,13.5,2.1
Norton,Bristol County,MA,Norton,2010-2014,12070,330,94.6,1.4,35,3,12.6,2.1
Norton,Bristol County,MA,Norton,2011-2015,11971,335,94.7,1.2,36.6,3.1,13.7,2.4
Norton,Bristol County,MA,Norton,2014-2018,12621,324,95.5,1.2,40.2,3,12.9,2.1
Norton,Bristol County,MA,Norton,2009-2013,11931,317,95,1.5,35.1,3.5,12.5,2.3
Norton,Bristol County,MA,Norton,2013-2017,12562,359,95.3,1.2,40.2,3.3,13.8,1.9
Norton,Bristol County,MA,Norton,2006-2010,11850,424,91.5,2.5,36.6,3.6,11.1,2.1
Norton,Bristol County,MA,Norton,2008-2012,11579,368,94.4,1.4,36.4,3.2,12.1,2.5
Norton,Bristol County,MA,Norton,2007-2011,11492,350,92.8,2.1,35.3,3.4,11.3,1.7
Norwell,Plymouth County,MA,Norwell,2012-2016,7297,166,96.6,1.5,59.9,3.1,23.6,3.1
Norwell,Plymouth County,MA,Norwell,2011-2015,7135,179,96.3,1.4,58.7,3.5,22.6,2.6
Norwell,Plymouth County,MA,Norwell,2013-2017,7362,165,97.1,1.6,63.1,3.3,25.4,3.5
Norwell,Plymouth County,MA,Norwell,2009-2013,7032,154,97.3,1.4,53.3,3.8,18.2,2.7
Norwell,Plymouth County,MA,Norwell,2010-2014,7047,142,96.9,1.4,55.6,3.6,20.7,2.8
Norwell,Plymouth County,MA,Norwell,2006-2010,6761,160,97.6,1.2,56.5,4,21.2,2.7
Norwell,Plymouth County,MA,Norwell,2014-2018,7364,158,97.2,1.3,66.8,3.2,27,3.5
Norwell,Plymouth County,MA,Norwell,2007-2011,6758,175,97.4,1.1,56.6,4.2,19,2.7
Norwell,Plymouth County,MA,Norwell,2008-2012,6814,158,97,1.4,54.9,3.9,19,2.7
Norwood,Norfolk County,MA,Norwood,2011-2015,20924,361,94.4,1.1,43.8,2.6,15.5,1.6
Norwood,Norfolk County,MA,Norwood,2006-2010,20408,458,93.5,1.2,39.7,2.9,15,1.9
Norwood,Norfolk County,MA,Norwood,2012-2016,21165,372,94,1.1,45.6,2.4,16.1,1.8
Norwood,Norfolk County,MA,Norwood,2013-2017,21099,436,94.7,1.1,46.8,2.6,17,1.6
Norwood,Norfolk County,MA,Norwood,2014-2018,21398,410,94.7,1.2,47.5,2.4,16.6,1.8
Norwood,Norfolk County,MA,Norwood,2008-2012,20932,339,94.1,1.4,41.1,2.6,15,2
Norwood,Norfolk County,MA,Norwood,2010-2014,20652,323,93.9,1.2,42.9,2.4,15.8,1.6
Norwood,Norfolk County,MA,Norwood,2007-2011,20716,409,94.1,1.2,41.2,2.6,15.9,2.1
Norwood,Norfolk County,MA,Norwood,2009-2013,20556,405,93.7,1.3,42.1,2.7,15.9,1.6
Oak Bluffs,Dukes County,MA,Oak Bluffs,2013-2017,3291,322,96.7,3.3,42.3,10,19.8,6.3
Oak Bluffs,Dukes County,MA,Oak Bluffs,2006-2010,2905,321,95.6,2.9,37,8.2,15.2,6.3
Oak Bluffs,Dukes County,MA,Oak Bluffs,2008-2012,3337,230,95.8,3.5,38.4,5.7,19.5,4.6
Oak Bluffs,Dukes County,MA,Oak Bluffs,2011-2015,3262,265,97.3,2.5,44.2,8.3,19.6,6
Oak Bluffs,Dukes County,MA,Oak Bluffs,2010-2014,3252,252,96.8,2.8,41.5,8.9,18.2,5.9
Oak Bluffs,Dukes County,MA,Oak Bluffs,2014-2018,3422,301,98.5,1.9,42.3,8.9,18.8,6
Oak Bluffs,Dukes County,MA,Oak Bluffs,2009-2013,3281,221,96.2,2.9,38.2,7.3,17.3,4.9
Oak Bluffs,Dukes County,MA,Oak Bluffs,2012-2016,3430,220,97.1,3,40.5,10,15.8,4.9
Oak Bluffs,Dukes County,MA,Oak Bluffs,2007-2011,2952,276,92.3,5.3,35.9,6.9,19,5.3
Oakham,Worcester County,MA,Oakham,2011-2015,1252,67,93.1,2.1,37.5,4.3,15.3,3
Oakham,Worcester County,MA,Oakham,2006-2010,1263,82,92.1,2.6,32.8,4.1,13.5,3.2
Oakham,Worcester County,MA,Oakham,2014-2018,1345,65,94.9,1.9,35.5,5.1,14.3,2.9
Oakham,Worcester County,MA,Oakham,2007-2011,1268,78,92.2,3.1,32.8,4.5,13,4
Oakham,Worcester County,MA,Oakham,2013-2017,1338,76,94.1,1.9,35.1,5.1,12.9,3.3
Oakham,Worcester County,MA,Oakham,2010-2014,1248,73,93.8,1.9,33.7,3.8,12.9,2.7
Oakham,Worcester County,MA,Oakham,2012-2016,1276,74,93.7,1.8,37.2,3.4,15.3,3
Oakham,Worcester County,MA,Oakham,2009-2013,1278,77,93.7,2,36.7,3.8,15.6,4
Oakham,Worcester County,MA,Oakham,2008-2012,1242,74,95.2,2.2,36.8,4,16.1,4.3
Orange,Franklin County,MA,Orange,2011-2015,5472,224,86.6,3.7,15.1,3.1,5.6,2
Orange,Franklin County,MA,Orange,2007-2011,5545,239,86.6,3.8,19.6,4.2,7.4,2.7
Orange,Franklin County,MA,Orange,2008-2012,5497,215,87.5,3.6,15.7,3.6,5.6,2.2
Orange,Franklin County,MA,Orange,2012-2016,5504,168,88.1,3,15.7,3.3,6.7,2.7
Orange,Franklin County,MA,Orange,2009-2013,5374,209,87.9,3.3,14.3,3,4.2,1.6
Orange,Franklin County,MA,Orange,2014-2018,5670,190,89.6,2.8,20.1,3.9,7.4,2.3
Orange,Franklin County,MA,Orange,2006-2010,5571,253,86.9,3.1,18,3.8,7.7,2.9
Orange,Franklin County,MA,Orange,2013-2017,5572,176,87.6,2.7,16.9,3.3,6.3,2.2
Orange,Franklin County,MA,Orange,2010-2014,5421,214,87.4,2.6,15.5,3.3,5.3,1.8
Orleans,Barnstable County,MA,Orleans,2008-2012,5106,231,97.9,1.5,51.1,4.9,20.6,4
Orleans,Barnstable County,MA,Orleans,2010-2014,5049,152,97.2,2.5,49.4,5.2,21.9,3.7
Orleans,Barnstable County,MA,Orleans,2013-2017,4836,200,97.9,1.4,55.4,4.6,23.8,3.8
Orleans,Barnstable County,MA,Orleans,2012-2016,4859,199,97.9,1.3,54.2,4.9,23.2,2.9
Orleans,Barnstable County,MA,Orleans,2009-2013,5034,166,96.6,1.7,50.7,4.3,22.4,4
Orleans,Barnstable County,MA,Orleans,2014-2018,4875,179,98.6,1.2,57,4.7,24.3,3.8
Orleans,Barnstable County,MA,Orleans,2006-2010,5116,228,97.3,1.6,52.8,5.6,17.7,4.1
Orleans,Barnstable County,MA,Orleans,2011-2015,4956,177,99,0.7,49.7,5.3,21.9,3.7
Orleans,Barnstable County,MA,Orleans,2007-2011,5088,235,97.9,1.6,54.5,4.8,21.2,3.9
Otis,Berkshire County,MA,Otis,2013-2017,1349,158,93.2,4,32.5,5.6,16.4,4.1
Otis,Berkshire County,MA,Otis,2012-2016,1266,136,94.3,2.9,31.1,4.7,13.7,3.7
Otis,Berkshire County,MA,Otis,2011-2015,1225,163,93.6,2.4,27,4.6,12.8,3.6
Otis,Berkshire County,MA,Otis,2010-2014,1149,125,94.6,2.4,26.4,5.4,11.3,3.6
Otis,Berkshire County,MA,Otis,2009-2013,1137,159,94.7,2.7,27.7,6,12.5,4.1
Otis,Berkshire County,MA,Otis,2008-2012,1026,106,96.5,2.2,29.2,7.1,11.1,4.6
Otis,Berkshire County,MA,Otis,2007-2011,1049,155,96.5,2.4,30.2,7.5,11.5,4.5
Otis,Berkshire County,MA,Otis,2014-2018,1207,147,94,4.2,35.8,5.7,16.5,4
Otis,Berkshire County,MA,Otis,2006-2010,1015,129,96.9,2.1,34.9,6.8,12.7,4.6
Oxford,Worcester County,MA,Oxford,2012-2016,9500,343,93,1.9,29.1,3.7,8.5,2.3
Oxford,Worcester County,MA,Oxford,2014-2018,9662,418,92.8,2.1,28.3,4.3,8,2.2
Oxford,Worcester County,MA,Oxford,2009-2013,9321,253,92.8,2.3,27.5,3.6,7.2,1.7
Oxford,Worcester County,MA,Oxford,2006-2010,9409,309,90.3,2.3,22.3,3.5,7,1.7
Oxford,Worcester County,MA,Oxford,2013-2017,9414,438,92.9,2.2,29.1,4.7,8.4,2.3
Oxford,Worcester County,MA,Oxford,2010-2014,9549,265,93,2.1,27,3.6,7,2.3
Oxford,Worcester County,MA,Oxford,2008-2012,9440,248,93.1,2.3,25.7,3.5,7.3,1.8
Oxford,Worcester County,MA,Oxford,2011-2015,9616,337,93.6,2.1,27.5,4.1,6.6,2
Oxford,Worcester County,MA,Oxford,2007-2011,9589,277,91.6,2,22.5,3.8,6.7,1.9
Palmer,Hampden County,MA,Palmer,2014-2018,9011,255,92.4,1.9,24.6,3.1,6.2,1.4
Palmer,Hampden County,MA,Palmer,2008-2012,8688,349,87.8,2.7,19.2,3.3,6.5,1.6
Palmer,Hampden County,MA,Palmer,2007-2011,8741,230,88.5,2.5,18.8,3.4,7.2,2.1
Palmer,Hampden County,MA,Palmer,2009-2013,8724,378,87.5,2.8,18.9,2.9,6.6,2
Palmer,Hampden County,MA,Palmer,2010-2014,8680,351,89.3,2.4,20.7,3.2,7.1,2.2
Palmer,Hampden County,MA,Palmer,2012-2016,8641,401,91.5,2.3,26.1,4.3,7.9,2.5
Palmer,Hampden County,MA,Palmer,2013-2017,9099,220,92.4,1.9,26.9,3.6,8.4,2.2
Palmer,Hampden County,MA,Palmer,2011-2015,8819,384,89.3,2.6,22.9,4.1,7.2,2.3
Palmer,Hampden County,MA,Palmer,2006-2010,8819,242,87.8,2.7,18.7,2.9,7,1.8
Paxton,Worcester County,MA,Paxton,2012-2016,3023,187,95.7,1.8,52.5,5.3,26.5,3.9
Paxton,Worcester County,MA,Paxton,2013-2017,3239,168,96.9,1.7,54.5,4.9,25.5,4.7
Paxton,Worcester County,MA,Paxton,2014-2018,3214,179,97.2,1.7,54.6,5.2,25.9,4.5
Paxton,Worcester County,MA,Paxton,2010-2014,3085,172,95.7,2.5,53.1,5.4,24.4,4.7
Paxton,Worcester County,MA,Paxton,2011-2015,3056,164,95.6,2.3,51.7,5.4,25.6,4.5
Paxton,Worcester County,MA,Paxton,2009-2013,3037,195,95.6,2.7,49.1,5.9,23.7,4.8
Paxton,Worcester County,MA,Paxton,2008-2012,3032,219,96,2.5,50.2,7,23.8,5.5
Paxton,Worcester County,MA,Paxton,2007-2011,3110,175,95.8,2.2,46.7,6.7,22.5,4.9
Paxton,Worcester County,MA,Paxton,2006-2010,3003,186,95.5,2.3,45.1,7,20.7,5.5
Peabody,Essex County,MA,Peabody,2012-2016,38276,651,90.7,1.1,30.1,1.9,10.1,1.3
Peabody,Essex County,MA,Peabody,2011-2015,38142,568,90.3,1.1,29.3,1.9,10.3,1.4
Peabody,Essex County,MA,Peabody,2007-2011,36829,461,89.3,1.1,30,1.8,11.1,1.2
Peabody,Essex County,MA,Peabody,2006-2010,36333,553,89.4,1.2,29.5,1.7,10.7,1.2
Peabody,Essex County,MA,Peabody,2014-2018,38906,565,90.1,1.3,33.3,1.8,11.1,1.1
Peabody,Essex County,MA,Peabody,2013-2017,38547,641,89.8,1.2,30.8,2,10.6,1.3
Peabody,Essex County,MA,Peabody,2010-2014,38178,577,89.9,1.1,28.8,1.7,10.8,1.2
Peabody,Essex County,MA,Peabody,2009-2013,37633,552,89.9,1.1,29.1,2,11.3,1.3
Peabody,Essex County,MA,Peabody,2008-2012,37149,532,90.5,0.9,29.9,1.6,11,0.9
Pelham,Hampshire County,MA,Pelham,2013-2017,966,68,97.7,2,61.8,5.5,36.4,4.4
Pelham,Hampshire County,MA,Pelham,2011-2015,956,74,95.2,3,60.4,5.8,39.9,5.5
Pelham,Hampshire County,MA,Pelham,2010-2014,981,69,96.1,2.7,58.9,6.4,38.1,4.8
Pelham,Hampshire County,MA,Pelham,2006-2010,963,58,96,2.2,67.4,5.4,43.1,5.5
Pelham,Hampshire County,MA,Pelham,2014-2018,993,97,98,1.6,62.5,7.4,35.1,6.2
Pelham,Hampshire County,MA,Pelham,2012-2016,976,90,96.4,2.4,58.5,5.8,35.5,5.4
Pelham,Hampshire County,MA,Pelham,2009-2013,1034,71,95.4,2.9,60,6.5,38,5.6
Pelham,Hampshire County,MA,Pelham,2008-2012,979,62,97.3,1.5,66.7,5.6,43.2,5.4
Pelham,Hampshire County,MA,Pelham,2007-2011,970,55,97.6,1.1,67.6,5.1,43.9,4.8
Pembroke,Plymouth County,MA,Pembroke,2010-2014,12108,360,95.4,1.5,33.6,2.6,10.7,2
Pembroke,Plymouth County,MA,Pembroke,2013-2017,12446,380,95.5,1.3,38.4,3.7,11,2.4
Pembroke,Plymouth County,MA,Pembroke,2012-2016,12284,334,95.2,1.6,35,3.8,10,2
Pembroke,Plymouth County,MA,Pembroke,2011-2015,12319,391,94.6,1.6,32.7,3.3,10.8,2.1
Pembroke,Plymouth County,MA,Pembroke,2014-2018,12726,413,95.4,1.3,38.5,3.6,12.6,2.2
Pembroke,Plymouth County,MA,Pembroke,2009-2013,11971,350,96.7,1.1,34.2,3,9.8,1.8
Pembroke,Plymouth County,MA,Pembroke,2007-2011,11896,313,94.7,1.6,33.1,3.1,8.2,1.4
Pembroke,Plymouth County,MA,Pembroke,2008-2012,11960,360,95.3,1.1,32.7,2.9,8.6,1.6
Pembroke,Plymouth County,MA,Pembroke,2006-2010,11711,260,94.6,1.5,33.6,2.9,7.7,1.6
Pepperell,Middlesex County,MA,Pepperell,2009-2013,7781,225,93.8,1.8,35.6,4,12.1,2.2
Pepperell,Middlesex County,MA,Pepperell,2013-2017,8325,260,94.3,1.7,37.7,3,14.5,2.4
Pepperell,Middlesex County,MA,Pepperell,2011-2015,7980,235,94,1.7,36.8,3.3,12.2,2.2
Pepperell,Middlesex County,MA,Pepperell,2007-2011,7387,189,94.4,1.6,40.2,4.3,15,3
Pepperell,Middlesex County,MA,Pepperell,2008-2012,7713,207,94.2,1.8,39.1,4,13,2.2
Pepperell,Middlesex County,MA,Pepperell,2012-2016,8167,219,93.5,1.8,37,2.9,13.5,2.1
Pepperell,Middlesex County,MA,Pepperell,2006-2010,7362,204,93.1,1.8,39,3.9,14.3,2.5
Pepperell,Middlesex County,MA,Pepperell,2014-2018,8392,232,95.1,1.2,40.8,3.4,15.3,2.6
Pepperell,Middlesex County,MA,Pepperell,2010-2014,7698,199,93.2,2.1,35,3.6,12.4,2.1
Peru,Berkshire County,MA,Peru,2012-2016,628,73,93.5,3.4,24.4,5,6.2,2.3
Peru,Berkshire County,MA,Peru,2010-2014,667,63,92.5,3.6,26.1,5.6,5.2,2.4
Peru,Berkshire County,MA,Peru,2009-2013,621,79,92.3,3.4,23,6.7,2.7,2
Peru,Berkshire County,MA,Peru,2008-2012,633,92,90.8,3.9,19.4,7,3.2,1.9
Peru,Berkshire County,MA,Peru,2014-2018,679,71,91.5,3.2,21.8,4.4,6.6,2.1
Peru,Berkshire County,MA,Peru,2011-2015,668,65,92.4,3.5,25.4,4.7,5.4,2.3
Peru,Berkshire County,MA,Peru,2006-2010,605,86,91.4,3.9,20.7,7.4,5.6,2.8
Peru,Berkshire County,MA,Peru,2007-2011,642,88,91.6,3.7,19.5,6.1,3,2.4
Peru,Berkshire County,MA,Peru,2013-2017,638,66,91.7,3.2,24.5,5,6.4,2.7
Petersham,Worcester County,MA,Petersham,2012-2016,894,106,97.4,1.4,36.6,6.5,19.5,5
Petersham,Worcester County,MA,Petersham,2009-2013,878,146,95.8,1.7,43.1,8.8,24.4,6.6
Petersham,Worcester County,MA,Petersham,2014-2018,954,102,96.3,2.1,34.3,6,18.8,4.4
Petersham,Worcester County,MA,Petersham,2008-2012,883,114,95.9,1.8,44.7,7.2,25.3,6.4
Petersham,Worcester County,MA,Petersham,2010-2014,941,154,97,1.9,40.8,8.5,21.8,5.7
Petersham,Worcester County,MA,Petersham,2007-2011,882,103,95.1,2.4,42.5,7.4,25.1,6.4
Petersham,Worcester County,MA,Petersham,2011-2015,871,93,97.9,1.3,39.2,5.9,19.4,4
Petersham,Worcester County,MA,Petersham,2013-2017,906,104,97.5,1.4,38,6.2,19.3,3.9
Petersham,Worcester County,MA,Petersham,2006-2010,1016,183,95.5,2.2,51.2,8.5,28.9,7
Phillipston,Worcester County,MA,Phillipston,2012-2016,1171,128,93.3,1.8,21.6,5.2,8.1,2.6
Phillipston,Worcester County,MA,Phillipston,2010-2014,1198,92,94,2.3,20.5,4,7.4,2.1
Phillipston,Worcester County,MA,Phillipston,2006-2010,1187,93,89.7,2.6,20.3,4.3,9.1,2.7
Phillipston,Worcester County,MA,Phillipston,2013-2017,1230,137,90.6,3.5,21,5,8.6,2.8
Phillipston,Worcester County,MA,Phillipston,2014-2018,1270,121,92.4,2.5,20.8,4.2,7.8,2.3
Phillipston,Worcester County,MA,Phillipston,2009-2013,1227,96,92.7,2.4,19.6,3.7,7.3,2.2
Phillipston,Worcester County,MA,Phillipston,2011-2015,1274,149,94.4,1.8,20.7,4.6,7.1,2.4
Phillipston,Worcester County,MA,Phillipston,2007-2011,1272,100,90.9,2.5,18.7,4.1,8.3,2.7
Phillipston,Worcester County,MA,Phillipston,2008-2012,1285,106,92.3,2.4,20.1,3.4,7.8,2.2
Pittsfield,Berkshire County,MA,Pittsfield,2012-2016,31660,499,89.8,1.1,26.4,1.8,10.2,1.2
Pittsfield,Berkshire County,MA,Pittsfield,2010-2014,32081,459,89.5,1.4,26,1.5,11.2,1.2
Pittsfield,Berkshire County,MA,Pittsfield,2007-2011,31813,509,90.3,1.4,26.5,1.7,11.2,1.2
Pittsfield,Berkshire County,MA,Pittsfield,2011-2015,31787,436,89.6,1.1,25.8,1.7,10.6,0.9
Pittsfield,Berkshire County,MA,Pittsfield,2014-2018,31414,512,90,1.2,28.1,2,10.7,1.3
Pittsfield,Berkshire County,MA,Pittsfield,2006-2010,31854,507,89.1,1.3,25.6,1.9,10.4,1.3
Pittsfield,Berkshire County,MA,Pittsfield,2008-2012,31767,446,90.7,1,25.8,1.9,10.8,1.2
Pittsfield,Berkshire County,MA,Pittsfield,2013-2017,31700,489,89.9,1.3,28.1,1.9,11.1,1.3
Pittsfield,Berkshire County,MA,Pittsfield,2009-2013,32017,452,89.8,1.3,25,1.8,10.7,1.1
Plainfield,Hampshire County,MA,Plainfield,2012-2016,463,48,95,2.7,48.6,6.2,25.3,5.6
Plainfield,Hampshire County,MA,Plainfield,2010-2014,460,58,95,2.7,44.8,6.4,23.9,5.7
Plainfield,Hampshire County,MA,Plainfield,2011-2015,460,51,94.6,3.3,45.2,7,23.7,5.2
Plainfield,Hampshire County,MA,Plainfield,2014-2018,463,53,97.2,1.6,46,6.1,29.4,5.6
Plainfield,Hampshire County,MA,Plainfield,2009-2013,477,55,92.5,2.9,40.9,5.8,22.2,5.2
Plainfield,Hampshire County,MA,Plainfield,2006-2010,484,58,90.7,3.2,33.9,7.6,19.6,5.4
Plainfield,Hampshire County,MA,Plainfield,2013-2017,494,66,95.5,2.7,46.6,7.4,27.3,6.8
Plainfield,Hampshire County,MA,Plainfield,2008-2012,433,54,93.1,3.7,39.5,6.4,22.4,6.4
Plainfield,Hampshire County,MA,Plainfield,2007-2011,459,62,91.1,4,32.7,7.1,19,5.2
Plainville,Norfolk County,MA,Plainville,2007-2011,5534,199,93.5,2.7,38.4,5.4,13.5,3.5
Plainville,Norfolk County,MA,Plainville,2006-2010,5494,212,92,2.6,36.9,5.5,13.7,3.9
Plainville,Norfolk County,MA,Plainville,2009-2013,5948,171,92.4,2.7,42,5,12.8,3
