Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
Wenham,Essex County,MA,Wenham,2012-2016,3595,95,2.6,2.2
Wenham,Essex County,MA,Wenham,2013-2017,3632,60,1.7,1.1
Wenham,Essex County,MA,Wenham,2014-2018,3664,62,1.7,1.3
West Boylston,Worcester County,MA,West Boylston,2006-2010,5615,88,1.6,1.4
West Boylston,Worcester County,MA,West Boylston,2007-2011,5753,208,3.6,1.8
West Boylston,Worcester County,MA,West Boylston,2008-2012,5766,234,4.1,1.9
West Boylston,Worcester County,MA,West Boylston,2009-2013,5963,293,4.9,1.9
West Boylston,Worcester County,MA,West Boylston,2010-2014,5718,306,5.4,2
West Boylston,Worcester County,MA,West Boylston,2011-2015,5502,465,8.5,3.4
West Boylston,Worcester County,MA,West Boylston,2012-2016,5150,389,7.6,3.6
West Boylston,Worcester County,MA,West Boylston,2013-2017,5210,430,8.3,3.6
West Boylston,Worcester County,MA,West Boylston,2014-2018,5221,380,7.3,3.5
West Bridgewater,Plymouth County,MA,West Bridgewater,2006-2010,6642,384,5.8,3.2
West Bridgewater,Plymouth County,MA,West Bridgewater,2007-2011,6705,263,3.9,2
West Bridgewater,Plymouth County,MA,West Bridgewater,2008-2012,6700,354,5.3,2.3
West Bridgewater,Plymouth County,MA,West Bridgewater,2009-2013,6720,262,3.9,2.1
West Bridgewater,Plymouth County,MA,West Bridgewater,2010-2014,6761,275,4.1,2
West Bridgewater,Plymouth County,MA,West Bridgewater,2011-2015,6838,315,4.6,2.2
West Bridgewater,Plymouth County,MA,West Bridgewater,2012-2016,6857,321,4.7,2.2
West Bridgewater,Plymouth County,MA,West Bridgewater,2013-2017,6926,250,3.6,2
West Bridgewater,Plymouth County,MA,West Bridgewater,2014-2018,6975,348,5,2.3
West Brookfield,Worcester County,MA,West Brookfield,2006-2010,3594,305,8.5,4.7
West Brookfield,Worcester County,MA,West Brookfield,2007-2011,3547,296,8.3,4.2
West Brookfield,Worcester County,MA,West Brookfield,2008-2012,3544,185,5.2,3
West Brookfield,Worcester County,MA,West Brookfield,2009-2013,3557,263,7.4,3.6
West Brookfield,Worcester County,MA,West Brookfield,2010-2014,3585,257,7.2,4.4
West Brookfield,Worcester County,MA,West Brookfield,2011-2015,3599,195,5.4,2.5
West Brookfield,Worcester County,MA,West Brookfield,2012-2016,3601,181,5,2.6
West Brookfield,Worcester County,MA,West Brookfield,2013-2017,3608,234,6.5,2.8
West Brookfield,Worcester County,MA,West Brookfield,2014-2018,3607,177,4.9,2.2
West Newbury,Essex County,MA,West Newbury,2006-2010,4189,138,3.3,3.1
West Newbury,Essex County,MA,West Newbury,2007-2011,4222,338,8,6.8
West Newbury,Essex County,MA,West Newbury,2008-2012,4263,311,7.3,7.4
West Newbury,Essex County,MA,West Newbury,2009-2013,4305,259,6,6.3
West Newbury,Essex County,MA,West Newbury,2010-2014,4370,371,8.5,5.1
West Newbury,Essex County,MA,West Newbury,2011-2015,4425,320,7.2,5.4
West Newbury,Essex County,MA,West Newbury,2012-2016,4482,208,4.6,3.4
West Newbury,Essex County,MA,West Newbury,2013-2017,4543,258,5.7,3.9
West Newbury,Essex County,MA,West Newbury,2014-2018,4570,309,6.8,3.8
West Springfield,Hampden County,MA,West Springfield,2006-2010,27929,3414,12.2,2.6
West Springfield,Hampden County,MA,West Springfield,2007-2011,27898,3157,11.3,2.5
West Springfield,Hampden County,MA,West Springfield,2008-2012,28033,3506,12.5,3.1
West Springfield,Hampden County,MA,West Springfield,2009-2013,28182,3475,12.3,2.7
West Springfield,Hampden County,MA,West Springfield,2010-2014,28274,3116,11,2.5
West Springfield,Hampden County,MA,West Springfield,2011-2015,28327,3099,10.9,2.5
West Springfield,Hampden County,MA,West Springfield,2012-2016,28357,3733,13.2,3.1
West Springfield,Hampden County,MA,West Springfield,2013-2017,28494,3453,12.1,2.7
West Springfield,Hampden County,MA,West Springfield,2014-2018,28476,3329,11.7,2.6
West Stockbridge,Berkshire County,MA,West Stockbridge,2006-2010,1511,69,4.6,2.1
West Stockbridge,Berkshire County,MA,West Stockbridge,2007-2011,1558,90,5.8,3.1
West Stockbridge,Berkshire County,MA,West Stockbridge,2008-2012,1539,82,5.3,2.6
West Stockbridge,Berkshire County,MA,West Stockbridge,2009-2013,1372,61,4.4,2.4
West Stockbridge,Berkshire County,MA,West Stockbridge,2010-2014,1340,84,6.3,3.2
West Stockbridge,Berkshire County,MA,West Stockbridge,2011-2015,1194,65,5.4,3.2
West Stockbridge,Berkshire County,MA,West Stockbridge,2012-2016,1192,55,4.6,3.3
West Stockbridge,Berkshire County,MA,West Stockbridge,2013-2017,1092,76,7,4
West Stockbridge,Berkshire County,MA,West Stockbridge,2014-2018,1129,73,6.5,3.8
West Tisbury,Dukes County,MA,West Tisbury,2006-2010,2305,226,9.8,5.6
West Tisbury,Dukes County,MA,West Tisbury,2007-2011,2498,330,13.2,7
West Tisbury,Dukes County,MA,West Tisbury,2008-2012,2591,299,11.5,7.4
West Tisbury,Dukes County,MA,West Tisbury,2009-2013,2606,254,9.7,6.5
West Tisbury,Dukes County,MA,West Tisbury,2010-2014,2700,218,8.1,5.6
West Tisbury,Dukes County,MA,West Tisbury,2011-2015,2532,117,4.6,4.4
West Tisbury,Dukes County,MA,West Tisbury,2012-2016,2273,29,1.3,1.9
West Tisbury,Dukes County,MA,West Tisbury,2013-2017,2384,89,3.7,3.3
West Tisbury,Dukes County,MA,West Tisbury,2014-2018,2674,122,4.6,3.7
Westborough,Worcester County,MA,Westborough,2006-2010,17937,655,3.7,1.7
Westborough,Worcester County,MA,Westborough,2007-2011,17842,338,1.9,0.9
Westborough,Worcester County,MA,Westborough,2008-2012,17938,562,3.1,1.8
Westborough,Worcester County,MA,Westborough,2009-2013,17993,713,4,1.9
Westborough,Worcester County,MA,Westborough,2010-2014,18117,805,4.4,2.4
Westborough,Worcester County,MA,Westborough,2011-2015,18266,781,4.3,1.3
Westborough,Worcester County,MA,Westborough,2012-2016,18360,857,4.7,1.5
Westborough,Worcester County,MA,Westborough,2013-2017,18493,942,5.1,1.6
Westborough,Worcester County,MA,Westborough,2014-2018,18647,780,4.2,1.3
Westfield,Hampden County,MA,Westfield,2006-2010,38369,4543,11.8,2.1
Westfield,Hampden County,MA,Westfield,2007-2011,38015,3411,9,1.5
Westfield,Hampden County,MA,Westfield,2008-2012,38205,3343,8.8,1.8
Westfield,Hampden County,MA,Westfield,2009-2013,38200,3658,9.6,1.8
Westfield,Hampden County,MA,Westfield,2010-2014,38235,4157,10.9,2.2
Westfield,Hampden County,MA,Westfield,2011-2015,38343,3634,9.5,2.1
Westfield,Hampden County,MA,Westfield,2012-2016,38105,3655,9.6,1.8
Westfield,Hampden County,MA,Westfield,2013-2017,38114,3225,8.5,1.5
Westfield,Hampden County,MA,Westfield,2014-2018,38055,2787,7.3,1.3
Westford,Middlesex County,MA,Westford,2006-2010,21300,242,1.1,0.6
Westford,Middlesex County,MA,Westford,2007-2011,21619,291,1.3,0.6
Westford,Middlesex County,MA,Westford,2008-2012,22017,358,1.6,0.8
Westford,Middlesex County,MA,Westford,2009-2013,22349,411,1.8,0.8
Westford,Middlesex County,MA,Westford,2010-2014,22771,625,2.7,1.1
Westford,Middlesex County,MA,Westford,2011-2015,23167,697,3,1
Westford,Middlesex County,MA,Westford,2012-2016,23789,586,2.5,1
Westford,Middlesex County,MA,Westford,2013-2017,24024,552,2.3,0.8
Westford,Middlesex County,MA,Westford,2014-2018,24194,612,2.5,1
Westhampton,Hampshire County,MA,Westhampton,2006-2010,1577,82,5.2,2.3
Westhampton,Hampshire County,MA,Westhampton,2007-2011,1582,69,4.4,1.9
Westhampton,Hampshire County,MA,Westhampton,2008-2012,1583,77,4.9,2.1
Westhampton,Hampshire County,MA,Westhampton,2009-2013,1561,69,4.4,2.5
Westhampton,Hampshire County,MA,Westhampton,2010-2014,1580,82,5.2,2.7
Westhampton,Hampshire County,MA,Westhampton,2011-2015,1718,42,2.4,1.2
Westhampton,Hampshire County,MA,Westhampton,2012-2016,1825,77,4.2,2.1
Westhampton,Hampshire County,MA,Westhampton,2013-2017,1814,68,3.7,1.9
Westhampton,Hampshire County,MA,Westhampton,2014-2018,1825,69,3.8,1.9
Westminster,Worcester County,MA,Westminster,2006-2010,7079,317,4.5,2.5
Westminster,Worcester County,MA,Westminster,2007-2011,7123,269,3.8,2.8
Westminster,Worcester County,MA,Westminster,2008-2012,7225,368,5.1,3
Westminster,Worcester County,MA,Westminster,2009-2013,7249,321,4.4,2.8
Westminster,Worcester County,MA,Westminster,2010-2014,7276,212,2.9,1.7
Westminster,Worcester County,MA,Westminster,2011-2015,7368,252,3.4,1.7
Westminster,Worcester County,MA,Westminster,2012-2016,7451,210,2.8,1.9
Westminster,Worcester County,MA,Westminster,2013-2017,7532,117,1.6,1.2
Westminster,Worcester County,MA,Westminster,2014-2018,7639,161,2.1,1.4
Weston,Middlesex County,MA,Weston,2006-2010,10562,433,4.1,2
Weston,Middlesex County,MA,Weston,2007-2011,10531,277,2.6,1.3
Weston,Middlesex County,MA,Weston,2008-2012,10731,297,2.8,1.1
Weston,Middlesex County,MA,Weston,2009-2013,10835,258,2.4,1
Weston,Middlesex County,MA,Weston,2010-2014,10972,317,2.9,1.1
Weston,Middlesex County,MA,Weston,2011-2015,11141,341,3.1,1.2
Weston,Middlesex County,MA,Weston,2012-2016,11205,589,5.3,2.4
Weston,Middlesex County,MA,Weston,2013-2017,11277,575,5.1,2.2
Weston,Middlesex County,MA,Weston,2014-2018,11319,791,7,2.5
Westport,Bristol County,MA,Westport,2006-2010,15248,710,4.7,1.4
Westport,Bristol County,MA,Westport,2007-2011,15312,642,4.2,1.2
Westport,Bristol County,MA,Westport,2008-2012,15430,612,4,1.3
Westport,Bristol County,MA,Westport,2009-2013,15530,523,3.4,1.1
Westport,Bristol County,MA,Westport,2010-2014,15622,524,3.4,1.3
Westport,Bristol County,MA,Westport,2011-2015,15619,654,4.2,1.2
Westport,Bristol County,MA,Westport,2012-2016,15649,753,4.8,1.6
Westport,Bristol County,MA,Westport,2013-2017,15688,708,4.5,1.5
Westport,Bristol County,MA,Westport,2014-2018,15760,851,5.4,1.7
Westwood,Norfolk County,MA,Westwood,2006-2010,14359,562,3.9,1.5
Westwood,Norfolk County,MA,Westwood,2007-2011,14458,483,3.3,1.3
Westwood,Norfolk County,MA,Westwood,2008-2012,14584,476,3.3,1.3
Westwood,Norfolk County,MA,Westwood,2009-2013,14685,325,2.2,0.8
Westwood,Norfolk County,MA,Westwood,2010-2014,14782,411,2.8,1
Westwood,Norfolk County,MA,Westwood,2011-2015,15069,247,1.6,0.9
Westwood,Norfolk County,MA,Westwood,2012-2016,15339,277,1.8,0.9
Westwood,Norfolk County,MA,Westwood,2013-2017,15572,289,1.9,1.1
Westwood,Norfolk County,MA,Westwood,2014-2018,15816,383,2.4,1.1
Weymouth,Norfolk County,MA,Weymouth,2006-2010,52882,3688,7,1.1
Weymouth,Norfolk County,MA,Weymouth,2007-2011,53067,3945,7.4,1.2
Weymouth,Norfolk County,MA,Weymouth,2008-2012,53439,3918,7.3,1.5
Weymouth,Norfolk County,MA,Weymouth,2009-2013,53881,4076,7.6,1.5
Weymouth,Norfolk County,MA,Weymouth,2010-2014,54314,3560,6.6,1.3
Weymouth,Norfolk County,MA,Weymouth,2011-2015,54815,3756,6.9,1
Weymouth,Norfolk County,MA,Weymouth,2012-2016,55132,4202,7.6,1.3
Weymouth,Norfolk County,MA,Weymouth,2013-2017,55432,3641,6.6,1.3
Weymouth,Norfolk County,MA,Weymouth,2014-2018,55948,3448,6.2,1.3
Whately,Franklin County,MA,Whately,2006-2010,1566,66,4.2,3.3
Whately,Franklin County,MA,Whately,2007-2011,1529,54,3.5,2.9
Whately,Franklin County,MA,Whately,2008-2012,1562,47,3,2.8
Whately,Franklin County,MA,Whately,2009-2013,1366,66,4.8,3.8
Whately,Franklin County,MA,Whately,2010-2014,1381,44,3.2,2.2
Whately,Franklin County,MA,Whately,2011-2015,1388,50,3.6,2.4
Whately,Franklin County,MA,Whately,2012-2016,1354,66,4.9,2.6
Whately,Franklin County,MA,Whately,2013-2017,1337,101,7.6,3.9
Whately,Franklin County,MA,Whately,2014-2018,1430,68,4.8,3.3
Whitman,Plymouth County,MA,Whitman,2006-2010,14316,921,6.4,2.2
Whitman,Plymouth County,MA,Whitman,2007-2011,14363,930,6.5,2.5
Whitman,Plymouth County,MA,Whitman,2008-2012,14463,999,6.9,2.3
Whitman,Plymouth County,MA,Whitman,2009-2013,14558,1127,7.7,2.1
Whitman,Plymouth County,MA,Whitman,2010-2014,14639,891,6.1,1.6
Whitman,Plymouth County,MA,Whitman,2011-2015,14714,996,6.8,2
Whitman,Plymouth County,MA,Whitman,2012-2016,14757,1061,7.2,2.4
Whitman,Plymouth County,MA,Whitman,2013-2017,14857,1019,6.9,2.3
Whitman,Plymouth County,MA,Whitman,2014-2018,14940,896,6,2.1
Wilbraham,Hampden County,MA,Wilbraham,2006-2010,13868,431,3.1,1.2
Wilbraham,Hampden County,MA,Wilbraham,2007-2011,13929,571,4.1,1.6
Wilbraham,Hampden County,MA,Wilbraham,2008-2012,13991,427,3.1,1.1
Wilbraham,Hampden County,MA,Wilbraham,2009-2013,14034,671,4.8,1.6
Wilbraham,Hampden County,MA,Wilbraham,2010-2014,14086,681,4.8,1.5
Wilbraham,Hampden County,MA,Wilbraham,2011-2015,14174,579,4.1,1.3
Wilbraham,Hampden County,MA,Wilbraham,2012-2016,14237,547,3.8,1.3
Wilbraham,Hampden County,MA,Wilbraham,2013-2017,14208,573,4,1.3
Wilbraham,Hampden County,MA,Wilbraham,2014-2018,14286,388,2.7,1
Williamsburg,Hampshire County,MA,Williamsburg,2006-2010,2633,177,6.7,2.9
Williamsburg,Hampshire County,MA,Williamsburg,2007-2011,2543,198,7.8,2.9
Williamsburg,Hampshire County,MA,Williamsburg,2008-2012,2631,192,7.3,2.8
Williamsburg,Hampshire County,MA,Williamsburg,2009-2013,2655,191,7.2,2.7
Williamsburg,Hampshire County,MA,Williamsburg,2010-2014,2583,263,10.2,4.5
Williamsburg,Hampshire County,MA,Williamsburg,2011-2015,2459,234,9.5,4.4
Williamsburg,Hampshire County,MA,Williamsburg,2012-2016,2448,270,11,5.7
Williamsburg,Hampshire County,MA,Williamsburg,2013-2017,2481,268,10.8,6.3
Williamsburg,Hampshire County,MA,Williamsburg,2014-2018,2523,283,11.2,5.6
Williamstown,Berkshire County,MA,Williamstown,2006-2010,6356,747,11.8,5.8
Williamstown,Berkshire County,MA,Williamstown,2007-2011,6406,453,7.1,2.5
Williamstown,Berkshire County,MA,Williamstown,2008-2012,5995,435,7.3,2.6
Williamstown,Berkshire County,MA,Williamstown,2009-2013,5628,369,6.6,2.1
Williamstown,Berkshire County,MA,Williamstown,2010-2014,5277,356,6.7,1.7
Williamstown,Berkshire County,MA,Williamstown,2011-2015,5018,542,10.8,3.1
Williamstown,Berkshire County,MA,Williamstown,2012-2016,5013,573,11.4,3.7
Williamstown,Berkshire County,MA,Williamstown,2013-2017,5010,576,11.5,3.7
Williamstown,Berkshire County,MA,Williamstown,2014-2018,5145,583,11.3,4.6
Wilmington,Middlesex County,MA,Wilmington,2006-2010,21717,467,2.2,1.2
Wilmington,Middlesex County,MA,Wilmington,2007-2011,21830,385,1.8,1
Wilmington,Middlesex County,MA,Wilmington,2008-2012,22100,606,2.7,1.6
Wilmington,Middlesex County,MA,Wilmington,2009-2013,22359,530,2.4,1.1
Wilmington,Middlesex County,MA,Wilmington,2010-2014,22597,503,2.2,1.1
Wilmington,Middlesex County,MA,Wilmington,2011-2015,22841,691,3,1.2
Wilmington,Middlesex County,MA,Wilmington,2012-2016,23024,663,2.9,1.2
Wilmington,Middlesex County,MA,Wilmington,2013-2017,23227,684,2.9,0.9
Wilmington,Middlesex County,MA,Wilmington,2014-2018,23300,580,2.5,0.9
Winchendon,Worcester County,MA,Winchendon,2006-2010,10074,984,9.8,3.7
Winchendon,Worcester County,MA,Winchendon,2007-2011,10056,933,9.3,3.6
Winchendon,Worcester County,MA,Winchendon,2008-2012,10249,806,7.9,3.2
Winchendon,Worcester County,MA,Winchendon,2009-2013,10300,1048,10.2,3.7
Winchendon,Worcester County,MA,Winchendon,2010-2014,10370,1255,12.1,4.3
