"","Region","Five_Year_Range","Population","Never_Married","Never_Married_Pct","Now_Married","Now_Married_Pct","Separated","Separated_Pct","Widowed","Widowed_Pct","Divorced","Divorced_Pct","Gender"
"1674","Chelmsford",2011,13968,2939,21,8099,58,264,1.9,1370,9.8,1296,9.3,"Female"
"1675","Concord",2011,6970,1510,21.7,3990,57.2,31,0.4,803,11.5,636,9.1,"Female"
"1676","Dracut",2011,12081,2861,23.7,6725,55.7,138,1.1,1226,10.1,1131,9.4,"Female"
"1677","Dunstable",2011,1266,213,16.8,831,65.6,37,2.9,90,7.1,95,7.5,"Female"
"1678","Everett",2011,16803,5382,32,7112,42.3,558,3.3,1631,9.7,2120,12.6,"Female"
"1679","Framingham",2011,29245,9249,31.6,13812,47.2,755,2.6,2715,9.3,2714,9.3,"Female"
"1680","Groton",2011,3995,739,18.5,2579,64.6,43,1.1,294,7.4,340,8.5,"Female"
"1681","Holliston",2011,5327,1104,20.7,3332,62.5,60,1.1,382,7.2,449,8.4,"Female"
"1682","Hopkinton",2011,5647,1207,21.4,3598,63.7,34,0.6,305,5.4,503,8.9,"Female"
"1683","Hudson",2011,7720,1943,25.2,4407,57.1,32,0.4,531,6.9,807,10.5,"Female"
"1684","Lexington",2011,13248,2721,20.5,8110,61.2,155,1.2,1111,8.4,1151,8.7,"Female"
"1685","Lincoln",2011,2473,433,17.5,1722,69.6,14,0.6,158,6.4,146,5.9,"Female"
"1686","Littleton",2011,3627,685,18.9,2090,57.6,71,2,459,12.7,322,8.9,"Female"
"1687","Lowell",2011,45400,17370,38.3,16771,36.9,1724,3.8,4546,10,4989,11,"Female"
"1688","Malden",2011,25232,8635,34.2,11361,45,709,2.8,2205,8.7,2322,9.2,"Female"
"1689","Marlborough",2011,15897,4485,28.2,8054,50.7,286,1.8,1241,7.8,1831,11.5,"Female"
"1690","Maynard",2011,4187,1136,27.1,2232,53.3,21,0.5,313,7.5,485,11.6,"Female"
"1691","Medford",2011,25961,9575,36.9,11203,43.2,390,1.5,2418,9.3,2375,9.1,"Female"
"1692","Melrose",2011,11433,2875,25.1,6269,54.8,212,1.9,1139,10,938,8.2,"Female"
"1693","Natick",2011,13385,2944,22,7497,56,184,1.4,1290,9.6,1470,11,"Female"
"1694","Newton",2011,37346,12299,32.9,18340,49.1,557,1.5,3084,8.3,3066,8.2,"Female"
"1695","North Reading",2011,5901,1362,23.1,3729,63.2,29,0.5,452,7.7,329,5.6,"Female"
"1696","Pepperell",2011,4754,1272,26.8,2617,55,17,0.4,202,4.2,646,13.6,"Female"
"1697","Reading",2011,10048,2109,21,5943,59.1,101,1,989,9.8,906,9,"Female"
"1698","Sherborn",2011,1645,249,15.1,1086,66,11,0.7,78,4.7,221,13.4,"Female"
"1699","Shirley",2011,2638,624,23.7,1387,52.6,42,1.6,174,6.6,411,15.6,"Female"
"1700","Somerville",2011,35054,18845,53.8,10834,30.9,606,1.7,2097,6,2672,7.6,"Female"
"1701","Stoneham",2011,9393,2427,25.8,4632,49.3,133,1.4,1126,12,1075,11.4,"Female"
"1702","Stow",2011,2490,442,17.8,1588,63.8,31,1.2,145,5.8,284,11.4,"Female"
"1703","Sudbury",2011,6578,1186,18,4491,68.3,42,0.6,419,6.4,440,6.7,"Female"
"1704","Tewksbury",2011,12442,2982,24,6839,55,124,1,1494,12,1003,8.1,"Female"
"1705","Townsend",2011,3364,744,22.1,1995,59.3,43,1.3,264,7.8,318,9.5,"Female"
"1706","Tyngsborough",2011,4523,1002,22.2,2621,57.9,64,1.4,429,9.5,407,9,"Female"
"1707","Wakefield",2011,10639,2725,25.6,5443,51.2,158,1.5,1247,11.7,1066,10,"Female"
"1708","Waltham",2011,27115,11123,41,11139,41.1,493,1.8,2087,7.7,2273,8.4,"Female"
"1709","Watertown",2011,15024,5811,38.7,6438,42.9,188,1.3,1090,7.3,1497,10,"Female"
"1710","Wayland",2011,5215,814,15.6,3517,67.4,92,1.8,438,8.4,354,6.8,"Female"
"1711","Westford",2011,8234,1300,15.8,5729,69.6,49,0.6,536,6.5,620,7.5,"Female"
"1712","Weston",2011,4624,1240,26.8,2729,59,23,0.5,419,9.1,213,4.6,"Female"
"1713","Wilmington",2011,9230,2340,25.4,5526,59.9,67,0.7,737,8,560,6.1,"Female"
"1714","Winchester",2011,8664,1702,19.6,5285,61,76,0.9,935,10.8,666,7.7,"Female"
"1715","Woburn",2011,16369,4384,26.8,7964,48.7,328,2,2084,12.7,1609,9.8,"Female"
"1716","Nantucket",2011,4053,1188,29.3,1988,49.1,37,0.9,407,10,433,10.7,"Female"
"1717","Avon",2011,1960,483,24.6,929,47.4,10,0.5,231,11.8,307,15.7,"Female"
"1718","Bellingham",2011,6608,1609,24.3,3673,55.6,83,1.3,390,5.9,853,12.9,"Female"
"1719","Braintree",2011,15624,4571,29.3,7667,49.1,212,1.4,1760,11.3,1414,9.1,"Female"
"1720","Brookline",2011,27393,11775,43,11554,42.2,331,1.2,1727,6.3,2006,7.3,"Female"
"1721","Canton",2011,9185,2003,21.8,5044,54.9,123,1.3,1134,12.3,881,9.6,"Female"
"1722","Cohasset",2011,2875,535,18.6,1942,67.5,14,0.5,221,7.7,163,5.7,"Female"
"1723","Dedham",2011,10570,2693,25.5,5532,52.3,157,1.5,1234,11.7,954,9,"Female"
"1724","Dover",2011,2104,400,19,1470,69.9,0,0,119,5.7,115,5.5,"Female"
"1725","Foxborough",2011,6989,1724,24.7,3882,55.5,76,1.1,585,8.4,722,10.3,"Female"
"1726","Franklin",2011,12250,3065,25,7131,58.2,169,1.4,735,6,1150,9.4,"Female"
"1727","Holbrook",2011,4382,1136,25.9,2405,54.9,118,2.7,380,8.7,343,7.8,"Female"
"1728","Medfield",2011,4666,1166,25,2985,64,25,0.5,252,5.4,238,5.1,"Female"
"1729","Medway",2011,5059,1077,21.3,3272,64.7,45,0.9,380,7.5,285,5.6,"Female"
"1730","Millis",2011,3219,725,22.5,1773,55.1,14,0.4,229,7.1,478,14.8,"Female"
"1731","Milton",2011,11462,3918,34.2,5628,49.1,134,1.2,1033,9,749,6.5,"Female"
"1732","Needham",2011,11791,2468,20.9,7034,59.7,85,0.7,1177,10,1027,8.7,"Female"
"1733","Norfolk",2011,3344,599,17.9,2365,70.7,16,0.5,159,4.8,205,6.1,"Female"
"1734","Norwood",2011,12019,3252,27.1,6033,50.2,164,1.4,1436,11.9,1134,9.4,"Female"
"1735","Plainville",2011,3726,1152,30.9,1595,42.8,0,0,494,13.3,485,13,"Female"
"1736","Quincy",2011,41356,14928,36.1,17382,42,825,2,4044,9.8,4177,10.1,"Female"
"1737","Randolph",2011,14303,4625,32.3,6560,45.9,435,3,1235,8.6,1448,10.1,"Female"
"1738","Sharon",2011,7074,1339,18.9,4680,66.2,40,0.6,441,6.2,574,8.1,"Female"
"1739","Stoughton",2011,11913,3173,26.6,5747,48.2,172,1.4,1438,12.1,1383,11.6,"Female"
"1740","Walpole",2011,9747,2348,24.1,5545,56.9,197,2,935,9.6,722,7.4,"Female"
"1741","Wellesley",2011,13176,5669,43,5704,43.3,119,0.9,787,6,897,6.8,"Female"
"1742","Westwood",2011,5862,1072,18.3,3640,62.1,48,0.8,804,13.7,298,5.1,"Female"
"1743","Weymouth",2011,23518,6762,28.8,10740,45.7,348,1.5,2616,11.1,3052,13,"Female"
"1744","Wrentham",2011,4362,756,17.3,2553,58.5,70,1.6,383,8.8,600,13.8,"Female"
"1745","Abington",2011,6570,1863,28.4,3463,52.7,73,1.1,534,8.1,637,9.7,"Female"
"1746","Bridgewater",2011,10595,4116,38.8,4768,45,99,0.9,612,5.8,1000,9.4,"Female"
"1747","Brockton",2011,39172,14701,37.5,13743,35.1,1804,4.6,3728,9.5,5196,13.3,"Female"
"1748","Carver",2011,4981,1053,21.1,2636,52.9,117,2.3,666,13.4,509,10.2,"Female"
"1749","Duxbury",2011,6098,1172,19.2,3663,60.1,162,2.7,613,10.1,488,8,"Female"
"1750","East Bridgewater",2011,5984,1750,29.2,2973,49.7,53,0.9,547,9.1,661,11,"Female"
"1751","Halifax",2011,3155,715,22.7,1518,48.1,39,1.2,379,12,504,16,"Female"
"1752","Hanover",2011,5331,1125,21.1,3168,59.4,77,1.4,388,7.3,573,10.7,"Female"
"1753","Hanson",2011,4081,1066,26.1,2366,58,32,0.8,219,5.4,398,9.8,"Female"
"1754","Hingham",2011,9018,1796,19.9,5124,56.8,55,0.6,1118,12.4,925,10.3,"Female"
"1755","Hull",2011,5197,1537,29.6,2042,39.3,118,2.3,646,12.4,854,16.4,"Female"
"1756","Kingston",2011,5323,1597,30,2645,49.7,19,0.4,729,13.7,333,6.3,"Female"
"1757","Lakeville",2011,4293,989,23,2534,59,52,1.2,295,6.9,423,9.9,"Female"
"1758","Marion",2011,2096,404,19.3,1156,55.2,32,1.5,329,15.7,175,8.3,"Female"
"1759","Marshfield",2011,10252,2349,22.9,6037,58.9,106,1,819,8,941,9.2,"Female"
"1760","Mattapoisett",2011,2588,509,19.7,1539,59.5,0,0,207,8,333,12.9,"Female"
"1761","Middleborough",2011,9781,2560,26.2,4697,48,164,1.7,1017,10.4,1343,13.7,"Female"
"1762","Norwell",2011,3946,650,16.5,2491,63.1,48,1.2,356,9,401,10.2,"Female"
"1763","Pembroke",2011,7208,1736,24.1,4193,58.2,61,0.8,442,6.1,776,10.8,"Female"
"1764","Plymouth",2011,22593,5109,22.6,12308,54.5,286,1.3,2107,9.3,2783,12.3,"Female"
"1765","Plympton",2011,1203,352,29.3,700,58.2,5,0.4,80,6.7,66,5.5,"Female"
"1766","Rochester",2011,2214,553,25,1315,59.4,59,2.7,175,7.9,112,5.1,"Female"
"1767","Rockland",2011,7955,2308,29,3626,45.6,136,1.7,742,9.3,1143,14.4,"Female"
"1768","Scituate",2011,7613,1462,19.2,4063,53.4,122,1.6,959,12.6,1007,13.2,"Female"
"1769","Wareham",2011,9549,2448,25.6,4208,44.1,158,1.7,1021,10.7,1714,17.9,"Female"
"1770","West Bridgewater",2011,2952,820,27.8,1472,49.9,28,0.9,357,12.1,275,9.3,"Female"
"1771","Whitman",2011,5706,1436,25.2,3129,54.8,91,1.6,408,7.2,642,11.3,"Female"
"1772","Boston",2011,276326,150842,54.6,74024,26.8,9568,3.5,18537,6.7,23355,8.5,"Female"
"1773","Chelsea",2011,13608,5545,40.7,4428,32.5,857,6.3,1480,10.9,1298,9.5,"Female"
"1774","Revere",2011,20370,6040,29.7,8957,44,687,3.4,1985,9.7,2701,13.3,"Female"
"1775","Winthrop",2011,7860,2324,29.6,3571,45.4,218,2.8,683,8.7,1064,13.5,"Female"
"1776","Ashburnham",2011,2395,580,24.2,1399,58.4,88,3.7,126,5.3,202,8.4,"Female"
"1777","Athol",2011,4857,1253,25.8,2208,45.5,93,1.9,625,12.9,678,14,"Female"
"1778","Auburn",2011,7337,1809,24.7,3581,48.8,28,0.4,1034,14.1,885,12.1,"Female"
"1779","Barre",2011,2404,674,28,1165,48.5,0,0,241,10,324,13.5,"Female"
"1780","Berlin",2011,1195,234,19.6,749,62.7,16,1.3,74,6.2,122,10.2,"Female"
"1781","Blackstone",2011,3760,1038,27.6,2073,55.1,102,2.7,358,9.5,189,5,"Female"
"1782","Bolton",2011,1908,362,19,1236,64.8,20,1,167,8.8,123,6.4,"Female"
"1783","Boylston",2011,1725,400,23.2,1025,59.4,0,0,147,8.5,153,8.9,"Female"
"1784","Brookfield",2011,1445,201,13.9,922,63.8,53,3.7,155,10.7,114,7.9,"Female"
"1785","Charlton",2011,4824,844,17.5,3133,64.9,51,1.1,388,8,408,8.5,"Female"
"1786","Clinton",2011,5699,1519,26.7,2505,44,167,2.9,728,12.8,780,13.7,"Female"
"1787","Douglas",2011,3096,514,16.6,2012,65,36,1.2,170,5.5,364,11.8,"Female"
"1788","Dudley",2011,4393,1156,26.3,2243,51.1,93,2.1,310,7.1,591,13.5,"Female"
"1789","East Brookfield",2011,845,226,26.7,440,52.1,21,2.5,73,8.6,85,10.1,"Female"
"1790","Fitchburg",2011,16532,5367,32.5,6583,39.8,494,3,1888,11.4,2200,13.3,"Female"
"1791","Gardner",2011,8378,2120,25.3,3902,46.6,188,2.2,1051,12.5,1117,13.3,"Female"
"1792","Grafton",2011,7095,2024,28.5,3607,50.8,178,2.5,545,7.7,741,10.4,"Female"
"1793","Hardwick",2011,1191,309,25.9,623,52.3,16,1.3,108,9.1,135,11.3,"Female"
"1794","Harvard",2011,2264,602,26.6,1382,61,5,0.2,66,2.9,209,9.2,"Female"
"1795","Holden",2011,7117,1464,20.6,4191,58.9,116,1.6,596,8.4,750,10.5,"Female"
"1796","Hopedale",2011,2498,536,21.5,1416,56.7,50,2,209,8.4,287,11.5,"Female"
"1797","Hubbardston",2011,1621,274,16.9,1124,69.3,9,0.6,97,6,117,7.2,"Female"
"1798","Lancaster",2011,2890,668,23.1,1705,59,8,0.3,214,7.4,295,10.2,"Female"
"1799","Leicester",2011,4688,1358,29,2283,48.7,57,1.2,445,9.5,545,11.6,"Female"
"1800","Leominster",2011,17283,4997,28.9,8114,46.9,457,2.6,1653,9.6,2062,11.9,"Female"
"1801","Lunenburg",2011,4110,861,20.9,2351,57.2,63,1.5,233,5.7,602,14.6,"Female"
"1802","Mendon",2011,2347,561,23.9,1457,62.1,50,2.1,153,6.5,126,5.4,"Female"
"1803","Milford",2011,11105,2890,26,5906,53.2,203,1.8,1088,9.8,1018,9.2,"Female"
"1804","Millbury",2011,5953,1520,25.5,2972,49.9,105,1.8,681,11.4,675,11.3,"Female"
"1805","Millville",2011,1337,413,30.9,635,47.5,7,0.5,108,8.1,174,13,"Female"
"1806","New Braintree",2011,447,112,25.1,264,59.1,4,0.9,30,6.7,37,8.3,"Female"
"1807","Northborough",2011,5631,1088,19.3,3401,60.4,128,2.3,388,6.9,626,11.1,"Female"
"1808","Northbridge",2011,6093,1546,25.4,3193,52.4,177,2.9,483,7.9,694,11.4,"Female"
"1809","North Brookfield",2011,1906,488,25.6,1052,55.2,16,0.8,227,11.9,123,6.5,"Female"
"1810","Oakham",2011,751,155,20.6,456,60.7,14,1.9,40,5.3,86,11.5,"Female"
"1811","Oxford",2011,5591,1346,24.1,2964,53,42,0.8,423,7.6,816,14.6,"Female"
"1812","Paxton",2011,2060,655,31.8,1123,54.5,0,0,176,8.5,106,5.1,"Female"
"1813","Petersham",2011,586,198,33.8,292,49.8,8,1.4,61,10.4,27,4.6,"Female"
"1814","Phillipston",2011,791,267,33.8,425,53.7,13,1.6,22,2.8,64,8.1,"Female"
"1815","Princeton",2011,1414,315,22.3,874,61.8,13,0.9,65,4.6,147,10.4,"Female"
"1816","Royalston",2011,442,80,18.1,283,64,15,3.4,39,8.8,25,5.7,"Female"
"1817","Rutland",2011,2751,582,21.2,1830,66.5,27,1,69,2.5,243,8.8,"Female"
"1818","Shrewsbury",2011,14134,2902,20.5,8544,60.4,81,0.6,1315,9.3,1292,9.1,"Female"
"1819","Southborough",2011,3724,659,17.7,2541,68.2,71,1.9,187,5,266,7.1,"Female"
"1820","Southbridge",2011,6911,2262,32.7,2689,38.9,273,4,868,12.6,819,11.9,"Female"
"1821","Spencer",2011,4997,1438,28.8,2414,48.3,112,2.2,500,10,533,10.7,"Female"
"1822","Sterling",2011,3241,553,17.1,2013,62.1,0,0,270,8.3,405,12.5,"Female"
"1823","Sturbridge",2011,4049,1100,27.2,2132,52.7,55,1.4,308,7.6,454,11.2,"Female"
"1824","Sutton",2011,3585,841,23.5,2324,64.8,0,0,188,5.2,232,6.5,"Female"
"1825","Templeton",2011,3275,829,25.3,1755,53.6,4,0.1,206,6.3,481,14.7,"Female"
"1826","Upton",2011,2891,555,19.2,1862,64.4,37,1.3,156,5.4,281,9.7,"Female"
"1827","Uxbridge",2011,5234,1180,22.5,3099,59.2,56,1.1,333,6.4,566,10.8,"Female"
"1828","Warren",2011,2124,599,28.2,946,44.5,40,1.9,234,11,305,14.4,"Female"
"1829","Webster",2011,7228,1909,26.4,3080,42.6,168,2.3,942,13,1129,15.6,"Female"
"1830","Westborough",2011,7350,1696,23.1,4293,58.4,63,0.9,748,10.2,550,7.5,"Female"
"1831","West Boylston",2011,2470,532,21.5,1273,51.5,62,2.5,335,13.6,268,10.9,"Female"
"1832","West Brookfield",2011,1668,357,21.4,875,52.5,29,1.7,226,13.5,181,10.9,"Female"
"1833","Westminster",2011,2948,659,22.4,1609,54.6,45,1.5,244,8.3,391,13.3,"Female"
"1834","Winchendon",2011,4231,1017,24,2299,54.3,111,2.6,352,8.3,452,10.7,"Female"
"1835","Worcester",2011,78323,31290,39.9,27524,35.1,2298,2.9,7902,10.1,9309,11.9,"Female"
"1836","United States",2012,127252362,36577855,28.7,60367016,47.4,3190130,2.5,11886647,9.3,15230714,12,"Female"
"1837","MA",2012,2819766,922804,32.7,1267960,45,62998,2.2,259529,9.2,306475,10.9,"Female"
"1838","Barnstable County",2012,98390,21065,21.4,50704,51.5,1669,1.7,12143,12.3,12809,13,"Female"
"1839","Berkshire County",2012,57984,16527,28.5,24799,42.8,1407,2.4,7090,12.2,8161,14.1,"Female"
"1840","Bristol County",2012,234285,70246,30,105662,45.1,5597,2.4,24984,10.7,27796,11.9,"Female"
"1841","Dukes County",2012,7114,1822,25.6,3593,50.5,121,1.7,717,10.1,861,12.1,"Female"
"1842","Essex County",2012,318703,94326,29.6,147711,46.3,8508,2.7,31150,9.8,37008,11.6,"Female"
"1843","Franklin County",2012,31192,8521,27.3,14150,45.4,605,1.9,3098,9.9,4818,15.4,"Female"
"1844","Hampden County",2012,197579,65471,33.1,80266,40.6,6539,3.3,20305,10.3,24998,12.7,"Female"
"1845","Hampshire County",2012,74057,31173,42.1,28257,38.2,1124,1.5,5881,7.9,7622,10.3,"Female"
"1846","Middlesex County",2012,644885,204216,31.7,313912,48.7,11218,1.7,53804,8.3,61735,9.6,"Female"
"1847","Nantucket County",2012,4006,1169,29.2,1952,48.7,14,0.3,417,10.4,454,11.3,"Female"
"1848","Norfolk County",2012,289545,86744,30,144514,49.9,4241,1.5,26499,9.2,27547,9.5,"Female"
"1849","Plymouth County",2012,207304,57402,27.7,101283,48.9,4140,2,19943,9.6,24536,11.8,"Female"
"1850","Suffolk County",2012,323156,168406,52.1,91401,28.3,11046,3.4,22139,6.9,30164,9.3,"Female"
"1851","Worcester County",2012,331566,95716,28.9,159756,48.2,6769,2,31359,9.5,37966,11.5,"Female"
"1852","Barnstable",2012,20023,4244,21.2,10389,51.9,571,2.9,2072,10.3,2747,13.7,"Female"
"1853","Bourne",2012,8520,2124,24.9,4391,51.5,87,1,1100,12.9,818,9.6,"Female"
"1854","Brewster",2012,4615,977,21.2,2310,50.1,81,1.8,608,13.2,639,13.8,"Female"
"1855","Chatham",2012,2862,406,14.2,1647,57.5,20,0.7,409,14.3,380,13.3,"Female"
"1856","Dennis",2012,6814,1406,20.6,3233,47.4,210,3.1,1038,15.2,927,13.6,"Female"
"1857","Eastham",2012,2425,401,16.5,1296,53.4,27,1.1,232,9.6,469,19.3,"Female"
"1858","Falmouth",2012,14514,3003,20.7,7670,52.8,146,1,1915,13.2,1780,12.3,"Female"
"1859","Harwich",2012,5937,1312,22.1,2939,49.5,114,1.9,881,14.8,691,11.6,"Female"
"1860","Mashpee",2012,6264,1334,21.3,3356,53.6,76,1.2,790,12.6,708,11.3,"Female"
"1861","Orleans",2012,2979,533,17.9,1594,53.5,19,0.6,498,16.7,335,11.2,"Female"
"1862","Provincetown",2012,1226,561,45.8,251,20.5,2,0.2,182,14.8,230,18.8,"Female"
"1863","Sandwich",2012,8590,1835,21.4,5146,59.9,93,1.1,531,6.2,985,11.5,"Female"
"1864","Truro",2012,766,247,32.2,355,46.3,31,4,60,7.8,73,9.5,"Female"
"1865","Wellfleet",2012,1631,385,23.6,758,46.5,23,1.4,171,10.5,294,18,"Female"
"1866","Yarmouth",2012,11224,2297,20.5,5369,47.8,169,1.5,1656,14.8,1733,15.4,"Female"
"1867","Adams",2012,3774,1018,27,1563,41.4,122,3.2,432,11.4,639,16.9,"Female"
"1868","Alford",2012,226,36,15.9,137,60.6,2,0.9,28,12.4,23,10.2,"Female"
"1869","Becket",2012,843,177,21,417,49.5,42,5,57,6.8,150,17.8,"Female"
"1870","Cheshire",2012,1433,283,19.7,741,51.7,41,2.9,165,11.5,203,14.2,"Female"
"1871","Clarksburg",2012,736,172,23.4,423,57.5,10,1.4,85,11.5,46,6.3,"Female"
"1872","Dalton",2012,2817,562,20,1455,51.7,56,2,355,12.6,389,13.8,"Female"
"1873","Egremont",2012,514,98,19.1,243,47.3,14,2.7,61,11.9,98,19.1,"Female"
"1874","Florida",2012,332,81,24.4,153,46.1,0,0,47,14.2,51,15.4,"Female"
"1875","Great Barrington",2012,3307,990,29.9,1225,37,155,4.7,547,16.5,390,11.8,"Female"
"1876","Hancock",2012,305,74,24.3,172,56.4,3,1,27,8.9,29,9.5,"Female"
"1877","Hinsdale",2012,820,123,15,521,63.5,9,1.1,62,7.6,105,12.8,"Female"
"1878","Lanesborough",2012,1219,230,18.9,654,53.7,0,0,143,11.7,192,15.8,"Female"
"1879","Lee",2012,2724,820,30.1,1169,42.9,35,1.3,261,9.6,439,16.1,"Female"
"1880","Lenox",2012,2091,533,25.5,897,42.9,28,1.3,416,19.9,217,10.4,"Female"
"1881","Monterey",2012,283,42,14.8,167,59,8,2.8,8,2.8,58,20.5,"Female"
"1882","Mount Washington",2012,82,20,24.4,44,53.7,1,1.2,11,13.4,6,7.3,"Female"
"1883","New Ashford",2012,94,7,7.4,45,47.9,0,0,29,30.9,13,13.8,"Female"
"1884","New Marlborough",2012,635,140,22,355,55.9,24,3.8,41,6.5,75,11.8,"Female"
"1885","North Adams",2012,6013,2226,37,2155,35.8,124,2.1,647,10.8,861,14.3,"Female"
"1886","Otis",2012,543,91,16.8,341,62.8,30,5.5,32,5.9,49,9,"Female"
"1887","Peru",2012,374,103,27.5,244,65.2,0,0,12,3.2,15,4,"Female"
"1888","Pittsfield",2012,19836,5829,29.4,7629,38.5,595,3,2569,13,3214,16.2,"Female"
"1889","Richmond",2012,749,179,23.9,410,54.7,21,2.8,83,11.1,56,7.5,"Female"
"1890","Sandisfield",2012,382,88,23,206,53.9,7,1.8,44,11.5,37,9.7,"Female"
"1891","Savoy",2012,235,42,17.9,147,62.6,0,0,24,10.2,22,9.4,"Female"
"1892","Sheffield",2012,1371,346,25.2,752,54.9,0,0,123,9,150,10.9,"Female"
"1893","Stockbridge",2012,880,282,32,313,35.6,21,2.4,121,13.8,143,16.3,"Female"
"1894","Tyringham",2012,173,35,20.2,108,62.4,10,5.8,7,4,13,7.5,"Female"
"1895","Washington",2012,225,44,19.6,141,62.7,1,0.4,17,7.6,22,9.8,"Female"
"1896","West Stockbridge",2012,743,201,27.1,356,47.9,27,3.6,72,9.7,87,11.7,"Female"
"1897","Williamstown",2012,3837,1551,40.4,1390,36.2,21,0.5,531,13.8,344,9,"Female"
"1898","Windsor",2012,388,104,26.8,226,58.2,0,0,33,8.5,25,6.4,"Female"
"1899","Acushnet",2012,4553,1108,24.3,2330,51.2,143,3.1,513,11.3,459,10.1,"Female"
"1900","Attleboro",2012,18203,5093,28,8779,48.2,356,2,1747,9.6,2228,12.2,"Female"
"1901","Berkley",2012,2545,650,25.5,1498,58.9,117,4.6,60,2.4,220,8.6,"Female"
"1902","Dartmouth",2012,14701,4439,30.2,7151,48.6,143,1,1508,10.3,1460,9.9,"Female"
"1903","Dighton",2012,2863,684,23.9,1626,56.8,48,1.7,307,10.7,198,6.9,"Female"
"1904","Easton",2012,9771,3211,32.9,4861,49.7,94,1,583,6,1022,10.5,"Female"
"1905","Fairhaven",2012,7345,2025,27.6,3227,43.9,172,2.3,973,13.2,948,12.9,"Female"
"1906","Fall River",2012,38882,12880,33.1,14040,36.1,1137,2.9,5215,13.4,5610,14.4,"Female"
"1907","Freetown",2012,3506,769,21.9,2204,62.9,54,1.5,133,3.8,346,9.9,"Female"
"1908","Mansfield",2012,8864,2337,26.4,4914,55.4,129,1.5,593,6.7,891,10.1,"Female"
"1909","New Bedford",2012,40866,14807,36.2,14369,35.2,1633,4,4969,12.2,5088,12.5,"Female"
"1910","North Attleborough",2012,11037,2784,25.2,6005,54.4,202,1.8,784,7.1,1262,11.4,"Female"
"1911","Norton",2012,8388,2973,35.4,3471,41.4,158,1.9,786,9.4,1000,11.9,"Female"
"1912","Raynham",2012,5574,1446,25.9,2869,51.5,75,1.3,582,10.4,602,10.8,"Female"
"1913","Rehoboth",2012,4686,1059,22.6,2840,60.6,29,0.6,302,6.4,456,9.7,"Female"
"1914","Seekonk",2012,6044,1593,26.4,3201,53,132,2.2,500,8.3,618,10.2,"Female"
"1915","Somerset",2012,8182,1981,24.2,3926,48,88,1.1,1352,16.5,835,10.2,"Female"
"1916","Swansea",2012,7213,1566,21.7,3958,54.9,50,0.7,823,11.4,816,11.3,"Female"
"1917","Taunton",2012,24131,7420,30.7,10524,43.6,672,2.8,2431,10.1,3084,12.8,"Female"
"1918","Westport",2012,6931,1421,20.5,3869,55.8,165,2.4,823,11.9,653,9.4,"Female"
"1919","Aquinnah",2012,173,40,23.1,114,65.9,0,0,3,1.7,16,9.2,"Female"
"1920","Chilmark",2012,376,94,25,212,56.4,0,0,24,6.4,46,12.2,"Female"
"1921","Edgartown",2012,1619,350,21.6,806,49.8,74,4.6,216,13.3,173,10.7,"Female"
"1922","Gosnold",2012,96,14,14.6,29,30.2,0,0,39,40.6,14,14.6,"Female"
"1923","Oak Bluffs",2012,1945,418,21.5,1107,56.9,0,0,246,12.6,174,8.9,"Female"
"1924","Tisbury",2012,1636,512,31.3,688,42.1,17,1,145,8.9,274,16.7,"Female"
"1925","West Tisbury",2012,1269,394,31,637,50.2,30,2.4,44,3.5,164,12.9,"Female"
"1926","Amesbury",2012,7102,1822,25.7,3594,50.6,83,1.2,617,8.7,986,13.9,"Female"
"1927","Andover",2012,14043,2988,21.3,8215,58.5,139,1,1243,8.9,1458,10.4,"Female"
"1928","Beverly",2012,18332,6647,36.3,7960,43.4,298,1.6,1536,8.4,1891,10.3,"Female"
"1929","Boxford",2012,3206,689,21.5,2086,65.1,16,0.5,214,6.7,201,6.3,"Female"
"1930","Danvers",2012,11507,2699,23.5,5902,51.3,139,1.2,1320,11.5,1447,12.6,"Female"
"1931","Essex",2012,1515,358,23.6,883,58.3,33,2.2,84,5.5,157,10.4,"Female"
"1932","Georgetown",2012,3255,734,22.5,2034,62.5,22,0.7,176,5.4,289,8.9,"Female"
"1933","Gloucester",2012,13248,3273,24.7,6620,50,400,3,1385,10.5,1570,11.9,"Female"
"1934","Groveland",2012,2707,493,18.2,1702,62.9,15,0.6,295,10.9,202,7.5,"Female"
"1935","Hamilton",2012,3152,675,21.4,1978,62.8,58,1.8,285,9,156,4.9,"Female"
"1936","Haverhill",2012,25752,7973,31,10934,42.5,542,2.1,2433,9.4,3870,15,"Female"
"1937","Ipswich",2012,5554,1032,18.6,3103,55.9,71,1.3,541,9.7,807,14.5,"Female"
"1938","Lawrence",2012,30812,13093,42.5,9613,31.2,2076,6.7,2493,8.1,3537,11.5,"Female"
"1939","Lynn",2012,37895,14867,39.2,13267,35,1910,5,3805,10,4046,10.7,"Female"
"1940","Lynnfield",2012,4798,1085,22.6,2969,61.9,113,2.4,455,9.5,176,3.7,"Female"
"1941","Manchester-by-the-Sea",2012,2040,257,12.6,1439,70.5,16,0.8,127,6.2,201,9.9,"Female"
"1942","Marblehead",2012,8326,1725,20.7,4795,57.6,61,0.7,736,8.8,1009,12.1,"Female"
"1943","Merrimac",2012,2699,588,21.8,1373,50.9,86,3.2,270,10,382,14.2,"Female"
"1944","Methuen",2012,19754,5168,26.2,9983,50.5,327,1.7,2219,11.2,2057,10.4,"Female"
