"","Municipal","County","State","Region","C_year","Period","Unemployment Rate","Number of Unemployed","Number of Employed","Number in Labor Force"
"79990","North Reading","Middlesex","MA","N/A","2008","Annual Average",4.5,365,7758,8123
"80003","North Reading","Middlesex","MA","N/A","2009","Annual Average",7.3,587,7491,8078
"80016","North Reading","Middlesex","MA","N/A","2010","Annual Average",7.1,596,7821,8417
"80029","North Reading","Middlesex","MA","N/A","2011","Annual Average",5.9,502,7937,8439
"80042","North Reading","Middlesex","MA","N/A","2012","Annual Average",5.5,467,8025,8492
"80063","Northampton","Hampshire","MA","N/A","1990","Annual Average",5,825,15580,16405
"80076","Northampton","Hampshire","MA","N/A","1991","Annual Average",6.9,1113,15025,16138
"80089","Northampton","Hampshire","MA","N/A","1992","Annual Average",7.1,1142,14848,15990
"80102","Northampton","Hampshire","MA","N/A","1993","Annual Average",5.4,842,14834,15676
"80115","Northampton","Hampshire","MA","N/A","1994","Annual Average",4.7,739,14904,15643
"80128","Northampton","Hampshire","MA","N/A","1995","Annual Average",3.9,602,14964,15566
"80141","Northampton","Hampshire","MA","N/A","1996","Annual Average",3.3,523,15167,15690
"80154","Northampton","Hampshire","MA","N/A","1997","Annual Average",2.7,423,15532,15955
"80167","Northampton","Hampshire","MA","N/A","1998","Annual Average",2.6,407,15421,15828
"80180","Northampton","Hampshire","MA","N/A","1999","Annual Average",2.3,372,15480,15852
"80193","Northampton","Hampshire","MA","N/A","2000","Annual Average",2.1,353,16734,17087
"80206","Northampton","Hampshire","MA","N/A","2001","Annual Average",2.5,427,16663,17090
"80219","Northampton","Hampshire","MA","N/A","2002","Annual Average",3.2,557,16613,17170
"80232","Northampton","Hampshire","MA","N/A","2003","Annual Average",3.9,666,16442,17108
"80245","Northampton","Hampshire","MA","N/A","2004","Annual Average",3.8,650,16356,17006
"80258","Northampton","Hampshire","MA","N/A","2005","Annual Average",3.6,603,16322,16925
"80271","Northampton","Hampshire","MA","N/A","2006","Annual Average",3.7,625,16363,16988
"80284","Northampton","Hampshire","MA","N/A","2007","Annual Average",3.5,594,16305,16899
"80297","Northampton","Hampshire","MA","N/A","2008","Annual Average",4,668,16141,16809
"80310","Northampton","Hampshire","MA","N/A","2009","Annual Average",5.9,967,15486,16453
"80323","Northampton","Hampshire","MA","N/A","2010","Annual Average",5.8,957,15537,16494
"80336","Northampton","Hampshire","MA","N/A","2011","Annual Average",5.3,866,15346,16212
"80349","Northampton","Hampshire","MA","N/A","2012","Annual Average",5,814,15356,16170
"80370","Northborough","Worcester","MA","N/A","1990","Annual Average",4.7,323,6615,6938
"80383","Northborough","Worcester","MA","N/A","1991","Annual Average",7.1,489,6432,6921
"80396","Northborough","Worcester","MA","N/A","1992","Annual Average",6.7,473,6542,7015
"80409","Northborough","Worcester","MA","N/A","1993","Annual Average",5.7,410,6831,7241
"80422","Northborough","Worcester","MA","N/A","1994","Annual Average",4.7,348,7064,7412
"80435","Northborough","Worcester","MA","N/A","1995","Annual Average",4,287,6946,7233
"80448","Northborough","Worcester","MA","N/A","1996","Annual Average",3.1,226,7169,7395
"80461","Northborough","Worcester","MA","N/A","1997","Annual Average",2.9,224,7448,7672
"80474","Northborough","Worcester","MA","N/A","1998","Annual Average",2.3,179,7651,7830
"80487","Northborough","Worcester","MA","N/A","1999","Annual Average",2.6,208,7747,7955
"80500","Northborough","Worcester","MA","N/A","2000","Annual Average",2,161,7732,7893
"80513","Northborough","Worcester","MA","N/A","2001","Annual Average",3.1,249,7728,7977
"80526","Northborough","Worcester","MA","N/A","2002","Annual Average",4.9,394,7668,8062
"80539","Northborough","Worcester","MA","N/A","2003","Annual Average",5,401,7618,8019
"80552","Northborough","Worcester","MA","N/A","2004","Annual Average",4.3,340,7622,7962
"80565","Northborough","Worcester","MA","N/A","2005","Annual Average",3.6,290,7787,8077
"80578","Northborough","Worcester","MA","N/A","2006","Annual Average",3.5,283,7784,8067
"80591","Northborough","Worcester","MA","N/A","2007","Annual Average",3.6,291,7813,8104
"80604","Northborough","Worcester","MA","N/A","2008","Annual Average",4.1,330,7691,8021
"80617","Northborough","Worcester","MA","N/A","2009","Annual Average",7.1,575,7525,8100
"80630","Northborough","Worcester","MA","N/A","2010","Annual Average",6.8,525,7189,7714
"80643","Northborough","Worcester","MA","N/A","2011","Annual Average",6.2,479,7253,7732
"80656","Northborough","Worcester","MA","N/A","2012","Annual Average",5.6,431,7250,7681
"80677","Northbridge","Worcester","MA","N/A","1990","Annual Average",7.2,496,6360,6856
"80690","Northbridge","Worcester","MA","N/A","1991","Annual Average",10.3,689,6018,6707
"80703","Northbridge","Worcester","MA","N/A","1992","Annual Average",9.4,620,5954,6574
"80716","Northbridge","Worcester","MA","N/A","1993","Annual Average",8.1,543,6122,6665
"80729","Northbridge","Worcester","MA","N/A","1994","Annual Average",5.5,367,6266,6633
"80742","Northbridge","Worcester","MA","N/A","1995","Annual Average",5.2,355,6416,6771
"80755","Northbridge","Worcester","MA","N/A","1996","Annual Average",4.8,330,6568,6898
"80768","Northbridge","Worcester","MA","N/A","1997","Annual Average",4.1,292,6788,7080
"80781","Northbridge","Worcester","MA","N/A","1998","Annual Average",3.6,260,7022,7282
"80794","Northbridge","Worcester","MA","N/A","1999","Annual Average",3.1,228,7041,7269
"80807","Northbridge","Worcester","MA","N/A","2000","Annual Average",2.8,191,6669,6860
"80820","Northbridge","Worcester","MA","N/A","2001","Annual Average",3.9,272,6679,6951
"80833","Northbridge","Worcester","MA","N/A","2002","Annual Average",6.4,453,6680,7133
"80846","Northbridge","Worcester","MA","N/A","2003","Annual Average",6.7,484,6710,7194
"80859","Northbridge","Worcester","MA","N/A","2004","Annual Average",6,429,6772,7201
"80872","Northbridge","Worcester","MA","N/A","2005","Annual Average",5.1,373,6913,7286
"80885","Northbridge","Worcester","MA","N/A","2006","Annual Average",5,376,7088,7464
"80898","Northbridge","Worcester","MA","N/A","2007","Annual Average",5.5,418,7126,7544
"80911","Northbridge","Worcester","MA","N/A","2008","Annual Average",6.4,481,7009,7490
"80924","Northbridge","Worcester","MA","N/A","2009","Annual Average",9.3,704,6828,7532
"80937","Northbridge","Worcester","MA","N/A","2010","Annual Average",9.1,731,7312,8043
"80950","Northbridge","Worcester","MA","N/A","2011","Annual Average",8.1,650,7377,8027
"80963","Northbridge","Worcester","MA","N/A","2012","Annual Average",7.8,626,7374,8000
"80984","Northfield","Franklin","MA","N/A","1990","Annual Average",5.5,87,1497,1584
"80997","Northfield","Franklin","MA","N/A","1991","Annual Average",5.8,95,1531,1626
"81010","Northfield","Franklin","MA","N/A","1992","Annual Average",6.5,104,1501,1605
"81023","Northfield","Franklin","MA","N/A","1993","Annual Average",3.9,62,1529,1591
"81036","Northfield","Franklin","MA","N/A","1994","Annual Average",3.4,57,1631,1688
"81049","Northfield","Franklin","MA","N/A","1995","Annual Average",3.3,52,1533,1585
"81062","Northfield","Franklin","MA","N/A","1996","Annual Average",3.4,54,1553,1607
"81075","Northfield","Franklin","MA","N/A","1997","Annual Average",2.9,48,1600,1648
"81088","Northfield","Franklin","MA","N/A","1998","Annual Average",2.7,46,1645,1691
"81101","Northfield","Franklin","MA","N/A","1999","Annual Average",2.1,36,1690,1726
"81114","Northfield","Franklin","MA","N/A","2000","Annual Average",2.1,36,1687,1723
"81127","Northfield","Franklin","MA","N/A","2001","Annual Average",2.5,43,1704,1747
"81140","Northfield","Franklin","MA","N/A","2002","Annual Average",3.3,59,1754,1813
"81153","Northfield","Franklin","MA","N/A","2003","Annual Average",4.2,78,1786,1864
"81166","Northfield","Franklin","MA","N/A","2004","Annual Average",3.7,69,1787,1856
"81179","Northfield","Franklin","MA","N/A","2005","Annual Average",3.7,69,1816,1885
"81192","Northfield","Franklin","MA","N/A","2006","Annual Average",3.5,68,1853,1921
"81205","Northfield","Franklin","MA","N/A","2007","Annual Average",3.4,59,1677,1736
"81218","Northfield","Franklin","MA","N/A","2008","Annual Average",4.3,75,1673,1748
"81231","Northfield","Franklin","MA","N/A","2009","Annual Average",6.5,113,1629,1742
"81244","Northfield","Franklin","MA","N/A","2010","Annual Average",6.6,117,1659,1776
"81257","Northfield","Franklin","MA","N/A","2011","Annual Average",5.2,92,1661,1753
"81270","Northfield","Franklin","MA","N/A","2012","Annual Average",4.4,76,1666,1742
"81291","Norton","Bristol","MA","N/A","1990","Annual Average",7.1,588,7742,8330
"81304","Norton","Bristol","MA","N/A","1991","Annual Average",8.3,697,7741,8438
"81317","Norton","Bristol","MA","N/A","1992","Annual Average",8.1,699,7878,8577
"81330","Norton","Bristol","MA","N/A","1993","Annual Average",6.2,536,8068,8604
"81343","Norton","Bristol","MA","N/A","1994","Annual Average",5.8,511,8356,8867
"81356","Norton","Bristol","MA","N/A","1995","Annual Average",4.8,415,8276,8691
"81369","Norton","Bristol","MA","N/A","1996","Annual Average",4.5,398,8512,8910
"81382","Norton","Bristol","MA","N/A","1997","Annual Average",4,365,8814,9179
"81395","Norton","Bristol","MA","N/A","1998","Annual Average",3,278,9024,9302
"81408","Norton","Bristol","MA","N/A","1999","Annual Average",3,289,9225,9514
"81421","Norton","Bristol","MA","N/A","2000","Annual Average",2.5,244,9412,9656
"81434","Norton","Bristol","MA","N/A","2001","Annual Average",3.4,336,9468,9804
"81447","Norton","Bristol","MA","N/A","2002","Annual Average",5,501,9516,10017
"81460","Norton","Bristol","MA","N/A","2003","Annual Average",5.3,541,9665,10206
"81473","Norton","Bristol","MA","N/A","2004","Annual Average",5.1,516,9679,10195
"81486","Norton","Bristol","MA","N/A","2005","Annual Average",5,521,9858,10379
"81499","Norton","Bristol","MA","N/A","2006","Annual Average",5,529,10018,10547
"81512","Norton","Bristol","MA","N/A","2007","Annual Average",4.8,504,10095,10599
"81525","Norton","Bristol","MA","N/A","2008","Annual Average",5.7,604,10062,10666
"81538","Norton","Bristol","MA","N/A","2009","Annual Average",8.6,915,9742,10657
"81551","Norton","Bristol","MA","N/A","2010","Annual Average",8.9,938,9562,10500
"81564","Norton","Bristol","MA","N/A","2011","Annual Average",7.3,763,9660,10423
"81577","Norton","Bristol","MA","N/A","2012","Annual Average",7,725,9631,10356
"81598","Norwell","Plymouth","MA","N/A","1990","Annual Average",5,260,4918,5178
"81611","Norwell","Plymouth","MA","N/A","1991","Annual Average",6.3,323,4782,5105
"81624","Norwell","Plymouth","MA","N/A","1992","Annual Average",6.7,347,4835,5182
"81637","Norwell","Plymouth","MA","N/A","1993","Annual Average",4.6,236,4905,5141
"81650","Norwell","Plymouth","MA","N/A","1994","Annual Average",3.7,191,4978,5169
"81663","Norwell","Plymouth","MA","N/A","1995","Annual Average",3.8,197,5010,5207
"81676","Norwell","Plymouth","MA","N/A","1996","Annual Average",3.2,168,5141,5309
"81689","Norwell","Plymouth","MA","N/A","1997","Annual Average",2.5,135,5326,5461
"81702","Norwell","Plymouth","MA","N/A","1998","Annual Average",2.1,119,5493,5612
"81715","Norwell","Plymouth","MA","N/A","1999","Annual Average",1.9,111,5606,5717
"81728","Norwell","Plymouth","MA","N/A","2000","Annual Average",1.8,95,5054,5149
"81741","Norwell","Plymouth","MA","N/A","2001","Annual Average",2.7,141,5129,5270
"81754","Norwell","Plymouth","MA","N/A","2002","Annual Average",3.7,197,5107,5304
"81767","Norwell","Plymouth","MA","N/A","2003","Annual Average",4.2,223,5102,5325
"81780","Norwell","Plymouth","MA","N/A","2004","Annual Average",3.7,196,5150,5346
"81793","Norwell","Plymouth","MA","N/A","2005","Annual Average",3.7,201,5208,5409
"81806","Norwell","Plymouth","MA","N/A","2006","Annual Average",3.7,197,5080,5277
"81819","Norwell","Plymouth","MA","N/A","2007","Annual Average",3.7,194,5111,5305
"81832","Norwell","Plymouth","MA","N/A","2008","Annual Average",4.3,232,5106,5338
"81845","Norwell","Plymouth","MA","N/A","2009","Annual Average",6.7,356,4941,5297
"81858","Norwell","Plymouth","MA","N/A","2010","Annual Average",6,324,5097,5421
"81871","Norwell","Plymouth","MA","N/A","2011","Annual Average",5.8,316,5146,5462
"81884","Norwell","Plymouth","MA","N/A","2012","Annual Average",4.4,242,5202,5444
"81905","Norwood","Norfolk","MA","N/A","1990","Annual Average",5.9,971,15464,16435
"81918","Norwood","Norfolk","MA","N/A","1991","Annual Average",7.8,1283,15104,16387
"81931","Norwood","Norfolk","MA","N/A","1992","Annual Average",8,1294,14888,16182
"81944","Norwood","Norfolk","MA","N/A","1993","Annual Average",6.3,1002,14971,15973
"81957","Norwood","Norfolk","MA","N/A","1994","Annual Average",5.4,869,15152,16021
"81970","Norwood","Norfolk","MA","N/A","1995","Annual Average",4.8,784,15448,16232
"81983","Norwood","Norfolk","MA","N/A","1996","Annual Average",3.5,565,15708,16273
"81996","Norwood","Norfolk","MA","N/A","1997","Annual Average",3.3,548,16046,16594
"82009","Norwood","Norfolk","MA","N/A","1998","Annual Average",2.6,431,16221,16652
"82022","Norwood","Norfolk","MA","N/A","1999","Annual Average",2.6,431,16290,16721
"82035","Norwood","Norfolk","MA","N/A","2000","Annual Average",2.3,372,15583,15955
"82048","Norwood","Norfolk","MA","N/A","2001","Annual Average",3,481,15520,16001
"82061","Norwood","Norfolk","MA","N/A","2002","Annual Average",4.7,759,15334,16093
"82074","Norwood","Norfolk","MA","N/A","2003","Annual Average",5,790,15067,15857
"82087","Norwood","Norfolk","MA","N/A","2004","Annual Average",4.6,720,14989,15709
"82100","Norwood","Norfolk","MA","N/A","2005","Annual Average",4.2,655,15105,15760
"82113","Norwood","Norfolk","MA","N/A","2006","Annual Average",4.1,627,14840,15467
"82126","Norwood","Norfolk","MA","N/A","2007","Annual Average",3.9,609,14956,15565
"82139","Norwood","Norfolk","MA","N/A","2008","Annual Average",4.8,746,14927,15673
"82152","Norwood","Norfolk","MA","N/A","2009","Annual Average",7.3,1126,14396,15522
"82165","Norwood","Norfolk","MA","N/A","2010","Annual Average",7.2,1135,14695,15830
"82178","Norwood","Norfolk","MA","N/A","2011","Annual Average",6.2,978,14861,15839
"82191","Norwood","Norfolk","MA","N/A","2012","Annual Average",5.6,893,15024,15917
"82212","Oak Bluffs","Dukes","MA","N/A","1990","Annual Average",4.7,83,1674,1757
"82225","Oak Bluffs","Dukes","MA","N/A","1991","Annual Average",6.1,111,1695,1806
"82238","Oak Bluffs","Dukes","MA","N/A","1992","Annual Average",6.8,121,1646,1767
"82251","Oak Bluffs","Dukes","MA","N/A","1993","Annual Average",7.1,129,1680,1809
"82264","Oak Bluffs","Dukes","MA","N/A","1994","Annual Average",5.5,105,1821,1926
"82277","Oak Bluffs","Dukes","MA","N/A","1995","Annual Average",5.1,102,1886,1988
"82290","Oak Bluffs","Dukes","MA","N/A","1996","Annual Average",4.5,93,1965,2058
"82303","Oak Bluffs","Dukes","MA","N/A","1997","Annual Average",4.7,100,2014,2114
"82316","Oak Bluffs","Dukes","MA","N/A","1998","Annual Average",3.5,74,2041,2115
"82329","Oak Bluffs","Dukes","MA","N/A","1999","Annual Average",3.1,66,2070,2136
"82342","Oak Bluffs","Dukes","MA","N/A","2000","Annual Average",2.5,60,2336,2396
"82355","Oak Bluffs","Dukes","MA","N/A","2001","Annual Average",2.5,61,2347,2408
"82368","Oak Bluffs","Dukes","MA","N/A","2002","Annual Average",3.2,81,2430,2511
"82381","Oak Bluffs","Dukes","MA","N/A","2003","Annual Average",4.3,113,2507,2620
"82394","Oak Bluffs","Dukes","MA","N/A","2004","Annual Average",4.2,109,2512,2621
"82407","Oak Bluffs","Dukes","MA","N/A","2005","Annual Average",3.7,95,2464,2559
"82420","Oak Bluffs","Dukes","MA","N/A","2006","Annual Average",3.9,100,2481,2581
"82433","Oak Bluffs","Dukes","MA","N/A","2007","Annual Average",3.5,90,2493,2583
"82446","Oak Bluffs","Dukes","MA","N/A","2008","Annual Average",4.2,108,2490,2598
"82459","Oak Bluffs","Dukes","MA","N/A","2009","Annual Average",6.8,184,2535,2719
"82472","Oak Bluffs","Dukes","MA","N/A","2010","Annual Average",6.9,210,2814,3024
"82485","Oak Bluffs","Dukes","MA","N/A","2011","Annual Average",7.2,221,2835,3056
"82498","Oak Bluffs","Dukes","MA","N/A","2012","Annual Average",6.7,205,2863,3068
"82519","Oakham","Worcester","MA","N/A","1990","Annual Average",6,46,727,773
"82532","Oakham","Worcester","MA","N/A","1991","Annual Average",11.4,95,735,830
"82545","Oakham","Worcester","MA","N/A","1992","Annual Average",8.7,70,737,807
"82558","Oakham","Worcester","MA","N/A","1993","Annual Average",8,68,777,845
"82571","Oakham","Worcester","MA","N/A","1994","Annual Average",5.7,48,787,835
"82584","Oakham","Worcester","MA","N/A","1995","Annual Average",5.2,43,781,824
"82597","Oakham","Worcester","MA","N/A","1996","Annual Average",4.8,40,798,838
"82610","Oakham","Worcester","MA","N/A","1997","Annual Average",4.2,36,822,858
"82623","Oakham","Worcester","MA","N/A","1998","Annual Average",4.2,37,845,882
"82636","Oakham","Worcester","MA","N/A","1999","Annual Average",3.4,30,848,878
"82649","Oakham","Worcester","MA","N/A","2000","Annual Average",2.4,23,923,946
"82662","Oakham","Worcester","MA","N/A","2001","Annual Average",3.5,34,937,971
