City,Region,Municipal,Population,Violent_crime,Violent_crime_Rate,Murder_and_nonnegligent_manslaughter,Murder_and_nonnegligent_manslaughter_Rate,Rape,Rape_Rate,Robbery,Robbery_Rate,Aggravated_assault,Aggravated_assault_Rate,Property_crime,Property_crime_Rate,Burglary,Burglary_Rate,Larceny_theft,Larceny_theft_Rate,Motor_vehicle_theft,Motor_vehicle_theft_Rate,Arson,Arson_Rate,Year
Medway,Medway,Medway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Medway,Medway,Medway,"13,289",0,0,0,0,0,0,0,0,0,0,59,443.98,27,203.18,32,240.8,0,0,0,0,2016
Medway,Medway,Medway,"13,407",6,44.75,0,0,2,14.92,0,0,4,29.84,53,395.32,12,89.51,38,283.43,3,22.38,0,0,2017
Melrose,Melrose,Melrose,"26,796",35,130.62,0,0,3,11.2,8,29.86,24,89.57,291,1085.98,92,343.33,184,686.67,15,55.98,1,3.73,2010
Melrose,Melrose,Melrose,"27,147",46,169.45,0,0,2,7.37,14,51.57,30,110.51,305,1123.51,62,228.39,221,814.09,22,81.04,1,3.68,2011
Melrose,Melrose,Melrose,"27,506",38,138.15,0,0,1,3.64,6,21.81,31,112.7,313,1137.93,82,298.12,216,785.28,15,54.53,5,18.18,2012
Melrose,Melrose,Melrose,"27,648",21,75.95,0,0,3,10.85,4,14.47,14,50.64,262,947.63,69,249.57,181,654.66,12,43.4,0,0,2013
Melrose,Melrose,Melrose,"27,940",31,110.95,0,0,3,10.74,9,32.21,19,68,265,948.46,44,157.48,205,733.72,16,57.27,1,3.58,2014
Melrose,Melrose,Melrose,"28,221",27,95.67,0,0,3,10.63,8,28.35,16,56.7,277,981.54,36,127.56,215,761.84,26,92.13,1,3.54,2015
Melrose,Melrose,Melrose,"28,070",19,67.69,0,0,2,7.13,4,14.25,13,46.31,214,762.38,17,60.56,173,616.32,24,85.5,0,0,2016
Melrose,Melrose,Melrose,"28,101",23,81.85,0,0,1,3.56,3,10.68,19,67.61,216,768.66,23,81.85,174,619.2,19,67.61,3,10.68,2017
Mendon,Mendon,Mendon,"5,676",9,158.56,0,0,2,35.24,1,17.62,6,105.71,55,968.99,18,317.12,33,581.4,4,70.47,1,17.62,2010
Mendon,Mendon,Mendon,"5,875",7,119.15,0,0,0,0,1,17.02,6,102.13,30,510.64,8,136.17,19,323.4,3,51.06,0,0,2011
Mendon,Mendon,Mendon,"5,913",5,84.56,0,0,2,33.82,0,0,3,50.74,44,744.12,14,236.77,26,439.71,4,67.65,1,16.91,2012
Mendon,Mendon,Mendon,"5,902",5,84.72,0,0,0,0,0,0,5,84.72,57,965.77,17,288.04,39,660.79,1,16.94,0,0,2013
Mendon,Mendon,Mendon,"5,936",6,101.08,0,0,0,0,0,0,6,101.08,37,623.32,16,269.54,19,320.08,2,33.69,1,16.85,2014
Mendon,Mendon,Mendon,"5,991",3,50.08,0,0,0,0,0,0,3,50.08,35,584.21,8,133.53,24,400.6,3,50.08,1,16.69,2015
Mendon,Mendon,Mendon,"6,033",3,49.73,0,0,0,0,0,0,3,49.73,38,629.87,11,182.33,21,348.09,6,99.45,0,0,2016
Mendon,Mendon,Mendon,"6,069",9,148.29,0,0,1,16.48,0,0,8,131.82,43,708.52,11,181.25,27,444.88,5,82.39,0,0,2017
Merrimac,Merrimac,Merrimac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Merrimac,Merrimac,Merrimac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Merrimac,Merrimac,Merrimac,"6,446",7,108.59,0,0,1,15.51,0,0,6,93.08,58,899.78,19,294.76,37,574,2,31.03,0,0,2012
Merrimac,Merrimac,Merrimac,"6,590",11,166.92,0,0,0,0,1,15.17,10,151.75,56,849.77,24,364.19,29,440.06,3,45.52,0,0,2013
Merrimac,Merrimac,Merrimac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Merrimac,Merrimac,Merrimac,"6,818",3,44,0,0,1,14.67,0,0,2,29.33,50,733.35,12,176,35,513.35,3,44,0,0,2015
Merrimac,Merrimac,Merrimac,"6,859",7,102.06,0,0,1,14.58,1,14.58,5,72.9,37,539.44,11,160.37,26,379.06,0,0,1,14.58,2016
Merrimac,Merrimac,Merrimac,"6,948",2,28.79,0,0,2,28.79,0,0,0,0,26,374.21,8,115.14,16,230.28,2,28.79,0,0,2017
Methuen,Methuen,Methuen,"43,938",105,238.97,1,2.28,5,11.38,21,47.79,78,177.52,992,2257.73,178,405.12,723,1645.5,91,207.11,3,6.83,2010
Methuen,Methuen,Methuen,"47,543",87,182.99,0,0,1,2.1,30,63.1,56,117.79,990,2082.33,201,422.78,685,1440.8,104,218.75,0,0,2011
Methuen,Methuen,Methuen,"48,051",78,162.33,0,0,1,2.08,14,29.14,63,131.11,870,1810.58,142,295.52,658,1369.38,70,145.68,1,2.08,2012
Methuen,Methuen,Methuen,"48,363",106,219.18,0,0,4,8.27,30,62.03,72,148.87,1127,2330.29,177,365.98,830,1716.19,120,248.12,1,2.07,2013
Methuen,Methuen,Methuen,"48,950",80,163.43,0,0,0,0,19,38.82,61,124.62,746,1524,123,251.28,561,1146.07,62,126.66,1,2.04,2014
Methuen,Methuen,Methuen,"49,579",89,179.51,1,2.02,2,4.03,17,34.29,69,139.17,809,1631.74,125,252.12,595,1200.1,89,179.51,2,4.03,2015
Methuen,Methuen,Methuen,"49,912",79,158.28,1,2,1,2,24,48.08,53,106.19,821,1644.9,126,252.44,616,1234.17,79,158.28,3,6.01,2016
Methuen,Methuen,Methuen,"50,396",94,186.52,0,0,0,0,26,51.59,68,134.93,670,1329.47,78,154.77,530,1051.67,62,123.03,0,0,2017
Middleboro,Middleboro,Middleboro,"21,286",96,451,0,0,8,37.58,14,65.77,74,347.65,457,2146.95,117,549.66,309,1451.66,31,145.64,4,18.79,2010
Middleboro,Middleboro,Middleboro,"23,257",95,408.48,1,4.3,6,25.8,9,38.7,79,339.68,445,1913.4,118,507.37,307,1320.03,20,86,3,12.9,2011
Middleboro,Middleboro,Middleboro,"23,448",73,311.33,0,0,1,4.26,7,29.85,65,277.21,515,2196.35,140,597.07,353,1505.46,22,93.82,4,17.06,2012
Middleboro,Middleboro,Middleboro,"23,547",70,297.28,1,4.25,6,25.48,7,29.73,56,237.82,443,1881.34,126,535.1,300,1274.05,17,72.2,1,4.25,2013
Middleboro,Middleboro,Middleboro,"23,784",60,252.27,0,0,12,50.45,6,25.23,42,176.59,299,1257.15,46,193.41,235,988.06,18,75.68,2,8.41,2014
Middleboro,Middleboro,Middleboro,"24,357",70,287.39,0,0,11,45.16,5,20.53,54,221.7,290,1190.62,51,209.39,222,911.44,17,69.8,0,0,2015
Middleboro,Middleboro,Middleboro,"24,490",101,412.41,0,0,17,69.42,5,20.42,79,322.58,242,988.16,32,130.67,185,755.41,25,102.08,2,8.17,2016
Middleboro,Middleboro,Middleboro,"25,084",88,350.82,0,0,16,63.79,3,11.96,69,275.08,243,968.75,36,143.52,183,729.55,24,95.68,2,7.97,2017
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Middleborough,Middleborough,Middleborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Middlefield,Middlefield,Middlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Middleton,Middleton,Middleton,"9,284",7,75.4,0,0,0,0,0,0,7,75.4,81,872.47,6,64.63,75,807.84,0,0,0,0,2010
Middleton,Middleton,Middleton,"9,042",10,110.6,0,0,0,0,0,0,10,110.6,100,1105.95,3,33.18,96,1061.71,1,11.06,0,0,2011
Middleton,Middleton,Middleton,"9,130",14,153.34,0,0,0,0,0,0,14,153.34,82,898.14,3,32.86,77,843.37,2,21.91,1,10.95,2012
Middleton,Middleton,Middleton,"9,394",11,117.1,0,0,0,0,0,0,11,117.1,75,798.38,4,42.58,70,745.16,1,10.65,0,0,2013
Middleton,Middleton,Middleton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Middleton,Middleton,Middleton,"9,736",12,123.25,0,0,1,10.27,0,0,11,112.98,77,790.88,5,51.36,70,718.98,2,20.54,0,0,2015
Middleton,Middleton,Middleton,"9,852",8,81.2,0,0,2,20.3,0,0,6,60.9,54,548.11,3,30.45,50,507.51,1,10.15,0,0,2016
Middleton,Middleton,Middleton,"9,788",15,153.25,1,10.22,0,0,0,0,14,143.03,67,684.51,4,40.87,56,572.13,7,71.52,0,0,2017
Milford,Milford,Milford,"27,375",101,368.95,0,0,5,18.26,17,62.1,79,288.58,487,1779,98,357.99,359,1311.42,30,109.59,2,7.31,2010
Milford,Milford,Milford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Milford,Milford,Milford,"28,346",79,278.7,1,3.53,8,28.22,14,49.39,56,197.56,525,1852.11,93,328.09,412,1453.47,20,70.56,0,0,2012
Milford,Milford,Milford,"28,312",58,204.86,0,0,13,45.92,7,24.72,38,134.22,522,1843.74,56,197.8,449,1585.9,17,60.05,1,3.53,2013
Milford,Milford,Milford,"28,434",55,193.43,0,0,9,31.65,7,24.62,39,137.16,461,1621.3,79,277.84,369,1297.74,13,45.72,2,7.03,2014
Milford,Milford,Milford,"28,553",63,220.64,0,0,10,35.02,4,14.01,49,171.61,417,1460.44,50,175.11,354,1239.8,13,45.53,1,3.5,2015
Milford,Milford,Milford,"28,606",68,237.71,0,0,10,34.96,11,38.45,47,164.3,348,1216.53,57,199.26,269,940.36,22,76.91,0,0,2016
Milford,Milford,Milford,"28,772",58,201.58,2,6.95,13,45.18,2,6.95,41,142.5,308,1070.49,38,132.07,251,872.38,19,66.04,1,3.48,2017
Millbury,Millbury,Millbury,"13,483",36,267,0,0,7,51.92,2,14.83,27,200.25,296,2195.36,54,400.5,237,1757.77,5,37.08,2,14.83,2010
Millbury,Millbury,Millbury,"13,342",26,194.87,0,0,1,7.5,2,14.99,23,172.39,309,2315.99,51,382.25,240,1798.83,18,134.91,3,22.49,2011
Millbury,Millbury,Millbury,"13,425",40,297.95,0,0,6,44.69,2,14.9,32,238.36,298,2219.74,55,409.68,233,1735.57,10,74.49,1,7.45,2012
Millbury,Millbury,Millbury,"13,355",38,284.54,0,0,7,52.41,5,37.44,26,194.68,275,2059.15,58,434.29,206,1542.49,11,82.37,4,29.95,2013
Millbury,Millbury,Millbury,"13,473",27,200.4,0,0,4,29.69,2,14.84,21,155.87,290,2152.45,53,393.38,225,1670.01,12,89.07,5,37.11,2014
Millbury,Millbury,Millbury,"13,514",23,170.19,0,0,5,37,1,7.4,17,125.8,227,1679.74,43,318.19,171,1265.35,13,96.2,1,7.4,2015
Millbury,Millbury,Millbury,"13,532",22,162.58,0,0,4,29.56,1,7.39,17,125.63,224,1655.34,33,243.87,177,1308.01,14,103.46,0,0,2016
Millbury,Millbury,Millbury,"13,626",21,154.12,0,0,4,29.36,1,7.34,16,117.42,166,1218.26,19,139.44,137,1005.43,10,73.39,2,14.68,2017
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Millis,Millis,Millis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Millville,Millville,Millville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Millville,Millville,Millville,"3,209",3,93.49,0,0,0,0,0,0,3,93.49,21,654.41,6,186.97,13,405.11,2,62.32,0,0,2011
Millville,Millville,Millville,"3,228",1,30.98,0,0,0,0,0,0,1,30.98,42,1301.12,15,464.68,26,805.45,1,30.98,0,0,2012
Millville,Millville,Millville,"3,209",2,62.32,0,0,1,31.16,1,31.16,0,0,32,997.2,5,155.81,27,841.38,0,0,0,0,2013
Millville,Millville,Millville,"3,224",5,155.09,0,0,0,0,0,0,5,155.09,16,496.28,12,372.21,4,124.07,0,0,0,0,2014
Millville,Millville,Millville,"3,232",4,123.76,0,0,1,30.94,0,0,3,92.82,21,649.75,5,154.7,15,464.11,1,30.94,2,61.88,2015
Millville,Millville,Millville,"3,228",3,92.94,0,0,0,0,2,61.96,1,30.98,14,433.71,5,154.89,7,216.85,2,61.96,1,30.98,2016
Millville,Millville,Millville,"3,254",1,30.73,0,0,1,30.73,0,0,0,0,14,430.24,2,61.46,11,338.05,1,30.73,0,0,2017
Milton,Milton,Milton,"25,922",30,115.73,0,0,0,0,9,34.72,21,81.01,299,1153.46,65,250.75,219,844.84,15,57.87,NA,0,2010
Milton,Milton,Milton,"27,168",26,95.7,0,0,1,3.68,6,22.08,19,69.94,356,1310.37,84,309.19,258,949.65,14,51.53,NA,0,2011
Milton,Milton,Milton,"27,424",28,102.1,0,0,0,0,5,18.23,23,83.87,278,1013.71,90,328.18,181,660.01,7,25.53,NA,0,2012
Milton,Milton,Milton,"27,269",21,77.01,1,3.67,1,3.67,9,33,10,36.67,391,1433.86,95,348.38,285,1045.14,11,40.34,0,0,2013
Milton,Milton,Milton,"27,405",11,40.14,0,0,0,0,6,21.89,5,18.24,269,981.57,76,277.32,189,689.66,4,14.6,0,0,2014
Milton,Milton,Milton,"27,449",14,51,0,0,0,0,7,25.5,7,25.5,248,903.49,43,156.65,194,706.77,11,40.07,0,0,2015
Milton,Milton,Milton,"27,317",9,32.95,0,0,1,3.66,3,10.98,5,18.3,223,816.34,36,131.79,172,629.64,15,54.91,0,0,2016
Milton,Milton,Milton,"27,420",15,54.7,0,0,1,3.65,7,25.53,7,25.53,215,784.1,58,211.52,146,532.46,11,40.12,0,0,2017
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Monroe,Monroe,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Monson,Monson,Monson,"9,031",15,166.09,0,0,1,11.07,0,0,14,155.02,121,1339.83,61,675.45,56,620.09,4,44.29,1,11.07,2010
Monson,Monson,Monson,"8,612",31,359.96,0,0,1,11.61,1,11.61,29,336.74,110,1277.29,55,638.64,50,580.59,5,58.06,0,0,2011
Monson,Monson,Monson,"8,641",20,231.45,0,0,3,34.72,0,0,17,196.74,145,1678.05,69,798.52,69,798.52,7,81.01,2,23.15,2012
Monson,Monson,Monson,"8,716",27,309.78,0,0,3,34.42,0,0,24,275.36,101,1158.79,35,401.56,53,608.08,13,149.15,1,11.47,2013
Monson,Monson,Monson,"8,762",31,353.8,0,0,2,22.83,3,34.24,26,296.74,69,787.49,31,353.8,33,376.63,5,57.06,0,0,2014
Monson,Monson,Monson,"8,802",14,159.05,0,0,4,45.44,0,0,10,113.61,61,693.02,25,284.03,32,363.55,4,45.44,0,0,2015
Monson,Monson,Monson,"8,812",36,408.53,0,0,5,56.74,1,11.35,30,340.44,58,658.19,23,261.01,30,340.44,5,56.74,0,0,2016
Monson,Monson,Monson,"8,842",31,350.6,0,0,3,33.93,2,22.62,26,294.05,72,814.3,27,305.36,41,463.7,4,45.24,1,11.31,2017
Montague,Montague,Montague,"8,045",33,410.19,0,0,10,124.3,1,12.43,22,273.46,138,1715.35,47,584.21,84,1044.13,7,87.01,7,87.01,2010
Montague,Montague,Montague,"8,488",60,706.88,0,0,0,0,4,47.13,56,659.75,213,2509.43,75,883.6,132,1555.14,6,70.69,3,35.34,2011
Montague,Montague,Montague,"8,540",38,444.96,0,0,7,81.97,1,11.71,30,351.29,214,2505.85,81,948.48,127,1487.12,6,70.26,2,23.42,2012
Montague,Montague,Montague,"8,418",45,534.57,0,0,4,47.52,3,35.64,38,451.41,222,2637.21,72,855.31,147,1746.26,3,35.64,2,23.76,2013
Montague,Montague,Montague,"8,365",55,657.5,0,0,3,35.86,9,107.59,43,514.05,200,2390.91,56,669.46,140,1673.64,4,47.82,5,59.77,2014
Montague,Montague,Montague,"8,300",74,891.57,0,0,2,24.1,4,48.19,68,819.28,177,2132.53,44,530.12,127,1530.12,6,72.29,2,24.1,2015
Montague,Montague,Montague,"8,242",57,691.58,0,0,3,36.4,5,60.66,49,594.52,178,2159.67,65,788.64,111,1346.76,2,24.27,3,36.4,2016
Montague,Montague,Montague,"8,211",64,779.44,0,0,8,97.43,0,0,56,682.01,126,1534.53,51,621.12,71,864.69,4,48.72,0,0,2017
Monterey,Monterey,Monterey,952,0,0,0,0,0,0,0,0,0,0,2,210.08,1,105.04,1,105.04,0,0,0,0,2010
Monterey,Monterey,Monterey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Monterey,Monterey,Monterey,965,4,414.51,0,0,0,0,0,0,4,414.51,3,310.88,2,207.25,1,103.63,0,0,0,0,2012
Monterey,Monterey,Monterey,953,0,0,0,0,0,0,0,0,0,0,4,419.73,1,104.93,2,209.86,1,104.93,0,0,2013
Monterey,Monterey,Monterey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Monterey,Monterey,Monterey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Monterey,Monterey,Monterey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Monterey,Monterey,Monterey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Montgomery,Montgomery,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
Mount Washington,Mount Washington,Mount Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017
Nahant,Nahant,Nahant,"3,590",7,194.99,0,0,0,0,0,0,7,194.99,38,1058.5,13,362.12,22,612.81,3,83.57,0,0,2010
Nahant,Nahant,Nahant,"3,431",4,116.58,0,0,0,0,0,0,4,116.58,35,1020.11,10,291.46,25,728.65,0,0,0,0,2011
Nahant,Nahant,Nahant,"3,467",6,173.06,0,0,0,0,0,0,6,173.06,34,980.67,9,259.59,25,721.08,0,0,1,28.84,2012
Nahant,Nahant,Nahant,"3,461",8,231.15,0,0,1,28.89,0,0,7,202.25,18,520.08,4,115.57,13,375.61,1,28.89,0,0,2013
Nahant,Nahant,Nahant,"3,464",6,173.21,0,0,0,0,0,0,6,173.21,20,577.37,4,115.47,15,433.03,1,28.87,0,0,2014
Nahant,Nahant,Nahant,"3,496",8,228.83,0,0,3,85.81,0,0,5,143.02,21,600.69,10,286.04,11,314.65,0,0,1,28.6,2015
Nahant,Nahant,Nahant,"3,484",4,114.81,0,0,0,0,0,0,4,114.81,25,717.57,3,86.11,20,574.05,2,57.41,0,0,2016
Nahant,Nahant,Nahant,"3,500",12,342.86,0,0,1,28.57,1,28.57,10,285.71,27,771.43,5,142.86,20,571.43,2,57.14,1,28.57,2017
Nantucket,Nantucket,Nantucket,"11,393",66,579.3,0,0,3,26.33,3,26.33,60,526.64,355,3115.95,46,403.76,296,2598.09,13,114.11,1,8.78,2010
Nantucket,Nantucket,Nantucket,"10,234",24,234.51,0,0,1,9.77,3,29.31,20,195.43,320,3126.83,54,527.65,258,2521.01,8,78.17,2,19.54,2011
Nantucket,Nantucket,Nantucket,"10,232",15,146.6,0,0,2,19.55,1,9.77,12,117.28,327,3195.86,37,361.61,279,2726.74,11,107.51,0,0,2012
Nantucket,Nantucket,Nantucket,"10,378",41,395.07,0,0,8,77.09,3,28.91,30,289.07,330,3179.8,29,279.44,286,2755.83,15,144.54,0,0,2013
Nantucket,Nantucket,Nantucket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Nantucket,Nantucket,Nantucket,"11,044",33,298.8,0,0,3,27.16,0,0,30,271.64,242,2191.24,28,253.53,202,1829.05,12,108.66,0,0,2015
Nantucket,Nantucket,Nantucket,"11,036",26,235.59,0,0,4,36.25,2,18.12,20,181.23,306,2772.74,51,462.12,247,2238.13,8,72.49,0,0,2016
Nantucket,Nantucket,Nantucket,"11,165",47,420.96,0,0,7,62.7,0,0,40,358.26,264,2364.53,34,304.52,213,1907.75,17,152.26,5,44.78,2017
Natick,Natick,Natick,"32,017",63,196.77,0,0,5,15.62,10,31.23,48,149.92,766,2392.48,76,237.37,665,2077.02,25,78.08,1,3.12,2010
