JURISDICTIONCODE,NAME,Year,Total_Taxable_Property_Values,Total_Tax_Exempt_Values,Total,Taxable_as_a___of_Total,Tax_Exempt_as_a___of_Total
277,Southborough,2009,2204010215,243144300,2447154515,90.06,9.94
277,Southborough,2010,2200552897,225948000,2426500897,90.69,9.31
277,Southborough,2011,2074295114,232144600,2306439714,89.93,10.07
277,Southborough,2012,2058537537,248543600,2307081137,89.23,10.77
277,Southborough,2013,2068284363,229834000,2298118363,90,10
277,Southborough,2014,2150167568,232235900,2382403468,90.25,9.75
277,Southborough,2015,2245083429,244315900,2489399329,90.19,9.81
277,Southborough,2016,2341768267,269198300,2610966567,89.69,10.31
278,Southbridge,2003,588358095,119046400,707404495,83.17,16.83
278,Southbridge,2004,831442330,137970400,969412730,85.77,14.23
278,Southbridge,2005,921689280,147163006,1068852286,86.23,13.77
278,Southbridge,2006,1039490618,148833300,1188323918,87.48,12.52
278,Southbridge,2007,1152609608,168858400,1321468008,87.22,12.78
278,Southbridge,2008,1127265246,174376500,1301641746,86.6,13.4
278,Southbridge,2009,1110651075,173129800,1283780875,86.51,13.49
278,Southbridge,2010,975430512,166435600,1141866112,85.42,14.58
278,Southbridge,2011,910443882,166117400,1076561282,84.57,15.43
278,Southbridge,2012,907741051,183974100,1091715151,83.15,16.85
278,Southbridge,2013,915288516,211779300,1127067816,81.21,18.79
278,Southbridge,2014,898164471,210749100,1108913571,80.99,19.01
278,Southbridge,2015,904791332,206170400,1110961732,81.44,18.56
278,Southbridge,2016,915440195,205357800,1120797995,81.68,18.32
279,Southwick,2003,557981698,52316300,610297998,91.43,8.57
279,Southwick,2004,710565729,55479000,766044729,92.76,7.24
279,Southwick,2005,728463969,57262500,785726469,92.71,7.29
279,Southwick,2006,888623652,58487700,947111352,93.82,6.18
279,Southwick,2007,1006484634,61932200,1068416834,94.2,5.8
279,Southwick,2008,1019722238,62032100,1081754338,94.27,5.73
279,Southwick,2009,1035237297,62038100,1097275397,94.35,5.65
279,Southwick,2010,1005864517,61274200,1067138717,94.26,5.74
279,Southwick,2011,1010636693,62778300,1073414993,94.15,5.85
279,Southwick,2012,1018499595,63570900,1082070495,94.13,5.87
279,Southwick,2013,968847898,62296100,1031143998,93.96,6.04
279,Southwick,2014,971611457,62478800,1034090257,93.96,6.04
279,Southwick,2015,982511589,62478800,1044990389,94.02,5.98
279,Southwick,2016,1001012928,62765900,1063778828,94.1,5.9
280,Spencer,2003,587755609,42418100,630173709,93.27,6.73
280,Spencer,2004,857044712,72245100,929289812,92.23,7.77
280,Spencer,2005,922797875,77043400,999841275,92.29,7.71
280,Spencer,2006,1051232899,83795000,1135027899,92.62,7.38
280,Spencer,2007,1144765096,99366200,1244131296,92.01,7.99
280,Spencer,2008,1161289649,99029500,1260319149,92.14,7.86
280,Spencer,2009,1154274275,97839700,1252113975,92.19,7.81
280,Spencer,2010,1051403083,85208800,1136611883,92.5,7.5
280,Spencer,2011,981793657,90888400,1072682057,91.53,8.47
280,Spencer,2012,922015095,90367850,1012382945,91.07,8.93
280,Spencer,2013,922861111,90367850,1013228961,91.08,8.92
280,Spencer,2014,934126462,112121275,1046247737,89.28,10.72
280,Spencer,2015,922468972,112603075,1035072047,89.12,10.88
280,Spencer,2016,912711201,112046825,1024758026,89.07,10.93
281,Springfield,2003,4960024660,1054593850,6014618510,82.47,17.53
281,Springfield,2004,5443977810,1321312750,6765290560,80.47,19.53
281,Springfield,2005,6077499390,1526444790,7603944180,79.93,20.07
281,Springfield,2006,6627400650,1516704390,8144105040,81.38,18.62
281,Springfield,2007,7433650520,1678796900,9112447420,81.58,18.42
281,Springfield,2008,7807142500,1691564800,9498707300,82.19,17.81
281,Springfield,2009,7241274580,1552653900,8793928480,82.34,17.66
281,Springfield,2010,6994818900,1480619400,8475438300,82.53,17.47
281,Springfield,2011,6849328730,1459924600,8309253330,82.43,17.57
281,Springfield,2012,6776007950,1324607500,8100615450,83.65,16.35
281,Springfield,2013,6696353300,1292984800,7989338100,83.82,16.18
281,Springfield,2014,6918393170,1280482300,8198875470,84.38,15.62
281,Springfield,2015,7044928510,1337664600,8382593110,84.04,15.96
281,Springfield,2016,7276422130,1303208300,8579630430,84.81,15.19
282,Sterling,2003,801886052,52138700,854024752,93.89,6.11
282,Sterling,2004,860678532,56332100,917010632,93.86,6.14
282,Sterling,2005,903276897,60659400,963936297,93.71,6.29
282,Sterling,2006,1108872477,105063300,1213935777,91.35,8.65
282,Sterling,2007,1129399846,129037100,1258436946,89.75,10.25
282,Sterling,2008,1095254623,129342800,1224597423,89.44,10.56
282,Sterling,2009,1097287455,128019300,1225306755,89.55,10.45
282,Sterling,2010,1017236101,112931000,1130167101,90.01,9.99
282,Sterling,2011,980949938,138891700,1119841638,87.6,12.4
282,Sterling,2012,953862740,135123300,1088986040,87.59,12.41
282,Sterling,2013,929121078,132131100,1061252178,87.55,12.45
282,Sterling,2014,927916388,130902100,1058818488,87.64,12.36
282,Sterling,2015,942550134,131338500,1073888634,87.77,12.23
282,Sterling,2016,955209193,134486100,1089695293,87.66,12.34
283,Stockbridge,2003,430786888,81352000,512138888,84.12,15.88
283,Stockbridge,2004,435560836,82054800,517615636,84.15,15.85
283,Stockbridge,2005,714159424,111312700,825472124,86.52,13.48
283,Stockbridge,2006,745063184,106500600,851563784,87.49,12.51
283,Stockbridge,2007,812618577,107667900,920286477,88.3,11.7
283,Stockbridge,2008,875650437,101371700,977022137,89.62,10.38
283,Stockbridge,2009,875386085,111461300,986847385,88.71,11.29
283,Stockbridge,2010,862756391,116161000,978917391,88.13,11.87
283,Stockbridge,2011,833285027,114737300,948022327,87.9,12.1
283,Stockbridge,2012,823941547,109068700,933010247,88.31,11.69
283,Stockbridge,2013,803896432,108520800,912417232,88.11,11.89
283,Stockbridge,2014,786676120,105867400,892543520,88.14,11.86
283,Stockbridge,2015,849949471,115846100,965795571,88.01,11.99
283,Stockbridge,2016,849885678,117718100,967603778,87.83,12.17
284,Stoneham,2003,2405187402,220017900,2625205302,91.62,8.38
284,Stoneham,2004,2420339422,220383500,2640722922,91.65,8.35
284,Stoneham,2005,2875472652,232047100,3107519752,92.53,7.47
284,Stoneham,2006,3183270515,274586900,3457857415,92.06,7.94
284,Stoneham,2007,3255331985,277077200,3532409185,92.16,7.84
284,Stoneham,2008,3209938891,280367300,3490306191,91.97,8.03
284,Stoneham,2009,3147420861,301682000,3449102861,91.25,8.75
284,Stoneham,2010,3067844785,303811352,3371656137,90.99,9.01
284,Stoneham,2011,2958127029,301576952,3259703981,90.75,9.25
284,Stoneham,2012,2951475123,308323962,3259799085,90.54,9.46
284,Stoneham,2013,2919245745,307319662,3226565407,90.48,9.52
284,Stoneham,2014,2989674327,305421639,3295095966,90.73,9.27
284,Stoneham,2015,3194789862,308890668,3503680530,91.18,8.82
284,Stoneham,2016,3344702394,397015322,3741717716,89.39,10.61
285,Stoughton,2003,2333641990,196998700,2530640690,92.22,7.78
285,Stoughton,2004,2498171760,200269200,2698440960,92.58,7.42
285,Stoughton,2005,3073118396,226470900,3299589296,93.14,6.86
285,Stoughton,2006,3354772199,231120200,3585892399,93.55,6.45
285,Stoughton,2007,3579711948,234673400,3814385348,93.85,6.15
285,Stoughton,2008,3749590583,249650996,3999241579,93.76,6.24
285,Stoughton,2009,3520510450,245516396,3766026846,93.48,6.52
285,Stoughton,2010,3280858847,238372396,3519231243,93.23,6.77
285,Stoughton,2011,3093558451,229845096,3323403547,93.08,6.92
285,Stoughton,2012,2992811251,225451796,3218263047,92.99,7.01
285,Stoughton,2013,2982849498,226491296,3209340794,92.94,7.06
285,Stoughton,2014,3024384946,217610096,3241995042,93.29,6.71
285,Stoughton,2015,3252459915,245915496,3498375411,92.97,7.03
285,Stoughton,2016,3419417064,210259900,3629676964,94.21,5.79
286,Stow,2003,860908800,64190900,925099700,93.06,6.94
286,Stow,2004,943161800,75519800,1018681600,92.59,7.41
286,Stow,2005,1026876500,76051800,1102928300,93.1,6.9
286,Stow,2006,1133335400,79877100,1213212500,93.42,6.58
286,Stow,2007,1218117280,83803200,1301920480,93.56,6.44
286,Stow,2008,1206889170,82775300,1289664470,93.58,6.42
286,Stow,2009,1209002390,82399300,1291401690,93.62,6.38
286,Stow,2010,1170108445,88304600,1258413045,92.98,7.02
286,Stow,2011,1138479670,88330100,1226809770,92.8,7.2
286,Stow,2012,1144424530,87919200,1232343730,92.87,7.13
286,Stow,2013,1135631550,85512800,1221144350,93,7
286,Stow,2014,1144576220,85584200,1230160420,93.04,6.96
286,Stow,2015,1156910550,92076900,1248987450,92.63,7.37
286,Stow,2016,1199502990,92175300,1291678290,92.86,7.14
287,Sturbridge,2003,693923900,66145400,760069300,91.3,8.7
287,Sturbridge,2004,731094500,70918400,802012900,91.16,8.84
287,Sturbridge,2005,1062759700,96849300,1159609000,91.65,8.35
287,Sturbridge,2006,1183565549,109409600,1292975149,91.54,8.46
287,Sturbridge,2007,1288873341,116493400,1405366741,91.71,8.29
287,Sturbridge,2008,1353051500,127894700,1480946200,91.36,8.64
287,Sturbridge,2009,1314037600,126739400,1440777000,91.2,8.8
287,Sturbridge,2010,1205578619,115581800,1321160419,91.25,8.75
287,Sturbridge,2011,1161808500,104678100,1266486600,91.73,8.27
287,Sturbridge,2012,1124879241,105046700,1229925941,91.46,8.54
287,Sturbridge,2013,1107961245,104631800,1212593045,91.37,8.63
287,Sturbridge,2014,1062980401,141921200,1204901601,88.22,11.78
287,Sturbridge,2015,1112375798,142360300,1254736098,88.65,11.35
287,Sturbridge,2016,1135803129,147457100,1283260229,88.51,11.49
288,Sudbury,2003,2839782978,107687300,2947470278,96.35,3.65
288,Sudbury,2004,3545996135,215662300,3761658435,94.27,5.73
288,Sudbury,2005,3600973272,216452190,3817425462,94.33,5.67
288,Sudbury,2006,3956930561,231947945,4188878506,94.46,5.54
288,Sudbury,2007,4231531337,247989510,4479520847,94.46,5.54
288,Sudbury,2008,4162959799,276306310,4439266109,93.78,6.22
288,Sudbury,2009,4064434979,281043410,4345478389,93.53,6.47
288,Sudbury,2010,4003661467,271287200,4274948667,93.65,6.35
288,Sudbury,2011,3874281828,263719000,4138000828,93.63,6.37
288,Sudbury,2012,3838335540,258966880,4097302420,93.68,6.32
288,Sudbury,2013,3864083107,259512400,4123595507,93.71,6.29
288,Sudbury,2014,3960584137,261538040,4222122177,93.81,6.19
288,Sudbury,2015,4088915905,263966560,4352882465,93.94,6.06
288,Sudbury,2016,4230884307,290387460,4521271767,93.58,6.42
289,Sunderland,2003,222630684,15688000,238318684,93.42,6.58
289,Sunderland,2004,225326310,16005400,241331710,93.37,6.63
289,Sunderland,2005,278458176,29194100,307652276,90.51,9.49
289,Sunderland,2006,306347645,30872100,337219745,90.85,9.15
289,Sunderland,2007,344911181,34669300,379580481,90.87,9.13
289,Sunderland,2008,349980482,34449800,384430282,91.04,8.96
289,Sunderland,2009,351987818,34547000,386534818,91.06,8.94
289,Sunderland,2010,341610453,33491600,375102053,91.07,8.93
289,Sunderland,2011,342451380,35875000,378326380,90.52,9.48
289,Sunderland,2012,347237491,36023400,383260891,90.6,9.4
289,Sunderland,2013,345107072,36266600,381373672,90.49,9.51
289,Sunderland,2014,341918036,33429900,375347936,91.09,8.91
289,Sunderland,2015,338075414,33448900,371524314,91,9
289,Sunderland,2016,339315351,33155300,372470651,91.1,8.9
290,Sutton,2003,833990706,48152100,882142806,94.54,5.46
290,Sutton,2004,863078978,48800400,911879378,94.65,5.35
290,Sutton,2005,1081039396,52370000,1133409396,95.38,4.62
290,Sutton,2006,1228288422,63797300,1292085722,95.06,4.94
290,Sutton,2007,1311745253,64229200,1375974453,95.33,4.67
290,Sutton,2008,1269811507,65013800,1334825307,95.13,4.87
290,Sutton,2009,1299028266,69387600,1368415866,94.93,5.07
290,Sutton,2010,1268737786,68856300,1337594086,94.85,5.15
290,Sutton,2011,1219914778,69551600,1289466378,94.61,5.39
290,Sutton,2012,1187857764,67388200,1255245964,94.63,5.37
290,Sutton,2013,1181042868,64389600,1245432468,94.83,5.17
290,Sutton,2014,1160418598,66535500,1226954098,94.58,5.42
290,Sutton,2015,1206958210,65985530,1272943740,94.82,5.18
290,Sutton,2016,1251329952,66752200,1318082152,94.94,5.06
291,Swampscott,2003,1892843508,142050500,2034894008,93.02,6.98
291,Swampscott,2004,2187977886,157945500,2345923386,93.27,6.73
291,Swampscott,2005,2431281053,166600500,2597881553,93.59,6.41
291,Swampscott,2006,2539060583,166498500,2705559083,93.85,6.15
291,Swampscott,2007,2609458933,168058000,2777516933,93.95,6.05
291,Swampscott,2008,2580170006,168900300,2749070306,93.86,6.14
291,Swampscott,2009,2544363929,165419500,2709783429,93.9,6.1
291,Swampscott,2010,2298779232,148223500,2447002732,93.94,6.06
291,Swampscott,2011,2277779318,132899300,2410678618,94.49,5.51
291,Swampscott,2012,2212313215,130523800,2342837015,94.43,5.57
291,Swampscott,2013,2168072045,130176000,2298248045,94.34,5.66
291,Swampscott,2014,2222788745,123767400,2346556145,94.73,5.27
291,Swampscott,2015,2516591516,128610650,2645202166,95.14,4.86
291,Swampscott,2016,2560670126,128894900,2689565026,95.21,4.79
292,Swansea,2003,1144967810,18503200,1163471010,98.41,1.59
292,Swansea,2004,1173836994,18692600,1192529594,98.43,1.57
292,Swansea,2005,1942136129,113033000,2055169129,94.5,5.5
292,Swansea,2006,2149707685,115733800,2265441485,94.89,5.11
292,Swansea,2007,2252378420,117156300,2369534720,95.06,4.94
292,Swansea,2008,2265104278,129555500,2394659778,94.59,5.41
292,Swansea,2009,2200509939,129536800,2330046739,94.44,5.56
292,Swansea,2010,2076942527,129924700,2206867227,94.11,5.89
292,Swansea,2011,1987456480,156124600,2143581080,92.72,7.28
292,Swansea,2012,1939749020,126434400,2066183420,93.88,6.12
292,Swansea,2013,1901251054,127656600,2028907654,93.71,6.29
292,Swansea,2014,1885262847,125416500,2010679347,93.76,6.24
292,Swansea,2015,1910179029,128173500,2038352529,93.71,6.29
292,Swansea,2016,1979989908,128667300,2108657208,93.9,6.1
293,Taunton,2003,2850319272,60849800,2911169072,97.91,2.09
293,Taunton,2004,4276630676,240973600,4517604276,94.67,5.33
293,Taunton,2005,4922011720,343322900,5265334620,93.48,6.52
293,Taunton,2006,5720826088,706166300,6426992388,89.01,10.99
293,Taunton,2007,6007437074,658355500,6665792574,90.12,9.88
293,Taunton,2008,5898090203,642468000,6540558203,90.18,9.82
293,Taunton,2009,5646112804,642442700,6288555504,89.78,10.22
293,Taunton,2010,5121510501,664481100,5785991601,88.52,11.48
293,Taunton,2011,4705033928,655102700,5360136628,87.78,12.22
293,Taunton,2012,4610179378,784195500,5394374878,85.46,14.54
293,Taunton,2013,4430740980,710612200,5141353180,86.18,13.82
293,Taunton,2014,4422983044,689844500,5112827544,86.51,13.49
293,Taunton,2015,4452689437,712481200,5165170637,86.21,13.79
293,Taunton,2016,4514347120,722364200,5236711320,86.21,13.79
294,Templeton,2003,332893273,42302400,375195673,88.73,11.27
294,Templeton,2004,446029338,57334800,503364138,88.61,11.39
294,Templeton,2005,516137102,59291600,575428702,89.7,10.3
294,Templeton,2006,597583673,59593800,657177473,90.93,9.07
294,Templeton,2007,719608512,71160900,790769412,91,9
294,Templeton,2008,746124192,71947500,818071692,91.21,8.79
294,Templeton,2009,695654470,71340900,766995370,90.7,9.3
294,Templeton,2010,616456474,65141900,681598374,90.44,9.56
294,Templeton,2011,601165838,65677100,666842938,90.15,9.85
294,Templeton,2012,581356554,66004600,647361154,89.8,10.2
294,Templeton,2013,542840725,68989150,611829875,88.72,11.28
294,Templeton,2014,540623505,71120750,611744255,88.37,11.63
294,Templeton,2015,552836694,71121550,623958244,88.6,11.4
294,Templeton,2016,556659447,71832150,628491597,88.57,11.43
295,Tewksbury,2003,2588269930,179653300,2767923230,93.51,6.49
295,Tewksbury,2004,3495477340,187194800,3682672140,94.92,5.08
295,Tewksbury,2005,3790698130,189447700,3980145830,95.24,4.76
295,Tewksbury,2006,4010864490,201860200,4212724690,95.21,4.79
295,Tewksbury,2007,4230680780,204096900,4434777680,95.4,4.6
295,Tewksbury,2008,4178102720,203379400,4381482120,95.36,4.64
295,Tewksbury,2009,4033912840,206907100,4240819940,95.12,4.88
295,Tewksbury,2010,3851700060,207152400,4058852460,94.9,5.1
295,Tewksbury,2011,3742540430,204499100,3947039530,94.82,5.18
295,Tewksbury,2012,3789527540,203363000,3992890540,94.91,5.09
295,Tewksbury,2013,3803267620,229720200,4032987820,94.3,5.7
295,Tewksbury,2014,3781574640,229912500,4011487140,94.27,5.73
295,Tewksbury,2015,3879626310,244383000,4124009310,94.07,5.93
295,Tewksbury,2016,4097616270,245160000,4342776270,94.35,5.65
296,Tisbury,2003,1568966246,102584600,1671550846,93.86,6.14
296,Tisbury,2004,1588796942,103298800,1692095742,93.9,6.1
296,Tisbury,2005,2191706513,144784700,2336491213,93.8,6.2
296,Tisbury,2006,2572863316,174803400,2747666716,93.64,6.36
296,Tisbury,2007,2660592281,178607900,2839200181,93.71,6.29
296,Tisbury,2008,2906618049,184122600,3090740649,94.04,5.96
296,Tisbury,2009,2824635763,179973500,3004609263,94.01,5.99
296,Tisbury,2010,2717459531,180120300,2897579831,93.78,6.22
296,Tisbury,2011,2558966837,170879100,2729845937,93.74,6.26
296,Tisbury,2012,2559241145,177676300,2736917445,93.51,6.49
296,Tisbury,2013,2472061469,177831400,2649892869,93.29,6.71
296,Tisbury,2014,2506632233,180703900,2687336133,93.28,6.72
296,Tisbury,2015,2589018991,200272300,2789291291,92.82,7.18
296,Tisbury,2016,2585118517,199616900,2784735417,92.83,7.17
297,Tolland,2003,110720148,10317900,121038048,91.48,8.52
297,Tolland,2004,114781052,10393500,125174552,91.7,8.3
297,Tolland,2005,116099149,10393600,126492749,91.78,8.22
297,Tolland,2006,161194150,13161600,174355750,92.45,7.55
297,Tolland,2007,178864880,19917000,198781880,89.98,10.02
297,Tolland,2008,181981592,19730000,201711592,90.22,9.78
297,Tolland,2009,193680360,19728300,213408660,90.76,9.24
297,Tolland,2010,194845562,19788500,214634062,90.78,9.22
297,Tolland,2011,193305592,19194300,212499892,90.97,9.03
297,Tolland,2012,182388887,21081086,203469973,89.64,10.36
297,Tolland,2013,178624099,22601800,201225899,88.77,11.23
297,Tolland,2014,177302270,22808300,200110570,88.6,11.4
297,Tolland,2015,184690700,24947400,209638100,88.1,11.9
297,Tolland,2016,193898648,23581900,217480548,89.16,10.84
298,Topsfield,2003,957191878,50401000,1007592878,95,5
298,Topsfield,2004,1063512597,62244500,1125757097,94.47,5.53
298,Topsfield,2005,1149877339,65191500,1215068839,94.63,5.37
298,Topsfield,2006,1197519716,68906300,1266426016,94.56,5.44
298,Topsfield,2007,1278395170,71265100,1349660270,94.72,5.28
298,Topsfield,2008,1289199574,73675900,1362875474,94.59,5.41
298,Topsfield,2009,1251666371,72771200,1324437571,94.51,5.49
298,Topsfield,2010,1199414915,70760600,1270175515,94.43,5.57
298,Topsfield,2011,1162962400,70021000,1232983400,94.32,5.68
298,Topsfield,2012,1152261489,69217900,1221479389,94.33,5.67
298,Topsfield,2013,1149229840,70329600,1219559440,94.23,5.77
298,Topsfield,2014,1163234670,68338400,1231573070,94.45,5.55
298,Topsfield,2015,1215213580,68316200,1283529780,94.68,5.32
298,Topsfield,2016,1266545220,71419000,1337964220,94.66,5.34
299,Townsend,2003,687851857,110881200,798733057,86.12,13.88
299,Townsend,2004,704378257,112522100,816900357,86.23,13.77
299,Townsend,2005,792508637,116325700,908834337,87.2,12.8
299,Townsend,2006,897676676,118227800,1015904476,88.36,11.64
299,Townsend,2007,914136694,118519700,1032656394,88.52,11.48
299,Townsend,2008,926166205,119401300,1045567505,88.58,11.42
299,Townsend,2009,948561960,125759000,1074320960,88.29,11.71
299,Townsend,2010,863440319,123746400,987186719,87.46,12.54
299,Townsend,2011,856296203,130388700,986684903,86.79,13.21
299,Townsend,2012,812279312,130549500,942828812,86.15,13.85
299,Townsend,2013,770021972,130636400,900658372,85.5,14.5
299,Townsend,2014,742085736,128870500,870956236,85.2,14.8
299,Townsend,2015,783223186,119350600,902573786,86.78,13.22
299,Townsend,2016,782649577,118391500,901041077,86.86,13.14
300,Truro,2003,1306572120,67610200,1374182320,95.08,4.92
300,Truro,2004,1332323600,71055400,1403379000,94.94,5.06
300,Truro,2005,1777268400,122403000,1899671400,93.56,6.44
300,Truro,2006,2072624990,139650500,2212275490,93.69,6.31
300,Truro,2007,2243728330,149344600,2393072930,93.76,6.24
300,Truro,2008,2250494350,163582900,2414077250,93.22,6.78
300,Truro,2009,2239613910,162302100,2401916010,93.24,6.76
300,Truro,2010,2144817310,158892200,2303709510,93.1,6.9
300,Truro,2011,2004333510,174184000,2178517510,92,8
300,Truro,2012,1990317560,169676600,2159994160,92.14,7.86
300,Truro,2013,2009972420,170623600,2180596020,92.18,7.82
300,Truro,2014,1983770030,165914700,2149684730,92.28,7.72
300,Truro,2015,2028118100,174501600,2202619700,92.08,7.92
300,Truro,2016,2084200430,210332200,2294532630,90.83,9.17
301,Tyngsborough,2003,920125181,100576600,1020701781,90.15,9.85
301,Tyngsborough,2004,1222731984,115856000,1338587984,91.34,8.66
301,Tyngsborough,2005,1339342472,135749100,1475091572,90.8,9.2
301,Tyngsborough,2006,1441113080,149147600,1590260680,90.62,9.38
301,Tyngsborough,2007,1542444687,144579100,1687023787,91.43,8.57
301,Tyngsborough,2008,1531874311,145668300,1677542611,91.32,8.68
301,Tyngsborough,2009,1488122237,143125800,1631248037,91.23,8.77
301,Tyngsborough,2010,1387380323,126782700,1514163023,91.63,8.37
301,Tyngsborough,2011,1379506104,127260300,1506766404,91.55,8.45
301,Tyngsborough,2012,1381854780,127143500,1508998280,91.57,8.43
301,Tyngsborough,2013,1363854741,125674570,1489529311,91.56,8.44
301,Tyngsborough,2014,1354762224,124128205,1478890429,91.61,8.39
301,Tyngsborough,2015,1386228060,126978000,1513206060,91.61,8.39
301,Tyngsborough,2016,1424602785,129024300,1553627085,91.7,8.3
302,Tyringham,2003,88733737,13156500,101890237,87.09,12.91
302,Tyringham,2004,90579444,13156500,103735944,87.32,12.68
302,Tyringham,2005,136623160,18894400,155517560,87.85,12.15
302,Tyringham,2006,145540640,20079100,165619740,87.88,12.12
302,Tyringham,2007,146789520,20227300,167016820,87.89,12.11
302,Tyringham,2008,183803610,23898700,207702310,88.49,11.51
302,Tyringham,2009,185759430,23898200,209657630,88.6,11.4
302,Tyringham,2010,186519790,23898200,210417990,88.64,11.36
302,Tyringham,2011,183248820,23521600,206770420,88.62,11.38
302,Tyringham,2012,184402780,23521600,207924380,88.69,11.31
302,Tyringham,2013,188499040,23294100,211793140,89,11
302,Tyringham,2014,190960430,23567600,214528030,89.01,10.99
302,Tyringham,2015,189952150,23281100,213233250,89.08,10.92
302,Tyringham,2016,192834550,23893200,216727750,88.98,11.02
303,Upton,2003,654351200,72123900,726475100,90.07,9.93
303,Upton,2004,665512100,73930600,739442700,90,10
303,Upton,2005,1023780700,94677000,1118457700,91.54,8.46
303,Upton,2006,1042009700,108594300,1150604000,90.56,9.44
303,Upton,2007,1058360300,108160000,1166520300,90.73,9.27
303,Upton,2008,1170055800,116569400,1286625200,90.94,9.06
303,Upton,2009,1044111800,117062800,1161174600,89.92,10.08
303,Upton,2010,1053358370,117296700,1170655070,89.98,10.02
303,Upton,2011,1000578048,108741000,1109319048,90.2,9.8
303,Upton,2012,1006192347,113647700,1119840047,89.85,10.15
303,Upton,2013,938472721,110180300,1048653021,89.49,10.51
303,Upton,2014,957458016,109244700,1066702716,89.76,10.24
303,Upton,2015,985635976,109828700,1095464676,89.97,10.03
303,Upton,2016,1003499218,111007500,1114506718,90.04,9.96
304,Uxbridge,2003,786790895,45721300,832512195,94.51,5.49
304,Uxbridge,2004,1179160531,65022300,1244182831,94.77,5.23
304,Uxbridge,2005,1335209480,72737700,1407947180,94.83,5.17
304,Uxbridge,2006,1523273127,84331600,1607604727,94.75,5.25
304,Uxbridge,2007,1663767403,89800600,1753568003,94.88,5.12
304,Uxbridge,2008,1713978100,98402700,1812380800,94.57,5.43
304,Uxbridge,2009,1665143912,97586900,1762730812,94.46,5.54
304,Uxbridge,2010,1589056020,80874600,1669930620,95.16,4.84
304,Uxbridge,2011,1506383398,77292100,1583675498,95.12,4.88
304,Uxbridge,2012,1509128556,79768700,1588897256,94.98,5.02
304,Uxbridge,2013,1445011462,76768700,1521780162,94.96,5.04
304,Uxbridge,2014,1403132741,102318600,1505451341,93.2,6.8
304,Uxbridge,2015,1443810596,101082600,1544893196,93.46,6.54
304,Uxbridge,2016,1493468746,103619600,1597088346,93.51,6.49
305,Wakefield,2003,2690880253,290510800,2981391053,90.26,9.74
305,Wakefield,2004,2724937742,304162300,3029100042,89.96,10.04
305,Wakefield,2005,3605637471,340412200,3946049671,91.37,8.63
305,Wakefield,2006,3767142079,343676400,4110818479,91.64,8.36
305,Wakefield,2007,3876235749,346594600,4222830349,91.79,8.21
305,Wakefield,2008,3984137104,359194200,4343331304,91.73,8.27
305,Wakefield,2009,3801443211,351036200,4152479411,91.55,8.45
305,Wakefield,2010,3785082150,334075500,4119157650,91.89,8.11
305,Wakefield,2011,3827149422,333979400,4161128822,91.97,8.03
305,Wakefield,2012,3837880740,326412300,4164293040,92.16,7.84
305,Wakefield,2013,3833762128,327103800,4160865928,92.14,7.86
305,Wakefield,2014,3898925842,317669400,4216595242,92.47,7.53
305,Wakefield,2015,4011832988,319633400,4331466388,92.62,7.38
305,Wakefield,2016,4206445431,348971800,4555417231,92.34,7.66
306,Wales,2003,99411045,15249200,114660245,86.7,13.3
306,Wales,2004,101197724,15325000,116522724,86.85,13.15
306,Wales,2005,129928594,18652300,148580894,87.45,12.55
306,Wales,2006,147007882,21024500,168032382,87.49,12.51
306,Wales,2007,162445987,20565780,183011767,88.76,11.24
306,Wales,2008,172035849,20077880,192113729,89.55,10.45
306,Wales,2009,174892419,24273780,199166199,87.81,12.19
306,Wales,2010,169360618,23757600,193118218,87.7,12.3
306,Wales,2011,171598097,30125200,201723297,85.07,14.93
306,Wales,2012,164613799,29701200,194314999,84.71,15.29
306,Wales,2013,159506347,28930300,188436647,84.65,15.35
306,Wales,2014,157064196,28631300,185695496,84.58,15.42
306,Wales,2015,157760940,28706900,186467840,84.6,15.4
306,Wales,2016,156700386,28957300,185657686,84.4,15.6
307,Walpole,2003,2423655690,232731200,2656386890,91.24,8.76
307,Walpole,2004,2514178830,233816500,2747995330,91.49,8.51
307,Walpole,2005,3419632580,286605000,3706237580,92.27,7.73
307,Walpole,2006,3660508290,298712700,3959220990,92.46,7.54
307,Walpole,2007,3922255300,319824300,4242079600,92.46,7.54
307,Walpole,2008,3981929170,313771000,4295700170,92.7,7.3
307,Walpole,2009,3840587890,312020200,4152608090,92.49,7.51
307,Walpole,2010,3679198820,308753100,3987951920,92.26,7.74
307,Walpole,2011,3568004710,308970600,3876975310,92.03,7.97
307,Walpole,2012,3573149990,316782300,3889932290,91.86,8.14
307,Walpole,2013,3589184240,315697900,3904882140,91.92,8.08
307,Walpole,2014,3612217340,358086800,3970304140,90.98,9.02
307,Walpole,2015,3788155240,365255100,4153410340,91.21,8.79
307,Walpole,2016,3984460440,380697500,4365157940,91.28,8.72
308,Waltham,2003,7521650788,1618920212,9140571000,82.29,17.71
308,Waltham,2004,7875441330,1582834744,9458276074,83.27,16.73
308,Waltham,2005,7810723666,1549032044,9359755710,83.45,16.55
308,Waltham,2006,8316274892,1582110508,9898385400,84.02,15.98
308,Waltham,2007,9043253110,1658424410,10701677520,84.5,15.5
308,Waltham,2008,9009724190,1649647190,10659371380,84.52,15.48
308,Waltham,2009,8921116476,1648210608,10569327084,84.41,15.59
