"Municipal","F_year","Total Budget","Residential","Open Space","Commercial","Industrial","Personal Property","Total Levy"
"Clarksburg","2006",3398500.78,971806,0,17065,9747,10670,1009288
"Clarksburg","2007",3507872.66,1054958,0,19867,8722,8928,1092475
"Clarksburg","2008",3772357.74,1107977,0,19215,9091,9801,1146084
"Clarksburg","2009",3806231.34,1165565,0,20010,9518,15473,1210566
"Clarksburg","2010",3682896.98,1192839,0,20127,9156,17152,1239274
"Clarksburg","2011",3940290.72,1317466,0,21809,10071,18350,1367696
"Clarksburg","2012",4049671.27,1370498,0,22587,10452,23218,1426755
"Clarksburg","2013",4395684.25,1491271,0,23372,11467,21940,1548050
"Clinton","2003",30859702.88,9098483,0,1116310,1419517,436094,12070404
"Clinton","2004",31307364.78,9468637,0,1226607,1490325,446387,12631956
"Clinton","2005",32568099.16,10492824,0,1152521,1403834,342710,13391889
"Clinton","2006",33565091.87,11253454,0,1302500,1416623,369907,14342484
"Clinton","2007",36061709.07,11968953,0,1189996,1306569,469521,14935039
"Clinton","2008",37456292.75,12615315,0,1246639,1321488,514451,15697893
"Clinton","2009",39082277.13,12804444,0,1411263,1469929,620862,16306498
"Clinton","2010",38312636.39,13444721,0,1653440,1535366,677958,17311485
"Clinton","2011",38522574.98,13312654,0,1835640,1708334,956628,17813256
"Clinton","2012",38742671.65,13689980,0,2040416,1898278,916015,18544689
"Clinton","2013",40519318.36,14102537,0,2059215,1856522,895386,18913660
"Cohasset","2003",30916978.67,17907596,0,1075744,76972,157421,19217733
"Cohasset","2004",33198552.92,19211064,0,1114671,79755,167316,20572806
"Cohasset","2005",32617910.53,20260956,0,1302160,88616,127665,21779397
"Cohasset","2006",33833236.06,21962276,0,1370673,92154,131814,23556917
"Cohasset","2007",36883150,22758201,0,1437578,80702,125834,24402315
"Cohasset","2008",37676319.16,23725442,0,1481501,103976,162154,25473073
"Cohasset","2009",38989288.19,24632493,0,1534921,105742,193622,26466778
"Cohasset","2010",40559387.18,25422915,0,1619316,110058,210372,27362661
"Cohasset","2011",42988436.37,26198225,0,1707093,120988,256791,28283097
"Cohasset","2012",44363123.97,27433098,0,1830165,5613,270872,29539748
"Cohasset","2013",47914431.82,28601525,0,1868232,6423,286440,30762620
"Colrain","2003",2486253.98,1498991,0,61955,66301,87042,1714289
"Colrain","2004",2567189.42,1580759,0,47040,65343,80720,1773862
"Colrain","2005",2873280.12,1783202,0,53652,68210,81860,1986924
"Colrain","2006",3082770.05,1938534,0,55238,73604,85653,2153029
"Colrain","2007",3517592.33,2010611,0,50942,70096,68445,2200094
"Colrain","2008",3352482.76,2066166,0,57863,69277,80310,2273616
"Colrain","2009",3623410.34,2192863,0,77024,68172,100380,2438439
"Colrain","2010",3555244.27,2283362,0,72727,63799,105285,2525173
"Colrain","2011",3320433.52,2279996,0,72642,62736,108548,2523922
"Colrain","2012",3555164.76,2353768,0,76802,66729,132942,2630241
"Colrain","2013",3520881.39,2355420,0,76803,64888,180731,2677842
"Concord","2003",52917180.52,37953202,0,3118102,814844,609881,42496029
"Concord","2004",55674060.18,41780674,0,3432824,896236,611784,46721518
"Concord","2005",59795621.29,45807197,0,3577875,339801,422712,50147585
"Concord","2006",64036101.04,48459281,0,3999564,355135,459106,53273086
"Concord","2007",70230560.46,51129926,0,4150054,338629,447112,56065721
"Concord","2008",74730998.3,53646873,0,4472614,354956,472011,58946454
"Concord","2009",80291290.26,56820656,0,4847328,388395,592263,62648642
"Concord","2010",79378022.68,59621336,0,5100090,406458,669685,65797569
"Concord","2011",81263869.99,60278264,0,5140737,394353,732043,66545397
"Concord","2012",83856407.8,62677835,0,5335418,393254,716489,69122996
"Concord","2013",89155715.96,64497082,0,5508357,397342,720648,71123429
"Conway","2003",4303680.54,2298257,0,50473,105644,78149,2532523
"Conway","2004",4291896.81,2468531,0,53335,112022,117746,2751634
"Conway","2005",4868633.38,2761285,0,62034,96348,77510,2997177
"Conway","2006",4852523.28,2798039,0,62516,89519,77116,3027190
"Conway","2007",5351778.07,3001780,0,72582,87736,75734,3237832
"Conway","2008",5352472.86,2880260,0,71894,127404,67541,3147099
"Conway","2009",5240896.36,2977115,0,74527,137307,88222,3277171
"Conway","2010",5732464.57,3101253,0,74034,138476,94657,3408420
"Conway","2011",5650728.97,3103533,0,63237,155181,94138,3416089
"Conway","2012",5466107.8,3345540,0,73459,157566,102162,3678727
"Conway","2013",6159816.72,3177159,0,68254,151623,86772,3483808
"Cummington","2003",1600756.86,898711,0,84036,7469,38660,1028876
"Cummington","2004",1528107.42,973315,0,61193,8881,39971,1083360
"Cummington","2005",1663741.92,1026954,0,75713,8679,41495,1152841
"Cummington","2006",1631708.03,1131909,0,77402,7261,37938,1254510
"Cummington","2007",1837883.74,1143306,0,82266,9652,35437,1270661
"Cummington","2008",2111332.06,1198285,0,78091,14185,34134,1324695
"Cummington","2009",1783426.81,1263817,0,84642,14919,51210,1414588
"Cummington","2010",1987233.92,1351099,0,88299,16345,60340,1516083
"Cummington","2011",2321492.34,1419791,0,91503,19891,62906,1594091
"Cummington","2012",2084227.93,1374920,0,89479,16024,63308,1543731
"Cummington","2013",2212648.83,1427542,0,99255,17306,68085,1612188
"Dalton","2003",11044893.82,5427432,0,348199,790696,182682,6749009
"Dalton","2004",11309974.87,5927827,0,353490,784249,190531,7256097
"Dalton","2005",12776119.89,6510274,0,372421,815157,189193,7887045
"Dalton","2006",12666598.27,6954460,0,368945,835102,188730,8347237
"Dalton","2007",13375983.58,7244853,0,369119,798291,173960,8586223
"Dalton","2008",13608111.82,7669160,0,386896,832322,181316,9069694
"Dalton","2009",13822998.86,7804857,0,404500,848054,208077,9265488
"Dalton","2010",13923439.44,8169695,0,420337,880823,252468,9723323
"Dalton","2011",14253822.91,8578570,0,458909,971059,286577,10295115
"Dalton","2012",14509060.45,8812050,0,457732,976779,284563,10531124
"Dalton","2013",14927191.25,8999706,0,481831,976923,303660,10762120
"Danvers","2003",73438173.49,26530433,0,11010807,3033498,673124,41247862
"Danvers","2004",71039382.42,29519303,0,10093862,2795808,677972,43086945
"Danvers","2005",72529988.52,29398349,0,11490234,3018059,1035207,44941849
"Danvers","2006",76897170.62,31020818,0,11625793,3073275,1054664,46774550
"Danvers","2007",80916150.97,32400905,0,12143355,3138181,1162900,48845341
"Danvers","2008",88791384.94,34331294,0,12640139,3147737,1212198,51331368
"Danvers","2009",92491318.76,35924009,0,13280106,3369741,1410736,53984592
"Danvers","2010",92412724.05,37272132,0,13545395,3566149,1648300,56031976
"Danvers","2011",94756577.82,38484157,0,14318220,3677739,1763078,58243194
"Danvers","2012",98677029.49,40058409,0,14746187,3863935,1678569,60347100
"Danvers","2013",102568652.9,41563369,0,15162998,4011566,1788847,62526780
"Dartmouth","2003",57228284.03,25862452,0,3944269,626092,1047652,31480465
"Dartmouth","2004",61390313.2,28217238,0,3623103,575734,920072,33336147
"Dartmouth","2005",63483496,29967355,0,3600572,548770,933775,35050472
"Dartmouth","2006",67318437.61,31479634,0,3614834,565629,877421,36537518
"Dartmouth","2007",71233765.71,32718622,0,4224890,592058,642733,38178303
"Dartmouth","2008",76109278.34,31545581,0,6757673,903673,988855,40195782
"Dartmouth","2009",82593367.1,33972689,0,7451121,1002663,1236997,43663470
"Dartmouth","2010",82022450.1,34788134,0,7863235,1042413,1352568,45046350
"Dartmouth","2011",81405712.53,35796328,0,8067058,1040376,1578637,46482399
"Dartmouth","2012",84369799.31,36987531,0,8318376,1071162,1626166,48003235
"Dartmouth","2013",86272541.9,38101484,0,8642061,1114187,1875902,49733634
"Dedham","2003",64030021.45,26188016,0,12914285,951456,2675712,42729469
"Dedham","2004",67701917.59,28767925,0,12875949,887659,2984629,45516162
"Dedham","2005",71541241.96,31490783,0,13023165,847875,3166946,48528769
"Dedham","2006",76282938.01,35519847,0,13365762,874813,3040793,52801215
"Dedham","2007",81389289.35,38871794,0,12970622,985240,2712708,55540364
"Dedham","2008",87295642.29,40383797,0,14378853,958346,2955814,58676810
"Dedham","2009",87940199.21,42162077,0,15274561,938889,3120031,61495558
"Dedham","2010",92557379.7,43961906,0,17537774,1281885,3301681,66083246
"Dedham","2011",95072491.88,46076061,0,20206337,1224392,3845595,71352385
"Dedham","2012",98002125.61,47972876,0,21139919,1274744,4094159,74481698
"Dedham","2013",102554264.27,49490747,0,22645681,1375175,4124665,77636268
"Deerfield","2003",9998178.88,3718371,0,610859,778975,161333,5269538
"Deerfield","2004",10345440.6,3913902,0,638947,822206,305214,5680269
"Deerfield","2005",10679314.35,4892971,0,743908,882529,162470,6681878
"Deerfield","2006",11369066.96,5380466,0,737140,865689,161265,7144560
"Deerfield","2007",11803418.27,5624717,0,749916,866264,146032,7386929
"Deerfield","2008",12776029.66,5751572,0,799253,913640,148056,7612521
"Deerfield","2009",13596408.73,5981230,0,792174,903491,177199,7854094
"Deerfield","2010",13098333.52,6173762,0,813604,957397,187467,8132230
"Deerfield","2011",13357148.71,6294518,0,814068,962733,274807,8346126
"Deerfield","2012",13621991.11,6372677,0,846818,966964,325720,8512179
"Deerfield","2013",14472729.72,6553998,0,864548,996385,337966,8752897
"Dennis","2003",36483952.23,20932885,4125,1328197,86110,583755,22935072
"Dennis","2004",40680944.76,22847921,4123,1284629,81442,419275,24637390
"Dennis","2005",41758704.89,23847875,3735,1374069,91244,245647,25562570
"Dennis","2006",42684403.21,24778128,4901,1483229,101604,243727,26611589
"Dennis","2007",45139292.11,26043990,4181,1546496,99800,251510,27945977
"Dennis","2008",49244454.24,27142368,3097,1631483,107261,280738,29164947
"Dennis","2009",50429431.52,30988145,3260,1899381,125065,371417,33387268
"Dennis","2010",50733426.75,30784609,3144,1951814,125569,396147,33261283
"Dennis","2011",50327531.89,31248405,3455,2066435,132764,432336,33883395
"Dennis","2012",50657911.72,31740416,3548,2108860,145136,448127,34446087
"Dennis","2013",52709438.65,32795223,3625,2161129,145514,466856,35572347
"Dighton","2003",10526830.39,5539158,0,602937,1069385,390650,7602130
"Dighton","2004",11218312.24,6165204,0,562605,841405,318401,7887615
"Dighton","2005",11847155.11,6744401,0,579759,830203,400553,8554916
"Dighton","2006",13042331.22,7591216,0,598143,777320,366108,9332787
"Dighton","2007",13472026.97,8029277,0,643541,937614,367638,9978070
"Dighton","2008",14396365.75,8587157,0,671681,922754,395220,10576812
"Dighton","2009",14364193.23,8883862,0,700078,942293,517995,11044228
"Dighton","2010",14925557.91,9073451,0,768847,1279495,569934,11691727
"Dighton","2011",15664183.03,9270516,0,789693,1466534,705300,12232043
"Dighton","2012",16538147.96,9845930,0,813405,1524901,750921,12935157
"Dighton","2013",16963507.66,10028744,0,782317,986251,1342611,13139923
"Douglas","2003",17520674.35,7660408,0,175093,195808,134342,8165651
"Douglas","2004",18970092.47,8668625,0,188200,219538,167974,9244337
"Douglas","2005",20070914.35,8658220,0,185609,156129,118848,9118806
"Douglas","2006",22842806.04,9820545,0,208309,202849,123366,10355069
"Douglas","2007",23618232.16,9996682,0,214205,184130,113128,10508145
"Douglas","2008",24002381.24,9745813,0,219144,250887,132667,10348511
"Douglas","2009",25414490.21,10086648,0,216161,212308,179906,10695023
"Douglas","2010",24298367.43,10416003,0,234415,210763,193182,11054363
"Douglas","2011",26213227.02,10631702,0,245968,229209,218258,11325137
"Douglas","2012",26864423.24,11267254,0,263829,219919,256993,12007995
"Douglas","2013",27507408.05,12780843,0,297759,247370,306295,13632267
"Dover","2003",18883517.91,15483581,0,121631,37979,132743,15775934
"Dover","2004",21736050.11,17073380,0,140216,41313,154068,17408977
"Dover","2005",22977081.7,18326040,0,149245,41861,154396,18671542
"Dover","2006",25081563.3,20635897,0,180976,58661,163026,21038560
"Dover","2007",26857139.9,21387738,0,182551,59031,171226,21800546
"Dover","2008",28642744.69,22382830,0,195954,72492,245290,22896566
"Dover","2009",29283986.86,23268531,0,164656,72223,310520,23815930
"Dover","2010",31911373.17,24390905,0,189552,80512,363531,25024500
"Dover","2011",30770257.31,25107003,0,190275,83465,405537,25786280
"Dover","2012",31176914.77,25794659,0,187133,84911,413637,26480340
"Dover","2013",32780211.37,26622720,0,203507,89368,443695,27359290
"Dracut","2003",55215701.23,23291148,0,1137436,370676,472428,25271688
"Dracut","2004",59525795.06,24268828,0,1183736,431255,500547,26384366
"Dracut","2005",60933249.75,25553222,0,1223637,453840,488992,27719691
"Dracut","2006",65241675.94,27356129,0,1218449,460824,472056,29507458
"Dracut","2007",67707690.48,28680525,0,1224771,483071,529545,30917912
"Dracut","2008",71287424,30042611,0,1351721,506691,655271,32556294
"Dracut","2009",73830696.45,30712922,0,1610984,555567,835753,33715226
"Dracut","2010",71782026.15,31582051,0,1729367,592876,969190,34873484
"Dracut","2011",73614530.57,32541056,0,1801968,628934,1031782,36003740
"Dracut","2012",76553879.59,33608223,0,1855068,642925,1053778,37159994
"Dracut","2013",80019818.08,34717854,0,1967022,682217,1142039,38509132
"Dudley","2003",12619286.29,5548875,0,246187,149292,104562,6048916
"Dudley","2004",12926494.73,6151052,0,243464,166660,105772,6666948
"Dudley","2005",14081544.94,6873438,0,234519,126514,87814,7322285
"Dudley","2006",13748257.07,7051749,0,216072,136603,88831,7493255
"Dudley","2007",15163965.77,7341536,0,222187,140857,79378,7783958
"Dudley","2008",14966038.19,7562887,0,237619,157528,74561,8032595
"Dudley","2009",15274136.61,7587469,0,257314,171362,96874,8113019
"Dudley","2010",15648725.89,8060105,0,300995,202057,124929,8688086
"Dudley","2011",16114888.85,8376770,0,334316,226004,135762,9072852
"Dudley","2012",15805447.7,8398484,0,330632,225499,142107,9096722
"Dudley","2013",15999381.76,8631724,0,353931,242406,151599,9379660
"Dunstable","2003",6493697.93,4845497,0,63450,22814,121670,5053431
"Dunstable","2004",6673711.77,5006050,0,53984,22815,108570,5191419
"Dunstable","2005",6667399.93,5233626,0,57164,41506,99000,5431296
"Dunstable","2006",7395590.22,5517835,0,60781,46124,90557,5715297
"Dunstable","2007",7226144.99,5665516,0,59983,48184,85150,5858833
"Dunstable","2008",7731760.98,6009183,0,61574,51949,106588,6229294
"Dunstable","2009",8016309.99,6369126,0,66386,55224,135216,6625952
"Dunstable","2010",8322304.66,6521047,0,69111,56164,163951,6810273
"Dunstable","2011",8753303.86,6812672,0,66679,53383,154828,7087562
"Dunstable","2012",8089466.56,6586824,0,64379,46174,139618,6836995
"Dunstable","2013",8959239.21,6888460,0,66341,48191,139186,7142178
"Duxbury","2003",48164784.67,29955093,0,855968,23955,223798,31058814
"Duxbury","2004",49990638.5,31474965,0,837982,24875,238305,32576127
"Duxbury","2005",52121649.8,32394898,0,797644,20314,223868,33436724
"Duxbury","2006",55112370.75,34285483,0,824819,20098,226415,35356815
"Duxbury","2007",57700709.88,36062629,0,860630,21248,251455,37195962
"Duxbury","2008",58994349.07,37445382,0,973826,22871,300139,38742218
"Duxbury","2009",65253140.25,39337675,0,1011756,23725,372910,40746066
"Duxbury","2010",61513266.75,39851641,0,1056031,26378,428018,41362068
"Duxbury","2011",62902478.58,40600633,0,1107490,29226,508980,42246329
"Duxbury","2012",66755276.31,42299750,0,1222976,39224,574811,44136761
"Duxbury","2013",66414425.96,43650449,0,1308382,38821,618482,45616134
"East Bridgewater","2003",31261637.33,11454811,0,727542,645299,299851,13127503
"East Bridgewater","2004",31267171.66,12594518,0,617901,438766,197806,13848991
"East Bridgewater","2005",32594628.06,14001056,0,644452,440575,204512,15290595
"East Bridgewater","2006",33326394.64,14875559,0,645280,432458,211455,16164752
"East Bridgewater","2007",37033664.04,16049623,0,740444,467514,213572,17471153
"East Bridgewater","2008",39101305.95,16705769,0,888365,466143,274821,18335098
"East Bridgewater","2009",41251523.85,17324089,0,1018349,513452,327095,19182985
"East Bridgewater","2010",41032890.9,17859092,0,1127776,544304,466791,19997963
"East Bridgewater","2011",40041422.32,18475238,0,1187146,580031,510850,20753265
"East Bridgewater","2012",44424397.86,21184020,0,1404473,664192,689136,23941821
"East Bridgewater","2013",44107743.68,21989134,0,1428740,702446,559212,24679532
"East Brookfield","2003",3228735.94,1623523,0,132261,22275,40322,1818381
"East Brookfield","2004",2866101.05,1658489,0,130484,25434,57083,1871490
"East Brookfield","2005",3267150.37,1958741,0,115764,21659,42216,2138380
"East Brookfield","2006",3728522.6,2096542,0,136492,20757,40007,2293798
"East Brookfield","2007",3404465.03,1940642,0,123920,18664,34704,2117930
"East Brookfield","2008",4081686.16,2403085,0,161473,25613,40281,2630452
"East Brookfield","2009",4066936.53,2514732,0,174126,27705,46248,2762811
"East Brookfield","2010",4313520.45,2599190,0,181074,26527,54436,2861227
"East Brookfield","2011",4846479.37,2791615,0,187756,29667,58418,3067456
"East Brookfield","2012",4337708.02,2886570,0,193235,29681,59653,3169139
"East Brookfield","2013",4550165.64,2944028,0,200852,33152,61631,3239663
"East Longmeadow","2003",36676130.59,17890106,0,2331873,2158971,581758,22962708
"East Longmeadow","2004",37207276.26,19056236,1716,2462724,2099621,627153,24247450
"East Longmeadow","2005",38829617.44,20218289,0,2114583,1812305,440828,24586005
"East Longmeadow","2006",44073453.5,21937843,0,2181187,1894216,451022,26464268
"East Longmeadow","2007",44755803.93,23196233,0,2195949,1873587,433188,27698957
"East Longmeadow","2008",48727887.82,24253553,0,2419143,1964001,489948,29126645
"East Longmeadow","2009",53169732.36,25048271,0,2510537,1986476,584189,30129473
"East Longmeadow","2010",51571826.25,25928042,0,2642900,1996030,630176,31197148
"East Longmeadow","2011",51721144.54,26219214,0,2669370,2013138,682569,31584291
"East Longmeadow","2012",55253518.58,27572489,0,2852694,2249559,745742,33420484
"East Longmeadow","2013",56893390.53,27296191,0,2806223,2211039,727266,33040719
"Eastham","2003",15344620.38,10695209,0,393424,36583,311084,11436300
"Eastham","2004",16592276.53,11402628,0,367024,26320,172577,11968549
"Eastham","2005",17713805.64,12402179,0,397529,28888,175942,13004538
"Eastham","2006",19114663.5,12977697,0,369069,29052,183567,13559385
"Eastham","2007",18932245.84,13437100,0,383494,29849,95388,13945831
"Eastham","2008",20861750.6,14677881,0,414891,43261,112292,15248325
"Eastham","2009",21669314.7,14947161,0,424932,43668,127136,15542897
"Eastham","2010",21354390.95,15322701,0,459758,44901,139861,15967221
"Eastham","2011",22133878.98,15640257,0,471768,46567,154497,16313089
"Eastham","2012",23193944.09,16513845,0,488642,48676,163359,17214522
"Eastham","2013",23644677.78,16794269,0,492997,50990,165353,17503609
"Easthampton","2003",30530016.3,10544426,0,789934,651741,460006,12446107
"Easthampton","2004",31014626.19,11205059,0,814668,601910,398564,13020201
"Easthampton","2005",31024042.58,11757517,0,789121,574057,354223,13474918
"Easthampton","2006",32556450.66,12689671,0,809508,490466,339960,14329605
"Easthampton","2007",36120074.14,13499585,0,850944,520523,350578,15221630
"Easthampton","2008",36737063.01,14076378,0,880839,538639,374524,15870380
"Easthampton","2009",38379952.63,14512900,0,892272,554083,448435,16407690
"Easthampton","2010",36928442.13,15272436,0,974151,569862,446877,17263326
"Easthampton","2011",37683763.73,15598177,0,1084478,574003,520871,17777529
"Easthampton","2012",38068095.88,16341598,0,1147738,600173,510967,18600476
"Easthampton","2013",39778456.22,17685368,0,1357932,740096,545525,20328921
"Easton","2003",46451874.22,22922901,0,1470184,1018862,396010,25807957
"Easton","2004",48519236.36,24325711,0,1523292,1031126,344360,27224489
"Easton","2005",51981153.25,26181972,0,1518849,969272,335009,29005102
"Easton","2006",54595608.04,28340862,0,1681810,983303,344878,31350853
"Easton","2007",60225181.63,31932616,0,2513337,1267696,351985,36065634
"Easton","2008",65943644.27,33025331,0,2869710,1343013,412758,37650812
"Easton","2009",67501362.6,34307835,0,3143490,1410045,571891,39433261
"Easton","2010",68439670.01,35783114,0,3401877,1457960,618442,41261393
"Easton","2011",76397376.56,36597199,0,3757827,1521230,791092,42667348
"Easton","2012",70514889.85,37958785,0,3832164,1470150,803082,44064181
"Easton","2013",73228325.31,38996191,0,4061792,1618012,846548,45522543
"Edgartown","2003",19632401.95,12321490,13024,794140,8462,210042,13347158
"Edgartown","2004",21659489.05,14179453,11497,840730,9319,211773,15252772
"Edgartown","2005",23623316.35,15412696,17831,882415,10247,196015,16519204
"Edgartown","2006",26633013.34,16785145,12853,1003969,11390,212431,18025788
"Edgartown","2007",27525875.63,16760629,12842,1026082,12203,211102,18022858
"Edgartown","2008",30043295.16,17825902,0,1065720,11108,232714,19135444
"Edgartown","2009",32295305.77,18589318,0,1156124,11721,259281,20016444
"Edgartown","2010",30487249.31,19319144,0,1229780,12013,291790,20852727
"Edgartown","2011",31787589.22,20617225,0,1354271,13199,332768,22317463
"Edgartown","2012",32954537.3,21213564,0,1291556,12954,348152,22866226
"Edgartown","2013",34208068.26,21716528,0,1323826,13074,369437,23422865
"Egremont","2003",3087887.1,2095810,0,109741,0,58197,2263748
"Egremont","2004",3086491.96,2310358,0,121040,0,54329,2485727
"Egremont","2005",3334791.97,2382916,0,118614,0,48698,2550228
"Egremont","2006",3230122.77,2320933,0,117343,0,39107,2477383
"Egremont","2007",3573445.63,2377613,0,120216,0,52932,2550761
"Egremont","2008",3737012.34,2617918,0,128528,0,50757,2797203
"Egremont","2009",3886167.35,2733026,0,126651,0,51210,2910887
"Egremont","2010",3869877.02,2878973,0,139535,36,56135,3074679
"Egremont","2011",3775346.02,2747445,0,118971,37,57266,2923719
"Egremont","2012",4130628.08,2883389,0,121201,39,61190,3065819
"Egremont","2013",3975471.31,2843011,0,113360,39,65596,3022006
"Erving","2003",7121416.72,455446,2095,54330,3434440,1620588,5566899
"Erving","2004",7596756.09,482158,2146,54902,3524192,1667230,5730628
"Erving","2005",7642060.98,571620,2542,69652,3579742,1668842,5892398
"Erving","2006",7526912.2,716677,3042,77634,3208128,2053018,6058499
"Erving","2007",8537191.97,785961,3193,76933,3276840,2076191,6219118
"Erving","2008",9496845.22,804907,3151,79288,3357600,2129408,6374354
"Erving","2009",9776085.28,840172,3587,87157,3488580,2282923,6702419
"Erving","2010",9784156.84,853755,3639,87739,3588966,2356302,6890401
"Erving","2011",11405944.07,881027,3758,92442,3700468,2520568,7198263
"Erving","2012",10126106.26,914052,3902,89878,3836320,2653515,7497667
"Erving","2013",11168214.75,975238,4577,94121,5690268,1309926,8074130
"Essex","2003",8134955.39,5257913,0,498397,120206,89098,5965614
"Essex","2004",9613452.38,5570221,0,496268,125797,71544,6263830
"Essex","2005",10872747.4,6029008,0,503789,136689,76927,6746413
"Essex","2006",12115764.04,6878027,0,598163,147292,89955,7713437
"Essex","2007",12384781.03,7269618,0,654838,177936,90278,8192670
"Essex","2008",12997199.52,7746997,0,693131,185119,96402,8721649
"Essex","2009",14195282.81,8677282,0,742458,208800,125031,9753571
"Essex","2010",14656311.99,9136140,0,708724,193520,135658,10174042
"Essex","2011",15353052.51,9459437,0,763659,207097,154436,10584629
"Essex","2012",15216996.07,9639095,0,790491,214366,167603,10811555
"Essex","2013",16037838.67,10214214,0,820903,224609,190366,11450092
"Everett","2003",101181822.82,15675580,0,6655378,23595609,3879705,49806272
"Everett","2004",103289510.08,17569016,0,8769974,24549383,4948710,55837083
"Everett","2005",110394885.28,22733261,0,9258770,25009110,4680203,61681344
"Everett","2006",113525967.8,24052244,0,8813509,24018133,4781777,61665663
"Everett","2007",124445938.6,27162037,0,8767519,23933413,4750415,64613384
"Everett","2008",136508170.82,29732490,0,9637182,23622541,5019608,68011821
"Everett","2009",150487577.41,27944822,0,13906656,25592671,6044985,73489134
"Everett","2010",145811046.32,27479885,0,15467434,27278727,8201677,78427723
"Everett","2011",153276682.02,29679438,0,17127615,24734162,10348936,81890151
"Everett","2012",156207075.87,31824634,0,16214582,25865749,10260746,84165711
"Everett","2013",169794446.34,31862483,0,17545937,26554493,11299132,87262045
"Fairhaven","2003",36212750.76,12270146,0,3395791,298732,398692,16363361
"Fairhaven","2004",36615151.38,12673352,0,3403070,294326,501225,16871973
"Fairhaven","2005",38242272.15,13211028,0,3522702,326721,471039,17531490
"Fairhaven","2006",42911035.68,13953317,0,3493812,353732,459980,18260841
"Fairhaven","2007",43089904.11,14707690,0,3504049,346325,483948,19042012
"Fairhaven","2008",47450867.83,15164251,0,4014028,398181,507829,20084289
"Fairhaven","2009",50761893.28,15637714,0,4231374,412513,604221,20885822
"Fairhaven","2010",48686057.57,16148650,0,4450253,447634,694873,21741410
"Fairhaven","2011",49174622.85,16484088,0,4624115,509020,766618,22383841
"Fairhaven","2012",49119105.83,17097203,0,4637738,460957,806507,23002405
"Fairhaven","2013",52526015.74,17705782,0,4737639,491317,747754,23682492
"Fall River","2003",203150477.8,24577254,0,10242068,5553710,2523136,42896168
"Fall River","2004",201249734.03,27235183,0,10621354,5781639,2477915,46116091
"Fall River","2005",208256666.42,30742800,0,10832294,5856221,2105941,49537256
"Fall River","2006",220462764.04,32882617,0,11071195,5930647,1923614,51808073
"Fall River","2007",234547623.67,38054297,0,12173613,6465278,1964901,58658089
"Fall River","2008",240842463.94,41683792,0,12335506,6320611,2253938,62593847
"Fall River","2009",259389358.77,41191489,0,13176621,7010884,2878892,64257886
"Fall River","2010",241576081.96,43640696,0,14493570,7717239,3309043,69160548
"Fall River","2011",239791406.39,46233638,0,15032967,7816295,3497139,72580039
"Fall River","2012",251507699.07,46661107,0,16443448,8350809,4771525,76226889
"Fall River","2013",259130818.02,49146488,0,17540540,8741603,4005083,79433714
"Falmouth","2003",84327148.93,49868870,9969,2934611,325009,838198,53976657
"Falmouth","2004",87742063.14,52627154,9266,3027413,333431,912979,56910243
"Falmouth","2005",96091491.06,55268192,10672,3378730,391012,794638,59843244
"Falmouth","2006",100956250.52,56790602,13740,3343268,384287,829571,61361468
"Falmouth","2007",104617169.22,59984828,14580,3360251,394341,854549,64608549
"Falmouth","2008",118079417.1,63887384,32389,3832062,468734,1011925,69232494
"Falmouth","2009",108228530.93,66266852,32326,4074294,489592,1173743,72036807
"Falmouth","2010",116016687.26,69449717,26174,4127059,515284,1318097,75436331
"Falmouth","2011",117327001.7,73411389,25229,4252219,518809,1318279,79525925
"Falmouth","2012",120427987.95,75921637,25790,4423859,550577,1389462,82311325
"Falmouth","2013",121734230.93,78657215,26445,4622844,583202,1454421,85344127
"Fitchburg","2003",100843769,20034069,0,3651258,2135719,1318376,27139422
"Fitchburg","2004",100028450,21260336,0,3603597,2125834,1359880,28349647
"Fitchburg","2005",103882928.98,23008256,0,3543575,1959124,1239452,29750407
"Fitchburg","2006",110297953,24624399,0,3581624,1950768,1259673,31416464
"Fitchburg","2007",114487022,26175846,0,3887260,1983665,1316970,33363741
"Fitchburg","2008",117953703.05,27473948,0,4073883,2051149,1419512,35018492
"Fitchburg","2009",120873268.3,28259805,0,4375359,2215581,1680356,36531101
"Fitchburg","2010",116896217,28785470,0,4750126,2368021,1938912,37842529
"Fitchburg","2011",118998647,29498838,0,4918310,2465720,2427284,39310152
"Fitchburg","2012",118994648,30273150,0,5181304,2613298,2715552,40783304
"Fitchburg","2013",129083290,31142760,0,5354599,2774394,3040423,42312176
"Florida","2003",2275167.69,325745,1212,9366,868090,118883,1323296
"Florida","2004",2141307.25,335941,1215,9424,865803,120374,1332757
"Florida","2005",2274543.33,346841,1229,11277,927924,127253,1414524
"Florida","2006",2415266.48,382142,0,22497,992838,267139,1664616
"Florida","2007",2630774.7,390781,0,24498,1000804,295842,1711925
"Florida","2008",2648905.12,433743,0,22663,1027496,298162,1782064
"Florida","2009",2738727.41,431938,0,22904,1010931,309516,1775289
"Florida","2010",3055406.97,496482,0,25487,1069598,332149,1923716
"Florida","2011",2958860.72,487759,0,27205,1097588,339328,1951880
"Florida","2012",3046844.75,487581,0,23631,1313738,208153,2033103
"Florida","2013",3259416.25,517728,0,27069,1323873,220707,2089377
"Foxborough","2003",41147803.79,17598791,0,3159592,802478,535363,22096224
"Foxborough","2004",42873158.98,18062586,0,3665803,788203,482271,22998863
