"Region","C_year","Number of Months Reported","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Permits_Per_1000_Population"
"West Stockbridge","2004"," 12",9,9,3540000,0,0,0,0,0,0,0,0,0,9,9,3540000,393333.333333333,4215374,0,0,0,4215374,468374.888888889,-40,-0.1,-10,100,0,0,0,6.36
"West Stockbridge","2005"," 12",14,14,9844000,0,0,0,0,0,0,0,0,0,14,14,9844000,703142.857142857,11337939,0,0,0,11337939,809852.785714286,-6.67,0.555555555555556,55.56,100,0,0,0,9.89
"West Stockbridge","2006"," 12",7,7,2214000,0,0,0,0,0,0,0,0,0,7,7,2214000,316285.714285714,2470312,0,0,0,2470312,352901.714285714,-53.33,-0.5,-50,100,0,0,0,4.94
"West Stockbridge","2007"," 12",2,2,490000,0,0,0,0,0,0,0,0,0,2,2,490000,245000,531586,0,0,0,531586,265793,-86.67,-0.714285714285714,-71.43,100,0,0,0,1.41
"West Stockbridge","2008","  0",1,1,245000,0,0,0,0,0,0,0,0,0,1,1,245000,245000,255965,0,0,0,255965,255965,-93.33,-0.5,-50,100,0,0,0,0.71
"West Stockbridge","2009","  0",2,2,490000,0,0,0,0,0,0,0,0,0,2,2,490000,245000,513758,0,0,0,513758,256879,-86.67,1,100,100,0,0,0,1.41
"West Stockbridge","2010"," 12",1,1,70000,0,0,0,0,0,0,0,0,0,1,1,70000,70000,72210,0,0,0,72210,72210,-93.33,-0.5,-50,100,0,0,0,0.77
"West Stockbridge","2011"," 12",1,1,988000,0,0,0,0,0,0,0,0,0,1,1,988000,988000,988000,0,0,0,988000,988000,-93.33,0,0,100,0,0,0,0.77
"West Tisbury","2000"," 12",53,53,6252908,0,0,0,0,0,0,0,0,0,53,53,6252908,117979.396226415,8167961,0,0,0,8167961,154112.471698113,0,NA,NA,100,0,0,0,21.48
"West Tisbury","2001"," 12",30,30,5864000,0,0,0,0,0,0,0,0,0,30,30,5864000,195466.666666667,7448008,0,0,0,7448008,248266.933333333,-43.4,-0.433962264150943,-43.4,100,0,0,0,12.16
"West Tisbury","2002","  8",35,35,8561164,0,0,0,0,0,0,0,0,0,35,35,8561164,244604.685714286,10704501,0,0,0,10704501,305842.885714286,-33.96,0.166666666666667,16.67,100,0,0,0,14.19
"West Tisbury","2003"," 12",49,49,17568686,0,0,0,0,0,0,0,0,0,49,49,17568686,358544.612244898,21477623,0,0,0,21477623,438318.836734694,-7.55,0.4,40,100,0,0,0,19.86
"West Tisbury","2004"," 12",42,42,14992109,0,0,0,0,0,0,0,0,0,42,42,14992109,356954.976190476,17852356,0,0,0,17852356,425056.095238095,-20.75,-0.142857142857143,-14.29,100,0,0,0,17.02
"West Tisbury","2005"," 12",17,17,7098000,0,0,0,0,0,0,0,0,0,17,17,7098000,417529.411764706,8175202,0,0,0,8175202,480894.235294118,-67.92,-0.595238095238095,-59.52,100,0,0,0,6.89
"West Tisbury","2006"," 12",14,14,7539000,0,0,0,0,0,0,0,0,0,14,14,7539000,538500,8411781,0,0,0,8411781,600841.5,-73.58,-0.176470588235294,-17.65,100,0,0,0,5.67
"West Tisbury","2007"," 12",25,25,18287488,0,0,0,0,0,0,0,0,0,25,25,18287488,731499.52,19839537,0,0,0,19839537,793581.48,-52.83,0.785714285714286,78.57,100,0,0,0,10.13
"West Tisbury","2008","  0",18,18,13166991,0,0,0,0,0,0,0,0,0,18,18,13166991,731499.5,13756287,0,0,0,13756287,764238.166666667,-66.04,-0.28,-28,100,0,0,0,7.3
"West Tisbury","2009"," 12",14,14,7870000,0,0,0,0,0,0,0,0,0,14,14,7870000,562142.857142857,8251583,0,0,0,8251583,589398.785714286,-73.58,-0.222222222222222,-22.22,100,0,0,0,5.67
"West Tisbury","2010"," 12",12,12,24719858,0,0,0,0,0,0,0,0,0,12,12,24719858,2059988.16666667,25500147,0,0,0,25500147,2125012.25,-77.36,-0.142857142857143,-14.29,100,0,0,0,4.38
"West Tisbury","2011"," 12",12,12,3332929,0,0,0,0,0,0,0,0,0,12,12,3332929,277744.083333333,3332929,0,0,0,3332929,277744.083333333,-77.36,0,0,100,0,0,0,4.38
"Westborough","2000","  5",49,49,9051516,14,28,2986675,0,0,0,0,0,0,63,77,12038191,156340.142857143,11823687,3901392,0,0,15725079,204221.805194805,0,NA,NA,63.64,36.36,0,0,4.28
"Westborough","2001","  0",44,44,8047366,16,32,3413344,0,0,0,0,0,0,60,76,11460710,150798.815789474,10221154,4335371,0,0,14556525,191533.223684211,-1.3,-0.012987012987013,-1.3,57.89,42.11,0,0,4.22
"Westborough","2002"," 12",21,21,6047532,4,8,968442,1,4,475484,5,80,4745000,31,113,12236458,108287.238938053,7561566,1210897,594524,5932938,15299925,135397.566371681,46.75,0.486842105263158,48.68,18.58,7.08,3.54,70.8,6.28
"Westborough","2003"," 12",11,11,3741628,3,6,848410,2,8,950968,0,0,0,16,25,5541006,221640.24,4574120,1037177,1162553,0,6773850,270954,-67.53,-0.778761061946903,-77.88,44,24,32,0,1.39
"Westborough","2004"," 12",43,43,12287332,1,2,360000,0,0,0,0,0,0,44,45,12647332,281051.822222222,14631552,428682,0,0,15060234,334671.866666667,-41.56,0.8,80,95.56,4.44,0,0,2.5
"Westborough","2005"," 12",23,23,5517144,0,0,0,0,0,0,0,0,0,23,23,5517144,239875.826086957,6354433,0,0,0,6354433,276279.695652174,-70.13,-0.488888888888889,-48.89,100,0,0,0,1.28
"Westborough","2006"," 12",21,21,7304331,0,0,0,0,0,0,0,0,0,21,21,7304331,347825.285714286,8149945,0,0,0,8149945,388092.619047619,-72.73,-0.0869565217391304,-8.7,100,0,0,0,1.17
"Westborough","2007"," 12",35,35,5657075,0,0,0,0,0,0,1,14,1394535,36,49,7051610,143910.408163265,6137188,0,0,1512888,7650076,156124,-36.36,1.33333333333333,133.33,71.43,0,0,28.57,2.72
"Westborough","2008"," 12",10,10,2360200,1,2,146136,0,0,0,0,0,0,11,12,2506336,208861.333333333,2465832,152676,0,0,2618508,218209,-84.42,-0.755102040816326,-75.51,83.33,16.67,0,0,0.67
"Westborough","2009"," 12",6,6,1728675,1,2,317796,0,0,0,0,0,0,7,8,2046471,255808.875,1812491,333205,0,0,2145696,268212,-89.61,-0.333333333333333,-33.33,75,25,0,0,0.44
"Westborough","2010"," 12",3,3,1530000,3,6,945000,0,0,0,0,0,0,6,9,2475000,275000,1578295,974829,0,0,2553124,283680.444444444,-88.31,0.125,12.5,33.33,66.67,0,0,0.49
"Westborough","2011"," 12",8,8,2360874,1,2,306884,0,0,0,0,0,0,9,10,2667758,266775.8,2360874,306884,0,0,2667758,266775.8,-87.01,0.111111111111111,11.11,80,20,0,0,0.55
"Westfield","2000"," 12",79,79,11973391,0,0,0,0,0,0,0,0,0,79,79,11973391,151561.911392405,15640433,0,0,0,15640433,197980.164556962,0,NA,NA,100,0,0,0,1.97
"Westfield","2001"," 12",62,62,11764600,0,0,0,0,0,0,0,0,0,62,62,11764600,189751.612903226,14942503,0,0,0,14942503,241008.112903226,-21.52,-0.215189873417722,-21.52,100,0,0,0,1.55
"Westfield","2002"," 12",101,101,19308470,0,0,0,0,0,0,0,0,0,101,101,19308470,191172.97029703,24142457,0,0,0,24142457,239034.227722772,27.85,0.629032258064516,62.9,100,0,0,0,2.52
"Westfield","2003"," 12",57,57,12171400,0,0,0,0,0,0,0,0,0,57,57,12171400,213533.333333333,14879470,0,0,0,14879470,261043.333333333,-27.85,-0.435643564356436,-43.56,100,0,0,0,1.42
"Westfield","2004"," 12",64,64,16543300,3,6,433000,0,0,0,0,0,0,67,70,16976300,242518.571428571,19699488,515609,0,0,20215097,288787.1,-11.39,0.228070175438596,22.81,91.43,8.57,0,0,1.75
"Westfield","2005"," 12",60,60,14024825,2,4,322000,2,8,220000,2,10,220000,66,82,14786825,180327.134146341,16153252,370867,253388,253388,17030895,207693.841463415,3.8,0.171428571428571,17.14,73.17,4.88,9.76,12.2,2.05
"Westfield","2006"," 12",47,47,9924935,4,8,726000,2,8,150000,0,0,0,53,63,10800935,171443.412698413,11073933,810048,167365,0,12051346,191291.206349206,-20.25,-0.231707317073171,-23.17,74.6,12.7,12.7,0,1.57
"Westfield","2007"," 12",35,35,7662445,5,10,1350000,0,0,0,0,0,0,40,45,9012445,200276.555555556,8312752,1464574,0,0,9777326,217273.911111111,-43.04,-0.285714285714286,-28.57,77.78,22.22,0,0,1.12
"Westfield","2008"," 12",19,19,4375994,3,6,476500,4,16,1025402,0,0,0,26,41,5877896,143363.317073171,4571844,497826,1071294,0,6140964,149779.609756098,-48.1,-0.0888888888888889,-8.89,46.34,14.63,39.02,0,1.02
"Westfield","2009"," 12",24,24,4972162,6,12,1173000,0,0,0,0,0,0,30,36,6145162,170698.944444444,5213241,1229874,0,0,6443115,178975.416666667,-54.43,-0.121951219512195,-12.2,66.67,33.33,0,0,0.9
"Westfield","2010"," 12",20,20,4350945,3,6,581240,0,0,0,0,0,0,23,26,4932185,189699.423076923,4488284,599587,0,0,5087871,195687.346153846,-67.09,-0.277777777777778,-27.78,76.92,23.08,0,0,0.63
"Westfield","2011"," 12",12,12,2684798,1,2,1e+05,0,0,0,1,7,210000,14,21,2994798,142609.428571429,2684798,1e+05,0,210000,2994798,142609.428571429,-73.42,-0.192307692307692,-19.23,57.14,9.52,0,33.33,0.51
"Westford","2000"," 12",93,93,11808104,0,0,0,0,0,0,0,0,0,93,93,11808104,126968.860215054,15424524,0,0,0,15424524,165855.096774194,0,NA,NA,100,0,0,0,4.48
"Westford","2001"," 12",89,89,12388206,0,0,0,0,0,0,0,0,0,89,89,12388206,139193.325842697,15734561,0,0,0,15734561,176792.820224719,-4.3,-0.043010752688172,-4.3,100,0,0,0,4.29
"Westford","2002"," 12",68,68,9896653,2,4,307862,2,7,520705,0,0,0,72,79,10725220,135762.278481013,12374337,384937,651066,0,13410340,169751.139240506,-15.05,-0.112359550561798,-11.24,86.08,5.06,8.86,0,3.81
"Westford","2003"," 12",119,119,18096229,0,0,0,0,0,0,0,0,0,119,119,18096229,152069.151260504,22122542,0,0,0,22122542,185903.714285714,27.96,0.506329113924051,50.63,100,0,0,0,5.74
"Westford","2004"," 12",69,69,9097749,0,0,0,0,0,0,0,0,0,69,69,9097749,131851.434782609,10833449,0,0,0,10833449,157006.507246377,-25.81,-0.420168067226891,-42.02,100,0,0,0,3.33
"Westford","2005"," 12",60,60,8683690,0,0,0,0,0,0,0,0,0,60,60,8683690,144728.166666667,10001539,0,0,0,10001539,166692.316666667,-35.48,-0.130434782608696,-13.04,100,0,0,0,2.89
"Westford","2006"," 12",105,105,9280640,0,0,0,0,0,0,0,0,0,105,105,9280640,88387.0476190476,10355049,0,0,0,10355049,98619.5142857143,12.9,0.75,75,100,0,0,0,5.06
"Westford","2007"," 12",99,99,15339011,0,0,0,1,4,357444,1,37,3182625,101,140,18879080,134850.571428571,16640824,0,387780,3452733,20481337,146295.264285714,50.54,0.333333333333333,33.33,70.71,0,2.86,26.43,6.75
"Westford","2008"," 12",50,50,9875777,0,0,0,0,0,0,0,0,0,50,50,9875777,197515.54,10317773,0,0,0,10317773,206355.46,-46.24,-0.642857142857143,-64.29,100,0,0,0,2.41
"Westford","2009"," 12",55,55,12356437,0,0,0,0,0,0,0,0,0,55,55,12356437,224662.490909091,12955549,0,0,0,12955549,235555.436363636,-40.86,0.1,10,100,0,0,0,2.65
"Westford","2010"," 12",80,80,17114886,0,0,0,1,4,438847,1,6,700278,82,90,18254011,202822.344444444,17655122,0,452699,722382,18830203,209224.477777778,-3.23,0.636363636363636,63.64,88.89,0,4.44,6.67,4.1
"Westford","2011"," 12",81,81,16514490,0,0,0,0,0,0,0,0,0,81,81,16514490,203882.592592593,16514490,0,0,0,16514490,203882.592592593,-12.9,-0.1,-10,100,0,0,0,3.69
"Westhampton","2000"," 12",11,11,1611000,0,0,0,0,0,0,0,0,0,11,11,1611000,146454.545454545,2104394,0,0,0,2104394,191308.545454545,0,NA,NA,100,0,0,0,7.49
"Westhampton","2001"," 12",9,9,1518000,0,0,0,0,0,0,0,0,0,9,9,1518000,168666.666666667,1928049,0,0,0,1928049,214227.666666667,-18.18,-0.181818181818182,-18.18,100,0,0,0,6.13
"Westhampton","2002"," 12",12,12,2124000,0,0,0,0,0,0,0,0,0,12,12,2124000,177000,2655756,0,0,0,2655756,221313,9.09,0.333333333333333,33.33,100,0,0,0,8.17
"Westhampton","2003"," 12",17,17,2919000,0,0,0,0,0,0,0,0,0,17,17,2919000,171705.882352941,3568462,0,0,0,3568462,209909.529411765,54.55,0.416666666666667,41.67,100,0,0,0,11.58
"Westhampton","2004"," 12",11,11,1631000,0,0,0,0,0,0,0,0,0,11,11,1631000,148272.727272727,1942168,0,0,0,1942168,176560.727272727,0,-0.352941176470588,-35.29,100,0,0,0,7.49
"Westhampton","2005"," 12",13,13,2694286,0,0,0,0,0,0,0,0,0,13,13,2694286,207252.769230769,3103175,0,0,0,3103175,238705.769230769,18.18,0.181818181818182,18.18,100,0,0,0,8.86
"Westhampton","2006"," 12",7,7,1305000,0,0,0,0,0,0,0,0,0,7,7,1305000,186428.571428571,1456078,0,0,0,1456078,208011.142857143,-36.36,-0.461538461538462,-46.15,100,0,0,0,4.77
"Westhampton","2007"," 12",6,6,1376500,0,0,0,0,0,0,0,0,0,6,6,1376500,229416.666666667,1493323,0,0,0,1493323,248887.166666667,-45.45,-0.142857142857143,-14.29,100,0,0,0,4.09
"Westhampton","2008"," 12",5,5,1282000,0,0,0,0,0,0,0,0,0,5,5,1282000,256400,1339377,0,0,0,1339377,267875.4,-54.55,-0.166666666666667,-16.67,100,0,0,0,3.41
"Westhampton","2009"," 12",1,1,1e+05,0,0,0,0,0,0,0,0,0,1,1,1e+05,1e+05,104849,0,0,0,104849,104849,-90.91,-0.8,-80,100,0,0,0,0.68
"Westhampton","2010"," 12",1,1,1e+05,0,0,0,0,0,0,0,0,0,1,1,1e+05,1e+05,103157,0,0,0,103157,103157,-90.91,0,0,100,0,0,0,0.62
"Westhampton","2011"," 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0
"Westminster","2000"," 12",34,34,6991890,1,2,251500,0,0,0,0,0,0,35,36,7243390,201205.277777778,9133268,328526,0,0,9461794,262827.611111111,0,NA,NA,94.44,5.56,0,0,5.21
"Westminster","2001"," 12",35,35,8081500,0,0,0,0,0,0,0,0,0,35,35,8081500,230900,10264509,0,0,0,10264509,293271.685714286,-2.78,-0.0277777777777778,-2.78,100,0,0,0,5.07
"Westminster","2002"," 12",48,48,9827040,0,0,0,0,0,0,0,0,0,48,48,9827040,204730,12287296,0,0,0,12287296,255985.333333333,33.33,0.371428571428571,37.14,100,0,0,0,6.95
"Westminster","2003"," 12",31,31,7523467,3,6,1032000,0,0,0,0,0,0,34,37,8555467,231228.837837838,9197398,1261614,0,0,10459012,282676,2.78,-0.229166666666667,-22.92,83.78,16.22,0,0,5.36
"Westminster","2004"," 12",41,41,10691080,3,6,1013250,0,0,0,0,0,0,44,47,11704330,249028.29787234,12730761,1206561,0,0,13937322,296538.765957447,30.56,0.27027027027027,27.03,87.23,12.77,0,0,6.8
"Westminster","2005"," 12",41,41,10691080,3,6,1013250,0,0,0,0,0,0,44,47,11704330,249028.29787234,12313573,1167022,0,0,13480595,286821.170212766,30.56,0,0,87.23,12.77,0,0,6.8
"Westminster","2006"," 12",21,21,5341500,2,4,746250,0,0,0,0,0,0,23,25,6087750,243510,5959879,832643,0,0,6792522,271700.88,-30.56,-0.468085106382979,-46.81,84,16,0,0,3.62
"Westminster","2007"," 12",20,20,6742250,0,0,0,0,0,0,0,0,0,20,20,6742250,337112.5,7314461,0,0,0,7314461,365723.05,-44.44,-0.2,-20,100,0,0,0,2.9
"Westminster","2008"," 12",10,10,3667250,0,0,0,0,0,0,0,0,0,10,10,3667250,366725,3831380,0,0,0,3831380,383138,-72.22,-0.5,-50,100,0,0,0,1.45
"Westminster","2009"," 12",10,10,3325250,0,0,0,0,0,0,0,0,0,10,10,3325250,332525,3486477,0,0,0,3486477,348647.7,-72.22,0,0,100,0,0,0,1.45
"Westminster","2010"," 12",9,9,2419500,0,0,0,0,0,0,0,0,0,9,9,2419500,268833.333333333,2495872,0,0,0,2495872,277319.111111111,-75,-0.1,-10,100,0,0,0,1.24
"Westminster","2011"," 12",10,10,2506082,1,2,385112,0,0,0,0,0,0,11,12,2891194,240932.833333333,2506082,385112,0,0,2891194,240932.833333333,-66.67,0.333333333333333,33.33,83.33,16.67,0,0,1.65
"Weston","2000"," 12",37,37,25067522,0,0,0,0,0,0,0,0,0,37,37,25067522,677500.594594595,32744851,0,0,0,32744851,884995.972972973,0,NA,NA,100,0,0,0,3.23
"Weston","2001"," 12",43,43,30531975,0,0,0,0,0,0,0,0,0,43,43,30531975,710045.930232558,38779401,0,0,0,38779401,901846.534883721,16.22,0.162162162162162,16.22,100,0,0,0,3.75
"Weston","2002"," 12",26,26,18849072,0,0,0,0,0,0,0,0,0,26,26,18849072,724964.307692308,23568046,0,0,0,23568046,906463.307692308,-29.73,-0.395348837209302,-39.53,100,0,0,0,2.27
"Weston","2003"," 12",27,27,22508125,0,0,0,0,0,0,0,0,0,27,27,22508125,833634.259259259,27516060,0,0,0,27516060,1019113.33333333,-27.03,0.0384615384615385,3.85,100,0,0,0,2.35
"Weston","2004"," 12",37,37,29907395,0,0,0,0,0,0,0,0,0,37,37,29907395,808307.972972973,35613232,0,0,0,35613232,962519.783783784,0,0.37037037037037,37.04,100,0,0,0,3.23
"Weston","2005"," 12",51,51,42683808,0,0,0,0,0,0,0,0,0,51,51,42683808,836937.411764706,49161562,0,0,0,49161562,963952.196078431,37.84,0.378378378378378,37.84,100,0,0,0,4.45
"Weston","2006"," 12",24,24,17946700,0,0,0,0,0,0,0,0,0,24,24,17946700,747779.166666667,20024369,0,0,0,20024369,834348.708333333,-35.14,-0.529411764705882,-52.94,100,0,0,0,2.09
"Weston","2007"," 12",39,39,29212748,0,0,0,0,0,0,0,0,0,39,39,29212748,749044.820512821,31692018,0,0,0,31692018,812615.846153846,5.41,0.625,62.5,100,0,0,0,3.4
"Weston","2008"," 12",33,33,27521465,0,0,0,0,0,0,0,0,0,33,33,27521465,833983.787878788,28753203,0,0,0,28753203,871309.181818182,-10.81,-0.153846153846154,-15.38,100,0,0,0,2.88
"Weston","2009"," 12",35,35,17444175,0,0,0,0,0,0,0,0,0,35,35,17444175,498405,18289970,0,0,0,18289970,522570.571428571,-5.41,0.0606060606060606,6.06,100,0,0,0,3.05
"Weston","2010"," 12",26,26,27237501,0,0,0,0,0,0,0,0,0,26,26,27237501,1047596.19230769,28097261,0,0,0,28097261,1080663.88461538,-29.73,-0.257142857142857,-25.71,100,0,0,0,2.31
"Weston","2011"," 12",32,32,49030472,0,0,0,0,0,0,0,0,0,32,32,49030472,1532202.25,49030472,0,0,0,49030472,1532202.25,-13.51,0.230769230769231,23.08,100,0,0,0,2.84
"Westport","2000"," 12",73,73,12760249,0,0,0,0,0,0,0,0,0,73,73,12760249,174797.931506849,16668279,0,0,0,16668279,228332.589041096,0,NA,NA,100,0,0,0,5.15
"Westport","2001"," 12",67,67,13599094,0,0,0,0,0,0,0,0,0,67,67,13599094,202971.552238806,17272539,0,0,0,17272539,257799.089552239,-8.22,-0.0821917808219178,-8.22,100,0,0,0,4.72
"Westport","2002"," 11",38,38,7860641,0,0,0,0,0,0,0,0,0,38,38,7860641,206858.973684211,9828598,0,0,0,9828598,258647.315789474,-47.95,-0.432835820895522,-43.28,100,0,0,0,2.68
"Westport","2003"," 12",49,49,11248449,0,0,0,0,0,0,1,36,1700000,50,85,12948449,152334.694117647,13751168,0,0,2078241,15829409,186228.341176471,16.44,1.23684210526316,123.68,57.65,0,0,42.35,5.99
"Westport","2004"," 12",111,111,25421448,15,30,3993600,0,0,0,2,84,5208000,128,225,34623048,153880.213333333,30271440,4755513,0,6201600,41228553,183238.013333333,208.22,1.64705882352941,164.71,49.33,13.33,0,37.33,15.86
"Westport","2005"," 12",95,95,14272068,0,0,0,0,0,0,0,0,0,95,95,14272068,150232.294736842,16438017,0,0,0,16438017,173031.757894737,30.14,-0.577777777777778,-57.78,100,0,0,0,6.7
"Westport","2006","  2",67,67,10085562,0,0,0,0,0,0,0,0,0,67,67,10085562,150530.776119403,11253156,0,0,0,11253156,167957.552238806,-8.22,-0.294736842105263,-29.47,100,0,0,0,4.72
"Westport","2007","  0",53,53,7974250,0,0,0,0,0,0,0,0,0,53,53,7974250,150457.547169811,8651020,0,0,0,8651020,163226.79245283,-27.4,-0.208955223880597,-20.9,100,0,0,0,3.74
"Westport","2008","  0",34,34,5116216,0,0,0,0,0,0,0,0,0,34,34,5116216,150476.941176471,5345195,0,0,0,5345195,157211.617647059,-53.42,-0.358490566037736,-35.85,100,0,0,0,2.4
"Westport","2009","  0",27,27,4062802,0,0,0,0,0,0,0,0,0,27,27,4062802,150474.148148148,4259790,0,0,0,4259790,157770,-63.01,-0.205882352941176,-20.59,100,0,0,0,1.9
"Westport","2010","  0",28,28,4213290,0,0,0,0,0,0,0,0,0,28,28,4213290,150474.642857143,4346284,0,0,0,4346284,155224.428571429,-61.64,0.037037037037037,3.7,100,0,0,0,1.8
"Westport","2011","  0",22,22,3310437,0,0,0,0,0,0,0,0,0,22,22,3310437,150474.409090909,3310437,0,0,0,3310437,150474.409090909,-69.86,-0.214285714285714,-21.43,100,0,0,0,1.42
"Westwood","2000"," 12",21,21,7507100,0,0,0,0,0,0,0,0,0,21,21,7507100,357480.952380952,9806269,0,0,0,9806269,466965.19047619,0,NA,NA,100,0,0,0,1.49
"Westwood","2001"," 12",16,16,7539050,0,0,0,0,0,0,0,0,0,16,16,7539050,471190.625,9575530,0,0,0,9575530,598470.625,-23.81,-0.238095238095238,-23.81,100,0,0,0,1.13
"Westwood","2002"," 12",12,12,6116000,0,0,0,0,0,0,0,0,0,12,12,6116000,509666.666666667,7647176,0,0,0,7647176,637264.666666667,-42.86,-0.25,-25,100,0,0,0,0.85
"Westwood","2003"," 12",12,12,6581000,0,0,0,0,0,0,0,0,0,12,12,6581000,548416.666666667,8045237,0,0,0,8045237,670436.416666667,-42.86,0,0,100,0,0,0,0.85
"Westwood","2004"," 11",12,12,4850000,0,0,0,0,0,0,0,0,0,12,12,4850000,404166.666666667,5775300,0,0,0,5775300,481275,-42.86,0,0,100,0,0,0,0.85
"Westwood","2005"," 12",11,11,5955200,0,0,0,0,0,0,0,0,0,11,11,5955200,541381.818181818,6858969,0,0,0,6858969,623542.636363636,-47.62,-0.0833333333333333,-8.33,100,0,0,0,0.78
"Westwood","2006","  5",12,12,5268528,0,0,0,0,0,0,2,102,9979500,14,114,15248028,133754.631578947,5878459,0,0,11134815,17013274,149239.245614035,442.86,9.36363636363636,936.36,10.53,0,0,89.47,8.08
"Westwood","2007","  0",9,9,4156072,0,0,0,0,0,0,9,79,7729220,18,88,11885292,135060.136363636,4508796,0,0,8385195,12893991,146522.625,319.05,-0.228070175438596,-22.81,10.23,0,0,89.77,6.23
"Westwood","2008"," 12",13,13,10756633,0,0,0,0,0,0,0,0,0,13,13,10756633,827433.307692308,11238052,0,0,0,11238052,864465.538461538,-38.1,-0.852272727272727,-85.23,100,0,0,0,0.92
"Westwood","2009"," 12",11,11,4509500,0,0,0,0,0,0,0,0,0,11,11,4509500,409954.545454545,4728147,0,0,0,4728147,429831.545454545,-47.62,-0.153846153846154,-15.38,100,0,0,0,0.78
"Westwood","2010"," 12",12,12,8000675,1,2,260000,0,0,0,0,0,0,13,14,8260675,590048.214285714,8253219,268207,0,0,8521426,608673.285714286,-33.33,0.272727272727273,27.27,85.71,14.29,0,0,0.96
"Westwood","2011","  0",9,9,5486971,0,0,0,0,0,0,0,0,0,9,9,5486971,609663.444444444,5486971,0,0,0,5486971,609663.444444444,-57.14,-0.357142857142857,-35.71,100,0,0,0,0.62
"Weymouth","2000"," 12",42,42,7891311,4,8,460000,0,0,0,1,8,627000,47,58,8978311,154798.465517241,10308151,600882,0,819029,11728062,202207.965517241,0,NA,NA,72.41,13.79,0,13.79,1.07
"Weymouth","2001"," 12",41,41,7952752,2,4,366000,0,0,0,10,304,10921000,53,349,19239752,55128.229226361,10100983,464865,0,13871027,24436875,70019.6991404011,501.72,5.01724137931035,501.72,11.75,1.15,0,87.11,6.46
"Weymouth","2002"," 12",59,59,11209850,8,16,1903000,0,0,0,0,0,0,67,75,13112850,174838,14016300,2379427,0,0,16395727,218609.693333333,29.31,-0.785100286532951,-78.51,78.67,21.33,0,0,1.39
"Weymouth","2003"," 12",58,58,11596192,2,4,358000,0,0,0,1,6,4e+05,61,68,12354192,181679.294117647,14176282,437653,0,488998,15102933,222101.955882353,17.24,-0.0933333333333333,-9.33,85.29,5.88,0,8.82,1.26
"Weymouth","2004"," 12",70,70,11686100,0,0,0,0,0,0,1,10,391000,71,80,12077100,150963.75,13915615,0,0,465596,14381211,179765.1375,37.93,0.176470588235294,17.65,87.5,0,0,12.5,1.48
"Weymouth","2005"," 12",50,50,10652000,2,4,445000,3,11,1050000,2,23,2362000,57,88,14509000,164875,12268562,512534,1209349,2720460,16710905,189896.647727273,51.72,0.1,10,56.82,4.55,12.5,26.14,1.63
"Weymouth","2006"," 12",23,23,5197000,0,0,0,0,0,0,4,25,3481000,27,48,8678000,180791.666666667,5798651,0,0,3883991,9682642,201721.708333333,-17.24,-0.454545454545455,-45.45,47.92,0,0,52.08,0.89
"Weymouth","2007"," 12",23,23,5729382,0,0,0,1,4,508500,3,36,4031000,27,63,10268882,162998.126984127,6215631,0,551656,4373109,11140396,176831.682539683,8.62,0.3125,31.25,36.51,0,6.35,57.14,1.17
"Weymouth","2008"," 12",16,16,3566200,0,0,0,0,0,0,2,20,1276000,18,36,4842200,134505.555555556,3725807,0,0,1333108,5058915,140525.416666667,-37.93,-0.428571428571429,-42.86,44.44,0,0,55.56,0.67
"Weymouth","2009"," 12",20,20,4028416,1,2,546455,3,10,1256000,0,0,0,24,32,5830871,182214.71875,4223737,572950,1316898,0,6113585,191049.53125,-44.83,-0.111111111111111,-11.11,62.5,6.25,31.25,0,0.59
