"","Municipal","County","State","Region","Geography","Five_Year_Average","Estimate; Median household income in the past 12 months (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Lowest Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Second Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Third Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Fourth Quintile (inflation-adjusted dollars)","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars)","Estimate; Quintile Means: - Lowest Quintile","Estimate; Quintile Means: - Second Quintile","Estimate; Quintile Means: - Third Quintile","Estimate; Quintile Means: - Fourth Quintile","Estimate; Quintile Means: - Highest Quintile","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars).1"
"168","Cummington","Hampshire County","MA","Cummington","Cummington town, Hampshire County, Massachusetts",2009,54375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Easthampton","Hampshire County","MA","Easthampton","Easthampton city, Hampshire County, Massachusetts",2009,50257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Goshen","Hampshire County","MA","Goshen","Goshen town, Hampshire County, Massachusetts",2009,83333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Granby","Hampshire County","MA","Granby","Granby town, Hampshire County, Massachusetts",2009,68412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Hadley","Hampshire County","MA","Hadley","Hadley town, Hampshire County, Massachusetts",2009,62731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Hatfield","Hampshire County","MA","Hatfield","Hatfield town, Hampshire County, Massachusetts",2009,53684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Huntington","Hampshire County","MA","Huntington","Huntington town, Hampshire County, Massachusetts",2009,69539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Middlefield","Hampshire County","MA","Middlefield","Middlefield town, Hampshire County, Massachusetts",2009,67083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,"Hampshire County","MA","Hampshire County","Hampshire County, Massachusetts",2009,57293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Northampton","Hampshire County","MA","Northampton","Northampton city, Hampshire County, Massachusetts",2009,51018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Pelham","Hampshire County","MA","Pelham","Pelham town, Hampshire County, Massachusetts",2009,81389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Plainfield","Hampshire County","MA","Plainfield","Plainfield town, Hampshire County, Massachusetts",2009,54375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","South Hadley","Hampshire County","MA","South Hadley","South Hadley town, Hampshire County, Massachusetts",2009,62465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Southampton","Hampshire County","MA","Southampton","Southampton town, Hampshire County, Massachusetts",2009,80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Ware","Hampshire County","MA","Ware","Ware town, Hampshire County, Massachusetts",2009,46992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Westhampton","Hampshire County","MA","Westhampton","Westhampton town, Hampshire County, Massachusetts",2009,76739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Williamsburg","Hampshire County","MA","Williamsburg","Williamsburg town, Hampshire County, Massachusetts",2009,63636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Worthington","Hampshire County","MA","Worthington","Worthington town, Hampshire County, Massachusetts",2009,60463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Acton","Middlesex County","MA","Acton","Acton town, Middlesex County, Massachusetts",2009,115677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Arlington","Middlesex County","MA","Arlington","Arlington town, Middlesex County, Massachusetts",2009,83740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Ashby","Middlesex County","MA","Ashby","Ashby town, Middlesex County, Massachusetts",2009,78750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Ashland","Middlesex County","MA","Ashland","Ashland town, Middlesex County, Massachusetts",2009,97500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Ayer","Middlesex County","MA","Ayer","Ayer town, Middlesex County, Massachusetts",2009,55529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Bedford","Middlesex County","MA","Bedford","Bedford town, Middlesex County, Massachusetts",2009,102367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Belmont","Middlesex County","MA","Belmont","Belmont town, Middlesex County, Massachusetts",2009,95377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Billerica","Middlesex County","MA","Billerica","Billerica town, Middlesex County, Massachusetts",2009,87048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Boxborough","Middlesex County","MA","Boxborough","Boxborough town, Middlesex County, Massachusetts",2009,97051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Burlington","Middlesex County","MA","Burlington","Burlington town, Middlesex County, Massachusetts",2009,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Cambridge","Middlesex County","MA","Cambridge","Cambridge city, Middlesex County, Massachusetts",2009,64420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Carlisle","Middlesex County","MA","Carlisle","Carlisle town, Middlesex County, Massachusetts",2009,160903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Chelmsford","Middlesex County","MA","Chelmsford","Chelmsford town, Middlesex County, Massachusetts",2009,89022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Concord","Middlesex County","MA","Concord","Concord town, Middlesex County, Massachusetts",2009,127563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Dracut","Middlesex County","MA","Dracut","Dracut town, Middlesex County, Massachusetts",2009,71480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Dunstable","Middlesex County","MA","Dunstable","Dunstable town, Middlesex County, Massachusetts",2009,109333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Everett","Middlesex County","MA","Everett","Everett city, Middlesex County, Massachusetts",2009,49830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Framingham","Middlesex County","MA","Framingham","Framingham town, Middlesex County, Massachusetts",2009,64708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Groton","Middlesex County","MA","Groton","Groton town, Middlesex County, Massachusetts",2009,118041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Holliston","Middlesex County","MA","Holliston","Holliston town, Middlesex County, Massachusetts",2009,100444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Hopkinton","Middlesex County","MA","Hopkinton","Hopkinton town, Middlesex County, Massachusetts",2009,126779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Hudson","Middlesex County","MA","Hudson","Hudson town, Middlesex County, Massachusetts",2009,73724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Lexington","Middlesex County","MA","Lexington","Lexington town, Middlesex County, Massachusetts",2009,131094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Lincoln","Middlesex County","MA","Lincoln","Lincoln town, Middlesex County, Massachusetts",2009,119815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Littleton","Middlesex County","MA","Littleton","Littleton town, Middlesex County, Massachusetts",2009,98555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Lowell","Middlesex County","MA","Lowell","Lowell city, Middlesex County, Massachusetts",2009,49816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Malden","Middlesex County","MA","Malden","Malden city, Middlesex County, Massachusetts",2009,55471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Marlborough","Middlesex County","MA","Marlborough","Marlborough city, Middlesex County, Massachusetts",2009,69714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Maynard","Middlesex County","MA","Maynard","Maynard town, Middlesex County, Massachusetts",2009,77304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Medford","Middlesex County","MA","Medford","Medford city, Middlesex County, Massachusetts",2009,67623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Melrose","Middlesex County","MA","Melrose","Melrose city, Middlesex County, Massachusetts",2009,80136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,"Middlesex County","MA","Middlesex County","Middlesex County, Massachusetts",2009,77004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Natick","Middlesex County","MA","Natick","Natick town, Middlesex County, Massachusetts",2009,86583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Newton","Middlesex County","MA","Newton","Newton city, Middlesex County, Massachusetts",2009,105770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","North Reading","Middlesex County","MA","North Reading","North Reading town, Middlesex County, Massachusetts",2009,94250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Pepperell","Middlesex County","MA","Pepperell","Pepperell town, Middlesex County, Massachusetts",2009,88185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Reading","Middlesex County","MA","Reading","Reading town, Middlesex County, Massachusetts",2009,97645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Sherborn","Middlesex County","MA","Sherborn","Sherborn town, Middlesex County, Massachusetts",2009,162426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Shirley","Middlesex County","MA","Shirley","Shirley town, Middlesex County, Massachusetts",2009,72530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Somerville","Middlesex County","MA","Somerville","Somerville city, Middlesex County, Massachusetts",2009,62575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Stoneham","Middlesex County","MA","Stoneham","Stoneham town, Middlesex County, Massachusetts",2009,73818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Stow","Middlesex County","MA","Stow","Stow town, Middlesex County, Massachusetts",2009,122500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Sudbury","Middlesex County","MA","Sudbury","Sudbury town, Middlesex County, Massachusetts",2009,147383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Tewksbury","Middlesex County","MA","Tewksbury","Tewksbury town, Middlesex County, Massachusetts",2009,83709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Townsend","Middlesex County","MA","Townsend","Townsend town, Middlesex County, Massachusetts",2009,75174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Tyngsborough","Middlesex County","MA","Tyngsborough","Tyngsborough town, Middlesex County, Massachusetts",2009,98413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Wakefield","Middlesex County","MA","Wakefield","Wakefield town, Middlesex County, Massachusetts",2009,86347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Waltham","Middlesex County","MA","Waltham","Waltham city, Middlesex County, Massachusetts",2009,64341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Watertown","Middlesex County","MA","Watertown","Watertown city, Middlesex County, Massachusetts",2009,71377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Wayland","Middlesex County","MA","Wayland","Wayland town, Middlesex County, Massachusetts",2009,130643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Westford","Middlesex County","MA","Westford","Westford town, Middlesex County, Massachusetts",2009,119051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Weston","Middlesex County","MA","Weston","Weston town, Middlesex County, Massachusetts",2009,148299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Wilmington","Middlesex County","MA","Wilmington","Wilmington town, Middlesex County, Massachusetts",2009,92398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Winchester","Middlesex County","MA","Winchester","Winchester town, Middlesex County, Massachusetts",2009,118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Woburn","Middlesex County","MA","Woburn","Woburn city, Middlesex County, Massachusetts",2009,69196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,"NA County","MA","MA","Massachusetts",2009,64496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,"Nantucket County","MA","Nantucket County","Nantucket County, Massachusetts",2009,80020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Nantucket","Nantucket County","MA","Nantucket","Nantucket town, Nantucket County, Massachusetts",2009,80020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Avon","Norfolk County","MA","Avon","Avon town, Norfolk County, Massachusetts",2009,60933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Bellingham","Norfolk County","MA","Bellingham","Bellingham town, Norfolk County, Massachusetts",2009,77826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Braintree","Norfolk County","MA","Braintree","Braintree town, Norfolk County, Massachusetts",2009,78206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Brookline","Norfolk County","MA","Brookline","Brookline town, Norfolk County, Massachusetts",2009,92451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Canton","Norfolk County","MA","Canton","Canton town, Norfolk County, Massachusetts",2009,88034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Cohasset","Norfolk County","MA","Cohasset","Cohasset town, Norfolk County, Massachusetts",2009,112917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Dedham","Norfolk County","MA","Dedham","Dedham town, Norfolk County, Massachusetts",2009,77411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Dover","Norfolk County","MA","Dover","Dover town, Norfolk County, Massachusetts",2009,156731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Foxborough","Norfolk County","MA","Foxborough","Foxborough town, Norfolk County, Massachusetts",2009,90601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Franklin","Norfolk County","MA","Franklin","Franklin city, Norfolk County, Massachusetts",2009,89115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Holbrook","Norfolk County","MA","Holbrook","Holbrook town, Norfolk County, Massachusetts",2009,67429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Medfield","Norfolk County","MA","Medfield","Medfield town, Norfolk County, Massachusetts",2009,109549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Medway","Norfolk County","MA","Medway","Medway town, Norfolk County, Massachusetts",2009,99222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Millis","Norfolk County","MA","Millis","Millis town, Norfolk County, Massachusetts",2009,83065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Milton","Norfolk County","MA","Milton","Milton town, Norfolk County, Massachusetts",2009,96352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",NA,"Norfolk County","MA","Norfolk County","Norfolk County, Massachusetts",2009,80127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Needham","Norfolk County","MA","Needham","Needham town, Norfolk County, Massachusetts",2009,118030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Norfolk","Norfolk County","MA","Norfolk","Norfolk town, Norfolk County, Massachusetts",2009,119904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Norwood","Norfolk County","MA","Norwood","Norwood town, Norfolk County, Massachusetts",2009,68128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Plainville","Norfolk County","MA","Plainville","Plainville town, Norfolk County, Massachusetts",2009,70469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Quincy","Norfolk County","MA","Quincy","Quincy city, Norfolk County, Massachusetts",2009,60067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Randolph","Norfolk County","MA","Randolph","Randolph town, Norfolk County, Massachusetts",2009,72734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Sharon","Norfolk County","MA","Sharon","Sharon town, Norfolk County, Massachusetts",2009,115643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Stoughton","Norfolk County","MA","Stoughton","Stoughton town, Norfolk County, Massachusetts",2009,66018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Walpole","Norfolk County","MA","Walpole","Walpole town, Norfolk County, Massachusetts",2009,89782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Wellesley","Norfolk County","MA","Wellesley","Wellesley town, Norfolk County, Massachusetts",2009,133790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Westwood","Norfolk County","MA","Westwood","Westwood town, Norfolk County, Massachusetts",2009,114356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Weymouth","Norfolk County","MA","Weymouth","Weymouth town, Norfolk County, Massachusetts",2009,66280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Wrentham","Norfolk County","MA","Wrentham","Wrentham town, Norfolk County, Massachusetts",2009,93429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Abington","Plymouth County","MA","Abington","Abington town, Plymouth County, Massachusetts",2009,73956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Bridgewater","Plymouth County","MA","Bridgewater","Bridgewater town, Plymouth County, Massachusetts",2009,84176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Brockton","Plymouth County","MA","Brockton","Brockton city, Plymouth County, Massachusetts",2009,50197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Carver","Plymouth County","MA","Carver","Carver town, Plymouth County, Massachusetts",2009,70721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Duxbury","Plymouth County","MA","Duxbury","Duxbury town, Plymouth County, Massachusetts",2009,113883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","East Bridgewater","Plymouth County","MA","East Bridgewater","East Bridgewater town, Plymouth County, Massachusetts",2009,76438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Halifax","Plymouth County","MA","Halifax","Halifax town, Plymouth County, Massachusetts",2009,74679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Hanover","Plymouth County","MA","Hanover","Hanover town, Plymouth County, Massachusetts",2009,99261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Hanson","Plymouth County","MA","Hanson","Hanson town, Plymouth County, Massachusetts",2009,83667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Hingham","Plymouth County","MA","Hingham","Hingham town, Plymouth County, Massachusetts",2009,105870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Hull","Plymouth County","MA","Hull","Hull town, Plymouth County, Massachusetts",2009,72261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Kingston","Plymouth County","MA","Kingston","Kingston town, Plymouth County, Massachusetts",2009,79045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Lakeville","Plymouth County","MA","Lakeville","Lakeville town, Plymouth County, Massachusetts",2009,93929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Marion","Plymouth County","MA","Marion","Marion town, Plymouth County, Massachusetts",2009,99650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Marshfield","Plymouth County","MA","Marshfield","Marshfield town, Plymouth County, Massachusetts",2009,89436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Mattapoisett","Plymouth County","MA","Mattapoisett","Mattapoisett town, Plymouth County, Massachusetts",2009,80867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Middleborough","Plymouth County","MA","Middleborough","Middleborough town, Plymouth County, Massachusetts",2009,69013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",NA,"Plymouth County","MA","Plymouth County","Plymouth County, Massachusetts",2009,72904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Norwell","Plymouth County","MA","Norwell","Norwell town, Plymouth County, Massachusetts",2009,108526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Pembroke","Plymouth County","MA","Pembroke","Pembroke town, Plymouth County, Massachusetts",2009,81971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Plymouth","Plymouth County","MA","Plymouth","Plymouth town, Plymouth County, Massachusetts",2009,74355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Plympton","Plymouth County","MA","Plympton","Plympton town, Plymouth County, Massachusetts",2009,85523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Rochester","Plymouth County","MA","Rochester","Rochester town, Plymouth County, Massachusetts",2009,89554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Rockland","Plymouth County","MA","Rockland","Rockland town, Plymouth County, Massachusetts",2009,65915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Scituate","Plymouth County","MA","Scituate","Scituate town, Plymouth County, Massachusetts",2009,88883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Wareham","Plymouth County","MA","Wareham","Wareham town, Plymouth County, Massachusetts",2009,53746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","West Bridgewater","Plymouth County","MA","West Bridgewater","West Bridgewater town, Plymouth County, Massachusetts",2009,73271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Whitman","Plymouth County","MA","Whitman","Whitman town, Plymouth County, Massachusetts",2009,72381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Boston","Suffolk County","MA","Boston","Boston city, Suffolk County, Massachusetts",2009,52433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Chelsea","Suffolk County","MA","Chelsea","Chelsea city, Suffolk County, Massachusetts",2009,39710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",NA,"Suffolk County","MA","Suffolk County","Suffolk County, Massachusetts",2009,51896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Revere","Suffolk County","MA","Revere","Revere city, Suffolk County, Massachusetts",2009,49178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Winthrop","Suffolk County","MA","Winthrop","Winthrop town, Suffolk County, Massachusetts",2009,64559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Ashburnham","Worcester County","MA","Ashburnham","Ashburnham town, Worcester County, Massachusetts",2009,82654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Athol","Worcester County","MA","Athol","Athol town, Worcester County, Massachusetts",2009,47221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Auburn","Worcester County","MA","Auburn","Auburn town, Worcester County, Massachusetts",2009,68067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Barre","Worcester County","MA","Barre","Barre town, Worcester County, Massachusetts",2009,72539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Berlin","Worcester County","MA","Berlin","Berlin town, Worcester County, Massachusetts",2009,91856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Blackstone","Worcester County","MA","Blackstone","Blackstone town, Worcester County, Massachusetts",2009,73563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
