"Municipal","County","Five.Year.Range","Median.Rent.2017.Dollar","Rent.Margin.of.Error.2017.Dollar"
"Shelburne"," Franklin ","2010-2014",804,64
"Shelburne"," Franklin ","2011-2015",772,75
"Shelburne"," Franklin ","2012-2016",754,66
"Shelburne"," Franklin ","2013-2017",749,57
"Shutesbury"," Franklin ","2005-2009",938,252
"Shutesbury"," Franklin ","2006-2010",1008,164
"Shutesbury"," Franklin ","2007-2011",1060,164
"Shutesbury"," Franklin ","2008-2012",1085,58
"Shutesbury"," Franklin ","2009-2013",1116,72
"Shutesbury"," Franklin ","2010-2014",1124,98
"Shutesbury"," Franklin ","2011-2015",1143,165
"Shutesbury"," Franklin ","2012-2016",1135,186
"Shutesbury"," Franklin ","2013-2017",1233,194
"Sunderland"," Franklin ","2005-2009",1201,73
"Sunderland"," Franklin ","2006-2010",1211,62
"Sunderland"," Franklin ","2007-2011",1193,57
"Sunderland"," Franklin ","2008-2012",1165,61
"Sunderland"," Franklin ","2009-2013",1200,86
"Sunderland"," Franklin ","2010-2014",1229,91
"Sunderland"," Franklin ","2011-2015",1208,99
"Sunderland"," Franklin ","2012-2016",1201,104
"Sunderland"," Franklin ","2013-2017",1270,79
"Warwick"," Franklin ","2005-2009",555,164
"Warwick"," Franklin ","2006-2010",1125,88
"Warwick"," Franklin ","2007-2011",1058,86
"Warwick"," Franklin ","2008-2012",1047,41
"Warwick"," Franklin ","2009-2013",1048,63
"Warwick"," Franklin ","2010-2014",1022,76
"Warwick"," Franklin ","2011-2015",974,83
"Warwick"," Franklin ","2012-2016",975,192
"Warwick"," Franklin ","2013-2017",969,430
"Wendell"," Franklin ","2005-2009",904,94
"Wendell"," Franklin ","2006-2010",1021,46
"Wendell"," Franklin ","2007-2011",993,93
"Wendell"," Franklin ","2008-2012",947,115
"Wendell"," Franklin ","2009-2013",947,106
"Wendell"," Franklin ","2010-2014",1038,264
"Wendell"," Franklin ","2011-2015",746,90
"Wendell"," Franklin ","2012-2016",698,517
"Wendell"," Franklin ","2013-2017",949,381
"Whately"," Franklin ","2005-2009",951,92
"Whately"," Franklin ","2006-2010",963,84
"Whately"," Franklin ","2007-2011",987,132
"Whately"," Franklin ","2008-2012",1016,142
"Whately"," Franklin ","2009-2013",1127,224
"Whately"," Franklin ","2010-2014",1175,129
"Whately"," Franklin ","2011-2015",1188,130
"Whately"," Franklin ","2012-2016",1236,133
"Whately"," Franklin ","2013-2017",1229,183
"Agawam"," Hampden ","2005-2009",891,39
"Agawam"," Hampden ","2006-2010",894,50
"Agawam"," Hampden ","2007-2011",877,33
"Agawam"," Hampden ","2008-2012",864,40
"Agawam"," Hampden ","2009-2013",884,69
"Agawam"," Hampden ","2010-2014",873,52
"Agawam"," Hampden ","2011-2015",860,50
"Agawam"," Hampden ","2012-2016",858,51
"Agawam"," Hampden ","2013-2017",875,46
"Blandford"," Hampden ","2005-2009",857,178
"Blandford"," Hampden ","2006-2010",891,179
"Blandford"," Hampden ","2007-2011",798,186
"Blandford"," Hampden ","2008-2012",NA,NA
"Blandford"," Hampden ","2009-2013",274,667
"Blandford"," Hampden ","2010-2014",703,867
"Blandford"," Hampden ","2012-2016",NA,NA
"Blandford"," Hampden ","2013-2017",NA,NA
"Brimfield"," Hampden ","2005-2009",871,665
"Brimfield"," Hampden ","2006-2010",1010,295
"Brimfield"," Hampden ","2007-2011",1001,268
"Brimfield"," Hampden ","2008-2012",924,342
"Brimfield"," Hampden ","2009-2013",783,336
"Brimfield"," Hampden ","2010-2014",691,129
"Brimfield"," Hampden ","2011-2015",728,171
"Brimfield"," Hampden ","2012-2016",769,133
"Brimfield"," Hampden ","2013-2017",768,219
"Chester"," Hampden ","2005-2009",666,90
"Chester"," Hampden ","2006-2010",794,176
"Chester"," Hampden ","2007-2011",787,50
"Chester"," Hampden ","2008-2012",626,235
"Chester"," Hampden ","2009-2013",804,329
"Chester"," Hampden ","2010-2014",797,180
"Chester"," Hampden ","2011-2015",737,84
"Chester"," Hampden ","2012-2016",724,127
"Chester"," Hampden ","2013-2017",763,123
"Chicopee"," Hampden ","2005-2009",738,25
"Chicopee"," Hampden ","2006-2010",761,26
"Chicopee"," Hampden ","2007-2011",773,22
"Chicopee"," Hampden ","2008-2012",770,30
"Chicopee"," Hampden ","2009-2013",800,24
"Chicopee"," Hampden ","2010-2014",813,17
"Chicopee"," Hampden ","2011-2015",794,19
"Chicopee"," Hampden ","2012-2016",794,20
"Chicopee"," Hampden ","2013-2017",810,18
"East Longmeadow"," Hampden ","2005-2009",429,48
"East Longmeadow"," Hampden ","2006-2010",468,152
"East Longmeadow"," Hampden ","2007-2011",595,272
"East Longmeadow"," Hampden ","2008-2012",694,388
"East Longmeadow"," Hampden ","2009-2013",944,395
"East Longmeadow"," Hampden ","2010-2014",762,210
"East Longmeadow"," Hampden ","2011-2015",736,190
"East Longmeadow"," Hampden ","2012-2016",796,257
"East Longmeadow"," Hampden ","2013-2017",813,141
"Granville"," Hampden ","2005-2009",730,167
"Granville"," Hampden ","2006-2010",734,154
"Granville"," Hampden ","2007-2011",828,309
"Granville"," Hampden ","2008-2012",783,219
"Granville"," Hampden ","2009-2013",825,122
"Granville"," Hampden ","2010-2014",830,252
"Granville"," Hampden ","2011-2015",811,246
"Granville"," Hampden ","2012-2016",743,172
"Granville"," Hampden ","2013-2017",720,352
"Hampden"," Hampden ","2005-2009",776,228
"Hampden"," Hampden ","2006-2010",863,167
"Hampden"," Hampden ","2007-2011",851,84
"Hampden"," Hampden ","2008-2012",799,389
"Hampden"," Hampden ","2009-2013",676,399
"Hampden"," Hampden ","2010-2014",858,142
"Hampden"," Hampden ","2011-2015",823,291
"Hampden"," Hampden ","2012-2016",810,253
"Hampden"," Hampden ","2013-2017",809,167
"Holland"," Hampden ","2005-2009",968,60
"Holland"," Hampden ","2006-2010",725,351
"Holland"," Hampden ","2007-2011",902,309
"Holland"," Hampden ","2008-2012",790,345
"Holland"," Hampden ","2009-2013",791,422
"Holland"," Hampden ","2010-2014",951,465
"Holland"," Hampden ","2011-2015",950,288
"Holland"," Hampden ","2012-2016",914,107
"Holland"," Hampden ","2013-2017",930,164
"Holyoke"," Hampden ","2005-2009",680,21
"Holyoke"," Hampden ","2006-2010",672,30
"Holyoke"," Hampden ","2007-2011",676,43
"Holyoke"," Hampden ","2008-2012",628,30
"Holyoke"," Hampden ","2009-2013",622,31
"Holyoke"," Hampden ","2010-2014",674,33
"Holyoke"," Hampden ","2011-2015",666,28
"Holyoke"," Hampden ","2012-2016",696,21
"Holyoke"," Hampden ","2013-2017",722,27
"Longmeadow"," Hampden ","2005-2009",1279,970
"Longmeadow"," Hampden ","2006-2010",1509,680
"Longmeadow"," Hampden ","2007-2011",1081,1059
"Longmeadow"," Hampden ","2008-2012",1077,1096
"Longmeadow"," Hampden ","2009-2013",1505,432
"Longmeadow"," Hampden ","2010-2014",1533,147
"Longmeadow"," Hampden ","2011-2015",1516,326
"Longmeadow"," Hampden ","2012-2016",1207,476
"Longmeadow"," Hampden ","2013-2017",1391,209
"Ludlow"," Hampden ","2005-2009",884,48
"Ludlow"," Hampden ","2006-2010",838,36
"Ludlow"," Hampden ","2007-2011",851,44
"Ludlow"," Hampden ","2008-2012",804,48
"Ludlow"," Hampden ","2009-2013",813,73
"Ludlow"," Hampden ","2010-2014",825,37
"Ludlow"," Hampden ","2011-2015",826,39
"Ludlow"," Hampden ","2012-2016",804,30
"Ludlow"," Hampden ","2013-2017",797,34
"Monson"," Hampden ","2005-2009",640,97
"Monson"," Hampden ","2006-2010",657,92
"Monson"," Hampden ","2007-2011",711,97
"Monson"," Hampden ","2008-2012",799,85
"Monson"," Hampden ","2009-2013",808,74
"Monson"," Hampden ","2010-2014",806,38
"Monson"," Hampden ","2011-2015",776,72
"Monson"," Hampden ","2012-2016",771,29
"Monson"," Hampden ","2013-2017",717,60
"Montgomery"," Hampden ","2005-2009",618,261
"Montgomery"," Hampden ","2006-2010",598,44
"Montgomery"," Hampden ","2007-2011",582,48
"Montgomery"," Hampden ","2008-2012",569,35
"Montgomery"," Hampden ","2009-2013",600,1529
"Montgomery"," Hampden ","2010-2014",815,703
"Montgomery"," Hampden ","2011-2015",1062,863
"Montgomery"," Hampden ","2012-2016",NA,NA
"Montgomery"," Hampden ","2013-2017",NA,NA
"Palmer"," Hampden ","2005-2009",673,26
"Palmer"," Hampden ","2006-2010",689,78
"Palmer"," Hampden ","2007-2011",747,65
"Palmer"," Hampden ","2008-2012",704,44
"Palmer"," Hampden ","2009-2013",754,66
"Palmer"," Hampden ","2010-2014",750,63
"Palmer"," Hampden ","2011-2015",716,61
"Palmer"," Hampden ","2012-2016",682,66
"Palmer"," Hampden ","2013-2017",742,128
"Russell"," Hampden ","2005-2009",682,161
"Russell"," Hampden ","2006-2010",844,264
"Russell"," Hampden ","2007-2011",832,143
"Russell"," Hampden ","2008-2012",845,109
"Russell"," Hampden ","2009-2013",843,159
"Russell"," Hampden ","2010-2014",884,98
"Russell"," Hampden ","2011-2015",861,353
"Russell"," Hampden ","2012-2016",818,363
"Russell"," Hampden ","2013-2017",757,391
"Southwick"," Hampden ","2005-2009",870,108
"Southwick"," Hampden ","2006-2010",851,58
"Southwick"," Hampden ","2007-2011",843,59
"Southwick"," Hampden ","2008-2012",860,110
"Southwick"," Hampden ","2009-2013",875,48
"Southwick"," Hampden ","2010-2014",867,53
"Southwick"," Hampden ","2011-2015",890,92
"Southwick"," Hampden ","2012-2016",882,120
"Southwick"," Hampden ","2013-2017",906,79
"Springfield"," Hampden ","2005-2009",743,20
"Springfield"," Hampden ","2006-2010",750,13
"Springfield"," Hampden ","2007-2011",748,15
"Springfield"," Hampden ","2008-2012",730,18
"Springfield"," Hampden ","2009-2013",761,18
"Springfield"," Hampden ","2010-2014",764,19
"Springfield"," Hampden ","2011-2015",748,21
"Springfield"," Hampden ","2012-2016",751,17
"Springfield"," Hampden ","2013-2017",749,18
"Tolland"," Hampden ","2005-2009",1089,73
"Tolland"," Hampden ","2006-2010",1061,199
"Tolland"," Hampden ","2007-2011",1123,468
"Tolland"," Hampden ","2008-2012",1186,288
"Tolland"," Hampden ","2009-2013",NA,NA
"Tolland"," Hampden ","2010-2014",927,473
"Tolland"," Hampden ","2011-2015",890,361
"Tolland"," Hampden ","2012-2016",1135,209
"Tolland"," Hampden ","2013-2017",1125,225
"Wales"," Hampden ","2005-2009",683,142
"Wales"," Hampden ","2006-2010",649,141
"Wales"," Hampden ","2007-2011",647,80
"Wales"," Hampden ","2008-2012",608,124
"Wales"," Hampden ","2009-2013",655,136
"Wales"," Hampden ","2010-2014",834,237
"Wales"," Hampden ","2011-2015",705,288
"Wales"," Hampden ","2012-2016",743,190
"Wales"," Hampden ","2013-2017",680,176
"West Springfield"," Hampden ","2005-2009",806,26
"West Springfield"," Hampden ","2006-2010",817,21
"West Springfield"," Hampden ","2007-2011",824,30
"West Springfield"," Hampden ","2008-2012",792,30
"West Springfield"," Hampden ","2009-2013",827,24
"West Springfield"," Hampden ","2010-2014",834,24
"West Springfield"," Hampden ","2011-2015",826,38
"West Springfield"," Hampden ","2012-2016",807,26
"West Springfield"," Hampden ","2013-2017",808,27
"Westfield"," Hampden ","2005-2009",851,30
"Westfield"," Hampden ","2006-2010",838,39
"Westfield"," Hampden ","2007-2011",848,35
"Westfield"," Hampden ","2008-2012",813,31
"Westfield"," Hampden ","2009-2013",840,30
"Westfield"," Hampden ","2010-2014",832,40
"Westfield"," Hampden ","2011-2015",843,26
"Westfield"," Hampden ","2012-2016",849,27
"Westfield"," Hampden ","2013-2017",870,31
"Wilbraham"," Hampden ","2005-2009",562,338
"Wilbraham"," Hampden ","2006-2010",637,253
"Wilbraham"," Hampden ","2007-2011",772,449
"Wilbraham"," Hampden ","2008-2012",766,212
"Wilbraham"," Hampden ","2009-2013",739,130
"Wilbraham"," Hampden ","2010-2014",709,82
"Wilbraham"," Hampden ","2011-2015",718,170
"Wilbraham"," Hampden ","2012-2016",660,105
"Wilbraham"," Hampden ","2013-2017",667,251
"Amherst"," Hampshire ","2005-2009",1197,77
"Amherst"," Hampshire ","2006-2010",1161,56
"Amherst"," Hampshire ","2007-2011",1148,46
"Amherst"," Hampshire ","2008-2012",1134,51
"Amherst"," Hampshire ","2009-2013",1187,66
"Amherst"," Hampshire ","2010-2014",1154,63
"Amherst"," Hampshire ","2011-2015",1132,65
"Amherst"," Hampshire ","2012-2016",1181,64
"Amherst"," Hampshire ","2013-2017",1231,66
"Belchertown"," Hampshire ","2005-2009",728,110
"Belchertown"," Hampshire ","2006-2010",802,191
"Belchertown"," Hampshire ","2007-2011",783,150
"Belchertown"," Hampshire ","2008-2012",863,80
"Belchertown"," Hampshire ","2009-2013",849,90
"Belchertown"," Hampshire ","2010-2014",849,133
"Belchertown"," Hampshire ","2011-2015",848,133
"Belchertown"," Hampshire ","2012-2016",840,32
"Belchertown"," Hampshire ","2013-2017",874,52
"Chesterfield"," Hampshire ","2005-2009",1056,33
"Chesterfield"," Hampshire ","2006-2010",1013,36
"Chesterfield"," Hampshire ","2007-2011",990,128
"Chesterfield"," Hampshire ","2008-2012",1036,246
"Chesterfield"," Hampshire ","2009-2013",1031,299
"Chesterfield"," Hampshire ","2010-2014",860,125
"Chesterfield"," Hampshire ","2011-2015",842,121
"Chesterfield"," Hampshire ","2012-2016",952,353
"Chesterfield"," Hampshire ","2013-2017",1061,194
"Cummington"," Hampshire ","2005-2009",708,38
"Cummington"," Hampshire ","2006-2010",695,28
"Cummington"," Hampshire ","2007-2011",680,90
"Cummington"," Hampshire ","2008-2012",646,149
"Cummington"," Hampshire ","2009-2013",743,173
"Cummington"," Hampshire ","2010-2014",787,199
"Cummington"," Hampshire ","2011-2015",701,134
"Cummington"," Hampshire ","2012-2016",667,83
"Cummington"," Hampshire ","2013-2017",717,218
"Easthampton"," Hampshire ","2005-2009",825,28
"Easthampton"," Hampshire ","2006-2010",817,39
"Easthampton"," Hampshire ","2007-2011",810,26
"Easthampton"," Hampshire ","2008-2012",806,41
"Easthampton"," Hampshire ","2009-2013",826,32
"Easthampton"," Hampshire ","2010-2014",837,37
"Easthampton"," Hampshire ","2011-2015",853,46
"Easthampton"," Hampshire ","2012-2016",858,51
"Easthampton"," Hampshire ","2013-2017",868,38
"Goshen"," Hampshire ","2005-2009",1327,649
"Goshen"," Hampshire ","2006-2010",1226,839
"Goshen"," Hampshire ","2007-2011",1187,734
"Goshen"," Hampshire ","2008-2012",886,511
"Goshen"," Hampshire ","2009-2013",907,560
"Goshen"," Hampshire ","2010-2014",1157,706
"Goshen"," Hampshire ","2011-2015",1205,87
"Goshen"," Hampshire ","2012-2016",1165,345
"Goshen"," Hampshire ","2013-2017",1208,240
"Granby"," Hampshire ","2005-2009",787,255
"Granby"," Hampshire ","2006-2010",824,150
"Granby"," Hampshire ","2007-2011",812,91
"Granby"," Hampshire ","2008-2012",772,92
"Granby"," Hampshire ","2009-2013",780,155
"Granby"," Hampshire ","2010-2014",816,64
"Granby"," Hampshire ","2011-2015",645,269
"Granby"," Hampshire ","2012-2016",679,137
"Granby"," Hampshire ","2013-2017",751,155
"Hadley"," Hampshire ","2005-2009",798,114
"Hadley"," Hampshire ","2006-2010",838,157
"Hadley"," Hampshire ","2007-2011",932,216
"Hadley"," Hampshire ","2008-2012",812,167
"Hadley"," Hampshire ","2009-2013",953,218
"Hadley"," Hampshire ","2010-2014",984,238
"Hadley"," Hampshire ","2011-2015",1094,307
"Hadley"," Hampshire ","2012-2016",1072,299
"Hadley"," Hampshire ","2013-2017",1075,262
"Hatfield"," Hampshire ","2005-2009",685,208
"Hatfield"," Hampshire ","2006-2010",685,193
"Hatfield"," Hampshire ","2007-2011",692,150
"Hatfield"," Hampshire ","2008-2012",742,174
"Hatfield"," Hampshire ","2009-2013",843,174
"Hatfield"," Hampshire ","2010-2014",891,109
"Hatfield"," Hampshire ","2011-2015",907,87
"Hatfield"," Hampshire ","2012-2016",991,91
"Hatfield"," Hampshire ","2013-2017",1011,66
"Huntington"," Hampshire ","2005-2009",684,228
"Huntington"," Hampshire ","2006-2010",663,89
"Huntington"," Hampshire ","2007-2011",618,79
"Huntington"," Hampshire ","2008-2012",611,145
"Huntington"," Hampshire ","2009-2013",634,127
"Huntington"," Hampshire ","2010-2014",592,138
"Huntington"," Hampshire ","2011-2015",586,333
"Huntington"," Hampshire ","2012-2016",767,251
"Huntington"," Hampshire ","2013-2017",808,78
"Middlefield"," Hampshire ","2005-2009",NA,NA
"Middlefield"," Hampshire ","2006-2010",NA,NA
"Middlefield"," Hampshire ","2007-2011",666,52
"Middlefield"," Hampshire ","2008-2012",607,32
"Middlefield"," Hampshire ","2009-2013",593,119
"Middlefield"," Hampshire ","2010-2014",581,106
"Middlefield"," Hampshire ","2011-2015",566,97
"Middlefield"," Hampshire ","2012-2016",NA,NA
"Middlefield"," Hampshire ","2013-2017",NA,NA
"Northampton"," Hampshire ","2005-2009",946,35
"Northampton"," Hampshire ","2006-2010",916,35
"Northampton"," Hampshire ","2007-2011",932,37
"Northampton"," Hampshire ","2008-2012",952,39
"Northampton"," Hampshire ","2009-2013",1003,45
"Northampton"," Hampshire ","2010-2014",984,47
"Northampton"," Hampshire ","2011-2015",960,39
"Northampton"," Hampshire ","2012-2016",948,37
"Northampton"," Hampshire ","2013-2017",999,47
"Pelham"," Hampshire ","2005-2009",1025,218
"Pelham"," Hampshire ","2006-2010",973,191
"Pelham"," Hampshire ","2007-2011",932,109
"Pelham"," Hampshire ","2008-2012",973,158
"Pelham"," Hampshire ","2009-2013",1195,207
"Pelham"," Hampshire ","2010-2014",1138,290
"Pelham"," Hampshire ","2011-2015",1073,243
"Pelham"," Hampshire ","2012-2016",1312,253
"Pelham"," Hampshire ","2013-2017",1253,254
"Plainfield"," Hampshire ","2005-2009",828,272
"Plainfield"," Hampshire ","2006-2010",918,509
"Plainfield"," Hampshire ","2007-2011",898,528
"Plainfield"," Hampshire ","2008-2012",598,241
"Plainfield"," Hampshire ","2009-2013",648,332
"Plainfield"," Hampshire ","2010-2014",633,147
"Plainfield"," Hampshire ","2011-2015",599,75
"Plainfield"," Hampshire ","2012-2016",622,223
"Plainfield"," Hampshire ","2013-2017",842,179
"South Hadley"," Hampshire ","2005-2009",861,31
"South Hadley"," Hampshire ","2006-2010",866,95
"South Hadley"," Hampshire ","2007-2011",830,46
"South Hadley"," Hampshire ","2008-2012",781,23
"South Hadley"," Hampshire ","2009-2013",833,32
"South Hadley"," Hampshire ","2010-2014",894,70
"South Hadley"," Hampshire ","2011-2015",888,45
"South Hadley"," Hampshire ","2012-2016",898,50
"South Hadley"," Hampshire ","2013-2017",915,53
"Southampton"," Hampshire ","2005-2009",1023,236
"Southampton"," Hampshire ","2006-2010",1049,657
"Southampton"," Hampshire ","2007-2011",1043,582
"Southampton"," Hampshire ","2008-2012",1012,373
"Southampton"," Hampshire ","2009-2013",1083,598
"Southampton"," Hampshire ","2010-2014",950,81
"Southampton"," Hampshire ","2011-2015",933,58
"Southampton"," Hampshire ","2012-2016",913,61
"Southampton"," Hampshire ","2013-2017",889,59
"Ware"," Hampshire ","2005-2009",641,72
"Ware"," Hampshire ","2006-2010",647,83
"Ware"," Hampshire ","2007-2011",707,78
"Ware"," Hampshire ","2008-2012",677,60
"Ware"," Hampshire ","2009-2013",680,63
"Ware"," Hampshire ","2010-2014",715,75
"Ware"," Hampshire ","2011-2015",708,61
"Ware"," Hampshire ","2012-2016",673,83
"Ware"," Hampshire ","2013-2017",734,186
"Westhampton"," Hampshire ","2005-2009",1294,1647
"Westhampton"," Hampshire ","2006-2010",1082,392
"Westhampton"," Hampshire ","2007-2011",1198,427
"Westhampton"," Hampshire ","2008-2012",1182,305
"Westhampton"," Hampshire ","2009-2013",1175,278
"Westhampton"," Hampshire ","2010-2014",967,343
"Westhampton"," Hampshire ","2011-2015",1106,145
"Westhampton"," Hampshire ","2012-2016",1103,164
"Westhampton"," Hampshire ","2013-2017",1026,123
"Williamsburg"," Hampshire ","2005-2009",738,123
"Williamsburg"," Hampshire ","2006-2010",694,98
"Williamsburg"," Hampshire ","2007-2011",773,74
"Williamsburg"," Hampshire ","2008-2012",722,49
"Williamsburg"," Hampshire ","2009-2013",740,66
"Williamsburg"," Hampshire ","2010-2014",819,87
"Williamsburg"," Hampshire ","2011-2015",896,142
"Williamsburg"," Hampshire ","2012-2016",789,161
"Williamsburg"," Hampshire ","2013-2017",898,61
"Worthington"," Hampshire ","2005-2009",680,361
"Worthington"," Hampshire ","2006-2010",644,195
"Worthington"," Hampshire ","2007-2011",610,118
"Worthington"," Hampshire ","2008-2012",609,89
"Worthington"," Hampshire ","2009-2013",657,370
"Worthington"," Hampshire ","2010-2014",627,364
"Worthington"," Hampshire ","2011-2015",689,242
"Worthington"," Hampshire ","2012-2016",674,226
"Worthington"," Hampshire ","2013-2017",659,52
"Barnstable County"," Massachusetts","2005-2009",1115,35
"Barnstable County"," Massachusetts","2006-2010",1116,34
"Barnstable County"," Massachusetts","2007-2011",1117,30
"Barnstable County"," Massachusetts","2008-2012",1098,33
"Barnstable County"," Massachusetts","2009-2013",1114,33
"Barnstable County"," Massachusetts","2010-2014",1090,33
"Barnstable County"," Massachusetts","2011-2015",1058,26
"Barnstable County"," Massachusetts","2012-2016",1074,27
"Barnstable County"," Massachusetts","2013-2017",1107,27
"Berkshire County"," Massachusetts","2005-2009",720,29
"Berkshire County"," Massachusetts","2006-2010",731,19
"Berkshire County"," Massachusetts","2007-2011",741,22
"Berkshire County"," Massachusetts","2008-2012",721,17
"Berkshire County"," Massachusetts","2009-2013",745,18
"Berkshire County"," Massachusetts","2010-2014",721,16
"Berkshire County"," Massachusetts","2011-2015",703,13
"Berkshire County"," Massachusetts","2012-2016",716,17
"Berkshire County"," Massachusetts","2013-2017",725,17
"Bristol County"," Massachusetts","2005-2009",792,11
"Bristol County"," Massachusetts","2006-2010",778,10
"Bristol County"," Massachusetts","2007-2011",784,8
"Bristol County"," Massachusetts","2008-2012",758,9
"Bristol County"," Massachusetts","2009-2013",780,9
"Bristol County"," Massachusetts","2010-2014",773,9
"Bristol County"," Massachusetts","2011-2015",757,9
"Bristol County"," Massachusetts","2012-2016",749,9
"Bristol County"," Massachusetts","2013-2017",753,7
"Dukes County"," Massachusetts","2005-2009",1219,186
"Dukes County"," Massachusetts","2006-2010",1194,213
"Dukes County"," Massachusetts","2007-2011",1218,182
"Dukes County"," Massachusetts","2008-2012",1158,99
"Dukes County"," Massachusetts","2009-2013",1202,103
"Dukes County"," Massachusetts","2010-2014",1316,112
"Dukes County"," Massachusetts","2011-2015",1258,136
"Dukes County"," Massachusetts","2012-2016",1217,84
"Dukes County"," Massachusetts","2013-2017",1288,155
"Essex County"," Massachusetts","2005-2009",1056,11
"Essex County"," Massachusetts","2006-2010",1040,10
"Essex County"," Massachusetts","2007-2011",1031,12
"Essex County"," Massachusetts","2008-2012",1016,9
"Essex County"," Massachusetts","2009-2013",1040,10
"Essex County"," Massachusetts","2010-2014",1036,10
"Essex County"," Massachusetts","2011-2015",1020,11
"Essex County"," Massachusetts","2012-2016",1028,7
"Essex County"," Massachusetts","2013-2017",1050,14
"Franklin County"," Massachusetts","2005-2009",836,31
"Franklin County"," Massachusetts","2006-2010",855,34
"Franklin County"," Massachusetts","2007-2011",852,27
"Franklin County"," Massachusetts","2008-2012",811,26
"Franklin County"," Massachusetts","2009-2013",833,24
"Franklin County"," Massachusetts","2010-2014",806,20
"Franklin County"," Massachusetts","2011-2015",790,19
"Franklin County"," Massachusetts","2012-2016",783,22
"Franklin County"," Massachusetts","2013-2017",807,32
"Hampden County"," Massachusetts","2005-2009",757,10
"Hampden County"," Massachusetts","2006-2010",764,9
"Hampden County"," Massachusetts","2007-2011",773,11
"Hampden County"," Massachusetts","2008-2012",748,10
"Hampden County"," Massachusetts","2009-2013",775,11
"Hampden County"," Massachusetts","2010-2014",787,11
"Hampden County"," Massachusetts","2011-2015",772,10
"Hampden County"," Massachusetts","2012-2016",771,9
"Hampden County"," Massachusetts","2013-2017",780,11
"Hampshire County"," Massachusetts","2005-2009",910,34
"Hampshire County"," Massachusetts","2006-2010",901,28
"Hampshire County"," Massachusetts","2007-2011",902,25
"Hampshire County"," Massachusetts","2008-2012",903,31
"Hampshire County"," Massachusetts","2009-2013",938,22
"Hampshire County"," Massachusetts","2010-2014",935,24
"Hampshire County"," Massachusetts","2011-2015",935,21
"Hampshire County"," Massachusetts","2012-2016",937,23
"Hampshire County"," Massachusetts","2013-2017",967,25
"Middlesex County"," Massachusetts","2005-2009",1327,13
"Middlesex County"," Massachusetts","2006-2010",1319,11
"Middlesex County"," Massachusetts","2007-2011",1317,11
"Middlesex County"," Massachusetts","2008-2012",1304,9
"Middlesex County"," Massachusetts","2009-2013",1328,9
"Middlesex County"," Massachusetts","2010-2014",1341,10
"Middlesex County"," Massachusetts","2011-2015",1320,10
"Middlesex County"," Massachusetts","2012-2016",1342,11
"Middlesex County"," Massachusetts","2013-2017",1387,12
"Nantucket County"," Massachusetts","2005-2009",1847,397
"Nantucket County"," Massachusetts","2006-2010",1917,227
"Nantucket County"," Massachusetts","2007-2011",1926,184
"Nantucket County"," Massachusetts","2008-2012",1702,230
"Nantucket County"," Massachusetts","2009-2013",1649,235
"Nantucket County"," Massachusetts","2010-2014",1763,198
"Nantucket County"," Massachusetts","2011-2015",1608,297
"Nantucket County"," Massachusetts","2012-2016",1588,253
"Nantucket County"," Massachusetts","2013-2017",1594,197
"Norfolk County"," Massachusetts","2005-2009",1361,23
"Norfolk County"," Massachusetts","2006-2010",1340,16
"Norfolk County"," Massachusetts","2007-2011",1328,18
"Norfolk County"," Massachusetts","2008-2012",1307,15
"Norfolk County"," Massachusetts","2009-2013",1329,17
"Norfolk County"," Massachusetts","2010-2014",1343,17
"Norfolk County"," Massachusetts","2011-2015",1326,17
"Norfolk County"," Massachusetts","2012-2016",1352,18
"Norfolk County"," Massachusetts","2013-2017",1409,20
"Plymouth County"," Massachusetts","2005-2009",1110,21
"Plymouth County"," Massachusetts","2006-2010",1105,21
"Plymouth County"," Massachusetts","2007-2011",1118,22
"Plymouth County"," Massachusetts","2008-2012",1099,20
"Plymouth County"," Massachusetts","2009-2013",1125,19
"Plymouth County"," Massachusetts","2010-2014",1120,18
"Plymouth County"," Massachusetts","2011-2015",1096,16
"Plymouth County"," Massachusetts","2012-2016",1077,21
"Plymouth County"," Massachusetts","2013-2017",1105,20
"Suffolk County"," Massachusetts","2005-2009",1266,16
"Suffolk County"," Massachusetts","2006-2010",1283,13
"Suffolk County"," Massachusetts","2007-2011",1289,12
"Suffolk County"," Massachusetts","2008-2012",1279,13
"Suffolk County"," Massachusetts","2009-2013",1297,10
"Suffolk County"," Massachusetts","2010-2014",1296,10
"Suffolk County"," Massachusetts","2011-2015",1272,11
"Suffolk County"," Massachusetts","2012-2016",1288,14
"Suffolk County"," Massachusetts","2013-2017",1339,14
"Worcester County"," Massachusetts","2005-2009",897,11
"Worcester County"," Massachusetts","2006-2010",894,10
"Worcester County"," Massachusetts","2007-2011",893,8
"Worcester County"," Massachusetts","2008-2012",871,10
"Worcester County"," Massachusetts","2009-2013",896,10
"Worcester County"," Massachusetts","2010-2014",894,9
"Worcester County"," Massachusetts","2011-2015",875,8
"Worcester County"," Massachusetts","2012-2016",875,9
"Worcester County"," Massachusetts","2013-2017",890,8
"Acton"," Middlesex ","2005-2009",1214,48
"Acton"," Middlesex ","2006-2010",1202,49
"Acton"," Middlesex ","2007-2011",1179,73
"Acton"," Middlesex ","2008-2012",1216,72
"Acton"," Middlesex ","2009-2013",1283,70
"Acton"," Middlesex ","2010-2014",1277,62
"Acton"," Middlesex ","2011-2015",1252,95
"Acton"," Middlesex ","2012-2016",1322,70
